Timestamp,FirstLanguage,NowLanguage,AdditionalLanguages,NextLanguage,PetProjectsLanguages,Choosing,e1,e2,e3,e4,e5,InUA,InPrev,Age,ExperienceInProgramming,ExperienceInLanguage
12.07.2011 19:30:32,Pascal/Delphi,ActionScript,"Java, JavaScript",Java,"Java, ActionScript",Совместным решением,,,,,,да,да,"[20, 30)",9,2
12.07.2011 19:31:51,Pascal/Delphi,Pascal/Delphi,C#,C#,,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[30, 40)",10+,3
12.07.2011 19:32:15,Basic,Python,JavaScript,Python,"Java, Python",Исполнителем,,,,,,нет,нет,"[20, 30)",10+,5
12.07.2011 19:32:52,Prolog,С#,"Objective-C, JavaScript",C#,"C#, C, C++, Objective-C, JavaScript",Совместным решением,,,,,,да,нет,"[20, 30)",10+,7
12.07.2011 19:33:56,Basic,C,C,C,"C#, PHP, C, C++, Basic, Basic, Asm, Pascal/Delphi",Заказчиком,,,,,,да,нет,"[20, 30)",4,4
12.07.2011 19:34:04,PHP,PHP,JavaScript,JavaScript,,Не знаю,,,,,,да,нет,"[20, 30)",1,1
12.07.2011 19:34:40,C#,С#,JavaScript,Nemerle,Nemerle,Исполнителем,,,,,,нет,нет,"[20, 30)",5,5
12.07.2011 19:34:47,C,С#,"Python, JavaScript",Python,,Исполнителем,,,,,,да,да,"[20, 30)",9,4
12.07.2011 19:35:59,Pascal/Delphi,Objective-C,"C#, C, C++",C#,"C#, Objective-C",Исполнителем,,,,,,нет,нет,"[20, 30)",1,1
12.07.2011 19:38:54,Basic,PHP,JavaScript,PHP,"Java, PHP",Заказчиком,,,,,,да,нет,"[30, 40)",5,5
12.07.2011 19:41:08,JavaScript,Python,"Python, JavaScript",Python,Python,Исполнителем,,,,,,нет,нет,"[20, 30)",7,3
12.07.2011 19:41:38,ActionScript,ActionScript,Java,ActionScript,ActionScript,Совместным решением,,,,,,да,да,"[20, 30)",5,2
12.07.2011 19:42:24,PHP,Python,JavaScript,Python,Python,Заказчиком,,,,,,да,нет,"[20, 30)",7,5
12.07.2011 19:43:28,C++,С#,"C#, C, C++, ActionScript, JavaScript",C#,,Исполнителем,,,,,,нет,нет,"[20, 30)",5,3
12.07.2011 19:44:04,Pascal/Delphi,C++,Perl,C++,"PHP, C++, Perl",Исполнителем,,,,,,нет,нет,"[30, 40)",5,3
12.07.2011 19:44:11,C,C++,"Java, C++, Python, Lisp",C++,Python,Совместным решением,,,,,,да,нет,"[30, 40)",10+,10+
12.07.2011 19:47:13,C++,Java,JavaScript,Java,,Исполнителем,,,,,,да,нет,"[20, 30)",4,3
12.07.2011 19:48:41,C++,C++,"C#, C++",C++,C++,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",6,6
12.07.2011 19:48:59,Pascal/Delphi,С#,Pascal/Delphi,C#,"C#, Java, Pascal/Delphi",Не знаю,,,,,,нет,нет,"[20, 30)",5,3
12.07.2011 19:49:28,Pascal/Delphi,Objective-C,Ruby,Objective-C,"Objective-C, Pascal/Delphi",Не знаю,,,,,,да,да,"[20, 30)",5,1
12.07.2011 19:49:30,C++,Java,JavaScript,Java,,Заказчиком,,,,,,да,нет,"[20, 30)",1,1
12.07.2011 19:58:51,Basic,ActionScript,"Java, Objective-C, JavaScript",JavaScript,"C#, Java, Objective-C, ActionScript",Заказчиком,,,,,,да,нет,"[20, 30)",6,3
12.07.2011 19:59:12,PHP,PHP,JavaScript,Perl,"PHP, Pascal/Delphi, JavaScript, 1C",Исполнителем,,,,,,да,нет,"[20, 30)",5,6
12.07.2011 20:00:21,PHP,PHP,"PHP, Ruby, JavaScript",Ruby,Ruby,Заказчиком,,,,,,нет,нет,"[20, 30)",5,5
12.07.2011 20:01:07,Basic,Java,"Java, JavaScript",Java,Java,Заказчиком,,,,,,да,нет,"[20, 30)",1,1
12.07.2011 20:02:25,Java,С#,JavaScript,Python,,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",3,1
12.07.2011 20:04:42,Asm,C,"C++, Python, Asm",C++,"C, C++",Исполнителем,,,,,,нет,нет,"[20, 30)",5,4
12.07.2011 20:05:37,Fortran,C++,"C#, Java, Perl",C++,"Java, C++",Заказчиком,,,,,,да,да,"[30, 40)",10+,10+
12.07.2011 20:05:54,Pascal/Delphi,С#,Pascal/Delphi,C#,,Исполнителем,,,,,,нет,нет,"[20, 30)",2,1
12.07.2011 20:08:34,Pascal/Delphi,PHP,JavaScript,PHP,,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",1,1
12.07.2011 20:09:22,Python,JavaScript,Python,Python,Python,Не знаю,,,,,,нет,да,"[20, 30)",2,1
12.07.2011 20:10:52,C++,PHP,"C++, Python, JavaScript",Ruby,,Исполнителем,,,,,,да,да,"[20, 30)",5,3
12.07.2011 20:11:33,Pascal/Delphi,С#,Java,C#,,Исполнителем,,,,,,да,нет,"[20, 30)",5,4
12.07.2011 20:12:29,Fortran,Mathematica,"Java, PHP, C, C++, Python, Scala, Haskell, R",Scala,"Java, PHP, C, Python, Scala, Haskell",Совместным решением,,,,,,нет,нет,"[30, 40)",10+,10+
12.07.2011 20:12:45,Basic,Java,"Python, Objective-C, JavaScript",Java,Objective-C,Заказчиком,,,,,,да,нет,"[20, 30)",6,5
12.07.2011 20:21:07,C++,C++,JavaScript,C++,C++,Исполнителем,,,,,,да,да,"[20, 30)",10+,10+
12.07.2011 20:26:03,Pascal/Delphi,ActionScript,Java,C#,"Java, ActionScript",Совместным решением,,,,,,да,нет,"[20, 30)",7,3
12.07.2011 20:28:15,C,PL/SQL,"C++, Perl",PL/SQL,,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[30, 40)",10+,10+
12.07.2011 20:28:56,Pascal/Delphi,Java,"Java, ActionScript, JavaScript",C#,,Заказчиком,,,,,,да,да,"[20, 30)",2,2
12.07.2011 20:29:23,Basic,С#,"C#, Ruby, JavaScript",C#,C#,Заказчиком,,,,,,да,да,"[20, 30)",4,4
12.07.2011 20:30:27,Basic,С#,JavaScript,Python,"C#, PHP, Pascal/Delphi",Моя организация разрабатывает только на этом языке,,,,,,нет,нет,"[30, 40)",9,3
12.07.2011 20:30:53,Basic,C,C++,C++,,Исполнителем,,,,,,нет,нет,"[20, 30)",2,2
12.07.2011 20:31:37,C++,PHP,"PHP, C++, Python, JavaScript, Scala, Haskell",Scala,"PHP, C++",Заказчиком,,,,,,да,нет,"[20, 30)",1,2
12.07.2011 20:32:16,Asm,C++,"C#, PHP, C, C++, Objective-C, Asm",Asm,,Совместным решением,,,,,,да,нет,"[30, 40)",10+,10+
12.07.2011 20:32:36,Pascal/Delphi,С#,"C#, C, C++, Python, Ruby, Objective-C, Pascal/Delphi, JavaScript, Perl",C#,"C#, C, C++, Python, JavaScript, Lisp",Моя организация разрабатывает только на этом языке,,,,,,нет,да,"[30, 40)",10+,6
12.07.2011 20:38:47,C#,Java,"C, C++",Java,,Заказчиком,,,,,,да,нет,"[20, 30)",2,1
12.07.2011 20:41:35,Basic,PHP,"PHP, JavaScript, Perl",Erlang,,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",3,3
12.07.2011 20:42:22,PHP,PHP,JavaScript,PHP,"PHP, JavaScript",Не знаю,,,,,,да,нет,"[20, 30)",5,5
12.07.2011 20:42:26,Pascal/Delphi,Perl,Java,C#,C#,Не знаю,,,,,,да,нет,"[30, 40)",5,3
12.07.2011 20:42:47,Pascal/Delphi,ActionScript,"Java, ActionScript",Java,,Не знаю,,,,,,да,нет,"[20, 30)",1,1
12.07.2011 20:43:10,PHP,Ruby,JavaScript,Ruby,"Ruby, JavaScript",Исполнителем,,,,,,да,да,"[20, 30)",5,1
12.07.2011 20:44:08,1C,1C,"PHP, C++, 1C",1C,"PHP, C++, 1C",Исполнителем,,,,,,да,нет,"[20, 30)",10+,10+
12.07.2011 20:44:10,C#,С#,"C#, JavaScript",C#,,Моя организация разрабатывает только на этом языке,,,,,,да,да,"[20, 30)",3,3
12.07.2011 20:44:30,Fortran,Java,"C#, Pascal/Delphi, Asm, Cobol",Haskell,"Pascal/Delphi, Cobol, Pascal/Delphi",Исполнителем,,,,,,нет,нет,"[30, 40)",10+,5
12.07.2011 20:45:25,1C,1C,"PHP, C++, Pascal/Delphi, 1C",1C,"PHP, C++, Pascal/Delphi, 1C",Исполнителем,,,,,,да,нет,"[20, 30)",10+,10+
12.07.2011 20:46:19,Pascal/Delphi,PHP,JavaScript,PHP,JavaScript,Моя организация разрабатывает только на этом языке,,,,,,да,да,"[20, 30)",2,2
12.07.2011 20:46:46,Basic,PHP,JavaScript,PHP,"C#, PHP, JavaScript",Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",10+,6
12.07.2011 20:46:55,C#,С#,C#,C#,C#,Заказчиком,,,,,,да,да,"[20, 30)",4,4
12.07.2011 20:48:46,C++,C++,C,C++,C++,Моя организация разрабатывает только на этом языке,,,,,,нет,нет,"[20, 30)",4,4
12.07.2011 20:49:36,PHP,PHP,"Java, PHP, JavaScript",Java,PHP,Совместным решением,,,,,,да,нет,"[20, 30)",4,4
12.07.2011 20:52:53,Pascal/Delphi,ActionScript,"Java, PHP, Python, JavaScript, Lua",Python,"Java, C++, ActionScript",Заказчиком,,,,,,нет,нет,"[20, 30)",7,3
12.07.2011 20:53:05,Pascal/Delphi,Java,"C#, C++",Java,"Java, C++, Lisp",Исполнителем,,,,,,нет,нет,"[20, 30)",1,2
12.07.2011 20:53:13,Pascal/Delphi,Java,-,Scala,Scala,Заказчиком,,,,,,да,да,"[20, 30)",5,4
12.07.2011 20:56:10,Pascal/Delphi,PHP,PHP,PHP,PHP,Исполнителем,,,,,,да,нет,"[20, 30)",1,1
12.07.2011 20:58:16,C++,Ruby,JavaScript,JavaScript,Ruby,Исполнителем,,,,,,да,да,"[20, 30)",4,3
12.07.2011 20:59:09,Basic,PHP,"C, C++, ActionScript, JavaScript",Java,,Исполнителем,,,,,,да,нет,"[30, 40)",10+,6
12.07.2011 20:59:58,C#,C++,"C, Lua",C++,"C++, Python",Не знаю,,,,,,да,нет,"[20, 30)",4,2
12.07.2011 21:00:01,C++,PHP,JavaScript,C#,"PHP, C++",Исполнителем,,,,,,да,да,< 20,1,1
12.07.2011 21:00:47,C#,Java,JavaScript,Java,"Java, JavaScript",Заказчиком,,,,,,да,да,"[20, 30)",3,2
12.07.2011 21:02:37,Basic,JavaScript,"C++, Perl, 1C",JavaScript,JavaScript,Исполнителем,,,,,,да,нет,"[20, 30)",6,6
12.07.2011 21:03:50,C++,C++,C,C++,,Исполнителем,,,,,,да,нет,"[20, 30)",2,2
12.07.2011 21:05:58,Pascal/Delphi,PHP,JavaScript,Python,,Не знаю,,,,,,да,нет,"[20, 30)",1,1
12.07.2011 21:07:09,Pascal/Delphi,Python,"C, C++",Python,"C++, Python",Исполнителем,,,,,,да,нет,"[30, 40)",10+,4
12.07.2011 21:08:40,C++,C++,C,C++,"C, C++",Совместным решением,,,,,,да,нет,"[20, 30)",1,1
12.07.2011 21:09:20,DBase,C++,Python,Python,Python,Совместным решением,,,,,,да,нет,"[20, 30)",4,4
12.07.2011 21:09:51,Pascal/Delphi,JavaScript,"C++, Python",Python,"C++, Python, JavaScript",Исполнителем,,,,,,нет,нет,"[20, 30)",3,1
12.07.2011 21:11:32,Pascal/Delphi,Perl,"Python, Ruby",Perl,,Исполнителем,,,,,,да,да,"[20, 30)",7,4
12.07.2011 21:12:50,PHP,С#,JavaScript,C#,"C#, JavaScript",Моя организация разрабатывает только на этом языке,,,,,,да,да,"[30, 40)",5,3
12.07.2011 21:14:55,Pascal/Delphi,Java,PHP,Java,"Java, PHP",Совместным решением,,,,,,да,нет,"[20, 30)",5,3
12.07.2011 21:15:31,Java,PHP,JavaScript,PHP,"Java, PHP",Совместным решением,,,,,,да,нет,"[20, 30)",7,3
12.07.2011 21:16:14,Basic,C++,"PHP, C, Python",C++,"Java, C, Asm",Исполнителем,,,,,,нет,нет,"[20, 30)",5,5
12.07.2011 21:18:17,Perl,Perl,"C, C++, ActionScript, JavaScript, Lua",Perl,Perl,Совместным решением,,,,,,да,нет,"[20, 30)",5,5
12.07.2011 21:21:05,PHP,Ruby,C#,Ruby,Ruby,Совместным решением,,,,,,да,да,"[20, 30)",5,2
12.07.2011 21:21:33,Pascal/Delphi,C,"C++, Python",C++,C,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",4,4
12.07.2011 21:21:59,PHP,PHP,JavaScript,PHP,PHP,Моя организация разрабатывает только на этом языке,,,,,,да,да,"[20, 30)",2,2
12.07.2011 21:23:29,PHP,Java,JavaScript,Java,"Java, PHP, JavaScript",Заказчиком,,,,,,да,нет,"[20, 30)",4,2
12.07.2011 21:25:13,Asm,Java,"Java, C++, JavaScript, Scala",Scala,,Совместным решением,,,,,,нет,нет,"[30, 40)",10+,10+
12.07.2011 21:25:58,Perl,Java,"Ruby, JavaScript",Ruby,"C, Ruby, Lisp",Заказчиком,,,,,,да,да,"[30, 40)",7,6
12.07.2011 21:31:28,C#,С#,C#,C#,,Совместным решением,,,,,,да,нет,"[20, 30)",1,1
12.07.2011 21:33:28,Pascal/Delphi,ActionScript,"C++, Python",C++,"Python, ActionScript",Исполнителем,,,,,,да,нет,"[20, 30)",5,4
12.07.2011 21:33:36,Pascal/Delphi,C++,Perl,C#,C++,Совместным решением,,,,,,да,нет,"[40, 50)",10+,6
12.07.2011 21:33:54,Pascal/Delphi,Java,Java,C#,C#,Заказчиком,,,,,,да,нет,"[20, 30)",8,2
12.07.2011 21:35:06,PL/I,C++,Java,Java,"Python, JavaScript",Заказчиком,,,,,,да,нет,"[40, 50)",10+,10+
12.07.2011 21:35:34,PHP,Python,"PHP, Python, JavaScript",Python,"Java, Python, Ruby, Clojure",Исполнителем,,,,,,нет,да,"[20, 30)",4,4
12.07.2011 21:35:53,Pascal/Delphi,C++,"C#, JavaScript",C#,C#,Исполнителем,,,,,,да,нет,"[30, 40)",1,10+
12.07.2011 21:41:08,Pascal/Delphi,Python,"C++, Python",Python,Lisp,Совместным решением,,,,,,да,нет,"[20, 30)",5,1
12.07.2011 21:41:16,Java,Java,"Ruby, JavaScript, Groovy",Ruby,"Java, Ruby, JavaScript",Заказчиком,,,,,,да,да,"[20, 30)",3,3
12.07.2011 21:42:24,Basic,Java,Groovy,Scala,Java,Совместным решением,,,,,,да,да,"[20, 30)",10+,6
12.07.2011 21:43:56,Pascal/Delphi,С#,"C#, JavaScript",C#,C#,Исполнителем,,,,,,да,нет,"[20, 30)",7,7
12.07.2011 21:45:48,Pascal/Delphi,PHP,"Java, Pascal/Delphi, JavaScript",Java,,Совместным решением,,,,,,да,нет,"[20, 30)",6,6
12.07.2011 21:45:51,Pascal/Delphi,PHP,"JavaScript, XSLT",JavaScript,"PHP, JavaScript",Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[30, 40)",10+,8
12.07.2011 21:47:01,PHP,PHP,"PHP, JavaScript",PHP,,Совместным решением,,,,,,да,нет,"[30, 40)",5,5
12.07.2011 21:47:07,Python,Python,"JavaScript, Basic",Python,"PHP, Python, JavaScript, Basic, Basic",Совместным решением,,,,,,да,нет,"[20, 30)",1,1
12.07.2011 21:51:15,Python,Python,JavaScript,Haskell,,Заказчиком,,,,,,да,да,"[20, 30)",6,6
12.07.2011 21:51:43,Pascal/Delphi,C++,C++,C#,"C#, C++",Моя организация разрабатывает только на этом языке,,,,,,да,да,"[20, 30)",8,7
12.07.2011 22:00:07,1C,Ruby,"Java, C, C++, Ruby, JavaScript, Scala, Lua",Ruby,"Ruby, erlang",Исполнителем,,,,,,нет,да,"[20, 30)",7,5
12.07.2011 22:02:53,Asm,Java,"C#, PHP, JavaScript",C#,C#,Заказчиком,,,,,,да,нет,"[30, 40)",10+,4
12.07.2011 22:03:53,Java,Java,"Java, JavaScript",Java,,Исполнителем,,,,,,нет,нет,"[20, 30)",6,6
12.07.2011 22:05:10,Perl,С#,"C#, Java, Python, Perl",Python,Perl,Совместным решением,,,,,,нет,нет,"[20, 30)",10+,8
12.07.2011 22:05:39,Basic,C++,"C#, Basic, VB.NET",C#,"C#, C++, Basic",Исполнителем,,,,,,нет,нет,< 20,2,1
12.07.2011 22:06:08,C#,С#,Objective-C,C#,C#,Моя организация разрабатывает только на этом языке,,,,,,нет,нет,"[20, 30)",2,2
12.07.2011 22:06:40,C++,C++,"Python, Objective-C",Python,"C++, Python",Исполнителем,,,,,,нет,нет,"[20, 30)",5,5
12.07.2011 22:07:49,C#,С#,JavaScript,C#,C#,Совместным решением,,,,,,да,нет,"[20, 30)",3,3
12.07.2011 22:08:38,C#,С#,"C#, Java, JavaScript",C#,C#,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",3,3
12.07.2011 22:10:54,PHP,Java,C++,C++,"Java, PHP, C++, Pascal/Delphi",Заказчиком,,,,,,да,нет,"[20, 30)",3,5
12.07.2011 22:12:44,C++,C++,"C#, JavaScript, Lisp",C#,"C#, Lisp",Совместным решением,,,,,,да,нет,"[20, 30)",6,6
12.07.2011 22:13:53,Basic,Java,"C#, C, C++, Objective-C",Java,"Java, Objective-C",Совместным решением,,,,,,да,да,"[20, 30)",6,5
12.07.2011 22:15:27,1C,Groovy,PHP,PHP,Objective-C,Заказчиком,,,,,,да,да,"[20, 30)",1,1
12.07.2011 22:17:12,Pascal/Delphi,С#,C#,C#,C#,Совместным решением,,,,,,да,да,"[20, 30)",7,1
12.07.2011 22:20:48,Basic,PHP,"C, JavaScript",Python,,Исполнителем,,,,,,да,нет,"[20, 30)",7,3
12.07.2011 22:21:01,C,Perl,"Java, C++, JavaScript, Erlang",Python,Perl,Исполнителем,,,,,,да,да,"[30, 40)",10+,10+
12.07.2011 22:26:16,Pascal/Delphi,1C,C#,C#,C#,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[30, 40)",4,4
12.07.2011 22:26:32,C#,Python,C#,C#,C#,Моя организация разрабатывает только на этом языке,,,,,,нет,нет,"[30, 40)",7,3
12.07.2011 22:27:33,Basic,PHP,Pascal/Delphi,Objective-C,,Моя организация разрабатывает только на этом языке,,,,,,нет,нет,"[30, 40)",7,5
12.07.2011 22:28:25,Pascal/Delphi,Python,"Java, PHP, C++, JavaScript",Python,"PHP, JavaScript",Исполнителем,,,,,,да,нет,"[30, 40)",10+,3
12.07.2011 22:31:13,Pascal/Delphi,Perl,"PHP, C++, Ruby, JavaScript, Perl",Ruby,JavaScript,Совместным решением,,,,,,нет,нет,"[20, 30)",1,1
12.07.2011 22:34:21,PHP,Ruby,JavaScript,Ruby,"Ruby, JavaScript",Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",5,1
12.07.2011 22:35:05,C,С#,"Java, C++, JavaScript",C++,C#,Исполнителем,,,,,,да,нет,"[20, 30)",3,3
12.07.2011 22:35:12,PHP,Python,"PHP, C",Python,"C, Python",Заказчиком,,,,,,нет,да,"[20, 30)",6,1
12.07.2011 22:37:12,Basic,Perl,"Java, C, JavaScript, PL/SQL",Scala,"C, JavaScript, Perl, Erlang",Не знаю,,,,,,да,да,"[30, 40)",9,9
12.07.2011 22:38:05,Pascal/Delphi,Java,C++,Java,C++,Не знаю,,,,,,да,нет,"[20, 30)",1,1
12.07.2011 22:38:12,PHP,PHP,"C#, PHP, Ruby, JavaScript",Ruby,PHP,Заказчиком,,,,,,да,нет,"[20, 30)",4,4
12.07.2011 22:39:17,Perl,Perl,Java,Java,,Исполнителем,,,,,,нет,нет,"[40, 50)",5,5
12.07.2011 22:39:39,МК-62,Java,"JavaScript, Perl, Groovy, Haskell",Java,"Java, Perl, Haskell",Не знаю,,,,,,нет,нет,"[30, 40)",10+,9
12.07.2011 22:43:46,Basic,C,"C++, Asm",C,C++,Заказчиком,,,,,,да,нет,"[20, 30)",4,4
12.07.2011 22:43:57,Pascal/Delphi,С#,"PHP, JavaScript",C#,,Совместным решением,,,,,,да,нет,"[30, 40)",9,5
12.07.2011 22:44:08,Basic,PHP,"PHP, JavaScript",PHP,"PHP, JavaScript",Совместным решением,,,,,,да,нет,"[20, 30)",7,7
12.07.2011 22:49:26,Basic,Java,Scala,Java,Java,Не знаю,,,,,,да,нет,"[20, 30)",1,1
12.07.2011 22:49:41,PHP,PHP,JavaScript,PHP,"PHP, Python, JavaScript",Заказчиком,,,,,,да,нет,"[20, 30)",2,2
12.07.2011 22:49:44,C++,C++,"Java, Perl, Groovy, Lua",C++,"Java, C++, Lua, Haskell",Совместным решением,,,,,,да,да,"[20, 30)",5,5
12.07.2011 22:49:49,C++,Java,C#,Java,C#,Заказчиком,,,,,,да,нет,"[20, 30)",8,5
12.07.2011 22:53:38,Pascal/Delphi,С#,"JavaScript, Perl",C#,C#,Совместным решением,,,,,,да,нет,"[20, 30)",7,4
12.07.2011 22:55:17,Java,Java,"Java, JavaScript",Scala,Scala,Не знаю,,,,,,да,да,"[20, 30)",1,1
12.07.2011 22:55:39,PHP,PHP,JavaScript,PHP,"PHP, JavaScript",Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",3,3
12.07.2011 22:58:22,C++,C++,"C, Pascal/Delphi",C++,,Заказчиком,,,,,,да,нет,"[20, 30)",1,1
12.07.2011 23:01:05,Basic,С#,nothing else,Objective-C,"C#, C++",Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[30, 40)",10+,7
12.07.2011 23:01:48,PHP,Ruby,Python,Ruby,"Java, PHP, Python, Ruby, JavaScript",Моя организация разрабатывает только на этом языке,,,,,,да,да,"[20, 30)",5,2
12.07.2011 23:03:18,Basic,Java,"PHP, JavaScript",Java,,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",2,2
12.07.2011 23:03:49,C++,Java,"C, C++",Java,"C#, Java, C, C++",Совместным решением,,,,,,да,да,"[20, 30)",6,2
12.07.2011 23:06:01,C++,С#,C#,C#,C#,Заказчиком,,,,,,да,да,"[20, 30)",5,3
12.07.2011 23:06:22,PHP,Java,Python,Java,Java,Не знаю,,,,,,да,да,"[20, 30)",4,3
12.07.2011 23:16:18,C#,С#,C#,C#,,Не знаю,,,,,,да,нет,"[20, 30)",1,1
12.07.2011 23:19:03,C#,С#,"Ruby, JavaScript",C#,"C#, PHP, Ruby",Моя организация разрабатывает только на этом языке,,,,,,да,да,"[20, 30)",3,3
12.07.2011 23:21:03,Java,Java,"Python, JavaScript",Java,,Совместным решением,,,,,,да,нет,"[20, 30)",1,1
12.07.2011 23:22:18,C++,Java,"C#, C, JavaScript",Java,,Совместным решением,,,,,,да,нет,"[20, 30)",5,2
12.07.2011 23:22:26,Basic,PHP,JavaScript,PHP,"PHP, JavaScript",Заказчиком,,,,,,да,да,"[20, 30)",2,1
12.07.2011 23:23:23,C#,С#,C#,C#,C#,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",3,3
12.07.2011 23:23:31,C++,С#,C#,C#,C#,Совместным решением,,,,,,да,нет,< 20,1,1
12.07.2011 23:23:41,C#,С#,"C#, JavaScript",C#,"C#, JavaScript",Исполнителем,,,,,,да,да,"[20, 30)",6,5
12.07.2011 23:25:02,Pascal/Delphi,Java,"C#, Java, C++, JavaScript, Scala",Scala,,Совместным решением,,,,,,да,нет,"[20, 30)",4,1
12.07.2011 23:27:18,Pascal/Delphi,С#,"C++, Python",Python,"C#, Python",Исполнителем,,,,,,нет,нет,"[20, 30)",7,3
12.07.2011 23:27:55,PHP,Python,никакие,Python,Python,Исполнителем,,,,,,да,нет,"[20, 30)",7,3
12.07.2011 23:28:29,Pascal/Delphi,PHP,JavaScript,PHP,"Java, Pascal/Delphi",Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",4,4
12.07.2011 23:33:36,Basic,Java,"Ruby, ActionScript, JavaScript, Groovy",Ruby,,Исполнителем,,,,,,да,да,"[20, 30)",4,4
12.07.2011 23:38:00,C#,С#,"C#, JavaScript",JavaScript,"C#, JavaScript",Совместным решением,,,,,,нет,да,"[20, 30)",4,4
12.07.2011 23:39:58,C++,C++,"C#, Java, Python, Ruby",PHP,,Исполнителем,,,,,,да,нет,< 20,1,1
12.07.2011 23:40:21,Java,Java,JavaScript,Python,"Java, Python, JavaScript",Исполнителем,,,,,,да,да,"[20, 30)",5,5
12.07.2011 23:41:39,Pascal/Delphi,PHP,"Java, JavaScript",Java,,Заказчиком,,,,,,да,да,"[20, 30)",7,7
12.07.2011 23:44:47,Basic,Python,"PHP, JavaScript, Perl",Erlang,"PHP, Python, Perl",Совместным решением,,,,,,да,да,"[30, 40)",5,2
12.07.2011 23:48:09,PHP,С#,JavaScript,C#,,Моя организация разрабатывает только на этом языке,,,,,,да,да,"[20, 30)",5,3
12.07.2011 23:51:45,C,Java,"C#, PHP, C++",C#,"C#, Java, PHP",Совместным решением,,,,,,да,нет,"[30, 40)",10+,2
12.07.2011 23:54:43,Basic,PHP,JavaScript,PHP,PHP,Не знаю,,,,,,да,нет,"[30, 40)",10+,3
12.07.2011 23:55:36,C++,С#,C#,C#,C#,Исполнителем,,,,,,да,нет,"[20, 30)",3,3
12.07.2011 23:55:39,Asm,C,"Java, C++",C++,,Исполнителем,,,,,,нет,нет,>= 50,10+,10+
12.07.2011 23:59:08,C,С#,"Ruby, JavaScript",C#,"C#, Ruby, JavaScript",Совместным решением,,,,,,да,да,"[20, 30)",8,5
13.07.2011 0:01:37,Pascal/Delphi,Java,"Perl, Groovy",Groovy,,Заказчиком,,,,,,да,да,"[20, 30)",7,5
13.07.2011 0:02:56,Pascal/Delphi,С#,Java,C#,C#,Моя организация разрабатывает только на этом языке,,,,,,да,нет,< 20,1,1
13.07.2011 0:03:28,Pascal/Delphi,Java,Java,Java,Java,Моя организация разрабатывает только на этом языке,,,,,,да,да,"[20, 30)",3,3
13.07.2011 0:07:35,C,С#,JavaScript,C#,C#,Заказчиком,,,,,,да,нет,"[20, 30)",9,7
13.07.2011 0:08:05,Pascal/Delphi,Java,Java,Java,,Совместным решением,,,,,,да,нет,"[20, 30)",3,3
13.07.2011 0:10:42,PHP,Java,"ActionScript, JavaScript, Groovy",Scala,,Заказчиком,,,,,,да,нет,"[20, 30)",4,2
13.07.2011 0:11:19,C++,Lua,"C++, Lua",C++,C++,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",2,2
13.07.2011 0:16:30,Java,Java,"Java, JavaScript, Groovy",Java,"Java, JavaScript, Groovy",Заказчиком,,,,,,да,да,"[20, 30)",4,3
13.07.2011 0:31:12,Basic,PHP,"Python, JavaScript",PHP,"Java, PHP, Python, JavaScript",Заказчиком,,,,,,да,нет,"[20, 30)",6,5
13.07.2011 0:32:42,Basic,PHP,"JavaScript, Perl",PHP,"PHP, JavaScript",Исполнителем,,,,,,да,нет,"[20, 30)",5,5
13.07.2011 0:37:01,Perl,С#,"C#, C++, JavaScript, Perl",C#,"C#, Perl",Заказчиком,,,,,,да,нет,"[20, 30)",6,4
13.07.2011 0:37:39,C++,PHP,"PHP, JavaScript",PHP,"PHP, JavaScript",Совместным решением,,,,,,да,нет,< 20,1,1
13.07.2011 0:45:13,PHP,PHP,"Java, PHP, Python, JavaScript",PHP,"PHP, JavaScript",Моя организация разрабатывает только на этом языке,,,,,,нет,нет,"[20, 30)",4,6
13.07.2011 0:46:54,Basic,PHP,"Java, Ruby",Ruby,"Java, Ruby",Совместным решением,,,,,,да,нет,"[20, 30)",7,5
13.07.2011 0:47:10,C++,Java,JavaScript,Java,Java,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",1,1
13.07.2011 0:51:58,Pascal/Delphi,C++,JavaScript,C++,C++,Моя организация разрабатывает только на этом языке,,,,,,да,нет,< 20,4,2
