Timestamp,FirstLanguage,MainLanguage,NowLanguage,AdditionalLanguages1,NowLanguages2,AdditonalLanguages3,NextLanguage,PetProjectsLanguages,ExperienceInProgramming,ExperienceInLanguage,Birthday,InUA,InPrev
1/12/2015 18:02:20,Basic,Да,C#,"PHP, JavaScript",,,C#,"C#, PHP, C++",2,1,3/24/1991,Да,Не помню
1/12/2015 18:02:33,Pascal/Delphi,Да,Scala,"PHP, JavaScript",,,Scala,"PHP, Scala",10+,1,4/1/1984,Да,Да
1/12/2015 18:02:41,Pascal/Delphi,Да,Java,Python,,,C#,Java,6,3,3/7/1988,Нет,Да
1/12/2015 18:02:48,Basic,Да,C++,Java,,,C++,"C++, C",9,8,8/20/1985,Нет,Нет
1/12/2015 18:03:22,Pascal/Delphi,Да,JavaScript,,,,JavaScript,JavaScript,<1,<1,2/7/1992,Да,Нет
1/12/2015 18:03:44,C,Да,Java,Shell,,,C,"Java, C",1,2,8/26/1990,Да,Не помню
1/12/2015 18:03:58,Basic,Да,C#,"JavaScript, T-SQL",,,C#,C#,9,3,11/4/1980,Да,Да
1/12/2015 18:05:38,Basic,Да,C#,"C++, JavaScript, C",,,C#,"C#, C",10+,8,,Да,Нет
1/12/2015 18:05:44,Java,Да,Java,JavaScript,,,Java,Java,1,2,11/25/1991,Да,Не помню
1/12/2015 18:05:53,Basic,Да,C#,"C#, JavaScript, T-SQL",,,C#,"C#, JavaScript, Python, T-SQL",2,2,5/12/1992,Да,Нет
1/12/2015 18:06:00,C,Да,Ruby,JavaScript,,,JavaScript,"JavaScript, Ruby",2,2,2/23/1993,Да,Нет
1/12/2015 18:06:44,Pascal/Delphi,Да,C++,,,,C++,,3,3,12/30/1989,Да,Да
1/12/2015 18:07:33,Pascal/Delphi,Да,Ruby,"JavaScript, CoffeeScript",,,Ruby,,7,4,8/25/1987,Да,Да
1/12/2015 18:07:35,Pascal/Delphi,Нет,,,"Java, JavaScript",,Java,Java,7,<1,6/20/1986,Да,Нет
1/12/2015 18:07:53,Pascal/Delphi,Да,C#,"JavaScript, Python, T-SQL, CoffeeScript, TypeScript",,,,"C#, JavaScript",8,6,1/19/1985,Да,Нет
1/12/2015 18:08:39,PHP,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",10+,10+,4/8/1984,Да,Нет
1/12/2015 18:09:46,Objective-C,Да,PHP,"JavaScript, Python",,,Java,"Java, PHP, JavaScript, Python",5,3,10/12/1989,Да,Нет
1/12/2015 18:09:58,Basic,Да,JavaScript,CoffeeScript,,,JavaScript,,10+,10+,1/1/1978,Да,Да
1/12/2015 18:10:11,Pascal/Delphi,Да,Java,C++,,,Groovy,Java,2,2,5/23/1988,Да,Не помню
1/12/2015 18:10:38,Basic,Да,Python,C++,,,C#,"C#, C++",10+,1,11/18/1981,Да,Да
1/12/2015 18:11:12,Basic,Да,Java,"JavaScript, Python",,,Java,"Java, JavaScript",10+,10+,7/9/1973,Да,Да
1/12/2015 18:11:19,C++,Да,Java,"JavaScript, Python, Scala",,,Scala,"Java, JavaScript, Scala, Shell",3,2,11/19/1991,Да,Нет
1/12/2015 18:11:58,Basic,Да,JavaScript,PHP,,,JavaScript,JavaScript,6,2,1/29/1987,Да,Нет
1/12/2015 18:11:59,Pascal/Delphi,Да,Java,C#,,,Java,Java,<1,<1,8/30/1995,Да,Нет
1/12/2015 18:12:14,Basic,Да,Objective-C,"Java, C++, JavaScript",,,Objective-C,C++,4,4,5/13/1986,Да,Да
1/12/2015 18:12:14,Basic,Да,Python,"T-SQL, Erlang",,,Python,"C++, Python",3,2,1/30/1987,Да,Нет
1/12/2015 18:12:26,PHP,Да,PHP,,,,Ruby,PHP,5,5,4/29/1986,Да,Нет
1/12/2015 18:12:42,Pascal/Delphi,Нет,,,"PHP, JavaScript, Scala","Python, CoffeeScript",Python,,6,6,7/25/1989,Да,Да
1/12/2015 18:13:28,C++,Да,Java,,,,Java,Java,1,1,4/7/1991,Нет,Нет
1/12/2015 18:13:52,Basic,Да,Java,Python,,,Python,"Java, Python",4,2,1/22/1985,Да,Нет
1/12/2015 18:14:40,Basic,Да,Java,"PHP, JavaScript",,,Java,"Java, C#, PHP, JavaScript",4,1,2/4/1991,Да,Нет
1/12/2015 18:15:01,C,Да,ActionScript,JavaScript,,,C#,C#,7,5,,Да,Не помню
1/12/2015 18:16:18,Basic,Да,T-SQL,PHP,,,T-SQL,PHP,3,2,3/11/1989,Да,Не помню
1/12/2015 18:16:40,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,PHP,<1,2,1/7/1984,Да,Нет
1/12/2015 18:17:09,Pascal/Delphi,Да,Ruby,"JavaScript, CoffeeScript",,,Ruby,"Java, Ruby, CoffeeScript",2,<1,9/24/1987,Да,Нет
1/12/2015 18:17:55,C,Да,Java,JavaScript,,,Java,"Java, JavaScript",1,2,4/14/1993,Да,Нет
1/12/2015 18:17:59,Pascal/Delphi,Да,Ruby,"JavaScript, CoffeeScript",,,Ruby,Ruby,3,2,12/28/1988,Да,Не помню
1/12/2015 18:18:56,Basic,Да,Python,"C#, PHP, JavaScript, Objective-C, PL/SQL",,,Python,"Java, Python",10+,3,8/17/1978,Да,Не помню
1/12/2015 18:19:12,Pascal/Delphi,Да,Java,"PL/SQL, Clojure",,,Clojure,"Java, JavaScript, Clojure",4,4,1/1/1989,Да,Да
1/12/2015 18:19:46,Basic,Да,Ruby,"JavaScript, CoffeeScript",,,Ruby,,4,3,9/8/1984,Да,Да
1/12/2015 18:21:25,Pascal/Delphi,Да,C#,JavaScript,,,JavaScript,C#,3,3,8/12/1990,,Не помню
1/12/2015 18:21:37,Pascal/Delphi,Да,C++,Python,,,Rust,C++,2,1,6/12/1991,Да,Нет
1/12/2015 18:22:42,Pascal/Delphi,Да,C++,C#,,,C++,"C#, C++",1,1,10/17/1992,Да,Нет
1/12/2015 18:23:18,Fortran,Да,Java,"JavaScript, Groovy",,,Java,Java,10+,8,1/1/1971,Да,Да
1/12/2015 18:23:28,Pascal/Delphi,Да,C#,"JavaScript, T-SQL, F#",,,F#,,7,6,4/12/1985,Да,Да
1/12/2015 18:23:28,Pascal/Delphi,Да,JavaScript,PHP,,,JavaScript,JavaScript,3,<1,8/9/1988,Да,Нет
1/12/2015 18:23:39,Pascal/Delphi,Да,Java,JavaScript,,,Java,Java,3,3,10/1/1991,Нет,Да
1/12/2015 18:24:24,Pascal/Delphi,Да,C#,"PL/SQL, Uniface",,,C#,C#,8,6,,Да,Не помню
1/12/2015 18:25:21,Basic,Нет,,,Java,JavaScript,Java,Java,<1,1,6/26/1996,Да,Нет
1/12/2015 18:26:07,Pascal/Delphi,Да,C++,Python,,,Go,Python,8,8,1/14/1987,Да,Не помню
1/12/2015 18:26:09,Basic,Да,Python,"C++, C",,,Python,Python,10+,10+,1/1/2015,Да,Да
1/12/2015 18:27:03,Pascal/Delphi,Да,C#,JavaScript,,,C#,"C#, JavaScript",4,4,4/11/1988,Да,Нет
1/12/2015 18:27:10,C++,Да,JavaScript,C++,,,JavaScript,,2,<1,,Да,Нет
1/12/2015 18:28:12,PHP,Нет,,,"C++, JavaScript",PHP,Java,,<1,1,8/5/1996,Да,Нет
1/12/2015 18:28:45,Basic,Да,JavaScript,,,,Ruby,JavaScript,1,<1,11/8/1987,Да,Нет
1/12/2015 18:31:24,Pascal/Delphi,Да,Common Lisp,"Java, C#, C++, JavaScript, Python, C, PL/SQL, Perl, ASM",,,Haskell,Common Lisp,3,2,,Да,Да
1/12/2015 18:31:30,Pascal/Delphi,Да,JavaScript,"C#, PHP, JavaScript",,,JavaScript,"C#, JavaScript, Basic",4,4,1/22/1990,Да,Да
1/12/2015 18:32:19,Pascal/Delphi,Да,PHP,JavaScript,,,Python,"PHP, JavaScript",2,2,12/27/1992,Да,Нет
1/12/2015 18:33:13,Pascal/Delphi,Да,Python,"Java, JavaScript, PL/SQL",,,Java,,2,1,6/19/1993,Да,Нет
1/12/2015 18:33:31,Pascal/Delphi,Да,Java,JavaScript,,,Java,"Java, PHP, JavaScript",6,3,11/15/1985,Нет,Да
1/12/2015 18:34:12,Java,Да,Java,,,,Pascal/Delphi,,4,3,1/1/1989,Да,Да
1/12/2015 18:35:28,Pascal/Delphi,Да,PHP,"JavaScript, PL/SQL",,,PHP,,<1,<1,9/6/1983,Да,Нет
1/12/2015 18:35:40,C++,Нет,,,C++,C#,C#,"Java, C++",5,2,2/22/1989,Да,Нет
1/12/2015 18:36:20,Pascal/Delphi,Да,Java,JavaScript,,,Clojure,"Java, JavaScript, Python, Scala, Clojure",7,6,,Да,Не помню
1/12/2015 18:36:43,Pascal/Delphi,Да,PHP,"Java, JavaScript, Ruby, PL/SQL",,,PHP,PHP,7,1,1/1/1984,Да,Нет
1/12/2015 18:37:12,JavaScript,Да,JavaScript,"PHP, JavaScript",,,Go,"PHP, JavaScript",<1,<1,3/30/1991,Да,Не помню
1/12/2015 18:38:39,C,Да,Java,JavaScript,,,,Java,2,2,1/1/1987,Да,Нет
1/12/2015 18:38:44,Pascal/Delphi,Нет,,,C++,,C++,,<1,<1,5/6/1992,Да,Нет
1/12/2015 18:38:45,Pascal/Delphi,Да,Java,"JavaScript, PL/SQL",,,Scala,"JavaScript, Scala",2,2,12/5/1989,Да,Нет
1/12/2015 18:38:57,Basic,Да,C#,"JavaScript, T-SQL",,,JavaScript,JavaScript,9,7,7/13/1987,Нет,Да
1/12/2015 18:39:22,Basic,Да,C#,JavaScript,,,C#,C#,5,2,10/4/1978,Да,Нет
1/12/2015 18:41:55,C,Да,C#,JavaScript,,,,,<1,<1,5/15/1993,Да,Нет
1/12/2015 18:41:57,JavaScript,Да,JavaScript,"C++, JavaScript, Python, CoffeeScript, R",,,JavaScript,"JavaScript, Python",2,2,7/14/1994,Да,Нет
1/12/2015 18:42:10,JavaScript,Да,Java,PHP,,,C++,,1,1,,Да,Нет
1/12/2015 18:42:31,Pascal/Delphi,Да,JavaScript,"C#, PL/SQL",,,JavaScript,"C#, PL/SQL",3,<1,5/16/1992,Да,Нет
1/12/2015 18:42:53,Ruby,Да,Ruby,"JavaScript, Ruby, CoffeeScript, Shell",,,Ruby,"Ruby, CoffeeScript",6,5,4/6/1985,Нет,Да
1/12/2015 18:42:58,Basic,Да,Perl,JavaScript,,,Perl,"C++, C, Perl",10+,8,2/5/1979,Да,Нет
1/12/2015 18:43:04,Pascal/Delphi,Нет,,,"PHP, JavaScript, CoffeeScript",Python,CoffeeScript,"PHP, CoffeeScript",1,1,1/1/1995,Да,Нет
1/12/2015 18:43:20,Pascal/Delphi,Да,C#,JavaScript,,,C#,C#,2,2,1/1/1991,Да,Да
1/12/2015 18:43:32,Pascal/Delphi,Да,Java,JavaScript,,,Scala,Java,1,1,8/2/1981,Да,Нет
1/12/2015 18:43:51,Basic,Да,Java,"Python, SQL",,,Java,"Java, C++",10+,8,6/21/1975,Нет,Нет
1/12/2015 18:44:25,Pascal/Delphi,Нет,,,"PHP, Python, Ruby",,Ruby,"PHP, Python, Ruby, C",5,3,8/4/1988,Нет,Не помню
1/12/2015 18:44:30,Java,Да,JavaScript,C#,,,C#,,<1,<1,2/12/1992,Да,Нет
1/12/2015 18:44:55,Basic,Да,Pascal/Delphi,"Python, PL/SQL, T-SQL",,,Pascal/Delphi,"Pascal/Delphi, T-SQL",9,8,1/1/2015,Да,Не помню
1/12/2015 18:45:07,PHP,Да,PHP,JavaScript,,,JavaScript,JavaScript,5,5,1/1/1987,Да,Нет
1/12/2015 18:45:22,Pascal/Delphi,Да,JavaScript,Go,,,JavaScript,PHP,3,<1,11/16/1986,Да,Нет
1/12/2015 18:46:28,Pascal/Delphi,Да,Objective-C,"C++, JavaScript, Python, C",,,Objective-C,Python,9,6,1/1/1985,Да,Не помню
1/12/2015 18:46:52,Pascal/Delphi,Да,JavaScript,"PHP, Python",,,Python,JavaScript,3,3,1/16/2015,Да,Да
1/12/2015 18:46:59,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,JavaScript,C#,2,2,6/4/1988,Да,Не помню
1/12/2015 18:47:31,PowerBuilder,Да,Java,JavaScript,,,Java,C++,10+,10+,9/1/1978,Нет,Да
1/12/2015 18:47:36,Pascal/Delphi,Нет,,,"Java, C#, PL/SQL",JavaScript,Java,Java,<1,2,2/7/1990,Да,Нет
1/12/2015 18:47:59,Pascal/Delphi,Да,C++,"JavaScript, Objective-C",,,,,2,1,,Да,Нет
1/12/2015 18:48:03,Java,Да,JavaScript,PL/SQL,,,Java,Java,3,1,10/7/1989,Да,Нет
1/12/2015 18:48:30,Perl,Да,Java,"Python, Go",,,Java,Go,4,3,1/12/1984,Да,Да
1/12/2015 18:49:16,Pascal/Delphi,Да,JavaScript,"Java, PHP",,,JavaScript,,7,1,,Да,Нет
1/12/2015 18:49:47,Basic,Да,JavaScript,"Python, T-SQL, CoffeeScript",,,JavaScript,"PHP, JavaScript, Python",8,5,,Да,Да
1/12/2015 18:49:52,Basic,Да,Objective-C,"JavaScript, C",,,Objective-C,Objective-C,3,3,1/12/1988,Да,Не помню
1/12/2015 18:50:31,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,JavaScript,"C#, JavaScript, T-SQL",5,5,7/8/1987,Да,Не помню
1/12/2015 18:51:59,Pascal/Delphi,Да,Python,JavaScript,,,Python,"JavaScript, Python",3,1,6/25/1989,Да,Нет
1/12/2015 18:53:22,Pascal/Delphi,Да,PHP,"JavaScript, Shell",,,PHP,,9,9,6/9/1987,Да,Да
1/12/2015 18:53:44,Pascal/Delphi,Да,PHP,JavaScript,,,Python,"PHP, JavaScript, Python",9,9,4/2/1984,Нет,Да
1/12/2015 18:53:53,Basic,Да,R,Python,,,R,R,<1,2,8/25/1987,Да,Не помню
1/12/2015 18:54:00,C++,Да,C++,"Python, R",,,C++,"C++, Python, R",<1,<1,2/15/1993,Да,Нет
1/12/2015 18:54:14,Perl,Да,Java,"C++, JavaScript, Perl",,,C++,,10+,10+,8/3/1981,Нет,Не помню
1/12/2015 18:55:48,Pascal/Delphi,Да,Java,Scala,,,CoffeeScript,"CoffeeScript, Swift",3,2,,Да,Нет
1/12/2015 18:56:20,Basic,Да,JavaScript,"C#, T-SQL",,,JavaScript,JavaScript,<1,1,5/11/1988,Да,Нет
1/12/2015 18:56:34,Pascal/Delphi,Да,PHP,"JavaScript, Python, PL/SQL",,,Python,"Java, PHP, JavaScript, Python",2,2,6/11/1993,Да,Нет
1/12/2015 18:57:00,Ruby,Да,Ruby,"JavaScript, Erlang, CoffeeScript",,,Ruby,"Ruby, Erlang, Go",5,3,3/8/1990,Да,Нет
1/12/2015 18:57:03,Java,Да,C#,"JavaScript, T-SQL",,,C#,C#,2,2,10/31/1991,Да,Не помню
1/12/2015 18:57:06,Clipper,Да,PL/SQL,,,,PL/SQL,PL/SQL,10+,8,1/20/1981,Да,Нет
1/12/2015 18:57:32,Pascal/Delphi,Да,C#,JavaScript,,,C#,"C#, JavaScript",2,2,2/7/1990,Да,Не помню
1/12/2015 18:57:32,C++,Да,Java,JavaScript,,,Java,Java,1,1,1/12/1990,Да,Нет
1/12/2015 18:58:01,Pascal/Delphi,Да,Java,,,,Scala,,3,3,6/1/1988,Да,Не помню
1/12/2015 18:59:25,Pascal/Delphi,Да,Ruby,"PHP, JavaScript, CoffeeScript",,,Ruby,"C#, JavaScript, Ruby, CoffeeScript",3,3,8/23/1994,Да,Нет
1/12/2015 19:00:01,JavaScript,Да,PHP,JavaScript,,,PHP,PHP,<1,<1,9/14/1991,Да,Нет
1/12/2015 19:00:09,Pascal/Delphi,Да,Objective-C,Swift,,,Objective-C,Objective-C,7,5,4/18/1985,Да,Нет
1/12/2015 19:00:20,Basic,Да,C#,"JavaScript, T-SQL",,,C#,C++,10+,10+,1/1/2015,Да,Нет
1/12/2015 19:00:27,Pascal/Delphi,Да,Python,"C#, C",,,Perl,"Python, C",<1,<1,2/5/1992,Да,Не помню
1/12/2015 19:01:18,Basic,Да,Perl,"PHP, JavaScript, PL/SQL, Erlang",,,Perl,"JavaScript, Perl, Erlang",9,9,1/4/1982,Да,Да
1/12/2015 19:01:24,Basic,Да,Java,,,,Java,"Java, Scala",4,4,,Да,Да
1/12/2015 19:07:06,JavaScript,Да,Java,"JavaScript, CoffeeScript",,,Scala,"Java, C#, JavaScript, CoffeeScript",<1,1,5/23/1997,Да,Нет
1/12/2015 19:07:16,Pascal/Delphi,Нет,,,Python,,Python,"JavaScript, Python",10+,<1,2/29/1984,Да,Нет
1/12/2015 19:07:25,Pascal/Delphi,Да,C#,T-SQL,,,C#,"C#, Objective-C",7,7,,Нет,Да
1/12/2015 19:09:34,Basic,Да,C#,Ruby,,,Ruby,"C#, Ruby",4,4,4/10/1986,Да,Не помню
1/12/2015 19:09:41,Basic,Да,T-SQL,"C#, Python",,,T-SQL,Python,10+,8,1/23/1958,Да,Да
1/12/2015 19:10:41,Python,Да,Java,"JavaScript, Python",,,Python,"Java, C#",4,3,10/30/1983,Да,Нет
1/12/2015 19:10:48,Pascal/Delphi,Да,PHP,"JavaScript, C",,,PHP,"Java, PHP, C++, JavaScript, Python, C",9,9,8/27/1985,Да,Нет
1/12/2015 19:12:01,Pascal/Delphi,Да,Java,Python,,,Python,C#,<1,1,4/7/1996,Да,Не помню
1/12/2015 19:12:09,C,Да,Python,"C++, Python, C, Go",,,Go,"C++, C, Go",8,3,9/6/1984,Да,Да
1/12/2015 19:12:22,C#,Да,JavaScript,"C#, JavaScript",,,JavaScript,,3,3,4/23/1991,Да,Да
1/12/2015 19:13:17,Basic,Да,Objective-C,Swift,,,Swift,"Objective-C, Swift",<1,<1,9/28/1984,Да,Нет
1/12/2015 19:13:47,Pascal/Delphi,Да,C#,SQL,,,C#,,4,4,4/9/1991,Да,Не помню
1/12/2015 19:14:30,C,Да,C++,Python,,,Python,"C++, Python, R",1,1,8/9/1992,Да,Нет
1/12/2015 19:14:48,Pascal/Delphi,Да,Scala,PHP,,,Scala,"Java, PHP, Scala, Groovy",3,1,4/27/1995,Да,Нет
1/12/2015 19:14:49,Pascal/Delphi,Да,C#,"JavaScript, Python, T-SQL",,,C#,"Java, C#, JavaScript, Python",3,3,5/8/1993,Нет,Не помню
1/12/2015 19:15:39,Java,Да,Java,Scala,,,Scala,,<1,<1,1/25/1992,Да,Нет
1/12/2015 19:16:10,C++,Да,Java,"JavaScript, PL/SQL",,,Java,"Java, C#, C++, C",2,<1,,Да,Нет
1/12/2015 19:16:15,Pascal/Delphi,Да,Java,,,,Scala,,6,5,12/22/1985,Да,Да
1/12/2015 19:16:55,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",5,4,2/28/1994,Да,Нет
1/12/2015 19:17:12,Pascal/Delphi,Да,Python,,,,Clojure,"C++, JavaScript, Python, Ruby",7,3,11/24/1985,Нет,Не помню
1/12/2015 19:17:57,Pascal/Delphi,Нет,,,"C#, JavaScript, Python, T-SQL, Clojure","Java, Objective-C, ActionScript",Python,"C#, JavaScript",8,5,1/1/1986,Да,Нет
1/12/2015 19:19:19,C,Да,Lua,"C#, C++, C",,,C++,"C#, C++, C",<1,<1,6/23/2015,Да,Нет
1/12/2015 19:19:27,C++,Да,C#,,,,C#,"C#, PHP",<1,<1,2/3/1996,Да,Нет
1/12/2015 19:19:31,Pascal/Delphi,Да,JavaScript,CoffeeScript,,,JavaScript,"JavaScript, CoffeeScript",1,1,6/13/1992,Да,Нет
1/12/2015 19:22:20,C++,Нет,,,"PHP, JavaScript","Java, Python",Python,"Java, PHP, JavaScript, Python",10+,7,1/1/1979,Да,Нет
1/12/2015 19:22:50,Basic,Да,Ruby,"JavaScript, PL/SQL, CoffeeScript",,,Ruby,"JavaScript, Ruby",9,2,12/20/1983,Да,Нет
1/12/2015 19:24:20,Pascal/Delphi,Да,Java,PL/SQL,,,Java,,1,1,10/4/1987,Да,Нет
1/12/2015 19:24:21,Basic,Да,C++,"JavaScript, Python, Objective-C",,,Python,"C++, JavaScript, Python, R",10+,7,,Да,Да
1/12/2015 19:25:05,Pascal/Delphi,Да,PHP,JavaScript,,,JavaScript,"PHP, JavaScript",3,3,1/29/1991,Да,Нет
1/12/2015 19:27:53,JavaScript,Да,JavaScript,,,,JavaScript,,2,2,10/14/1988,Да,Нет
1/12/2015 19:29:24,C,Да,Java,"JavaScript, PL/SQL",,,Scala,,2,2,11/9/1992,Да,Нет
1/12/2015 19:29:42,Basic,Да,C#,"C#, PHP, JavaScript, T-SQL",,,C#,"C#, PHP, JavaScript, T-SQL",10+,8,3/3/1981,Да,Нет
1/12/2015 19:31:24,Pascal/Delphi,Да,C,,,,C,C,2,5,1/11/1991,Да,Не помню
1/12/2015 19:32:06,Basic,Да,C#,"C++, PL/SQL, T-SQL",,,C#,C#,10+,10+,1/12/1976,Да,Нет
1/12/2015 19:36:40,Basic,Да,C#,JavaScript,,,C#,,10+,1,8/18/1976,Да,Да
1/12/2015 19:36:47,C,Да,Java,JavaScript,,,Java,,6,4,12/7/1989,Да,Не помню
1/12/2015 19:36:53,Basic,Да,Java,JavaScript,,,JavaScript,JavaScript,10+,10+,3/6/1979,Да,Не помню
1/12/2015 19:37:31,Python,Да,Python,JavaScript,,,Python,"JavaScript, Python",2,2,5/14/1988,Да,Да
1/12/2015 19:37:43,Pascal/Delphi,Да,Java,"JavaScript, T-SQL",,,C#,"Java, C#, C++, JavaScript, C",3,3,7/22/1992,Да,Нет
1/12/2015 19:37:44,Pascal/Delphi,Да,Ruby,,,,Ruby,,1,1,9/22/1990,Да,Нет
1/12/2015 19:37:58,Basic,Да,Java,JavaScript,,,Java,Pascal/Delphi,5,3,1/12/1978,Да,Да
1/12/2015 19:38:00,C++,Да,PHP,"JavaScript, PL/SQL",,,JavaScript,PHP,8,5,11/22/1985,Да,Не помню
1/12/2015 19:39:03,C++,Да,C++,"Java, Python, Matlab",,,C++,C++,3,3,1/1/1990,Да,Нет
1/12/2015 19:39:12,Pascal/Delphi,Да,Pascal/Delphi,"C#, T-SQL",,,C#,"Pascal/Delphi, T-SQL",4,5,6/1/1986,Да,Нет
1/12/2015 19:39:35,C++,Да,Java,"JavaScript, PL/SQL",,,Groovy,Java,1,1,8/31/1988,Да,Нет
1/12/2015 19:39:36,Basic,Да,C#,"Java, PL/SQL",,,C#,C#,10+,10+,4/12/1977,Да,Нет
1/12/2015 19:39:47,Pascal/Delphi,Да,Ruby,"JavaScript, CoffeeScript",,,Ruby,"JavaScript, Ruby",3,<1,4/14/1990,Да,Нет
1/12/2015 19:40:43,Pascal/Delphi,Да,C++,"Java, Python, R",,,C++,"C++, Python",<1,<1,5/20/1993,Да,Нет
1/12/2015 19:41:32,C,Да,Ruby,"C++, Python, R",,,C++,"PHP, C++, Python, Ruby, C, Scala, R",7,7,3/3/1995,Да,Нет
1/12/2015 19:42:21,Basic,Да,C++,,,,C++,C++,10+,10+,12/31/1976,Нет,Да
1/12/2015 19:43:38,Pascal/Delphi,Да,C#,JavaScript,,,C#,,10+,8,9/2/1976,Да,Да
1/12/2015 19:44:35,Pascal/Delphi,Да,C#,"Java, C++",,,Pascal/Delphi,"Java, C#, C++",2,1,9/19/1992,Да,Не помню
1/12/2015 19:44:44,Pascal/Delphi,Да,JavaScript,,,,Erlang,"JavaScript, Objective-C, Erlang, Go",7,2,5/29/1985,Да,Да
1/12/2015 19:45:26,PHP,Да,PHP,JavaScript,,,JavaScript,"PHP, JavaScript",2,3,,Да,Нет
1/12/2015 19:45:28,Basic,Да,Python,"PL/SQL, Perl, T-SQL",,,Python,,3,2,1/6/1991,Да,Нет
1/12/2015 19:46:16,Basic,Да,Java,Groovy,,,Java,,4,4,7/19/1989,Да,Да
1/12/2015 19:46:34,Java,Да,Erlang,JavaScript,,,Java,,1,<1,12/22/1986,Да,Нет
1/12/2015 19:47:47,Pascal/Delphi,Да,PHP,"JavaScript, Python",,,PHP,"PHP, JavaScript",3,3,12/12/1988,Да,Не помню
1/12/2015 19:47:59,Pascal/Delphi,Да,Java,C++,,,C++,C++,<1,4,4/1/1994,Да,Нет
1/12/2015 19:48:28,C++,Да,Scala,"Java, JavaScript, Python, R",,,C++,"Java, C++, JavaScript",2,<1,5/2/1989,Да,Не помню
1/12/2015 19:50:08,Pascal/Delphi,Да,Java,JavaScript,,,PHP,"Java, C#, PHP, C++, JavaScript",2,1,4/27/1992,Да,Нет
1/12/2015 19:51:36,Pascal/Delphi,Да,PHP,"Java, JavaScript, Python",,,Scala,"JavaScript, Python",5,5,4/4/1988,,Да
1/12/2015 19:52:02,Pascal/Delphi,Да,Java,,,,Java,"Java, PL/SQL",8,<1,10/5/1981,Да,Не помню
1/12/2015 19:54:52,Basic,Да,Java,"C++, C",,,Java,,6,5,10/13/1980,Да,Не помню
1/12/2015 19:55:19,Pascal/Delphi,Да,Python,"PHP, PL/SQL",,,Python,Python,3,2,5/27/1988,Да,Нет
1/12/2015 19:55:37,не помню,Нет,,,Python,,Clojure,"Python, Clojure",10+,5,11/14/1979,Нет,Не помню
1/12/2015 19:55:53,Java,Да,PHP,Java,,,Java,Java,<1,<1,9/24/1988,Да,Нет
1/12/2015 19:56:19,Python,Да,Python,"PHP, JavaScript, Python, PL/SQL",,,Python,"PHP, JavaScript, Python, Objective-C, PL/SQL",9,6,6/10/1986,Да,Нет
1/12/2015 19:56:28,Pascal/Delphi,Да,PHP,"JavaScript, Perl",,,PHP,"PHP, JavaScript",6,8,11/13/1985,Да,Нет
1/12/2015 19:56:33,Basic,Да,C#,JavaScript,,,C++,"C#, C++",5,5,9/2/1985,Да,Нет
1/12/2015 19:58:46,Basic,Нет,,,"PHP, Python, T-SQL","JavaScript, Erlang, R",Python,"Java, PHP, Python, Erlang, R",8,1,6/22/1986,Да,Не помню
1/12/2015 19:59:22,Basic,Да,PHP,JavaScript,,,PHP,C#,7,4,2/26/1985,Нет,Да
1/12/2015 20:00:11,Pascal/Delphi,Да,Python,JavaScript,,,Python,,<1,<1,,Да,Нет
1/12/2015 20:02:02,C++,Да,Ruby,"JavaScript, Python, PL/SQL, Perl",,,Ruby,"Ruby, D",8,4,9/18/2015,Да,Нет
1/12/2015 20:02:10,Pascal/Delphi,Да,Python,"Java, JavaScript",,,Java,"Java, PHP",10+,3,1/20/1983,Да,Да
1/12/2015 20:02:27,Pascal/Delphi,Да,Java,,,,Java,"Java, C#, Python",2,1,9/22/1993,Да,Нет
1/12/2015 20:02:55,Pascal/Delphi,Да,C#,JavaScript,,,C#,,5,3,4/18/1988,Да,Да
1/12/2015 20:02:57,C,Да,Java,"Java, C#",,,Java,"Java, C#",<1,<1,3/14/1996,Да,Нет
1/12/2015 20:03:20,Basic,Да,JavaScript,,,,JavaScript,,3,2,11/13/1986,Да,Да
1/12/2015 20:03:20,Pascal/Delphi,Да,JavaScript,Java,,,,Java,4,<1,10/16/1977,Да,Нет
1/12/2015 20:04:33,Basic,Да,Python,JavaScript,,,Python,C++,10+,2,6/5/1969,Да,Да
1/12/2015 20:05:04,Pascal/Delphi,Да,C#,"Java, C#, C++, JavaScript, Ruby, T-SQL, Groovy",,,Java,C++,10+,10+,12/25/1975,Да,Нет
1/12/2015 20:05:34,C,Да,PHP,T-SQL,,,C#,C#,2,1,7/8/1986,Да,Нет
1/12/2015 20:06:08,PHP,Да,PHP,JavaScript,,,PHP,PHP,4,3,2/28/1991,Да,Нет
1/12/2015 20:06:39,Basic,Да,Scala,"Java, Scala",,,Scala,,10+,3,,Да,Не помню
1/12/2015 20:08:30,Basic,Да,Java,JavaScript,,,Java,"Java, C#, JavaScript",<1,<1,3/24/1993,Да,Нет
1/12/2015 20:08:40,C#,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript",6,4,1/1/1987,Да,Да
