Timestamp,FirstLanguage,MainLanguage,NowLanguage,AdditionalLanguages1,NowLanguages2,AdditionalLanguages3,NextLanguage,PetProjectsLanguages,ExperienceInProgramming,ExperienceInLanguage,Age,InUA,InPrev
1/9/2014 9:16:06,Basic,Да,C#,,,,C#,"C#, Pascal/Delphi",<1,<1,"[30,40)",Да,Нет
1/9/2014 9:17:23,PHP,Да,Java,Scala,,,Scala,"Java, Scala",3,1,"[20,30)",Да,Нет
1/9/2014 9:17:48,PHP,Да,PHP,"Java, Python, JavaScript",,,Java,"Java, C#, PHP, C++, Python, JavaScript, C",4,4,"[20,30)",Нет,Нет
1/9/2014 9:17:48,Python,Да,C#,"JavaScript, T-SQL",,,C#,"C#, T-SQL",5,5,"[20,30)",Да,Да
1/9/2014 9:18:34,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript",4,4,"[20,30)",Нет,Нет
1/9/2014 9:18:57,Java,Да,Java,PL/SQL,,,Java,Java,<1,<1,"[20,30)",Да,Нет
1/9/2014 9:19:00,Pascal/Delphi,Да,C#,"Java, PL/SQL, Basic",,,C#,C#,1,<1,"[20,30)",Да,Нет
1/9/2014 9:19:31,C++,Да,Ruby,"JavaScript, CoffeeScript, Shell",,,Ruby,,2,1,"[20,30)",Да,Да
1/9/2014 9:19:34,Pascal/Delphi,Нет,,,"C#, PHP",,C#,,<1,<1,"[20,30)",Да,Нет
1/9/2014 9:21:37,Pascal/Delphi,Да,Java,C#,,,C#,C#,2,2,"[20,30)",Да,Да
1/9/2014 9:23:59,Pascal/Delphi,Да,Ruby,JavaScript,,,Scala,Ruby,5,2,"[20,30)",Да,Нет
1/9/2014 9:24:11,Pascal/Delphi,Да,Python,"Java, C++, JavaScript",,,Python,Python,10+,3,"[30,40)",Нет,Да
1/9/2014 9:27:14,Basic,Да,JavaScript,C#,,,ActionScript,Lua,6,<1,"[20,30)",Да,Да
1/9/2014 9:28:45,Basic,Да,C++,"Java, Python, C",,,C++,"C++, C",5,5,"[20,30)",Да,Нет
1/9/2014 9:31:18,Pascal/Delphi,Да,C#,JavaScript,,,C#,C#,6,2,"[20,30)",Да,Да
1/9/2014 9:32:28,Pascal/Delphi,Да,Java,,,,Java,,<1,<1,"[20,30)",Да,Нет
1/9/2014 9:32:38,Pascal/Delphi,Да,C#,JavaScript,,,C#,"C#, JavaScript, Pascal/Delphi",4,3,"[20,30)",Да,Нет
1/9/2014 9:32:54,C++,Да,Java,"Scala, Shell",,,clojure,,9,9,"[30,40)",Да,Да
1/9/2014 9:33:03,Basic,Да,Java,"Python, JavaScript",,,Scala,,6,2,"[20,30)",Нет,Да
1/9/2014 9:33:48,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,"Java, PHP, JavaScript",2,2,"[20,30)",Нет,Нет
1/9/2014 9:34:46,Basic,Да,Python,"Java, JavaScript, Ruby, Shell",,,Python,"Python, JavaScript",3,3,"[30,40)",Да,Да
1/9/2014 9:34:59,PHP,Да,Python,JavaScript,,,Python,"PHP, Python",<1,<1,"[20,30)",Да,Нет
1/9/2014 9:36:32,Basic,Да,C#,PL/SQL,,,C#,C#,8,3,"[30,40)",Да,Да
1/9/2014 9:36:35,C#,Да,C#,JavaScript,,,JavaScript,"C#, JavaScript",3,3,"[20,30)",Да,Да
1/9/2014 9:37:10,Basic,Да,Java,,,,Java,,9,<1,"[30,40)",Да,Нет
1/9/2014 9:38:23,Python,Да,Python,JavaScript,,,Java,,1,1,"[20,30)",Да,Да
1/9/2014 9:39:31,Java,Да,Java,"JavaScript, PL/SQL",,,Java,"PHP, Python, JavaScript, Scala",3,3,"[20,30)",Да,Да
1/9/2014 9:39:46,Basic,Да,Java,"JavaScript, T-SQL",,,Java,,2,2,"[20,30)",Да,Нет
1/9/2014 9:41:27,C++,Да,Java,JavaScript,,,Java,Java,<1,2,"[20,30)",Нет,Да
1/9/2014 9:41:27,PHP,Нет,,,"PHP, JavaScript",,Python,Python,3,3,"[20,30)",Да,Да
1/9/2014 9:41:40,C++,Да,Java,"PHP, JavaScript",,,Java,Java,<1,<1,"[20,30)",Да,Нет
1/9/2014 9:42:15,Basic,Да,Java,"JavaScript, ActionScript, PL/SQL, Groovy",,,Java,"Java, JavaScript, ActionScript",10+,9,"[40,50)",Да,Нет
1/9/2014 9:43:35,Pascal/Delphi,Да,JavaScript,"C#, JavaScript",,,JavaScript,"C#, JavaScript",5,3,"[20,30)",Да,Нет
1/9/2014 9:44:31,Basic,Да,Python,"PHP, JavaScript",,,Python,"PHP, JavaScript",10+,<1,"[20,30)",Да,Нет
1/9/2014 9:45:14,PHP,Да,PHP,"PHP, Ruby",,,Ruby,PHP,6,6,"[20,30)",Да,Нет
1/9/2014 9:48:58,C,Да,Python,"JavaScript, Erlang, clojure",,,clojure,"Python, JavaScript, Erlang, clojure",6,4,"[20,30)",Нет,Нет
1/9/2014 9:49:49,C,Да,PHP,"JavaScript, PL/SQL",,,PHP,PHP,1,1,"[20,30)",Да,Нет
1/9/2014 9:52:19,Basic,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",3,3,"[20,30)",Да,Нет
1/9/2014 9:52:23,Pascal/Delphi,Да,Python,PHP,,,Python,,1,3,"[20,30)",Да,Нет
1/9/2014 9:53:20,C++,Да,C#,"JavaScript, PL/SQL, T-SQL",,,C#,C#,10+,6,"[30,40)",Да,Да
1/9/2014 9:53:53,Basic,Да,Java,"C#, JavaScript, ActionScript, PL/SQL, T-SQL",,,Java,Java,10+,10+,"[30,40)",Да,Да
1/9/2014 9:54:28,Basic,Да,JavaScript,PHP,,,PHP,"PHP, JavaScript",2,3,"[30,40)",Да,Да
1/9/2014 9:55:36,C++,Да,C++,"C++, C",,,C++,"C++, C",10+,10+,"[30,40)",Нет,Нет
1/9/2014 9:56:12,C++,Нет,,,Objective-C,"C#, C++, JavaScript",Objective-C,"Java, C#, Objective-C",2,2,"[20,30)",Да,Да
1/9/2014 9:56:40,Ruby,Да,Ruby,,,,Ruby,Ruby,1,1,"[20,30)",Да,Да
1/9/2014 9:56:59,Basic,Да,PHP,"Java, PHP, JavaScript",,,Java,,5,1,"[20,30)",Да,Нет
1/9/2014 9:58:40,Basic,Да,Java,1C,,,Java,"Java, 1C",<1,7,"[20,30)",Да,Да
1/9/2014 9:59:08,Pascal/Delphi,Да,1C,,,,1C,Java,6,6,"[20,30)",Да,Нет
1/9/2014 9:59:23,Pascal/Delphi,Да,PHP,"JavaScript, PL/SQL, Shell",,,Java,"C#, PHP, C++",<1,<1,"[20,30)",Да,Нет
1/9/2014 9:59:53,PHP,Да,Erlang,"Python, PL/SQL",,,Erlang,"Python, Erlang",10+,2,"[30,40)",Нет,Да
1/9/2014 10:00:11,PHP,Да,PHP,,,,Java,PHP,2,2,"[20,30)",Да,Нет
1/9/2014 10:00:24,Basic,Нет,,,Java,"PHP, Python, JavaScript, Ruby",Ruby,,<1,<1,"[30,40)",Да,Да
1/9/2014 10:02:48,Basic,Да,Python,"Java, Python, JavaScript, Scala",,,Python,"Java, C#, Python, Scala, Clojure",8,2,"[20,30)",Нет,Нет
1/9/2014 10:04:39,Pascal/Delphi,Да,Java,"C#, Python, JavaScript, ActionScript, PL/SQL, Scala, Groovy",,,Java,"Java, C#, ActionScript, Scala, Groovy",6,6,"[20,30)",Да,Нет
1/9/2014 10:04:55,Pascal/Delphi,Да,Ruby,CoffeeScript,,,CoffeeScript,"PHP, Ruby, CoffeeScript",2,2,"[20,30)",Да,Нет
1/9/2014 10:07:47,C++,Да,1C,"Java, T-SQL",,,1C,,10+,10+,"[30,40)",Да,Да
1/9/2014 10:07:56,Pascal/Delphi,Да,C#,"C#, Basic",,,C#,"C#, Basic",10+,8,"[30,40)",Нет,Да
1/9/2014 10:08:43,Pascal/Delphi,Да,Python,"C++, JavaScript, C",,,Python,"C++, Python, JavaScript, C",5,3,"[20,30)",Нет,Нет
1/9/2014 10:09:55,PHP,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",1,<1,"[20,30)",Да,Нет
1/9/2014 10:11:28,Basic,Да,Java,"JavaScript, PL/SQL, Shell",,,Erlang,"JavaScript, Objective-C, CoffeeScript, Lisp",6,5,"[20,30)",Нет,Да
1/9/2014 10:11:30,Pascal/Delphi,Да,C#,C++,,,C#,,4,4,"[20,30)",Да,Да
1/9/2014 10:11:50,JavaScript,Да,PHP,JavaScript,,,Python,,<1,<1,<20,Да,Нет
1/9/2014 10:12:04,Java,Да,JavaScript,"Java, JavaScript",,,Java,JavaScript,<1,<1,"[20,30)",Да,Нет
1/9/2014 10:12:42,C,Да,C++,T-SQL,,,C++,C++,10+,10+,"[40,50)",Да,Нет
1/9/2014 10:13:26,Pascal/Delphi,Да,Java,"Ruby, PL/SQL",,,Java,,2,2,"[20,30)",Да,Нет
1/9/2014 10:13:45,PHP,Да,PHP,JavaScript,,,PHP,"Python, JavaScript",5,5,"[20,30)",Да,Нет
1/9/2014 10:15:18,JavaScript,Да,JavaScript,Ruby,,,JavaScript,,1,<1,"[20,30)",Да,Нет
1/9/2014 10:15:59,Pascal/Delphi,Да,Java,Groovy,,,Java,"Java, JavaScript",2,2,"[20,30)",Да,Нет
1/9/2014 10:16:00,Pascal/Delphi,Да,PHP,"Java, JavaScript, Objective-C, Scala",,,Java,"PHP, Objective-C",3,3,"[20,30)",Да,Нет
1/9/2014 10:16:42,Pascal/Delphi,Да,Java,"PL/SQL, Groovy, Shell",,,Scala,,4,3,"[20,30)",Да,Да
1/9/2014 10:17:19,Pascal/Delphi,Да,Java,Python,,,Python,Python,<1,4,"[20,30)",Да,Нет
1/9/2014 10:17:31,Pascal/Delphi,Нет,,,"C++, Objective-C, C",,Objective-C,"Objective-C, C",6,2,"[20,30)",Да,Нет
1/9/2014 10:17:37,Basic,Да,1C,"PHP, JavaScript",,,C++,"PHP, C++, JavaScript, 1C",1,1,"[20,30)",Да,Нет
1/9/2014 10:19:11,Pascal/Delphi,Да,JavaScript,Shell,,,JavaScript,"JavaScript, Shell",<1,<1,"[20,30)",Да,Нет
1/9/2014 10:19:16,Pascal/Delphi,Да,Objective-C,"Java, JavaScript, C",,,Objective-C,,2,2,"[20,30)",Да,Да
1/9/2014 10:20:28,Pascal/Delphi,Да,PL/SQL,xBase,,,Java,"Java, PL/SQL, T-SQL",2,2,"[20,30)",Да,Да
1/9/2014 10:20:55,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,Ruby,,3,3,"[30,40)",Да,Нет
1/9/2014 10:21:59,Pascal/Delphi,Да,C#,JavaScript,,,C#,"C#, Pascal/Delphi",1,1,"[20,30)",Да,Нет
1/9/2014 10:23:02,Pascal/Delphi,Да,Java,"Java, C#, PHP, JavaScript",,,Java,Java,2,2,"[20,30)",Да,Да
1/9/2014 10:24:18,Фокал,Да,C++,"Java, C#, Objective-C, Pascal/Delphi",,,C++,C++,10+,10+,"[30,40)",Да,Нет
1/9/2014 10:25:53,Basic,Да,Java,"JavaScript, PL/SQL",,,Java,,8,8,"[30,40)",Да,Да
1/9/2014 10:26:08,Fortran,Да,C++,Python,,,Python,C++,10+,10+,"[40,50)",Да,Нет
1/9/2014 10:26:55,Basic,Да,PHP,"Python, JavaScript, Ruby, Shell",,,Java,PHP,5,4,"[20,30)",Да,Да
1/9/2014 10:26:56,Basic,Да,Erlang,"PHP, C++, Python, JavaScript, C",,,Erlang,"C++, Python, JavaScript, C, Erlang",6,3,"[20,30)",Да,Нет
1/9/2014 10:27:18,C,Нет,,,C++,"Java, PHP, C++, Python, JavaScript",C++,C++,<1,<1,<20,Да,Нет
1/9/2014 10:28:11,Pascal/Delphi,Да,Python,"JavaScript, Shell",,,Python,,2,1,"[20,30)",Да,Нет
1/9/2014 10:28:40,Basic,Да,Java,"JavaScript, C",,,Java,"C++, C",5,2,"[20,30)",Да,Нет
1/9/2014 10:28:51,C++,Да,C++,,,,C++,,<1,<1,"[20,30)",Да,Нет
1/9/2014 10:29:52,Pascal/Delphi,Да,Lua,Java,,,Java,Java,1,1,"[20,30)",Да,Нет
1/9/2014 10:30:54,Pascal/Delphi,Нет,,,"Java, JavaScript, Objective-C, Ruby, C, CoffeeScript","PL/SQL, Groovy",Objective-C,"Java, JavaScript, Objective-C, Ruby, C, CoffeeScript",6,4,"[20,30)",Да,Да
1/9/2014 10:32:34,C,Да,Objective-C,,,,Objective-C,Objective-C,10+,5,"[20,30)",Нет,Да
1/9/2014 10:32:36,Pascal/Delphi,Да,C#,JavaScript,,,C#,C++,6,6,"[30,40)",Да,Да
1/9/2014 10:32:45,C,Да,PHP,"JavaScript, PL/SQL",,,PHP,,4,4,"[20,30)",Да,Да
1/9/2014 10:33:13,Pascal/Delphi,Нет,,,"Python, Groovy",Java,Python,,10+,<1,"[20,30)",Да,Нет
1/9/2014 10:34:04,Pascal/Delphi,Да,Objective-C,C++,,,Objective-C,,<1,<1,"[20,30)",Да,Нет
1/9/2014 10:34:55,C++,Да,PHP,JavaScript,,,C#,"C#, PHP, Python",2,1,"[20,30)",Да,Да
1/9/2014 10:35:11,Basic,Нет,,,"C#, C++, T-SQL","Java, Python, Basic",C#,"C#, C++, T-SQL",10+,6,"[30,40)",Да,Нет
1/9/2014 10:35:59,Java,Да,Java,JavaScript,,,Java,,6,6,"[20,30)",Да,Да
1/9/2014 10:36:21,Pascal/Delphi,Да,Java,JavaScript,,,Scala,"Java, JavaScript, Scala",<1,<1,"[20,30)",Да,Нет
1/9/2014 10:36:28,C++,Да,JavaScript,"C++, JavaScript, C, Lua",,,C++,"C++, Lua",4,<1,"[20,30)",Да,Да
1/9/2014 10:36:43,C,Да,C#,"C++, JavaScript",,,C#,,5,5,"[20,30)",Да,Да
1/9/2014 10:36:44,Basic,Да,Python,Java,,,Python,,<1,<1,"[20,30)",Да,Нет
1/9/2014 10:36:59,Pascal/Delphi,Да,Objective-C,,,,Objective-C,Objective-C,3,2,"[20,30)",Да,Нет
1/9/2014 10:37:02,Лого,Да,C#,"C++, JavaScript, T-SQL",,,C#,"C#, JavaScript, T-SQL",7,6,"[20,30)",Да,Нет
1/9/2014 10:37:43,PHP,Нет,,,"PHP, JavaScript",,JavaScript,"PHP, JavaScript",8,8,"[20,30)",Да,Нет
1/9/2014 10:39:02,Fortran,Да,C++,"Python, JavaScript",,,C++,"Python, JavaScript",10+,10+,>50,Да,Нет
1/9/2014 10:39:07,Pascal/Delphi,Да,C#,"PHP, JavaScript, Pascal/Delphi, T-SQL",,,C#,C#,2,2,"[20,30)",Да,Нет
1/9/2014 10:39:33,Java,Да,Java,,,,Scala,,<1,2,"[20,30)",Да,Нет
1/9/2014 10:39:38,Pascal/Delphi,Да,Python,Shell,,,Scala,Python,6,3,"[20,30)",Да,Нет
1/9/2014 10:40:02,Java,Да,Java,JavaScript,,,Java,Java,3,3,"[20,30)",Да,Нет
1/9/2014 10:40:17,Basic,Да,Java,"JavaScript, Ruby",,,Ruby,"Java, Ruby",1,1,"[20,30)",Да,Нет
1/9/2014 10:42:04,Basic,Да,Java,"Java, JavaScript, PL/SQL",,,Java,,<1,<1,"[20,30)",Да,Нет
1/9/2014 10:43:47,Basic,Да,Basic,"Java, JavaScript, ActionScript, CoffeeScript",,,Java,,5,5,"[20,30)",Да,Да
1/9/2014 10:44:38,Basic,Да,PHP,"Python, JavaScript",,,PHP,PHP,3,3,"[20,30)",Да,Нет
1/9/2014 10:46:49,Basic,Да,Java,,,,Scala,Java,1,1,"[30,40)",Да,Нет
1/9/2014 10:48:52,Pascal/Delphi,Да,C#,"JavaScript, T-SQL, TypeScript",,,C#,"C#, JavaScript, TypeScript",10+,7,"[30,40)",Да,Нет
1/9/2014 10:49:09,Asm,Да,C++,"C, Shell",,,Python,,10+,10+,"[40,50)",Да,Да
1/9/2014 10:50:43,Java,Да,Java,"Java, JavaScript",,,Java,"Java, JavaScript",3,2,"[20,30)",Да,Нет
1/9/2014 10:51:24,Pascal/Delphi,Да,Python,"C++, Shell",,,Python,Python,2,2,"[20,30)",Да,Нет
1/9/2014 10:51:45,Pascal/Delphi,Да,JavaScript,ActionScript,,,JavaScript,"JavaScript, ActionScript",4,2,"[20,30)",Да,Да
1/9/2014 10:54:39,Pascal/Delphi,Да,C#,JavaScript,,,C#,C#,3,2,"[20,30)",Да,Да
1/9/2014 10:55:02,Pascal/Delphi,Да,PHP,"JavaScript, PL/SQL",,,Python,"PHP, Python, PL/SQL",2,2,"[20,30)",Да,Да
1/9/2014 10:55:42,PHP,Нет,,,"PHP, Python, JavaScript",,Python,"PHP, Python",5,5,"[20,30)",Да,Да
1/9/2014 10:56:07,Pascal/Delphi,Да,PHP,"PHP, C++, Python, JavaScript, C, PL/SQL, Perl, T-SQL, Shell",,,PHP,"PHP, C++, JavaScript, C, T-SQL, Shell",8,8,"[20,30)",Да,Да
1/9/2014 10:56:45,"Dbase (Clipper, Foxpro, .. )",Да,C++,"Java, Python, C",,,Java,"Java, Python",10+,10+,"[40,50)",Да,Нет
1/9/2014 10:57:59,Basic,Да,C++,"C, Shell",,,Erlang,"C++, C, Shell",10+,10+,"[30,40)",Да,Нет
1/9/2014 10:58:06,Objective-C,Да,Objective-C,"C++, JavaScript",,,Python,,3,3,"[20,30)",Да,Да
1/9/2014 10:58:06,Basic,Да,C++,C,,,C++,C++,10+,7,"[30,40)",Да,Да
1/9/2014 10:58:24,Pascal/Delphi,Да,PHP,"PHP, JavaScript, PL/SQL",,,PHP,,5,3,"[20,30)",Да,Нет
1/9/2014 11:01:10,Basic,Да,Java,"C++, C, Scala",,,Scala,"Scala, Haskell",10+,10+,"[30,40)",Да,Нет
1/9/2014 11:01:57,Pascal/Delphi,Да,Java,"JavaScript, PL/SQL",,,Java,,5,5,"[20,30)",Да,Нет
1/9/2014 11:02:39,Basic,Да,Python,JavaScript,,,Python,"Python, JavaScript",10+,6,"[30,40)",Да,Да
1/9/2014 11:03:06,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,C#,C#,2,2,"[20,30)",Да,Нет
1/9/2014 11:03:23,Pascal/Delphi,Нет,,,"Java, PL/SQL",C++,Java,,<1,<1,"[20,30)",Да,Нет
1/9/2014 11:03:41,C++,Да,C++,,,,C++,,<1,<1,"[20,30)",Да,Да
1/9/2014 11:04:06,Basic,Да,Python,"Java, C++, JavaScript, Shell",,,Python,"Java, Python",<1,2,"[30,40)",Да,Нет
1/9/2014 11:04:24,Basic,Да,C#,T-SQL,,,C#,,10+,5,"[30,40)",Да,Да
1/9/2014 11:05:14,Basic,Да,Java,"JavaScript, PL/SQL",,,Java,Java,4,4,"[20,30)",Да,Нет
1/9/2014 11:06:04,Pascal/Delphi,Да,Java,JavaScript,,,Java,,8,8,"[20,30)",Да,Нет
1/9/2014 11:06:25,Basic,Да,Ruby,"C#, JavaScript, C, Shell",,,Ruby,"JavaScript, Ruby",4,3,"[20,30)",Да,Нет
1/9/2014 11:06:44,Basic,Да,T-SQL,"Java, PHP, JavaScript",,,Java,"C#, PHP, C++, JavaScript, C",10+,5,"[40,50)",Да,Да
1/9/2014 11:07:08,C++,Да,Java,JavaScript,,,Java,"Java, JavaScript",10+,10+,"[30,40)",Да,Да
1/9/2014 11:07:12,Basic,Нет,,,"Java, C#",,Python,"PHP, Python",8,6,"[20,30)",Да,Да
1/9/2014 11:07:15,C,Да,C,"Java, C++, 1C",,,C++,"Java, C++",9,10+,"[30,40)",Да,Нет
1/9/2014 11:07:31,Basic,Да,JavaScript,,,,JavaScript,"Java, JavaScript, CoffeeScript",3,1,"[20,30)",Да,Нет
1/9/2014 11:08:50,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,C#,JavaScript,2,3,"[20,30)",Да,Нет
1/9/2014 11:09:33,Pascal/Delphi,Да,Java,Java,,,Java,Java,4,1,"[20,30)",Да,Да
1/9/2014 11:09:47,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,PHP,2,2,"[20,30)",Да,Нет
1/9/2014 11:10:41,Pascal/Delphi,Нет,,,"C#, JavaScript",T-SQL,C#,"C#, JavaScript",5,4,"[20,30)",Да,Да
1/9/2014 11:11:05,C++,Да,Objective-C,Scala,,,Scala,C++,10+,5,"[40,50)",Да,Нет
1/9/2014 11:11:11,C,Да,Python,"Java, Python, JavaScript",,,Python,"Java, Python, Objective-C",6,4,"[20,30)",Да,Нет
1/9/2014 11:12:01,C#,Да,C#,JavaScript,,,C#,,2,2,"[20,30)",Да,Да
1/9/2014 11:12:07,Pascal/Delphi,Да,C#,"C#, C++, Python",,,C#,"C#, C++",4,2,"[20,30)",Да,Нет
1/9/2014 11:12:18,Basic,Да,C++,"Java, PL/SQL",,,Java,"Java, C++, JavaScript",9,7,"[30,40)",Да,Нет
1/9/2014 11:12:44,Java,Да,Java,PL/SQL,,,Java,"Java, PL/SQL",<1,<1,"[20,30)",Да,Нет
1/9/2014 11:12:47,Pascal/Delphi,Да,Java,PL/SQL,,,Java,,1,2,"[20,30)",Да,Нет
1/9/2014 11:15:19,C++,Да,Objective-C,"Python, Ruby",,,Objective-C,"Python, Objective-C, Ruby",3,3,"[20,30)",Да,Да
1/9/2014 11:16:07,C,Да,Java,"Java, Python, JavaScript, Ruby, Scala, Groovy",,,Java,,10+,9,"[30,40)",Да,Нет
1/9/2014 11:16:29,C++,Да,Java,C,,,Java,"Java, C#",8,4,"[30,40)",Нет,Да
1/9/2014 11:17:15,C#,Да,C#,"Python, JavaScript, PL/SQL, T-SQL",,,C#,"C#, Python, JavaScript, PL/SQL",7,6,"[20,30)",Да,Да
1/9/2014 11:17:47,Pascal/Delphi,Да,Java,,,,Java,,10+,10+,"[30,40)",Да,Нет
1/9/2014 11:18:12,Pascal/Delphi,Да,C#,"JavaScript, Pascal/Delphi",,,JavaScript,"C#, JavaScript, Pascal/Delphi",10+,10+,"[30,40)",Да,Да
1/9/2014 11:18:25,C++,Да,Java,JavaScript,,,JavaScript,,10+,5,"[30,40)",Да,Нет
1/9/2014 11:19:00,Pascal/Delphi,Да,Python,"JavaScript, PL/SQL",,,Python,"Python, JavaScript",7,3,"[20,30)",Да,Нет
1/9/2014 11:21:27,Basic,Нет,,,"Java, C#, PHP, 1C","JavaScript, Pascal/Delphi",Java,"Java, C#, PHP, C++",10+,10+,"[30,40)",Да,Да
1/9/2014 11:21:36,Basic,Да,Java,"JavaScript, PL/SQL, T-SQL",,,Java,Java,10+,10+,"[30,40)",Да,Нет
1/9/2014 11:22:28,Basic,Да,JavaScript,PHP,,,JavaScript,PHP,3,<1,"[20,30)",Да,Да
1/9/2014 11:22:30,Basic,Да,C++,"Java, Python, Shell",,,Java,"Java, C++",3,3,"[20,30)",Да,Нет
1/9/2014 11:22:33,C#,Да,C#,T-SQL,,,C#,,1,1,"[20,30)",Да,Нет
1/9/2014 11:22:43,Basic,Да,C#,"JavaScript, T-SQL",,,C#,,2,2,"[20,30)",Да,Нет
1/9/2014 11:23:23,Pascal/Delphi,Да,C#,"Java, JavaScript, Basic, T-SQL",,,C#,C#,7,7,"[20,30)",Да,Нет
1/9/2014 11:24:43,Pascal/Delphi,Да,Ruby,"JavaScript, CoffeeScript, Shell",,,Ruby,Ruby,5,3,"[20,30)",Да,Да
1/9/2014 11:26:17,C++,Да,C++,C++,,,C++,C++,5,5,"[20,30)",Да,Нет
1/9/2014 11:29:00,Asm,Да,Java,,,,Java,Java,10+,2,"[30,40)",Да,Да
1/9/2014 11:29:01,Basic,Да,Java,"JavaScript, Ruby, Scala, Groovy",,,Scala,,9,8,"[30,40)",Да,Нет
1/9/2014 11:29:03,Java,Да,JavaScript,Java,,,JavaScript,"JavaScript, C",3,3,"[20,30)",Да,Нет
1/9/2014 11:29:08,Basic,Да,T-SQL,C#,,,T-SQL,,8,3,"[30,40)",Да,Нет
1/9/2014 11:29:21,Pascal/Delphi,Да,Java,,,,Scala,,6,4,"[20,30)",Да,Нет
1/9/2014 11:29:23,Objective-C,Да,Objective-C,,,,Objective-C,Objective-C,3,3,"[20,30)",Да,Нет
1/9/2014 11:29:47,C,Нет,,,"Java, Scala",Groovy,Scala,,10+,8,"[30,40)",Да,Нет
1/9/2014 11:29:52,Basic,Да,C++,"C#, PHP, C",,,C#,"Java, C#, PHP, C++",6,6,"[20,30)",Да,Нет
1/9/2014 11:30:32,Pascal/Delphi,Да,T-SQL,Pascal/Delphi,,,Python,Python,3,3,"[20,30)",Да,Нет
1/9/2014 11:30:59,Basic,Да,Java,"PHP, Objective-C, PL/SQL, T-SQL",,,Java,"Java, PHP, JavaScript, Objective-C",10+,4,"[30,40)",Да,Да
1/9/2014 11:32:26,Java,Да,Java,,,,Java,Java,2,2,"[20,30)",Да,Нет
1/9/2014 11:33:40,Pascal/Delphi,Да,PHP,JavaScript,,,JavaScript,,2,2,"[20,30)",Да,Нет
1/9/2014 11:33:51,C++,Да,C++,"Python, C",,,C++,"C++, Python, JavaScript",10+,10+,"[30,40)",Да,Нет
1/9/2014 11:34:20,Pascal/Delphi,Да,JavaScript,PHP,,,JavaScript,JavaScript,4,4,"[20,30)",Да,Да
1/9/2014 11:35:43,Pascal/Delphi,Да,C#,JavaScript,,,C#,"C#, JavaScript, T-SQL",3,3,"[20,30)",Да,Да
1/9/2014 11:37:59,1C,Да,1C,1C,,,1C,,4,4,"[30,40)",Да,Да
1/9/2014 11:38:34,C++,Да,C#,"JavaScript, T-SQL",,,Ruby,,3,3,"[20,30)",Да,Да
1/9/2014 11:40:18,Basic,Да,C#,"JavaScript, T-SQL",,,C#,C#,8,7,"[30,40)",Да,Да
1/9/2014 11:40:29,Pascal/Delphi,Да,Java,"JavaScript, PL/SQL, Groovy",,,Python,Python,2,2,"[20,30)",Да,Нет
1/9/2014 11:42:19,Pascal/Delphi,Да,ActionScript,Shell,,,ActionScript,"JavaScript, ActionScript, Shell",3,4,"[20,30)",Нет,Нет
1/9/2014 11:42:38,C,Да,Java,Java,,,Java,Java,<1,<1,"[20,30)",Да,Нет
1/9/2014 11:44:15,Basic,Да,C++,C,,,C,"C++, C",3,3,"[20,30)",Да,Нет
1/9/2014 11:45:40,Pascal/Delphi,Да,Java,"JavaScript, PL/SQL, Groovy",,,Java,,5,5,"[20,30)",Да,Да
1/9/2014 11:47:14,C,Да,Pascal/Delphi,,,,Pascal/Delphi,"Java, Pascal/Delphi",10+,10+,"[40,50)",Да,Нет
1/9/2014 11:47:45,Basic,Да,C++,"C++, Objective-C",,,C++,"C++, Objective-C",5,3,"[20,30)",Да,Нет
1/9/2014 11:49:41,Pascal/Delphi,Да,XSLT,"Java, JavaScript",,,Java,,<1,<1,"[20,30)",Да,Нет
1/9/2014 11:49:51,Pascal/Delphi,Да,Java,JavaScript,,,Java,"Java, PHP, JavaScript",5,3,"[20,30)",Да,Да
1/9/2014 11:50:23,C++,Да,Java,JavaScript,,,Java,"Java, JavaScript",5,4,"[20,30)",Да,Да
1/9/2014 11:50:40,Basic,Да,Java,"C#, PHP, Python, JavaScript",,,Java,,5,3,"[20,30)",Да,Да
1/9/2014 11:51:11,Java,Да,Java,"JavaScript, PL/SQL",,,Java,,<1,<1,"[20,30)",Да,Нет
1/9/2014 11:53:45,Pascal/Delphi,Да,JavaScript,"Scala, CoffeeScript",,,Scala,,3,2,"[30,40)",Да,Нет
1/9/2014 11:54:41,Pascal/Delphi,Да,Java,,,,Java,Java,1,1,"[20,30)",Да,Нет
1/9/2014 11:54:52,C++,Да,C#,"C++, JavaScript",,,C#,"C#, C++",6,3,"[20,30)",Да,Нет
1/9/2014 11:55:02,Basic,Нет,,,1C,,PHP,,<1,<1,"[20,30)",Нет,Нет
1/9/2014 11:55:33,C,Да,Java,"PL/SQL, Shell",,,Java,,<1,<1,"[20,30)",Да,Нет
