Timestamp,Q1,MainLanguage,FirstLanguage,NowLanguage,AdditionalLanguages1,NowLanguages2,AdditionalLanguages3,NextLanguage,PetProjectsLanguages,ExperienceInProgramming,ExperienceInLanguage,Age,InUA,InPrev
10.01.2013 16:15:00,,Да,Pascal/Delphi,Java,JavaScript,,,Java,,2,1,"[20,30)",Да,Да
10.01.2013 16:15:08,,Да,C++,C#,"JavaScript, PL/SQL",,,C#,,2,1,"[20,30)",Да,Нет
10.01.2013 16:15:10,,Да,Pascal/Delphi,PHP,JavaScript,,,PHP,,4,4,"[20,30)",Да,Нет
10.01.2013 16:15:10,,Да,PHP,Java,C#,,,Java,"Java, C#, C++",3,<1,"[20,30)",Да,Нет
10.01.2013 16:15:25,,Да,Basic,Java,Scala,,,Java,Java,10+,10+,"[30,40)",Да,Нет
10.01.2013 16:15:33,,Да,Pascal/Delphi,Ruby,"Java, JavaScript",,,Ruby,"Java, Ruby, Scala",7,<1,"[20,30)",Да,Да
10.01.2013 16:15:39,,Да,Java,Java,"JavaScript, PL/SQL, Groovy",,,Java,,10+,10+,"[30,40)",Да,Нет
10.01.2013 16:15:42,,Да,PHP,PHP,Objective-C,,,Objective-C,PHP,4,4,"[20,30)",Да,Да
10.01.2013 16:15:50,,Да,Visual Basic,Java,JavaScript,,,Java,,<1,1,<20,Да,Да
10.01.2013 16:15:50,,Да,Pascal/Delphi,JavaScript,"PHP, JavaScript",,,JavaScript,"PHP, JavaScript",1,1,"[20,30)",Да,Нет
10.01.2013 16:15:57,,Нет,Pascal/Delphi,,,C++,Basic,C#,,10+,5,"[30,40)",Нет,Нет
10.01.2013 16:15:58,,Да,Pascal/Delphi,C#,PL/SQL,,,C#,"C#, PHP, C",4,4,"[20,30)",Да,Да
10.01.2013 16:16:04,,Нет,Scala,,,"1C, Basic, Lua, Fortran",Asm,ActionScript,"JavaScript, 1C, F#, Asm, Fortran",10+,<1,<20,Да,Нет
10.01.2013 16:16:13,,Да,Pascal/Delphi,Objective-C,"Java, C#, PHP, JavaScript, Objective-C",,,Java,"JavaScript, Objective-C",5,3,"[20,30)",Да,Да
10.01.2013 16:16:42,,Да,C++,Python,"PHP, JavaScript, C, PL/SQL",,,Python,,4,2,"[20,30)",Да,Нет
10.01.2013 16:16:43,,Да,C#,C#,JavaScript,,,C#,C#,1,3,"[20,30)",Да,Нет
10.01.2013 16:16:56,,Да,Basic,PHP,JavaScript,,,PHP,PHP,9,7,"[30,40)",Нет,Да
10.01.2013 16:16:56,,Да,C#,C#,"JavaScript, PL/SQL",,,C#,"C#, JavaScript",3,3,"[20,30)",Да,Нет
10.01.2013 16:17:08,,Да,Perl,PHP,Ruby,,,PHP,"Ruby, C, Perl",10+,10+,"[30,40)",Да,Да
10.01.2013 16:17:14,,Да,Basic,Java,JavaScript,,,Java,Java,7,1,"[20,30)",Да,Нет
10.01.2013 16:17:26,,Да,Pascal/Delphi,Pascal/Delphi,JavaScript,,,Pascal/Delphi,Pascal/Delphi,4,8,"[20,30)",Да,Нет
10.01.2013 16:17:30,,Нет,Pascal/Delphi,,,Java,"Python, JavaScript",Scala,Python,3,3,"[20,30)",Да,Нет
10.01.2013 16:17:55,,Да,PHP,JavaScript,Python,,,Python,"Python, JavaScript",6,5,"[20,30)",Да,Да
10.01.2013 16:18:09,,Да,qbasic,C#,"C#, JavaScript",,,C#,"C#, JavaScript",5,5,"[20,30)",Нет,Нет
10.01.2013 16:18:12,,Да,Logo,Scala,"Python, Ruby, JavaScript",,,Scala,"Ruby, C",9,<1,"[20,30)",Да,Да
10.01.2013 16:18:22,,Да,Basic,PHP,JavaScript,,,PHP,"Java, Ruby",6,5,"[20,30)",Да,Нет
10.01.2013 16:19:16,,Да,Pascal/Delphi,Java,JavaScript,,,Java,"Java, JavaScript",3,3,"[20,30)",Да,Нет
10.01.2013 16:19:17,,Да,Basic,1C,1C,,,1C,,8,8,"[20,30)",Да,Нет
10.01.2013 16:19:19,,Да,C++,PHP,JavaScript,,,PHP,PHP,<1,<1,"[20,30)",Да,Нет
10.01.2013 16:19:21,,Да,Basic,PHP,"Python, Shell",,,Scala,,2,2,"[30,40)",Да,Да
10.01.2013 16:19:26,,Да,Basic,C#,JavaScript,,,C#,C#,4,4,"[20,30)",Нет,Нет
10.01.2013 16:19:52,,Да,Basic,C#,JavaScript,,,C#,"C#, JavaScript",8,5,"[20,30)",Да,Нет
10.01.2013 16:20:31,,Да,Basic,Python,JavaScript,,,Python,"Java, Python, Ruby",6,1,"[20,30)",Да,Да
10.01.2013 16:20:48,,Нет,Basic,,,"C#, JavaScript","Java, Python",C#,"C#, JavaScript",5,5,"[20,30)",Да,Да
10.01.2013 16:20:49,,Да,Basic,C#,JavaScript,,,C#,C#,4,4,"[20,30)",Нет,Нет
10.01.2013 16:21:05,,Да,Basic,1C,1C,,,1C,1C,9,9,"[20,30)",Да,Да
10.01.2013 16:21:05,,Да,JavaScript,JavaScript,"PHP, JavaScript",,,Java,"PHP, JavaScript",2,1,"[20,30)",Да,Да
10.01.2013 16:21:15,,Да,Pascal/Delphi,C++,"C#, PHP, C",,,Python,C++,1,1,"[20,30)",Да,Нет
10.01.2013 16:21:27,,Да,Basic,PHP,"Python, JavaScript",,,Python,"Python, JavaScript",6,5,"[20,30)",Да,Нет
10.01.2013 16:21:29,,Да,Basic,PHP,"JavaScript, PL/SQL",,,PHP,"PHP, JavaScript",10+,10+,"[20,30)",Нет,Нет
10.01.2013 16:21:44,,Да,Basic,Java,"Python, Erlang",,,Scala,,10+,8,"[30,40)",Да,Да
10.01.2013 16:22:24,,Да,Basic,C#,JavaScript,,,C#,,3,3,"[30,40)",Да,Нет
10.01.2013 16:23:07,,Нет,Pascal/Delphi,,,"Pascal/Delphi, Asm","Python, C",Pascal/Delphi,Asm,3,3,"[20,30)",Да,Нет
10.01.2013 16:23:23,,Да,Pascal/Delphi,PHP,"Python, JavaScript, PL/SQL",,,Python,PHP,5,5,"[20,30)",Да,Да
10.01.2013 16:23:43,,Да,Basic,Python,JavaScript,,,Python,"C++, Python, JavaScript, ActionScript, HaXe",1,1,"[20,30)",Да,Нет
10.01.2013 16:23:44,,Да,Basic,Java,"Java, Python",,,JavaScript,"Java, PHP, JavaScript",5,2,"[20,30)",Да,Нет
10.01.2013 16:24:22,,Нет,ActionScript,,,"Java, PHP, ActionScript",JavaScript,ActionScript,"Java, PHP, JavaScript, Objective-C, ActionScript",8,4,"[20,30)",Да,Да
10.01.2013 16:24:38,,Да,Pascal/Delphi,C#,JavaScript,,,C#,,5,5,"[20,30)",Да,Да
10.01.2013 16:24:55,,Да,Pascal/Delphi,JavaScript,Java,,,JavaScript,JavaScript,6,4,"[20,30)",Да,Нет
10.01.2013 16:25:16,,Да,Basic,C#,"JavaScript, PL/SQL",,,Objective-C,"C#, Python, F#",10+,8,"[30,40)",Да,Да
10.01.2013 16:25:22,,Нет,PHP,,,"Objective-C, Erlang","JavaScript, PL/SQL",Erlang,"JavaScript, Objective-C, ActionScript, Scala, Erlang",8,1,"[30,40)",Нет,Да
10.01.2013 16:25:25,,Да,Pascal/Delphi,C#,"C#, Lisp",,,C#,C#,3,3,"[20,30)",Да,Нет
10.01.2013 16:25:27,,Да,Basic,C#,"C#, PL/SQL",,,C#,,5,5,"[20,30)",Да,Да
10.01.2013 16:25:51,,Да,Basic,Java,"Objective-C, Pascal/Delphi",,,Java,Java,10+,2,"[30,40)",Да,Нет
10.01.2013 16:25:58,,Нет,Pascal/Delphi,,,PL/SQL,JavaScript,Ruby,JavaScript,<1,<1,"[20,30)",Да,Нет
10.01.2013 16:26:08,,Да,Basic,Java,Java,,,Java,"Java, PHP",<1,<1,"[20,30)",Да,Да
10.01.2013 16:26:18,,Да,Pascal/Delphi,C++,C#,,,C#,C#,4,3,"[20,30)",Да,Да
10.01.2013 16:26:23,,Да,Basic,X++,C#,,,Java,"Java, C#",10+,7,"[30,40)",Нет,Нет
10.01.2013 16:26:32,,Да,Java,Java,PL/SQL,,,Java,Python,1,1,"[20,30)",Да,Да
10.01.2013 16:26:41,,Да,Pascal/Delphi,PHP,JavaScript,,,PHP,PHP,5,5,"[20,30)",Да,Да
10.01.2013 16:26:43,,Нет,Basic,,,"Java, PL/SQL",Python,Java,,5,4,"[20,30)",Да,Да
10.01.2013 16:26:56,,Да,Pascal/Delphi,C#,C#,,,C#,"C#, JavaScript",2,2,"[20,30)",Да,Нет
10.01.2013 16:27:02,,Да,Basic,Java,Java,,,Java,,2,2,"[20,30)",Да,Нет
10.01.2013 16:27:03,,Да,Pascal/Delphi,Python,"Java, C++, Python, JavaScript, Scala, Erlang",,,Python,"Python, Scala, Erlang",5,4,"[20,30)",Да,Да
10.01.2013 16:27:09,,Да,Basic,Objective-C,"C++, Ruby, C, Shell Script",,,Objective-C,"Objective-C, C",5,4,"[20,30)",Да,Да
10.01.2013 16:27:14,,Да,Basic,Java,"Python, Objective-C, Lua",,,Java,"Java, Python, Objective-C, Lua",7,7,"[20,30)",Да,Нет
10.01.2013 16:27:18,,Нет,Basic,,,"Java, ActionScript",Perl,Java,"Java, C#, JavaScript, C, F#",10+,<1,"[40,50)",Да,Нет
10.01.2013 16:27:22,,Да,Asm,C#,"Perl, F#",,,C#,C#,5,5,"[30,40)",Да,Да
10.01.2013 16:27:46,,Да,C++,Python,"PHP, JavaScript",,,Clojure,"Python, Clojure",6,5,"[20,30)",Нет,Да
10.01.2013 16:28:01,,Да,Basic,PHP,"C#, PL/SQL",,,Python,,5,5,"[20,30)",Да,Да
10.01.2013 16:28:08,,Да,C#,C#,C#,,,C#,C#,5,5,"[20,30)",Да,Да
10.01.2013 16:28:10,,Нет,Basic,,,"PHP, JavaScript",Python,Java,PHP,8,8,"[20,30)",Да,Да
10.01.2013 16:28:18,,Да,C++,Python,"Python, JavaScript",,,Python,"Java, Python, JavaScript",3,2,"[20,30)",Да,Нет
10.01.2013 16:28:28,,Нет,Basic,,,"Java, C#","C++, Python",Java,"Java, C#, Python",10+,5,"[30,40)",Да,Да
10.01.2013 16:28:32,,Да,Pascal/Delphi,C#,"Java, C++, Pascal/Delphi, Lisp",,,C#,,<1,2,"[20,30)",Да,Нет
10.01.2013 16:28:47,,Да,Objective-C,Objective-C,"C++, C, ActionScript",,,Objective-C,"Objective-C, ActionScript",5,2,"[20,30)",Да,Нет
10.01.2013 16:28:59,,Нет,Basic,,,"Ruby, JavaScript",,clojure,"Erlang, clojure",10+,3,"[20,30)",Да,Да
10.01.2013 16:29:05,,Да,Pascal/Delphi,1C,1C,,,Python,,4,4,"[20,30)",Да,Да
10.01.2013 16:29:10,,Да,Basic,Java,"PL/SQL, Perl",,,Java,"Java, PHP",10+,9,"[30,40)",Да,Нет
10.01.2013 16:29:19,,Да,C,Python,"JavaScript, ActionScript",,,Python,"Python, JavaScript",2,1,"[20,30)",Да,Нет
10.01.2013 16:29:40,,Да,Basic,C#,"Python, JavaScript",,,C#,"C#, C++, Scala",8,3,"[30,40)",Да,Да
10.01.2013 16:29:56,,Да,Basic,Python,"PHP, JavaScript, PL/SQL",,,Python,"Python, JavaScript",5,3,"[20,30)",Да,Да
10.01.2013 16:30:01,,Да,Pascal/Delphi,Java,Java,,,Java,Java,4,2,"[20,30)",Да,Нет
10.01.2013 16:30:10,,Да,C,C,"C++, Python",,,C++,C++,5,5,"[20,30)",Да,Да
10.01.2013 16:30:44,,Да,C#,C#,"C#, JavaScript",,,C#,"Java, C#, JavaScript",9,8,"[30,40)",Да,Нет
10.01.2013 16:30:58,,Да,Pascal/Delphi,Java,"JavaScript, PL/SQL",,,Java,,1,1,"[20,30)",Да,Нет
10.01.2013 16:31:02,,Да,Pascal/Delphi,Python,JavaScript,,,Python,Python,3,3,"[20,30)",Да,Да
10.01.2013 16:31:36,,Да,Java,Java,JavaScript,,,Java,Java,8,7,"[20,30)",Да,Нет
10.01.2013 16:31:57,,Да,Basic,C#,JavaScript,,,JavaScript,"C#, JavaScript",5,5,"[20,30)",Да,Нет
10.01.2013 16:32:00,,Да,Basic,Java,Groovy,,,Groovy,"Java, Groovy",4,4,"[20,30)",Да,Да
10.01.2013 16:32:06,,Да,Basic,C#,"Java, JavaScript",,,JavaScript,"C#, PHP, Python",7,5,"[20,30)",Да,Да
10.01.2013 16:32:19,,Да,Pascal/Delphi,Python,JavaScript,,,Python,"Python, Objective-C",7,4,"[20,30)",Да,Да
10.01.2013 16:32:33,,Да,PHP,Python,"Ruby, ActionScript",,,Python,"PHP, Python, Ruby",5,2,"[20,30)",Да,Нет
10.01.2013 16:33:13,,Да,Basic,Python,JavaScript,,,Lisp,Python,2,2,"[20,30)",Да,Да
10.01.2013 16:33:19,,Да,Java,Java,"C++, Python",,,Java,"C++, Python",<1,<1,"[20,30)",Да,Нет
10.01.2013 16:33:27,,Да,Basic,Python,PL/SQL,,,Python,Python,3,1,"[20,30)",Да,Нет
10.01.2013 16:34:05,,Да,Pascal/Delphi,Java,Java,,,Java,Java,10+,6,"[40,50)",Да,Да
10.01.2013 16:34:12,,Да,Pascal/Delphi,Java,"Java, JavaScript, PL/SQL, Groovy",,,Scala,"Java, Scala",6,5,"[20,30)",Да,Да
10.01.2013 16:34:28,,Да,Basic,Java,PHP,,,Java,"Java, PHP, Pascal/Delphi",10+,1,"[30,40)",Да,Нет
10.01.2013 16:34:30,,Да,Pascal/Delphi,PHP,JavaScript,,,PHP,"PHP, JavaScript",5,5,"[20,30)",Да,Да
10.01.2013 16:34:35,,Да,Perl,Groovy,"Java, JavaScript",,,Ruby,"Java, Groovy",3,2,"[30,40)",Да,Нет
10.01.2013 16:34:35,,Да,C,C++,"C++, 1C",,,C++,C++,1,2,"[20,30)",Да,Нет
10.01.2013 16:34:48,,Да,Pascal/Delphi,C#,JavaScript,,,C#,,1,1,"[20,30)",Да,Да
10.01.2013 16:34:49,,Да,Basic,C#,PL/SQL,,,C#,,<1,2,"[30,40)",Да,Да
10.01.2013 16:34:49,,Да,Pascal/Delphi,Java,JavaScript,,,Java,C++,3,3,"[20,30)",Да,Да
10.01.2013 16:35:22,,Нет,Pascal/Delphi,,,"PHP, JavaScript",PL/SQL,JavaScript,"PHP, JavaScript",1,1,"[20,30)",Да,Да
10.01.2013 16:35:27,,Да,Pascal/Delphi,Java,"Java, Groovy",,,Java,Java,6,5,"[20,30)",Да,Да
10.01.2013 16:35:34,,Да,Basic,C#,JavaScript,,,Objective-C,,9,7,"[20,30)",Да,Да
10.01.2013 16:35:47,,Да,Basic,Java,Ruby,,,Ruby,,3,<1,"[20,30)",Да,Нет
10.01.2013 16:36:04,,Да,Basic,Java,JavaScript,,,Java,"Java, Groovy",5,5,"[30,40)",Да,Да
10.01.2013 16:36:28,,Да,C++,Java,"JavaScript, Scala",,,Java,,4,4,"[20,30)",Да,Нет
10.01.2013 16:36:44,,Да,Asm,C++,C,,,C++,C++,7,7,"[30,40)",Да,Нет
10.01.2013 16:37:21,,Да,Basic,C++,PHP,,,Java,"Java, PHP, C++, C, Pascal/Delphi",7,7,"[30,40)",Да,Да
10.01.2013 16:37:45,,Да,Pascal/Delphi,Java,"Java, PHP",,,Java,PHP,6,2,"[20,30)",Да,Да
10.01.2013 16:37:56,,Да,Asm,C#,JavaScript,,,JavaScript,"Java, C#, JavaScript",8,5,"[20,30)",Да,Да
10.01.2013 16:38:16,,Да,Basic,Java,Kotlin,,,Kotlin,Java,4,4,"[20,30)",Да,Да
10.01.2013 16:38:36,,Да,C++,Java,PL/SQL,,,Java,Java,<1,<1,"[20,30)",Да,Да
10.01.2013 16:38:53,,Да,Pascal/Delphi,PHP,JavaScript,,,PHP,Python,6,5,"[20,30)",Да,Нет
10.01.2013 16:39:45,,Да,C++,Lua,C++,,,Java,"Java, C++, ActionScript",<1,<1,"[20,30)",Да,Нет
10.01.2013 16:40:11,,Да,Pascal/Delphi,C#,"JavaScript, PL/SQL",,,C#,,3,4,"[20,30)",Да,Да
10.01.2013 16:40:28,,Да,Pascal/Delphi,Java,"Java, JavaScript",,,Java,"Java, C#",1,1,"[20,30)",Да,Нет
10.01.2013 16:40:43,,Да,Java,Java,"Java, PHP, Python, Ruby, JavaScript, PL/SQL, Perl",,,Java,"Java, PHP, Python, Ruby, JavaScript",2,2,"[20,30)",Да,Нет
10.01.2013 16:40:50,,Да,JavaScript,JavaScript,"Python, JavaScript, Lua",,,JavaScript,JavaScript,1,1,"[20,30)",Да,Да
10.01.2013 16:40:57,,Да,Pascal/Delphi,C#,JavaScript,,,C#,,1,1,"[20,30)",Да,Нет
10.01.2013 16:41:04,,Да,C++,C++,"C++, C",,,C++,"C++, C",9,9,"[30,40)",Нет,Нет
10.01.2013 16:41:19,,Да,Fortran,C++,"C#, C",,,C++,,10+,10+,>50,Да,Да
10.01.2013 16:42:08,,Да,C++,PHP,JavaScript,,,PHP,PHP,4,4,"[20,30)",Да,Да
10.01.2013 16:42:25,,Да,Basic,Objective-C,"PHP, JavaScript, PL/SQL",,,Objective-C,,5,2,"[20,30)",Да,Нет
10.01.2013 16:42:55,,Да,Pascal/Delphi,Java,JavaScript,,,Scala,Scala,3,3,"[20,30)",Да,Нет
10.01.2013 16:43:10,,Да,Pascal/Delphi,PL/SQL,Java,,,C#,,6,<1,"[20,30)",Да,Да
10.01.2013 16:43:54,,Да,Pascal/Delphi,PHP,JavaScript,,,Java,,5,5,"[20,30)",Нет,Нет
10.01.2013 16:44:35,,Да,C++,Java,JavaScript,,,Java,"Java, C++",<1,<1,"[20,30)",Да,Нет
10.01.2013 16:44:54,,Нет,Pascal/Delphi,,,"C#, PHP, JavaScript",,C#,"C#, JavaScript",7,4,"[20,30)",Да,Нет
10.01.2013 16:45:18,,Да,PHP,Python,JavaScript,,,Python,"Python, JavaScript",2,2,<20,Да,Да
10.01.2013 16:45:32,,Нет,Pascal/Delphi,,,"C#, C++",,C++,"C++, C",10+,6,"[30,40)",Да,Да
10.01.2013 16:45:34,,Да,Pascal/Delphi,Python,C#,,,C#,C#,9,4,"[30,40)",Нет,Да
10.01.2013 16:45:50,,Да,Лого,PHP,JavaScript,,,PHP,,2,2,"[20,30)",Да,Да
10.01.2013 16:46:36,,Да,Basic,ActionScript,"Java, Python, JavaScript",,,C#,"C#, Python, Ruby, JavaScript, ActionScript",6,6,"[20,30)",Да,Нет
10.01.2013 16:46:48,,Да,C++,Ruby,JavaScript,,,Ruby,,10+,6,"[30,40)",Нет,Нет
10.01.2013 16:47:02,,Нет,Basic,,,"C#, JavaScript","PHP, Python, F#",C#,"C#, Python, JavaScript, F#",10+,10+,"[30,40)",Нет,Да
10.01.2013 16:47:09,,Да,Basic,PHP,JavaScript,,,Python,"PHP, JavaScript",6,3,"[30,40)",Да,Нет
10.01.2013 16:47:24,,Нет,Pascal/Delphi,,,"Java, C++, JavaScript, PL/SQL",,Java,Java,7,5,"[20,30)",Нет,Да
10.01.2013 16:47:47,,Да,C++,Python,JavaScript,,,Python,,4,3,"[20,30)",Да,Да
10.01.2013 16:47:48,,Да,C,PL/SQL,C#,,,PL/SQL,C#,10+,10+,"[40,50)",Да,Да
10.01.2013 16:47:59,,Да,Pascal/Delphi,C#,JavaScript,,,C++,C#,2,2,"[20,30)",Да,Да
10.01.2013 16:48:06,,Да,Basic,PHP,JavaScript,,,Python,PHP,5,5,"[30,40)",Да,Нет
10.01.2013 16:48:06,,Да,Pascal/Delphi,C#,JavaScript,,,C#,C#,8,6,"[20,30)",Да,Да
10.01.2013 16:48:20,,Да,C++,C++,"C++, Python, Objective-C, Lua",,,C++,C++,2,2,"[20,30)",Да,Нет
10.01.2013 16:48:36,,Нет,Pascal/Delphi,,,"PHP, Python, JavaScript",,PHP,"PHP, Python, JavaScript",5,5,"[20,30)",Да,Нет
10.01.2013 16:48:50,,Да,Logo,PHP,JavaScript,,,PHP,PHP,1,1,"[20,30)",Да,Нет
10.01.2013 16:48:57,,Да,Basic,C#,"Java, JavaScript",,,Java,"Java, C#",3,2,"[20,30)",Да,Да
10.01.2013 16:49:25,,Да,Pascal/Delphi,Java,Python,,,Java,"Java, Groovy",10+,8,"[30,40)",Да,Да
10.01.2013 16:49:34,,Да,Basic,PHP,"JavaScript, Perl",,,PHP,PHP,8,8,"[30,40)",Да,Нет
10.01.2013 16:49:37,,Да,Pascal/Delphi,Java,Java,,,Java,Java,<1,<1,"[20,30)",Да,Нет
10.01.2013 16:49:40,,Да,Pascal/Delphi,C#,JavaScript,,,C#,Ruby,1,2,"[20,30)",Да,Нет
10.01.2013 16:50:03,,Да,Pascal/Delphi,Java,JavaScript,,,Java,"Ruby, JavaScript",3,2,"[20,30)",Да,Да
10.01.2013 16:50:11,,Нет,Java,,,"Java, PHP, JavaScript","C#, C++, Python, Ruby",Java,"Java, PHP, JavaScript",<1,<1,"[20,30)",Да,Нет
10.01.2013 16:50:14,,Нет,Pascal/Delphi,,,"Java, PHP, JavaScript",,Java,"Java, PHP",4,<1,"[20,30)",Да,Да
10.01.2013 16:50:17,,Да,Basic,UnrealScript,"ActionScript, Lua",,,C#,"C#, C++",6,<1,"[20,30)",Да,Да
10.01.2013 16:51:20,,Да,Basic,JavaScript,Java,,,JavaScript,JavaScript,1,1,"[20,30)",Да,Да
10.01.2013 16:51:23,,Нет,Pascal/Delphi,,,C#,JavaScript,C#,"C#, JavaScript",5,5,"[20,30)",Да,Нет
10.01.2013 16:51:26,,Да,Pascal/Delphi,JavaScript,JavaScript,,,nodejs,nodejs,1,1,"[20,30)",Да,Нет
10.01.2013 16:51:45,,Да,Pascal/Delphi,Java,"C++, PL/SQL",,,Java,,7,<1,"[30,40)",Да,Нет
10.01.2013 16:52:05,,Да,Pascal/Delphi,Java,Python,,,Groovy,,9,5,"[20,30)",Да,Да
10.01.2013 16:52:14,,Да,Basic,Python,C,,,Python,Python,9,9,"[30,40)",Да,Да
10.01.2013 16:52:38,,Да,Pascal/Delphi,JavaScript,PHP,,,JavaScript,"PHP, JavaScript",5,2,"[20,30)",Да,Нет
10.01.2013 16:52:42,,Да,Basic,PHP,"Java, JavaScript",,,PHP,Java,6,6,"[20,30)",Да,Да
10.01.2013 16:53:01,,Да,PHP,PHP,JavaScript,,,PHP,"PHP, JavaScript",2,2,"[20,30)",Да,Нет
10.01.2013 16:53:09,,Да,Basic,PHP,"JavaScript, PL/SQL",,,PHP,"PHP, JavaScript, PL/SQL",7,5,"[20,30)",Да,Да
10.01.2013 16:53:20,,Нет,Pascal/Delphi,,,"PHP, JavaScript",C#,C#,,<1,<1,"[20,30)",Да,Нет
10.01.2013 16:53:55,,Да,Pascal/Delphi,Java,"C#, C++",,,Java,Java,<1,<1,"[20,30)",Да,Нет
10.01.2013 16:53:58,,Да,Basic,C++,C#,,,C++,C++,6,6,"[20,30)",Да,Нет
10.01.2013 16:54:08,,Да,Pascal/Delphi,JavaScript,PHP,,,JavaScript,"PHP, JavaScript",3,3,"[20,30)",Да,Да
10.01.2013 16:54:14,,Да,C++,C#,C#,,,C#,C#,7,6,"[20,30)",Да,Нет
10.01.2013 16:54:40,,Нет,Pascal/Delphi,,,"Ruby, JavaScript",Python,Ruby,"PHP, Python, Ruby, JavaScript, Objective-C, Pascal/Delphi",7,5,"[20,30)",Да,Да
10.01.2013 16:56:06,,Да,ActionScript,ActionScript,Java,,,C#,C#,5,5,"[20,30)",Да,Нет
10.01.2013 16:56:08,,Да,Pascal/Delphi,C#,"Java, C#, JavaScript",,,C#,"Java, C#",8,4,"[30,40)",Да,Нет
10.01.2013 16:56:09,,Нет,PHP,,,PHP,JavaScript,PHP,,1,1,"[20,30)",Да,Нет
10.01.2013 16:56:13,,Да,Pascal/Delphi,JavaScript,PHP,,,JavaScript,,3,2,"[20,30)",Да,Нет
10.01.2013 16:56:19,,Да,C++,Python,JavaScript,,,Python,Python,4,2,"[20,30)",Да,Нет
10.01.2013 16:56:24,,Нет,PHP,,,PHP,JavaScript,C#,,<1,<1,"[20,30)",Да,Нет
10.01.2013 16:56:40,,Да,Basic,C,"C++, PL/SQL",,,C++,"C++, C",10+,7,"[30,40)",Да,Нет
10.01.2013 16:56:43,,Да,Pascal/Delphi,C#,"C++, JavaScript, PL/SQL, PowerShell",,,C#,"C#, C++, Python, JavaScript, PL/SQL, PowerShell",8,7,"[20,30)",Нет,Да
10.01.2013 16:57:35,,Да,1C,PHP,"C#, JavaScript, 1C",,,PHP,PHP,8,6,"[20,30)",Да,Да
10.01.2013 16:58:21,,Да,C++,C++,"Python, JavaScript, PL/SQL",,,Python,"C++, Python",4,4,"[20,30)",Нет,Нет
10.01.2013 16:58:33,,Нет,Basic,,,Ruby,JavaScript,Ruby,Ruby,7,3,"[20,30)",Да,Да
10.01.2013 16:58:47,,Нет,Basic,,,"C#, C++, C",Java,C#,"Java, C++, C",10+,8,"[40,50)",Да,Да
10.01.2013 16:58:49,,Да,Pascal/Delphi,C#,"C#, JavaScript",,,C#,,1,1,"[20,30)",Да,Да
10.01.2013 16:59:05,,Нет,Java,,,Java,,Java,Java,<1,<1,"[20,30)",Да,Нет
10.01.2013 17:00:36,,Да,C,C,"C++, Python, Asm",,,C,Asm,6,6,"[20,30)",Да,Да
10.01.2013 17:01:01,,Да,Pascal/Delphi,JavaScript,"Java, Python",,,Python,Python,<1,<1,"[20,30)",Да,Нет
10.01.2013 17:01:18,,Нет,Basic,,,"C++, Objective-C, C","C#, PHP, JavaScript, Asm",Objective-C,"PHP, C++, Objective-C, C",6,5,"[20,30)",Да,Да
10.01.2013 17:01:45,,Да,Basic,Java,Java,,,Java,Java,10+,10+,"[40,50)",Да,Нет
10.01.2013 17:01:45,,Да,Pascal/Delphi,Objective-C,C#,,,C#,,3,3,"[20,30)",Да,Да
10.01.2013 17:01:46,,Нет,Basic,,,"PHP, JavaScript","Java, Python, C",Ruby,JavaScript,10+,4,"[30,40)",Нет,Нет
10.01.2013 17:01:59,,Нет,Asm,,,"Java, C#, PHP, C++",JavaScript,C#,"C#, PHP, C++",3,3,"[20,30)",Да,Нет
10.01.2013 17:02:07,,Нет,Basic,,,"Java, PL/SQL",,Java,,1,1,"[30,40)",Да,Нет
10.01.2013 17:02:25,,Да,Pascal/Delphi,Python,"JavaScript, coffeescript",,,Python,"Python, JavaScript",<1,2,"[20,30)",Да,Нет
10.01.2013 17:03:12,,Нет,Basic,,,"PHP, JavaScript, Objective-C",,Objective-C,"PHP, JavaScript, Objective-C",6,6,"[20,30)",Да,Да
10.01.2013 17:04:10,,Нет,C#,,,C#,"PHP, JavaScript",C#,"JavaScript, asp",<1,4,"[20,30)",Да,Нет
10.01.2013 17:04:54,,Да,Basic,Java,JavaScript,,,Java,Java,9,6,"[40,50)",Да,Да
10.01.2013 17:04:57,,Да,Asm,C++,"C++, Python, C",,,C++,C++,5,5,"[20,30)",Да,Да
10.01.2013 17:05:23,,Да,Python,Python,JavaScript,,,Python,"Python, JavaScript",2,1,"[20,30)",Да,Нет
10.01.2013 17:05:32,,Да,Basic,PHP,"PHP, JavaScript, PL/SQL",,,Java,,<1,3,"[30,40)",Да,Нет
10.01.2013 17:05:44,,Да,Java,Java,Java,,,Java,Java,2,2,"[20,30)",Да,Да
10.01.2013 17:05:51,,Да,PHP,PL/SQL,JavaScript,,,Java,PL/SQL,5,3,"[20,30)",Да,Нет
10.01.2013 17:05:56,,Да,C#,C#,"C#, JavaScript, F#",,,C#,"C#, JavaScript, F#",2,2,"[20,30)",Да,Да
10.01.2013 17:06:01,,Да,ActionScript,Java,Shell,,,Java,,<1,<1,<20,Да,Нет
10.01.2013 17:06:30,,Да,Pascal/Delphi,C#,"C#, JavaScript",,,C#,C#,3,3,"[20,30)",Да,Нет
10.01.2013 17:06:50,,Да,Basic,Java,Perl,,,Java,,1,<1,"[20,30)",Да,Да
