Timestamp,FirstLanguage,MainLanguage,NowLanguage,AdditionalLanguages1,NowLanguages2,AdditionalLanguages3,NextLanguage,PetProjectsLanguages,ExperienceInProgramming,ExperienceInLanguage,AgeYears,InUA,InPrev,,,
1/5/2016 13:36:43,C++,Да,Java,Python,,,Java,"Java, C#, Python",<1,<1,21,Да,Нет,,,
1/5/2016 13:36:51,C#,Да,C#,JavaScript,,,C#,нету,4,<1,25,Да,Не помню,,,
1/5/2016 13:36:54,Pascal/Delphi,Да,C#,C++,,,C#,C#,4,1,31,Да,Не помню,,,
1/5/2016 13:37:08,Basic,Нет,,,"C#, JavaScript, Python, ActionScript, T-SQL","Java, PHP, C++, Objective-C, C, Perl, R",C#,"Java, C#, JavaScript, Python, ActionScript, T-SQL",10+,10+,36,Да,Нет,,,
1/5/2016 13:37:09,C++,Да,Java,"JavaScript, C++, R",,,Python,"Java, JavaScript, Python, C++, Scala, Swift, R",6,7,27,Да,Нет,,,
1/5/2016 13:37:09,Pascal/Delphi,Да,Ruby,"JavaScript, CoffeeScript",,,Ruby,Ruby,2,1,25,Да,Да,,,
1/5/2016 13:37:15,Basic,Да,C#,"JavaScript, T-SQL, R",,,C#,"C#, R",1,4,25,Да,Нет,,,
1/5/2016 13:37:24,Basic,Да,C++,"Java, C#, JavaScript, C++, Objective-C",,,C#,"Java, C#, Objective-C",,,,Да,Да,,,
1/5/2016 13:37:27,Basic,Да,Java,,,,Java,,<1,<1,31,Да,Нет,,,
1/5/2016 13:37:30,C++,Да,Java,"C#, Python",,,Java,"Java, Python",1,1,,Да,Нет,,,
1/5/2016 13:37:38,Basic,Да,PHP,JavaScript,,,PHP,,5,5,41,Да,Нет,,,
1/5/2016 13:37:46,Java,Да,Java,Java,,,C#,Java,1,1,41,Да,Нет,,,
1/5/2016 13:37:49,C,Да,Java,"C#, PL-SQL",,,Java,"Java, C#",4,4,28,Да,Нет,,,
1/5/2016 13:37:49,C#,Нет,,,"C#, JavaScript",T-SQL,C#,"C#, JavaScript",4,4,24,Да,Не помню,,,
1/5/2016 13:37:59,PHP,Нет,,,"PHP, JavaScript, Python",Python,JavaScript,"PHP, JavaScript",2,1,27,Да,Нет,,,
1/5/2016 13:38:20,Basic,Да,Java,Python,,,Java,"Java, Python",<1,<1,27,Да,Нет,,,
1/5/2016 13:38:26,Basic,Да,JavaScript,PHP,,,JavaScript,"PHP, JavaScript",4,2,25,Да,Да,,,
1/5/2016 13:38:45,Java,Да,Java,JavaScript,,,Java,"Java, JavaScript",1,1,31,Да,Нет,,,
1/5/2016 13:39:43,Pascal/Delphi,Да,Pascal/Delphi,JavaScript,,,C++,Java,2,2,26,Да,Не помню,,,
1/5/2016 13:39:48,Basic,Да,JavaScript,,,,JavaScript,"C#, JavaScript",8,3,30,Да,Не помню,,,
1/5/2016 13:39:59,C,Да,1C,Java,,,Java,Java,2,2,23,Да,Нет,,,
1/5/2016 13:40:05,Basic,Да,PHP,"JavaScript, Perl",,,PHP,"PHP, JavaScript, Perl",10+,10+,30,Да,Да,,,
1/5/2016 13:40:09,Pascal/Delphi,Да,C#,"Java, C#, JavaScript, AutoIt",,,C#,,4,4,29,Да,Не помню,,,
1/5/2016 13:40:14,Pascal/Delphi,Да,PHP,"JavaScript, Ruby",,,PHP,,5,5,28,Да,Не помню,,,
1/5/2016 13:40:33,Pascal/Delphi,Да,PHP,"Java, JavaScript",,,JavaScript,"PHP, JavaScript",4,4,26,Да,Нет,,,
1/5/2016 13:40:41,Pascal/Delphi,Да,JavaScript,"Java, PHP, Python",,,Java,,<1,<1,21,Да,Нет,,,
1/5/2016 13:41:09,PHP,Да,PHP,JavaScript,,,Ruby,PHP,<1,<1,19,Да,Нет,,,
1/5/2016 13:41:13,Basic,Да,C#,C#,,,C#,C#,4,3,27,Да,Не помню,,,
1/5/2016 13:41:16,Java,Да,C#,JavaScript,,,C#,"C#, JavaScript",1,1,25,Да,Нет,,,
1/5/2016 13:41:27,Scala,Да,Scala,"JavaScript, Python, C++, Erlang",,,Erlang,Swift,10+,10+,33,Да,Не помню,,,
1/5/2016 13:41:34,Pascal/Delphi,Да,Objective-C,"Python, C++, Swift",,,Objective-C,Objective-C,3,3,21,Да,Не помню,,,
1/5/2016 13:41:38,C#,Да,C#,"Java, C#, JavaScript",,,C#,"C#, JavaScript",3,2,,Да,Нет,,,
1/5/2016 13:41:47,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,C#,C#,8,3,32,Да,Да,,,
1/5/2016 13:41:49,Pascal/Delphi,Да,Python,JavaScript,,,Python,Python,,9,35,Да,Да,,,
1/5/2016 13:42:02,Basic,Да,SAS,PL-SQL,,,Java,SAS,3,3,26,Да,Нет,,,
1/5/2016 13:42:20,Basic,Да,Java,Basic,,,Java,"Java, Basic",1,1,36,Да,Да,,,
1/5/2016 13:42:23,PHP,Да,JavaScript,PHP,,,JavaScript,JavaScript,3,2,25,Да,Нет,,,
1/5/2016 13:42:32,Pascal/Delphi,Да,Pascal/Delphi,Java,,,Java,Java,4,2,26,Да,Нет,,,
1/5/2016 13:42:33,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",3,1,24,Да,Не помню,,,
1/5/2016 13:42:39,C++,Да,Java,"C++, C",,,Python,"Java, C++, C",1,1,21,Да,Нет,,,
1/5/2016 13:42:52,JavaScript,Да,JavaScript,,,,JavaScript,,<1,<1,33,Да,Нет,,,
1/5/2016 13:43:06,Pascal/Delphi,Да,Perl,JavaScript,,,JavaScript,"JavaScript, Perl, Perl6",10+,8,32,Нет,Да,,,
1/5/2016 13:43:08,Java,Да,Java,C#,,,C#,C#,3,<1,35,Да,Нет,,,
1/5/2016 13:43:29,Java,Нет,,,"Java, JavaScript, Scala",CoffeeScript,Java,"Java, JavaScript",1,2,31,Да,Нет,,,
1/5/2016 13:43:47,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,PHP,4,4,28,Да,Не помню,,,
1/5/2016 13:43:53,Pascal/Delphi,Да,Objective-C,,,,Swift,Objective-C,<1,<1,26,Да,Нет,,,
1/5/2016 13:43:55,Java,Да,JavaScript,Go,,,JavaScript,"Java, PHP, JavaScript, Go",4,3,22,Да,Нет,,,
1/5/2016 13:43:57,Pascal/Delphi,Да,C++,JavaScript,,,C++,"JavaScript, C++",5,3,23,Да,Нет,,,
1/5/2016 13:44:24,Pascal/Delphi,Да,C#,"Java, PowerShell",,,C#,C#,9,5,31,Да,Да,,,
1/5/2016 13:44:25,Java,Да,Java,"JavaScript, Python",,,Java,"Java, JavaScript",1,1,27,Да,Нет,,,
1/5/2016 13:44:37,Pascal/Delphi,Да,Java,Groovy,,,Java,,3,3,27,Да,Не помню,,,
1/5/2016 13:45:45,Basic,Да,Java,"C, SQL",,,Java,Java,10+,4,38,Да,Нет,,,
1/5/2016 13:45:56,Basic,Да,PHP,,,,PHP,,3,3,31,Да,Не помню,,,
1/5/2016 13:46:00,C++,Да,Objective-C,"Java, C#",,,Objective-C,,<1,<1,19,Да,Нет,,,
1/5/2016 13:46:14,Basic,Да,Java,,,,Java,Java,<1,3,33,Да,Не помню,,,
1/5/2016 13:46:17,Pascal/Delphi,Да,Java,"Java, JavaScript, Python, Scala",,,Scala,"Java, Python, Scala",3,3,23,Да,Не помню,,,
1/5/2016 13:47:16,Java,Да,JavaScript,,,,Python,"PHP, Python, Ruby, Swift",1,1,26,Да,Нет,,,
1/5/2016 13:47:25,C,Да,T-SQL,C#,,,Java,C#,7,5,32,Да,Нет,,,
1/5/2016 13:47:30,C++,Да,C++,"Python, Rust",,,C++,"JavaScript, Python, C",5,5,,Да,Нет,,,
1/5/2016 13:47:31,Basic,Да,Python,"PHP, JavaScript",,,Python,Python,9,2,32,Да,Нет,,,
1/5/2016 13:47:47,Pascal/Delphi,Да,JavaScript,,,,JavaScript,,1,1,29,Да,Нет,,,
1/5/2016 13:47:59,Pascal/Delphi,Да,C#,Python,,,C#,,6,2,,Да,Нет,,,
1/5/2016 13:48:30,C,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",2,2,24,Да,Нет,,,
1/5/2016 13:48:50,Pascal/Delphi,Да,Java,"JavaScript, Python, Perl, Groovy, Batch, Ant",,,Java,"Java, PHP, JavaScript",3,2,24,Да,Нет,,,
1/5/2016 13:48:55,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript",<1,1,22,Да,Нет,,,
1/5/2016 13:49:01,Basic,Да,C++,"Python, R",,,"ILAsm, Jasmin","Python, C++",,,,Да,Да,,,
1/5/2016 13:49:56,Pascal/Delphi,Да,C++,"Python, C, Go",,,Go,,9,5,30,Нет,Да,,,
1/5/2016 13:50:02,C++,Да,C++,"Python, C",,,C,"Python, C++, C",3,2,21,Да,Нет,,,
1/5/2016 13:50:08,Pascal/Delphi,Да,Objective-C,"JavaScript, Swift",,,Swift,Objective-C,5,4,35,Нет,Нет,,,
1/5/2016 13:50:13,Fortran,Да,1C,Java,,,Java,1C,10+,10+,46,Да,Нет,,,
1/5/2016 13:50:24,Basic,Да,C#,"JavaScript, Power Shell",,,C#,,8,4,33,Да,Да,,,
1/5/2016 13:50:27,C++,Да,C#,"JavaScript, CoffeeScript",,,C#,,5,3,26,Да,Да,,,
1/5/2016 13:50:32,Java,Да,Java,JavaScript,,,Java,"Java, JavaScript",2,2,22,Да,Нет,,,
1/5/2016 13:51:35,Java,Да,Ruby,Ruby,,,Elixir,"Java, JavaScript",2,1,29,Да,Не помню,,,
1/5/2016 13:52:18,C++,Да,Python,"C#, JavaScript",,,Python,Python,<1,<1,22,Да,Нет,,,
1/5/2016 13:53:03,Python,Да,C,Python,,,Java,C,<1,<1,,Да,Нет,,,
1/5/2016 13:53:23,JavaScript,Да,JavaScript,Python,,,JavaScript,JavaScript,<1,<1,15,Да,Нет,,,
1/5/2016 13:53:55,Java,Да,Java,JavaScript,,,Java,"Java, PHP, JavaScript",2,2,20,Да,Нет,,,
1/5/2016 13:54:20,C#,Да,C#,T-SQL,,,C#,"C#, JavaScript, T-SQL",3,3,24,Да,Нет,,,
1/5/2016 13:54:39,C,Да,Java,JavaScript,,,Java,"Java, JavaScript",2,2,22,Да,Не помню,,,
1/5/2016 13:54:46,Pascal/Delphi,Да,C++,,,,C++,C++,5,2,26,Да,Не помню,,,
1/5/2016 13:54:51,Pascal/Delphi,Да,JavaScript,Python,,,JavaScript,no,,,30,Да,Нет,,,
1/5/2016 13:55:13,Basic,Да,JavaScript,PHP,,,JavaScript,"PHP, JavaScript",10+,4,29,Да,Не помню,,,
1/5/2016 13:55:14,Basic,Да,PHP,"JavaScript, Python, Go",,,PHP,"C#, PHP, Pascal/Delphi, Go",5,5,,Да,Не помню,,,
1/5/2016 13:55:17,C#,Да,Java,"JavaScript, T-SQL",,,Java,Clojure,7,6,25,Да,Да,,,
1/5/2016 13:55:20,Basic,Да,PHP,"JavaScript, Lua",,,Python,PHP,10+,10+,37,Да,Не помню,,,
1/5/2016 13:55:30,Basic,Да,Java,JavaScript,,,Java,,9,3,31,Да,Нет,,,
1/5/2016 13:55:43,Pascal/Delphi,Да,PHP,"Java, JavaScript, Python, Scala, Go",,,Python,"PHP, JavaScript, Scala",10+,10+,34,Да,Да,,,
1/5/2016 13:56:43,C,Да,Python,JavaScript,,,Python,"Python, Ruby",3,1,20,Да,Нет,,,
1/5/2016 13:56:11,C++,Нет,,,"Python, R",,R,R,1,10+,37,Да,Нет,,,
1/5/2016 13:56:15,Pascal/Delphi,Да,PHP,"C#, JavaScript",,,PHP,C#,4,4,26,Да,Нет,,,
1/5/2016 13:56:17,C,Да,C#,C++,,,C#,C#,8,5,28,Да,Нет,,,
1/5/2016 13:56:34,Pascal/Delphi,Да,Python,"JavaScript, Python",,,Swift,"Python, Swift",3,<1,30,Да,Нет,,,
1/5/2016 13:56:49,Pascal/Delphi,,Pascal/Delphi,"JavaScript, PL-SQL",,,Java,,2,5,,Да,Нет,,,
1/5/2016 13:56:51,Ruby,Да,C#,"Java, C#",,,JavaScript,"Java, C#, JavaScript",4,2,31,Да,Нет,,,
1/5/2016 13:56:57,JavaScript,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",1,1,27,,,,,
1/5/2016 13:57:41,Basic,Да,Python,"C#, JavaScript",,,C#,,<1,<1,27,Да,Нет,,,
1/5/2016 13:57:44,Pascal/Delphi,Да,JavaScript,JavaScript,,,JavaScript,"PHP, JavaScript, Ruby",3,<1,25,Да,Нет,,,
1/5/2016 13:58:00,C++,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",3,5,26,Да,Нет,,,
1/5/2016 13:58:01,Basic,Да,JavaScript,C#,,,Java,JavaScript,1,<1,29,Да,Нет,,,
1/5/2016 13:58:13,Pascal/Delphi,Да,Objective-C,"Java, C#, JavaScript, C++, C, Swift",,,Objective-C,"C#, JavaScript, C++, Objective-C, C",2,<1,23,Да,Да,,,
1/5/2016 13:58:22,C,Да,Java,JavaScript,,,Java,"Java, JavaScript",1,1,21,Нет,Нет,,,
1/5/2016 13:58:33,Pascal/Delphi,Да,JavaScript,Python,,,Go,,<1,1,25,Да,Не помню,,,
1/5/2016 13:58:48,Basic,Да,Objective-C,Java,,,Swift,,9,3,31,Да,Не помню,,,
1/5/2016 13:58:50,PHP,Да,JavaScript,"Java, JavaScript, Ruby",,,Ruby,,10+,6,31,Да,Да,,,
1/5/2016 13:59:13,Basic,Да,C#,,,,Java,C#,,,36,Да,Не помню,,,
1/5/2016 13:59:29,C,Нет,,,"Java, JavaScript, Objective-C, Perl, Swift","Python, Ruby",JavaScript,"Java, JavaScript",10+,9,28,Да,Да,,,
1/5/2016 13:59:37,Basic,Нет,,,"C#, JavaScript",T-SQL,C#,JavaScript,9,7,31,Нет,Да,,,
1/5/2016 13:59:57,Pascal/Delphi,Да,C++,TCL,,,C++,C++,3,3,22,Да,Не помню,,,
1/5/2016 14:00:02,Pascal/Delphi,Да,JavaScript,,,,JavaScript,,1,1,21,Да,Не помню,,,
1/5/2016 14:00:03,Python,Да,Java,,,,Java,,2,2,29,Да,Да,,,
1/5/2016 14:00:03,Pascal/Delphi,Да,Ruby,"JavaScript, CoffeeScript",,,Ruby,,3,1,25,Да,Нет,,,
1/5/2016 14:00:08,JavaScript,,JavaScript,,,,JavaScript,,1,<1,,Да,Нет,,,
1/5/2016 14:00:16,Pascal/Delphi,Да,Python,Java,,,C#,C#,<1,<1,27,Да,Нет,,,
1/5/2016 14:00:30,Pascal/Delphi,Да,PHP,,,,Python,,<1,<1,20,Да,Нет,,,
1/5/2016 14:01:06,C#,Нет,,,1C,1C,C#,1C,<1,<1,,Да,Нет,,,
1/5/2016 14:01:12,Java,Да,Java,JavaScript,,,Ruby,Java,<1,<1,29,Да,Нет,,,
1/5/2016 14:02:03,PHP,Да,Java,JavaScript,,,Java,"Java, Python",7,4,29,Да,Нет,,,
1/5/2016 14:02:13,Pascal/Delphi,Да,C#,"Java, JavaScript, T-SQL",,,C#,,9,9,28,Да,Да,,,
1/5/2016 14:02:19,Basic,Да,Java,JavaScript,,,Java,Java,,,,Да,Нет,,,
1/5/2016 14:02:27,Basic,Да,Java,Groovy,,,Java,,4,3,28,Да,Да,,,
1/5/2016 14:02:30,Basic,Да,Java,Python,,,Scala,"Java, Python",4,4,25,Да,Не помню,,,
1/5/2016 14:02:43,Pascal/Delphi,Да,Java,"JavaScript, Python, PL-SQL, Scala",,,Java,"Java, JavaScript",2,2,25,Да,Не помню,,,
1/5/2016 14:02:47,Basic,Да,JavaScript,"PHP, C++",,,Swift,"JavaScript, Swift",<1,<1,30,Да,Нет,,,
1/5/2016 14:03:02,Ruby,Да,Ruby,"JavaScript, CoffeeScript",,,Nim,"Ruby, Nim",1,<1,24,Да,Нет,,,
1/5/2016 14:03:34,Basic,Да,Java,JavaScript,,,Java,,<1,<1,32,Да,Нет,,,
1/5/2016 14:03:40,Pascal/Delphi,Да,Java,"JavaScript, Groovy",,,Java,Java,8,6,29,Да,Да,,,
1/5/2016 14:03:43,JavaScript,Да,JavaScript,CoffeeScript,,,JavaScript,JavaScript,<1,<1,,Да,Нет,,,
1/5/2016 14:03:50,Pascal/Delphi,Да,C#,"C#, JavaScript",,,C#,C#,2,2,26,Да,Нет,,,
1/5/2016 14:03:53,JavaScript,Нет,,,"Java, JavaScript",,Java,JavaScript,7,5,26,Да,Да,,,
1/5/2016 14:03:54,C#,Да,C#,JavaScript,,,Ruby,,2,2,24,Да,Нет,,,
1/5/2016 14:04:03,PHP,Да,Java,JavaScript,,,Java,"Java, JavaScript",6,6,26,Да,Не помню,,,
1/5/2016 14:04:08,Pascal/Delphi,Да,JavaScript,"Java, Python",,,JavaScript,JavaScript,4,<1,,Да,Не помню,,,
1/5/2016 14:04:20,C,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript, T-SQL",6,6,28,Да,Да,,,
1/5/2016 14:04:29,Java,Да,Java,,,,Java,Java,4,4,22,Да,Не помню,,,
1/5/2016 14:04:42,Pascal/Delphi,Да,Ruby,"JavaScript, CoffeeScript",,,Ruby,,<1,<1,20,Да,Нет,,,
1/5/2016 14:05:02,Pascal/Delphi,Да,Ruby,JavaScript,,,Ruby,"JavaScript, Ruby",10+,9,33,Да,Не помню,,,
1/5/2016 14:05:07,Fortran,Да,T-SQL,"C#, Pascal/Delphi",,,C#,Pascal/Delphi,,,,Да,Нет,,,
1/5/2016 14:05:08,C#,Да,Java,"C#, C++",,,Java,,<1,<1,19,Да,Нет,,,
1/5/2016 14:05:34,Pascal/Delphi,Да,apex,"Java, C#, PHP, JavaScript, Python",,,JavaScript,"Java, PHP, JavaScript, Python, C++, Scala",3,<1,24,Да,Нет,,,
1/5/2016 14:05:55,Pascal/Delphi,Да,Java,Scala,,,Java,"Java, JavaScript, C++",<1,<1,21,Да,Не помню,,,
1/5/2016 14:06:00,C++,Да,Java,C++,,,Java,Java,<1,<1,21,Да,Нет,,,
1/5/2016 14:06:00,Pascal/Delphi,Да,PHP,JavaScript,,,Java,"Java, C#, C++",<1,<1,25,Да,Нет,,,
1/5/2016 14:06:05,Java,Да,Java,Java,,,Java,"PHP, C++",2,2,41,Да,Нет,,,
1/5/2016 14:06:11,Java,Да,Java,JavaScript,,,Java,,<1,<1,20,Да,Не помню,,,
1/5/2016 14:06:25,Pascal,Да,JavaScript,"C#, PHP, Ruby, CoffeeScript, Swift",,,JavaScript,"JavaScript, Swift",5,5,22,Да,Да,,,
1/5/2016 14:06:29,Pascal/Delphi,Нет,,,"Java, JavaScript",,Java,Java,<1,<1,22,Да,Не помню,,,
1/5/2016 14:06:30,Pascal/Delphi,Да,JavaScript,"JavaScript, C++",,,JavaScript,"JavaScript, C++",1,1,19,Да,Нет,,,
1/5/2016 14:06:42,Pascal/Delphi,Да,Ruby,"JavaScript, Python, Ruby, CoffeeScript",,,Ruby,"JavaScript, Ruby",7,3,25,Да,Да,,,
1/5/2016 14:06:47,Basic,Да,C#,,,,C#,,,,,Да,Да,,,
1/5/2016 14:06:56,1C,Да,1C,"JavaScript, Python",,,Python,1C,4,4,26,Да,Нет,,,
1/5/2016 14:07:15,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",,,,,,,,
1/5/2016 14:07:16,Pascal/Delphi,Да,PHP,"Java, JavaScript",,,JavaScript,"Java, PHP, JavaScript",10+,9,,Да,Нет,,,
1/5/2016 14:07:24,Python,Да,Erlang,,,,Erlang,Python,<1,<1,25,Да,Нет,,,
1/5/2016 14:07:29,C++,Да,Java,,,,Java,"Java, JavaScript",2,<1,23,Да,Да,,,
1/5/2016 14:07:33,Pascal/Delphi,Нет,,,"Java, JavaScript",,Java,Java,9,1,29,Да,Нет,,,
1/5/2016 14:07:34,Python,Да,Python,JavaScript,,,Python,Python,<1,<1,32,Да,Нет,,,
1/5/2016 14:07:58,Pascal/Delphi,Да,Objective-C,"Java, C#",,,Objective-C,Objective-C,4,4,25,Да,Да,,,
1/5/2016 14:08:07,Basic,Да,C#,JavaScript,,,C#,,4,4,32,Да,Нет,,,
1/5/2016 14:08:11,Pascal/Delphi,Да,JavaScript,JavaScript,,,JavaScript,JavaScript,5,5,25,Нет,Нет,,,
1/5/2016 14:08:13,Pascal/Delphi,Да,PHP,"Java, JavaScript",,,PHP,"PHP, JavaScript",10+,4,30,Да,Нет,,,
1/5/2016 14:08:16,JavaScript,Да,JavaScript,,,,JavaScript,"JavaScript, Go",1,1,22,Да,Нет,,,
1/5/2016 14:08:22,Basic,Да,C#,,,,C#,C#,6,5,27,Да,Не помню,,,
1/5/2016 14:08:28,Ruby,Нет,,,Ruby,JavaScript,Ruby,,<1,<1,25,Да,Нет,,,
1/5/2016 14:08:33,C++,Да,C#,F#,,,F#,F#,9,8,27,Нет,Нет,,,
1/5/2016 14:10:00,C++,Да,JavaScript,"Java, TypeScript",,,JavaScript,JavaScript,7,5,26,Нет,Да,,,
1/5/2016 14:10:05,Basic,Да,PHP,"Java, JavaScript, Python",,,JavaScript,JavaScript,,,,Нет,Да,,,
1/5/2016 14:10:09,Go,Да,Go,"PHP, JavaScript, Ruby, T-SQL",,,Go,"JavaScript, Ruby, Go",,10+,30,Нет,Нет,,,
1/5/2016 14:10:10,Basic,Да,Java,,,,Java,"Java, Scala",5,3,28,Да,Да,,,
1/5/2016 14:10:34,Pascal/Delphi,Да,PL-SQL,,,,Java,,5,5,33,Да,Нет,,,
1/5/2016 14:10:44,Pascal/Delphi,Нет,,,"C#, C++","Python, C++",Python,"C#, Pascal/Delphi",<1,<1,20,Да,Нет,,,
1/5/2016 14:10:46,C#,Да,C#,T-SQL,,,C#,"Java, C#, JavaScript",4,3,21,Да,Да,,,
1/5/2016 14:10:48,Basic,Да,JavaScript,"PHP, JavaScript",,,JavaScript,"PHP, JavaScript",5,3,26,Да,Не помню,,,
1/5/2016 14:11:04,Basic,Да,PHP,JavaScript,,,PHP,PHP,3,3,26,Да,Нет,,,
1/5/2016 14:11:11,Pascal/Delphi,Да,Java,"JavaScript, C++, PL-SQL",,,Java,"Java, JavaScript",2,2,29,Да,Нет,,,
1/5/2016 14:11:15,Basic,Да,C#,"JavaScript, T-SQL",,,C#,,,,,Да,Не помню,,,
1/5/2016 14:11:25,Pascal/Delphi,Да,PL-SQL,Java,,,Java,Java,5,1,30,Да,Нет,,,
1/5/2016 14:11:48,Pascal/Delphi,Да,Python,JavaScript,,,Python,Python,4,4,30,Да,Да,,,
1/5/2016 14:11:58,Basic,Да,C,"Python, C++",,,C,"Python, C++, C",8,8,29,Да,Да,,,
1/5/2016 14:12:49,Pascal/Delphi,Нет,,,"Java, C++",Python,Python,Python,5,2,30,Да,Да,,,
1/5/2016 14:13:25,Pascal/Delphi,Да,JavaScript,,,,JavaScript,JavaScript,3,3,25,Да,Не помню,,,
1/5/2016 14:13:42,Java,Да,Java,JavaScript,,,Python,Java,,,,,,,,
1/5/2016 14:14:05,Pascal/Delphi,Да,Java,"Python, Scala, Go",,,Java,"Python, Go",6,6,28,Да,Не помню,,,
1/5/2016 14:14:11,Pascal/Delphi,Да,Java,"JavaScript, Python, C++",,,Java,"Java, C++",3,3,25,Нет,Нет,,,
1/5/2016 14:14:54,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,,2,2,29,Да,Нет,,,
1/5/2016 14:15:00,Pascal/Delphi,Да,C#,"JavaScript, Go",,,Go,Swift,,,,Да,Нет,,,
1/5/2016 14:15:10,1C,Да,Java,"JavaScript, PL-SQL",,,Java,"Java, PHP",,,,,Не помню,,,
1/5/2016 14:15:28,Pascal/Delphi,Да,Pascal/Delphi,"C, VBS",,,Pascal/Delphi,"Python, C, Pascal/Delphi, VBS",10+,10+,37,Да,Нет,,,
1/5/2016 14:15:46,Pascal/Delphi,Нет,,,"PHP, JavaScript",Pascal/Delphi,PHP,"PHP, JavaScript, Pascal/Delphi",10+,5,44,Да,Нет,,,
1/5/2016 14:16:20,Pascal/Delphi,Да,Python,"JavaScript, Clojure",,,Clojure,"JavaScript, Python, Clojure",10+,9,27,Да,Да,,,
1/5/2016 14:16:42,Basic,Да,C++,Haskell,,,Haskell,"C++, Ruby",3,3,24,Да,Нет,,,
1/5/2016 14:17:07,Pascal/Delphi,Да,Pascal/Delphi,C,,,Pascal/Delphi,"Python, C, Pascal/Delphi, VBS",10+,10+,,Да,Нет,,,
1/5/2016 14:17:37,Basic,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript, T-SQL",5,5,27,Да,Нет,,,
1/5/2016 14:17:41,PL/SQL,Да,bash,"Java, PL-SQL",,,Java,,7,2,28,Да,Нет,,,
1/5/2016 14:17:57,Basic,Да,Python,JavaScript,,,Python,PHP,5,2,31,Да,Нет,,,
1/5/2016 14:18:10,Pascal/Delphi,Да,Python,"PHP, JavaScript",,,Python,Python,<1,1,24,Да,Нет,,,
1/5/2016 14:18:13,JavaScript,Да,JavaScript,"PHP, JavaScript",,,JavaScript,"PHP, JavaScript",,,,Да,Нет,,,
1/5/2016 14:18:36,Pascal/Delphi,Да,Java,JavaScript,,,Java,"Java, Python",1,1,22,Да,Нет,,,
1/5/2016 14:18:49,C++,Да,C#,JavaScript,,,C#,C#,4,4,26,Да,Да,,,
1/5/2016 14:18:49,Pascal/Delphi,Да,1C,,,,Python,,3,3,27,Да,Нет,,,
1/5/2016 14:18:53,PHP,Да,C#,"JavaScript, T-SQL",,,C#,"C#, PHP, JavaScript",8,7,32,Нет,Нет,,,
1/5/2016 14:19:18,Python,Да,Python,bash,,,Python,Python,5,4,29,Нет,Да,,,
1/5/2016 14:19:27,Basic,Да,C#,"Java, C++, Ruby, T-SQL",,,C#,"Java, C#, C++",,4,32,Да,Да,,,
1/5/2016 14:19:31,Basic,Да,Java,"JavaScript, Groovy",,,Java,Java,10+,5,32,Да,Нет,,,
1/5/2016 14:19:52,Pascal/Delphi,Да,Java,,,,JavaScript,Java,,<1,29,Да,Нет,,,
1/5/2016 14:20:27,Pascal/Delphi,Да,Java,Java,,,Ruby,C#,<1,<1,25,Да,Нет,,,
1/5/2016 14:20:30,Pascal/Delphi,Нет,,,"C#, JavaScript, TypeScript",T-SQL,C#,,9,8,31,Да,Да,,,
1/5/2016 14:20:38,Java,Нет,,,"Java, JavaScript",PHP,Java,"Java, JavaScript",1,1,26,Да,Нет,,,
1/5/2016 14:20:45,Basic,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",6,6,30,Да,Нет,,,
1/5/2016 14:20:51,PHP,Да,PHP,"C#, JavaScript",,,PHP,"PHP, JavaScript",3,1,23,Да,Нет,,,
1/5/2016 14:22:27,C++,Да,Haskell,C,,,Haskell,"Java, C++, C",7,4,,Да,Да,,,
1/5/2016 14:21:44,Basic,Да,Java,JavaScript,,,JavaScript,"Java, JavaScript",5,1,31,Да,Не помню,,,
1/5/2016 14:22:07,Pascal/Delphi,Да,PHP,"Python, Bash",,,PHP,"PHP, JavaScript",4,4,24,Да,Не помню,,,
1/5/2016 14:22:38,C++,Да,C#,"C#, JavaScript",,,C#,C#,2,1,31,Да,Нет,,,
1/5/2016 14:22:39,Pascal/Delphi,Нет,,,"PHP, Basic",,Java,PHP,,3,27,Да,Нет,,,
1/5/2016 14:23:21,Basic,Да,JavaScript,,,,JavaScript,,4,<1,59,Да,Нет,,,
1/5/2016 14:23:25,Pascal/Delphi,Да,C#,"JavaScript, PL-SQL",,,C#,"C#, JavaScript, Pascal/Delphi, T-SQL",2,1,25,Да,Да,,,
1/5/2016 14:23:35,Basic,Да,Java,,,,Python,R,10+,3,35,Да,Да,,,
1/5/2016 14:23:37,Basic,Да,Python,"PHP, JavaScript",,,Python,Python,,,,Да,Нет,,,
1/5/2016 14:24:10,C++,Да,C++,"Java, C++, C",,,C++,"Java, Python, C++",5,5,27,Да,Нет,,,
