Timestamp,FirstLanguage,FirstLanguage1,Q2,MainLanguage,Q2I1,NowLanguage,AdditionalLanguages1,NowLanguages2,NextLanguage,AdditionalLanguages3,PetProjectsLanguages,Choosing,ExperienceInProgramming,ExperienceInLanguage,InUA,Age,InPrev 
09.04.2012 16:25:37,Pascal/Delphi,,,Да,,PHP,"Python, JavaScript",,Python,,"Python, JavaScript",Заказчиком,4,4,Да,"[20,30)",Да
09.04.2012 16:26:02,Basic,,,Да,,C,"C++, Python, Objective-C, Delphi",,Delphi,,,Заказчиком,9,7,Да,"[30,40)",Нет
09.04.2012 16:26:49,Pascal/Delphi,,,Нет,,,,JavaScript,Ruby,,"Ruby, JavaScript",Заказчиком,2,2,Да,"[20,30)",Нет
09.04.2012 16:27:10,C++,,,Да,,С#,JavaScript,,С#,,С#,Совместным решением,<1,<1,Да,"[20,30)",Нет
09.04.2012 16:27:47,Basic,,,Да,,С#,"C++, JavaScript",,С#,,С#,Совместным решением,10+,8,Да,"[30,40)",Да
09.04.2012 16:28:15,Basic,,,Нет,,,,"Java, JavaScript",JavaScript,,"Java, PHP, JavaScript",Моя организация разрабатывает только на этом языке,7,1,Да,"[20,30)",Нет
09.04.2012 16:28:19,Pascal/Delphi,,,Да,,Java,,,Scala,,"Java, Delphi, Scala",Заказчиком,3,1,Да,"[20,30)",Нет
09.04.2012 16:30:03,Pascal/Delphi,,,Да,,Java,"С#, Java, Delphi",,Java,,,Совместным решением,2,<1,Да,<20,Да
09.04.2012 16:30:11,C#,,,Да,,С#,С#,,С#,,С#,Не знаю,2,4,Да,"[20,30)",Да
09.04.2012 16:30:24,Pascal/Delphi,,,Да,,Java,,,Java,,Java,Исполнителем,3,2,Да,"[20,30)",Да
09.04.2012 16:30:41,Java,,,Да,,Java,"PHP, JavaScript, PL/SQL, Groovy",,Java,,"PHP, JavaScript, PL/SQL",Заказчиком,7,5,Да,"[20,30)",Да
09.04.2012 16:31:31,C#,,,Да,,С#,JavaScript,,С#,,С#,Моя организация разрабатывает только на этом языке,4,4,Да,"[20,30)",Да
09.04.2012 16:32:17,Basic,,,Да,,PHP,"Java, JavaScript",,PHP,,"PHP, JavaScript",Совместным решением,8,3,Да,"[20,30)",Нет
09.04.2012 16:32:49,Pascal/Delphi,,,Да,,С#,"PL/SQL, Basic",,С#,,С#,Моя организация разрабатывает только на этом языке,3,4,Да,"[20,30)",Да
09.04.2012 16:33:26,Pascal/Delphi,,,Да,,Python,JavaScript,,Python,,"Python, JavaScript",Моя организация разрабатывает только на этом языке,4,3,Да,"[20,30)",Да
09.04.2012 16:34:14,Pascal/Delphi,,,Нет,,,,Shell,C,"PHP, Perl",,Исполнителем,3,3,Да,"[30,40)",Нет
09.04.2012 16:34:21,Asm,,,Да,,C,JScript,,C,,C++,Заказчиком,10+,10+,Да,"[30,40)",Да
09.04.2012 16:34:34,Pascal/Delphi,,,Да,,Python,Java,,Python,,Python,Исполнителем,6,2,Нет,"[20,30)",Нет
09.04.2012 16:34:59,Basic,,,Да,,C,"C++, Python, JavaScript, ASM",,C++,,,Совместным решением,10+,10+,Нет,"[30,40)",Да
09.04.2012 16:35:12,Basic,,,Да,,PHP,"С#, JavaScript, Erlang",,С#,,С#,Моя организация разрабатывает только на этом языке,<1,3,Да,<20,Нет
09.04.2012 16:35:12,Basic,,,Да,,Java,"C++, Python",,Java,,"Java, Python",Исполнителем,8,5,Да,"[20,30)",Нет
09.04.2012 16:35:19,Pascal/Delphi,,,Да,,С#,С#,,С#,,С#,Моя организация разрабатывает только на этом языке,2,2,Да,"[20,30)",Нет
09.04.2012 16:35:40,Pascal/Delphi,,,Да,,C/AL,С#,,С#,,"С#, PHP",Моя организация разрабатывает только на этом языке,7,4,Да,"[20,30)",Нет
09.04.2012 16:36:05,Pascal/Delphi,,,Да,,C++,"JavaScript, C",,Java,,,Не знаю,3,2,Да,"[20,30)",Да
09.04.2012 16:36:15,Basic,,,Да,,C++,"Java, C++, C",,Ruby,,"C++, Scala, Groovy, Erlang",Исполнителем,9,9,Нет,"[30,40)",Нет
09.04.2012 16:36:27,C,,,Нет,,,,"С#, Python",С#,Python,"С#, C++",Заказчиком,3,1,Да,"[20,30)",Нет
09.04.2012 16:36:43,JavaScript,,,Да,,JavaScript,"C++, Python, C, PL/SQL",,JavaScript,,"PHP, C++, Python, JavaScript",Совместным решением,4,3,Да,"[20,30)",Да
09.04.2012 16:37:54,Pascal/Delphi,,,Да,,Java,Python,,Java,,,Совместным решением,2,<1,Да,"[20,30)",Да
09.04.2012 16:41:02,Pascal/Delphi,,,Да,,Perl,"Perl, 1C",,Perl,,Perl,Совместным решением,7,5,Да,"[30,40)",Да
09.04.2012 16:41:49,C#,,,Да,,С#,"С#, Java, Python, JavaScript, F#",,С#,,"С#, Java",Совместным решением,2,3,Да,"[20,30)",Нет
09.04.2012 16:41:58,Pascal/Delphi,,,Да,,С#,,,С#,,С#,Не знаю,2,2,Да,"[20,30)",Да
09.04.2012 16:42:23,Basic,,,Да,,PHP,JavaScript,,PHP,,"PHP, JavaScript",Исполнителем,9,8,Да,"[30,40)",Нет
09.04.2012 16:42:43,PHP,,,Да,,PHP,JavaScript,,С#,,,Моя организация разрабатывает только на этом языке,1,1,Да,"[20,30)",Нет
09.04.2012 16:42:50,Basic,,,Да,,PHP,"PHP, JavaScript",,Python,,"PHP, JavaScript",Исполнителем,5,<1,Да,"[20,30)",Да
09.04.2012 16:42:58,Pascal/Delphi,,,Да,,PHP,"JavaScript, C, Action Script",,Python,,Python,Совместным решением,8,8,Да,"[20,30)",Да
09.04.2012 16:43:27,Objective-C,,,Нет,,,,Objective-C,Ruby,"C++, Ruby","Ruby, Objective-C",Совместным решением,10+,10+,Да,"[30,40)",Нет
09.04.2012 16:43:42,Pascal/Delphi,,,Да,,Ruby,"Ruby, JavaScript",,Ruby,,Ruby,Заказчиком,1,1,Да,"[20,30)",Нет
09.04.2012 16:43:57,JavaScript,,,Да,,JavaScript,PHP,,JavaScript,,PHP,Заказчиком,2,<1,Да,"[20,30)",Да
09.04.2012 16:45:39,Pascal/Delphi,,,Да,,С#,"С#, JavaScript",,С#,,,Заказчиком,8,8,Да,"[20,30)",Да
09.04.2012 16:46:03,Perl,,,Да,,Python,Java,,Python,,"Java, Python",Исполнителем,<1,<1,Да,"[20,30)",Нет
09.04.2012 16:46:05,Pascal/Delphi,,,Да,,JavaScript,"Ruby, JavaScript",,JavaScript,,"Ruby, Objective-C, JavaScript",Совместным решением,6,4,Нет,"[20,30)",Нет
09.04.2012 16:46:23,C++,,,Да,,C++,С#,,C++,,С#,Исполнителем,9,9,Да,"[30,40)",Нет
09.04.2012 16:46:25,Basic,,,Да,,C++,"C, ASM",,С#,,С#,Моя организация разрабатывает только на этом языке,8,8,Да,"[30,40)",Да
09.04.2012 16:46:35,C#,,,Да,,С#,С#,,С#,,С#,Не знаю,<1,1,Да,<20,Нет
09.04.2012 16:47:36,Pascal/Delphi,,,Да,,С#,"JavaScript, PL/SQL",,С#,,С#,Исполнителем,4,3,Да,"[20,30)",Нет
09.04.2012 16:47:36,Basic,,,Да,,Delphi,Java,,С#,,C++,Исполнителем,5,5,Нет,"[20,30)",Да
09.04.2012 16:47:46,Pascal/Delphi,,,Да,,PHP,"JavaScript, Perl",,JavaScript,,,Заказчиком,<1,10+,Да,"[30,40)",Да
09.04.2012 16:47:56,Pascal/Delphi,,,Да,,Python,JavaScript,,Python,,Python,Исполнителем,2,2,Да,"[20,30)",Нет
09.04.2012 16:48:59,Pascal/Delphi,,,Да,,Java,JavaScript,,Java,,"С#, Java",Не знаю,1,<1,Да,"[20,30)",Нет
09.04.2012 16:49:00,C,,,Да,,Java,JavaScript,,Java,,"Java, C++, Scala",Заказчиком,3,3,Да,"[20,30)",Да
09.04.2012 16:50:25,Pascal/Delphi,,,Да,,Java,JavaScript,,Java,,PHP,Не знаю,2,2,Да,"[20,30)",Да
09.04.2012 16:50:44,C++,,,Да,,Java,JavaScript,,Java,,"Java, JavaScript",Моя организация разрабатывает только на этом языке,<1,<1,Да,"[20,30)",Нет
09.04.2012 16:50:54,Basic,,,Нет,,,,С#,С#,"PHP, JavaScript","С#, PHP, JavaScript",Моя организация разрабатывает только на этом языке,10+,9,Да,"[30,40)",Да
09.04.2012 16:50:57,PHP,,,Нет,,,,"Java, PHP, JavaScript",Java,"Ruby, PL/SQL","Java, PHP",Совместным решением,4,4,Да,"[20,30)",Да
09.04.2012 16:51:35,C#,,,Да,,С#,"Python, Ruby, JavaScript",,С#,,"С#, Python",Исполнителем,2,2,Да,"[30,40)",Да
09.04.2012 16:52:22,Pascal/Delphi,,,Да,,Python,"JavaScript, SQL, HTML",,Python,,"Python, Erlang",Заказчиком,10+,5,Да,"[30,40)",Да
09.04.2012 16:53:02,PHP,,,Да,,Ruby,"PHP, JavaScript",,Ruby,,"С#, C++, Ruby",Совместным решением,4,3,Да,"[20,30)",Нет
09.04.2012 16:53:03,Pascal/Delphi,,,Нет,,,,"ASM, F#, Cobol",Delphi,"PHP, C++",С#,Заказчиком,4,2,Да,"[20,30)",Да
09.04.2012 16:53:10,Basic,,,Да,,С#,PL/SQL,,С#,,С#,Совместным решением,4,1,Да,"[30,40)",Нет
09.04.2012 16:54:00,Asm,,,Да,,Perl,"C++, JavaScript, C",,Perl,,"C++, Perl",Совместным решением,5,1,Да,"[20,30)",Да
09.04.2012 16:54:02,C,,,Да,,С#,,,F#,,Ruby,Заказчиком,10+,4,Да,"[40,50)",Нет
09.04.2012 16:54:15,Basic,,,Да,,PHP,Python,,PHP,,PHP,Не знаю,1,1,Да,"[30,40)",Нет
09.04.2012 16:54:19,Pascal/Delphi,,,Да,,Java,Java,,Java,,"Java, PHP, C++",Не знаю,1,1,Да,"[20,30)",Нет
09.04.2012 16:55:10,Pascal/Delphi,,,Нет,,,,Java,Java,PL/SQL,Java,Исполнителем,<1,<1,Нет,"[20,30)",Нет
09.04.2012 16:55:25,Pascal/Delphi,,,Да,,С#,"C++, JavaScript",,С#,,"С#, JavaScript",Моя организация разрабатывает только на этом языке,1,3,Да,"[20,30)",Нет
09.04.2012 16:55:37,Basic,,,Да,,Delphi,,,С#,,С#,Моя организация разрабатывает только на этом языке,6,6,Да,"[30,40)",Нет
09.04.2012 16:56:37,Basic,,,Да,,C++,Lua,,C++,,C++,Моя организация разрабатывает только на этом языке,10+,10+,Нет,"[30,40)",Нет
09.04.2012 16:56:52,Basic,,,Да,,Java,,,Java,,PHP,Заказчиком,9,5,Да,"[20,30)",Да
09.04.2012 16:56:57,Pascal/Delphi,,,Да,,С#,F#,,С#,,С#,Исполнителем,6,5,Да,"[20,30)",Да
09.04.2012 16:57:59,JavaScript,,,Да,,Ruby,JavaScript,,Ruby,,Ruby,Исполнителем,4,<1,Нет,"[20,30)",Нет
09.04.2012 16:58:48,Pascal/Delphi,,,Да,,1C,"С#, Java, 1C",,С#,,"С#, Java, 1C",Исполнителем,4,4,Да,"[20,30)",Нет
09.04.2012 17:00:02,Pascal/Delphi,,,Да,,Ruby,JavaScript,,Ruby,,Ruby,Моя организация разрабатывает только на этом языке,4,2,Да,"[20,30)",Нет
09.04.2012 17:00:37,Pascal/Delphi,,,Да,,PHP,"Python, Ruby, JavaScript, Lua",,PHP,,"PHP, JavaScript",Совместным решением,6,4,Да,"[20,30)",Да
09.04.2012 17:00:49,Basic,,,Да,,C++,,,C++,,,Исполнителем,10+,10+,Нет,"[30,40)",Нет
09.04.2012 17:01:18,Basic,,,Да,,Python,"PHP, JavaScript",,Python,,"Python, Ruby, JavaScript, C",Исполнителем,5,4,Да,"[20,30)",Да
09.04.2012 17:01:31,C++,,,Да,,PHP,JavaScript,,PHP,,PHP,Исполнителем,2,2,Да,"[20,30)",Да
09.04.2012 17:02:06,Pascal/Delphi,,,Да,,Java,,,Java,,Java,Не знаю,<1,1,Да,<20,Нет
09.04.2012 17:02:15,Pascal/Delphi,,,Да,,Java,"Java, C++",,C++,,"Java, C++",Заказчиком,6,3,Да,"[20,30)",Нет
09.04.2012 17:02:36,Basic,,,Да,,Ruby,"PHP, JavaScript, C",,Ruby,,,Совместным решением,5,2,Да,"[20,30)",Нет
09.04.2012 17:02:43,Java,,,Нет,,,,"С#, Java, PHP, C++, JavaScript",Java,"PHP, JavaScript, PL/SQL",,Совместным решением,<1,<1,Да,"[20,30)",Нет
09.04.2012 17:02:45,C++,,,Да,,С#,"C++, JavaScript",,С#,,C++,Совместным решением,5,4,Да,"[20,30)",Да
09.04.2012 17:02:48,C,,,Да,,C,ASM,,it depends,,,Моя организация разрабатывает только на этом языке,7,5,Да,"[20,30)",Нет
09.04.2012 17:02:54,Basic,,,Да,,Java,,,Java,,"С#, Java",Исполнителем,8,3,Да,"[30,40)",Нет
09.04.2012 17:03:38,C++,,,Да,,C++,C++,,C++,,C++,Моя организация разрабатывает только на этом языке,<1,<1,Да,"[20,30)",Нет
09.04.2012 17:03:39,Python,,,Да,,Python,,,Python,,,Не знаю,<1,<1,Да,"[20,30)",Нет
09.04.2012 17:03:56,Basic,,,Нет,,,,"С#, Java, PL/SQL",Java,"PHP, JavaScript, PL/SQL",,Не знаю,8,3,Да,"[30,40)",Нет
09.04.2012 17:05:08,Java,,,Нет,,,,Java,Java,Java,Java,Не знаю,<1,<1,Да,"[20,30)",Нет
09.04.2012 17:07:13,Basic,,,Да,,PHP,"JavaScript, Action Script",,PHP,,PHP,Совместным решением,10+,10+,Да,"[20,30)",Нет
09.04.2012 17:07:41,Basic,,,Да,,Java,JavaScript,,Java,,,Исполнителем,8,8,Да,"[20,30)",Да
09.04.2012 17:07:48,Pascal/Delphi,,,Нет,,,,"Java, Ruby, Objective-C, JavaScript, Erlang",Erlang,C,,Совместным решением,<1,5,Да,"[20,30)",Да
09.04.2012 17:07:53,C,,,Да,,Java,JavaScript,,Java,,,Моя организация разрабатывает только на этом языке,4,4,Да,"[20,30)",Да
09.04.2012 17:10:01,Pascal/Delphi,,,Да,,С#,JavaScript,,С#,,"С#, Java",Не знаю,<1,2,Да,"[20,30)",Нет
09.04.2012 17:11:05,Basic,,,Нет,,,,"Delphi, 1C, Basic",Delphi,"PHP, PL/SQL","PHP, Delphi, PL/SQL",Исполнителем,8,4,Да,"[20,30)",Да
09.04.2012 17:12:58,Pascal/Delphi,,,Да,,PHP,"С#, JavaScript",,PHP,,"С#, PHP, JavaScript",Заказчиком,7,5,Да,"[20,30)",Да
09.04.2012 17:13:23,Python,,,Нет,,,,"Java, Python",Python,,,Не знаю,<1,<1,Да,"[20,30)",Нет
09.04.2012 17:13:57,PHP,,,Да,,Java,"C++, JavaScript",,Python,,Java,Исполнителем,2,1,Да,<20,Нет
09.04.2012 17:14:23,Objective-C,,,Да,,Objective-C,"C++, C, Perl",,Objective-C,,"Objective-C, Perl",Моя организация разрабатывает только на этом языке,<1,5,Да,>50,Нет
09.04.2012 17:14:26,Pascal/Delphi,,,Да,,С#,JavaScript,,С#,,С#,Заказчиком,3,2,Да,"[20,30)",Да
09.04.2012 17:14:56,Basic,,,Да,,PHP,"Python, Ruby, JavaScript",,Ruby,,PHP,Моя организация разрабатывает только на этом языке,2,2,Да,"[30,40)",Нет
09.04.2012 17:14:56,Pascal/Delphi,,,Да,,Java,"Python, Ruby, JavaScript",,Java,,Lisp,Не знаю,<1,<1,Нет,"[20,30)",Да
09.04.2012 17:15:18,Pascal/Delphi,,,Да,,С#,"JavaScript, PL/SQL",,С#,,,Моя организация разрабатывает только на этом языке,8,7,Да,"[30,40)",Да
09.04.2012 17:15:22,Pascal/Delphi,,,Нет,,,,"PHP, Python, JavaScript, Delphi, Lisp",PHP,"PHP, Python, Lisp","PHP, JavaScript",Исполнителем,<1,<1,Да,"[30,40)",Нет
09.04.2012 17:15:31,Basic,,,Да,,Java,"PHP, JavaScript",,Java,,,Не знаю,8,7,Да,"[20,30)",Нет
09.04.2012 17:15:31,C,,,Да,,Java,JavaScript,,Java,,"С#, Java, PHP, JavaScript",Моя организация разрабатывает только на этом языке,<1,2,Да,"[20,30)",Да
09.04.2012 17:16:25,C,,,Да,,Java,"JavaScript, PL/SQL",,Java,,"Ruby, JavaScript",Моя организация разрабатывает только на этом языке,5,7,Да,"[20,30)",Нет
09.04.2012 17:17:29,Basic,,,Да,,Scala,"Java, JavaScript",,Scala,,Java,Не знаю,<1,<1,Да,"[20,30)",Да
09.04.2012 17:18:02,Лого,,,Да,,PHP,"Python, JavaScript, PL/SQL, DBase",,PHP,,"PHP, JavaScript",Исполнителем,6,4,Нет,"[20,30)",Нет
09.04.2012 17:18:49,Basic,,,Да,,С#,JavaScript,,С#,,С#,Совместным решением,10+,5,Да,"[30,40)",Нет
09.04.2012 17:19:17,Basic,,,Да,,Ruby,JavaScript,,Ruby,,"C++, Ruby, Lisp, Tcl",Исполнителем,10+,3,Да,"[30,40)",Да
09.04.2012 17:19:26,Java,,,Да,,Java,,,Java,,Java,Моя организация разрабатывает только на этом языке,3,3,Да,"[20,30)",Да
09.04.2012 17:20:31,JavaScript,,,Да,,JavaScript,JavaScript,,JavaScript,,JavaScript,Исполнителем,1,<1,Да,"[20,30)",Нет
09.04.2012 17:20:54,Basic,,,Да,,С#,"C++, Objective-C, Delphi, C, PL/SQL, ASM",,С#,,"С#, C++, Objective-C, PL/SQL",Заказчиком,10+,7,Да,"[30,40)",Нет
09.04.2012 17:21:25,C,,,Да,,Java,,,Java,,Java,Заказчиком,7,1,Да,"[20,30)",Нет
09.04.2012 17:21:26,Basic,,,Да,,PHP,JavaScript,,Python,,"PHP, Python",Моя организация разрабатывает только на этом языке,5,5,Нет,"[30,40)",Нет
09.04.2012 17:22:16,Pascal/Delphi,,,Да,,Java,PL/SQL,,Java,,"Java, 1C",Не знаю,10+,<1,Да,"[30,40)",Нет
09.04.2012 17:22:25,Pascal/Delphi,,,Да,,Lua,"PHP, JavaScript, PL/SQL",,Java,,"Java, PHP, JavaScript, PL/SQL",Совместным решением,3,1,Да,"[20,30)",Да
09.04.2012 17:22:29,C++,,,Да,,C++,Python,,Python,,"C++, Python",Совместным решением,5,4,Да,"[20,30)",Да
09.04.2012 17:22:39,Basic,,,Да,,PHP,,,Python,,"PHP, Python",Не знаю,6,6,Да,"[20,30)",Да
09.04.2012 17:23:54,Pascal/Delphi,,,Да,,Python,"PHP, C, Lisp",,Python,,"Python, C, Lisp, Clojure, Emacs Lisp",Исполнителем,5,5,Нет,"[20,30)",Да
09.04.2012 17:24:44,Basic,,,Да,,С#,"С#, PHP, Delphi",,С#,,"С#, PHP",Исполнителем,2,1,Да,<20,Нет
09.04.2012 17:25:23,Basic,,,Нет,,,,"Java, Delphi",Delphi,PHP,"Java, JavaScript, Delphi",Заказчиком,10+,10+,Да,"[30,40)",Нет
09.04.2012 17:25:24,Basic,,,Да,,Python,"C++, JavaScript, C",,Python,,Python,Совместным решением,10+,10+,Нет,"[30,40)",Да
09.04.2012 17:26:12,Java,,,Да,,Java,"Java, JavaScript, PL/SQL, Groovy",,Java,,"Java, JavaScript, Groovy, Lua, Erlang",Исполнителем,4,4,Да,"[20,30)",Нет
09.04.2012 17:26:33,Pascal/Delphi,,,Да,,Java,,,Java,,,Заказчиком,1,1,Да,"[20,30)",Да
09.04.2012 17:26:58,Pascal/Delphi,,,Да,,PL/SQL,"Java, JavaScript, Action Script",,Action Script,,Java,Моя организация разрабатывает только на этом языке,8,6,Да,"[30,40)",Нет
09.04.2012 17:29:13,Pascal/Delphi,,,Да,,Java,"PHP, C++",,Java,,,Исполнителем,<1,<1,Да,"[20,30)",Нет
09.04.2012 17:30:02,Pascal/Delphi,,,Да,,С#,С#,,Python,,С#,Заказчиком,8,5,Да,"[20,30)",Нет
09.04.2012 17:30:04,Pascal/Delphi,,,Да,,Java,JavaScript,,Java,,Java,Исполнителем,<1,<1,Да,<20,Да
09.04.2012 17:30:40,Pascal/Delphi,,,Да,,Java,"PHP, JavaScript",,Java,,,Заказчиком,<1,<1,Да,"[20,30)",Нет
09.04.2012 17:30:57,Pascal/Delphi,,,Да,,PHP,Ruby,,Ruby,,PHP,Моя организация разрабатывает только на этом языке,5,4,Да,"[20,30)",Нет
09.04.2012 17:31:14,ActionScript,,,Да,,Action Script,Action Script,,Action Script,,Action Script,Заказчиком,5,4,Да,"[20,30)",Да
09.04.2012 17:31:19,Pascal/Delphi,,,Да,,С#,"С#, Ruby, JavaScript, PL/SQL",,С#,,"С#, Ruby, JavaScript, PL/SQL",Совместным решением,7,5,Да,"[20,30)",Да
09.04.2012 17:31:25,Basic,,,Да,,Objective-C,"C++, C",,Objective-C,,"C++, Objective-C",Заказчиком,5,3,Да,"[20,30)",Нет
09.04.2012 17:32:18,Pascal/Delphi,,,Да,,PHP,JavaScript,,Python,,"PHP, Python",Совместным решением,2,2,Да,"[20,30)",Да
09.04.2012 17:32:18,Pascal/Delphi,,,Да,,С#,Python,,Scala,,"С#, Python",Совместным решением,4,6,Да,"[20,30)",Нет
09.04.2012 17:32:24,C,,,Да,,Python,"PHP, Ruby, JavaScript",,Python,,PHP,Совместным решением,5,5,Да,"[20,30)",Нет
09.04.2012 17:32:25,Pascal/Delphi,,,Да,,Ruby,"JavaScript, PL/SQL",,Ruby,,Ruby,Заказчиком,8,2,Да,"[20,30)",Да
09.04.2012 17:32:47,Basic,,,Да,,Action Script,"Objective-C, JavaScript",,depends on a project,,"Objective-C, JavaScript, Action Script",Совместным решением,8,<1,Нет,"[30,40)",Нет
09.04.2012 17:32:50,Pascal/Delphi,,,Да,,C++,"PHP, C++, C",,C++,,"PHP, C++, JavaScript, Delphi, C",Совместным решением,7,6,Да,"[20,30)",Да
09.04.2012 17:33:48,Pascal/Delphi,,,Да,,Java,PL/SQL,,Python,,,Заказчиком,3,3,Да,"[20,30)",Нет
09.04.2012 17:34:35,Pascal/Delphi,,,Да,,С#,,,Haskell,,Java,Совместным решением,5,4,Да,"[30,40)",Да
09.04.2012 17:35:05,C#,,,Да,,С#,,,С#,,С#,Моя организация разрабатывает только на этом языке,7,7,Да,"[30,40)",Да
09.04.2012 17:36:53,Basic,,,Нет,,,,"Java, C++",зависит от проекта,"С#, C","Java, C++",Совместным решением,5,5,Да,"[20,30)",Да
09.04.2012 17:37:36,Pascal/Delphi,,,Да,,C,С#,,С#,,,Совместным решением,3,2,Да,"[20,30)",Нет
09.04.2012 17:38:14,Asm,,,Да,,PHP,"PHP, Python, JavaScript, PL/SQL",,Python,,"PHP, Python, JavaScript, PL/SQL",Моя организация разрабатывает только на этом языке,8,8,Да,"[20,30)",Нет
09.04.2012 17:38:37,Pascal/Delphi,,,Да,,PHP,"JavaScript, PL/SQL",,Python,,Java,Моя организация разрабатывает только на этом языке,1,2,Нет,"[20,30)",Да
09.04.2012 17:39:04,Pascal/Delphi,,,Да,,PHP,"JavaScript, PL/SQL",,PHP,,"PHP, JavaScript, PL/SQL",Совместным решением,7,7,Да,"[20,30)",Да
09.04.2012 17:39:45,Basic,,,Нет,,,,С#,С#,"С#, PHP, C++, JavaScript","С#, PHP, C++, JavaScript",Не знаю,7,5,Да,"[20,30)",Нет
09.04.2012 17:40:20,Basic,,,Да,,Ruby,,,Ruby,,Ruby,Совместным решением,6,2,Да,"[20,30)",Да
09.04.2012 17:40:44,Pascal/Delphi,,,Да,,Objective-C,Java,,Objective-C,,,Совместным решением,2,2,Да,"[20,30)",Нет
09.04.2012 17:42:00,Pascal/Delphi,,,Да,,Python,"Java, PHP, Python, JavaScript",,Python,,,Не знаю,2,1,Нет,"[20,30)",Нет
09.04.2012 17:42:34,Pascal/Delphi,,,Да,,С#,"Java, PHP",,С#,,,Заказчиком,10+,5,Да,"[30,40)",Нет
09.04.2012 17:43:12,Pascal/Delphi,,,Да,,С#,"С#, T-SQL",,С#,,С#,Исполнителем,<1,4,Да,"[20,30)",Нет
09.04.2012 17:43:17,C#,,,Да,,С#,"JavaScript, PL/SQL",,С#,,PHP,Заказчиком,4,4,Да,"[20,30)",Да
09.04.2012 17:43:57,Pascal/Delphi,,,Да,,Java,"PHP, Delphi, C",,Java,,"Java, PHP",Совместным решением,<1,<1,Да,"[20,30)",Нет
09.04.2012 17:45:35,Basic,,,Да,,С#,JavaScript,,С#,,С#,Совместным решением,1,1,Да,"[30,40)",Нет
09.04.2012 17:46:24,C++,,,Да,,Java,Java,,Java,,Java,Совместным решением,3,2,Да,"[20,30)",Да
09.04.2012 17:46:33,Basic,,,Да,,C++,,,depends on project,,"PHP, JavaScript",Совместным решением,8,6,Да,"[30,40)",Нет
09.04.2012 17:46:40,Pascal/Delphi,,,Да,,C,"PHP, JavaScript, ASM",,C,,"PHP, C++, JavaScript, Delphi, C",Исполнителем,5,5,Да,"[20,30)",Да
09.04.2012 17:46:58,Basic,,,Да,,PHP,JavaScript,,PHP,,,Моя организация разрабатывает только на этом языке,4,3,Да,"[20,30)",Нет
09.04.2012 17:47:42,C#,,,Да,,С#,Delphi,,С#,,,Заказчиком,4,<1,Да,"[20,30)",Да
09.04.2012 17:47:46,Basic,,,Да,,Java,"JavaScript, Scala",,Scala,,"Java, Scala",Совместным решением,7,7,Нет,"[20,30)",Да
09.04.2012 17:49:08,Basic,,,Да,,PHP,"Python, JavaScript, Action Script, PL/SQL",,PHP,,,Совместным решением,6,6,Да,"[30,40)",Да
09.04.2012 17:49:08,Basic,,,Нет,,,,Java,Java,JavaScript,Action Script,Совместным решением,8,2,Да,"[20,30)",Нет
09.04.2012 17:49:15,Basic,,,Да,,Java,"JavaScript, PL/SQL",,Java,,Java,Заказчиком,2,2,Да,"[20,30)",Нет
09.04.2012 17:51:17,C#,,,Да,,С#,С#,,С#,,С#,Совместным решением,3,3,Да,"[20,30)",Нет
09.04.2012 17:51:26,C++,,,Да,,С#,"С#, Java, C++",,С#,,Java,Не знаю,<1,<1,Да,"[20,30)",Да
09.04.2012 17:51:43,Basic,,,Да,,PHP,JavaScript,,PHP,,,Исполнителем,10+,3,Да,"[30,40)",Нет
09.04.2012 17:52:27,Basic,,,Да,,C++,,,залежить від задачі,,,Моя организация разрабатывает только на этом языке,8,8,Да,"[20,30)",Нет
09.04.2012 17:53:02,C#,,,Нет,,,,Python,Python,,"С#, PHP, Python",Заказчиком,<1,<1,Да,"[20,30)",Нет
09.04.2012 17:53:09,Fortran,,,Да,,Python,"JavaScript, 1C",,Python,,,Заказчиком,10+,2,Да,"[40,50)",Нет
09.04.2012 17:54:13,C,,,Да,,Objective-C,JavaScript,,Objective-C,,Objective-C,Моя организация разрабатывает только на этом языке,2,2,Да,"[20,30)",Нет
09.04.2012 17:54:21,Basic,,,Да,,Java,"Ruby, JavaScript, PL/SQL",,Java,,,Заказчиком,10+,4,Да,"[30,40)",Нет
09.04.2012 17:54:57,Basic,,,Да,,C++,Perl,,C++,,"Java, PHP, C++, Python",Моя организация разрабатывает только на этом языке,6,4,Да,"[30,40)",Да
09.04.2012 17:55:37,Basic,,,Да,,С#,JavaScript,,С#,,С#,Совместным решением,<1,4,Да,"[20,30)",Да
09.04.2012 17:56:15,Pascal/Delphi,,,Да,,Java,Java,,Java,,Java,Заказчиком,2,2,Да,"[20,30)",Нет
09.04.2012 17:56:39,Basic,,,Нет,,,,"PHP, Python, Ruby, Objective-C, JavaScript",PHP,,"PHP, Python, Objective-C, JavaScript",Совместным решением,<1,8,Да,"[30,40)",Да
09.04.2012 17:57:01,Pascal/Delphi,,,Да,,С#,,,С#,,С#,Заказчиком,2,2,Да,"[20,30)",Нет
09.04.2012 17:58:42,Pascal/Delphi,,,Да,,PHP,JavaScript,,PHP,,,Моя организация разрабатывает только на этом языке,<1,<1,Да,"[20,30)",Нет
