"X","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Пол","Возраст","Образование","Уровень.английского","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"824",NA,"QA engineer","","General QA","4","1",800,100,"Харьков","до 50 человек","мужской",28,"Два высших","ниже среднего","20/05/2013 17:40:07","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",4,1,"Харьков",800,NA,"QA"
"825",NA,"Системный администратор","","","4","1",1700,700,"Киев","до 50 человек","мужской",25,"Высшее","ниже среднего","20/05/2013 17:40:08","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",4,1,"Киев",1700,NA,"ADM"
"826",NA,"Senior Software Engineer","C#/.NET","","3.5","2.5",1520,200,"Севастополь","до 200 человек","мужской",31,"Высшее","средний","20/05/2013 17:41:04","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",3.5,2.5,"other",1520,NA,"DEV"
"827",NA,"Junior QA engineer","","General QA","3","1",1000,250,"Днепр.","свыше 1000 человек","мужской",22,"Незаконченное высшее","ниже среднего","20/05/2013 17:41:16","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31",3,1,"Днепр.",1000,NA,"QA"
"828",NA,"Junior Software Engineer","C#/.NET","","1.75","1.75",750,0,"Киев","до 10 человек","мужской",26,"Высшее","средний","20/05/2013 17:41:35","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1.75,1.75,"Киев",750,NA,"DEV"
"829",NA,"Technical Lead","C#/.NET","","8","0.5",2350,-150,"Севастополь","свыше 1000 человек","мужской",30,"Высшее","выше среднего","20/05/2013 17:41:38","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",8,0.5,"other",2350,NA,"SDEV"
"830",NA,"Junior Software Engineer","Python","","0.75","0.75",650,0,"Запорожье","до 50 человек","мужской",21,"Незаконченное высшее","средний","20/05/2013 17:42:59","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.17 (KHTML, like Gecko) Ubuntu Chromium/24.0.1312.56 Chrome/24.0.1312.56 Safari/537.17",0.75,0.75,"other",650,NA,"DEV"
"831",NA,"QA engineer","","Manual QA","2.5","1.25",1300,0,"Киев","до 200 человек","мужской",23,"Среднее","ниже среднего","20/05/2013 17:42:59","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",2.5,1.25,"Киев",1300,NA,"QA"
"832",NA,"Software Engineer","Objective-C","","2.5","1.75",1200,600,"Севастополь","до 10 человек","мужской",23,"Незаконченное высшее","средний","20/05/2013 17:43:31","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",2.5,1.75,"other",1200,NA,"DEV"
"833",NA,"QA Tech Lead","","Automation QA","7","3",3000,150,"Харьков","свыше 1000 человек","мужской",27,"Высшее","продвинутый","20/05/2013 17:43:51","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",7,3,"Харьков",3000,NA,"QA"
"834",NA,"Software Engineer","Python","","1","0.5",1750,250,"Киев","до 50 человек","мужской",26,"Высшее","средний","20/05/2013 17:44:08","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0",1,0.5,"Киев",1750,NA,"DEV"
"835",NA,"Senior Software Engineer","C++","","7","3",2300,100,"Киев","свыше 1000 человек","мужской",30,"Высшее","выше среднего","20/05/2013 17:44:10","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.15",7,3,"Киев",2300,NA,"DEV"
"836",NA,"Junior Software Engineer","JavaScript","","0.5","0.5",1000,0,"Киев","до 50 человек","мужской",23,"Незаконченное высшее","средний","20/05/2013 17:44:16","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",0.5,0.5,"Киев",1000,NA,"DEV"
"837",NA,"Software Engineer","Objective-C","","1","1",1000,0,"Киев","до 10 человек","мужской",23,"Высшее","ниже среднего","20/05/2013 17:44:23","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.29.13 (KHTML, like Gecko) Version/6.0.4 Safari/536.29.13",1,1,"Киев",1000,NA,"DEV"
"838",NA,"Junior Software Engineer","Java","","1.75","1.75",1500,300,"Днепр.","до 200 человек","мужской",23,"Высшее","ниже среднего","20/05/2013 17:45:30","Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.15",1.75,1.75,"Днепр.",1500,NA,"DEV"
"839",NA,"Senior Project Manager / Program Manager","","","8","5.5",4300,400,"Львов","до 200 человек","мужской",30,"Высшее","выше среднего","20/05/2013 17:45:33","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31",8,5.5,"Львов",4300,NA,"SPM"
"840",NA,"Software Engineer","Java","","2.5","3.5",2150,500,"Киев","до 50 человек","мужской",36,"Незаконченное высшее","выше среднего","20/05/2013 17:47:37","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",2.5,3.5,"Киев",2150,NA,"DEV"
"841",NA,"Senior Software Engineer","JavaScript","","3","0.25",3000,1000,"Киев","до 200 человек","мужской",23,"Высшее","выше среднего","20/05/2013 17:50:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",3,0.25,"Киев",3000,NA,"DEV"
"842",NA,"Junior Software Engineer","C#/.NET","","меньше 3 месяцев","меньше 3 месяцев",285,285,"Львов","свыше 1000 человек","мужской",21,"Незаконченное высшее","выше среднего","20/05/2013 17:51:54","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",0,0,"Львов",285,NA,"DEV"
"843",NA,"Senior Software Engineer","C++","","6","3.5",2300,200,"Днепр.","до 50 человек","мужской",29,"Высшее","средний","20/05/2013 17:51:56","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)",6,3.5,"Днепр.",2300,NA,"DEV"
"844",NA,"Senior QA engineer","","General QA","8","меньше 3 месяцев",3600,0,"Киев","до 10 человек","женский",27,"Высшее","продвинутый","20/05/2013 17:53:31","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",8,0,"Киев",3600,NA,"QA"
"845",NA,"Software Engineer","JavaScript","","3","0.75",1800,600,"Одесса","до 200 человек","мужской",24,"Высшее","продвинутый","20/05/2013 17:55:35","Mozilla/5.0 (Windows NT 6.1; rv:20.0) Gecko/20100101 Firefox/20.0",3,0.75,"other",1800,NA,"DEV"
"846",NA,"Junior Software Engineer","Java","","10 и более лет","1",1750,250,"Одесса","до 1000 человек","мужской",33,"Высшее","средний","20/05/2013 17:56:51","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.29.13 (KHTML, like Gecko) Version/6.0.4 Safari/536.29.13",10,1,"other",1750,NA,"DEV"
"847",NA,"Junior Software Engineer","Java","","1","0.75",700,200,"Харьков","до 50 человек","мужской",23,"Высшее","выше среднего","20/05/2013 17:57:00","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1,0.75,"Харьков",700,NA,"DEV"
"848",NA,"Junior Software Engineer","Java","","3","1.25",2150,0,"Киев","до 50 человек","мужской",30,"Высшее","средний","20/05/2013 17:58:49","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",3,1.25,"Киев",2150,NA,"DEV"
"850",NA,"Technical Lead","Java","","10 и более лет","0.75",4300,500,"Киев","свыше 1000 человек","мужской",34,"Высшее","продвинутый","20/05/2013 18:00:40","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",10,0.75,"Киев",4300,NA,"SDEV"
"851",NA,"Senior Software Engineer","Java","","10 и более лет","1.75",3300,0,"Львов","свыше 1000 человек","мужской",33,"Высшее","выше среднего","20/05/2013 18:00:54","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",10,1.75,"Львов",3300,NA,"DEV"
"852",NA,"Системный администратор","","","5","5",800,0,"Житомир","свыше 1000 человек","мужской",28,"Незаконченное высшее","элементарный","20/05/2013 18:03:27","Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.15",5,5,"other",800,NA,"ADM"
"853",NA,"Director of Engineering / Program Director","","","5.5","4",3500,0,"Харьков","до 10 человек","мужской",27,"Высшее","средний","20/05/2013 18:03:39","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",5.5,4,"Харьков",3500,NA,"SPM"
"854",NA,"Project manager","","","4","0.5",3000,500,"Киев","до 50 человек","женский",25,"Высшее","продвинутый","20/05/2013 18:04:05","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:21.0) Gecko/20100101 Firefox/21.0",4,0.5,"Киев",3000,NA,"PM"
"855",NA,"Senior Software Engineer","C#/.NET","","10 и более лет","0.5",3800,300,"Киев","до 10 человек","мужской",34,"Высшее","выше среднего","20/05/2013 18:06:50","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",10,0.5,"Киев",3800,NA,"DEV"
"856",NA,"Software Engineer","C#/.NET","","2.5","0.5",1600,200,"Севастополь","до 200 человек","мужской",24,"Высшее","ниже среднего","20/05/2013 18:07:11","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",2.5,0.5,"other",1600,NA,"DEV"
"857",NA,"Software Engineer","Java","","6.5","6.5",2500,1200,"Хмельницкий","до 10 человек","мужской",27,"Высшее","ниже среднего","20/05/2013 18:07:52","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",6.5,6.5,"other",2500,NA,"DEV"
"858",NA,"Team lead","","","10 и более лет","3",3000,0,"Киев","до 50 человек","мужской",32,"Высшее","выше среднего","20/05/2013 18:07:54","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",10,3,"Киев",3000,NA,"PM"
"859",NA,"Junior Software Engineer","Java","","2","меньше 3 месяцев",1200,400,"Одесса","до 1000 человек","мужской",24,"Высшее","элементарный","20/05/2013 18:08:27","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0",2,0,"other",1200,NA,"DEV"
"860",NA,"Senior Software Engineer","Ruby/Rails","","6.5","0.5",3000,500,"Днепр.","до 50 человек","мужской",24,"Незаконченное высшее","выше среднего","20/05/2013 18:09:48","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31",6.5,0.5,"Днепр.",3000,NA,"DEV"
"861",NA,"Software Engineer","C#/.NET","","3.5","0.5",1600,800,"Львов","до 1000 человек","мужской",21,"Среднее","средний","20/05/2013 18:10:48","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",3.5,0.5,"Львов",1600,NA,"DEV"
"862",NA,"Software Engineer","Objective-C","","1.25","0.75",1000,500,"Севастополь","до 50 человек","мужской",20,"Незаконченное высшее","средний","20/05/2013 18:13:11","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31",1.25,0.75,"other",1000,NA,"DEV"
"863",NA,"Junior QA engineer","","General QA","1","1",600,200,"Киев","до 10 человек","мужской",25,"Высшее","средний","20/05/2013 18:13:18","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1,1,"Киев",600,NA,"QA"
"864",NA,"Technical Lead","PHP","","8","4",2200,0,"Киев","до 10 человек","мужской",31,"Высшее","средний","20/05/2013 18:13:46","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",8,4,"Киев",2200,NA,"SDEV"
"865",NA,"System Architect / Системный архитектор","Java","","6","2",2800,0,"Харьков","до 50 человек","мужской",31,"Два высших","выше среднего","20/05/2013 18:15:28","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",6,2,"Харьков",2800,NA,""
"866",NA,"Software Engineer","Java","","1.5","1",1000,550,"Львов","до 200 человек","мужской",22,"Незаконченное высшее","выше среднего","20/05/2013 18:15:29","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1.5,1,"Львов",1000,NA,"DEV"
"867",NA,"Системный администратор","","","1","меньше 3 месяцев",500,0,"Севастополь","до 50 человек","мужской",21,"Незаконченное высшее","элементарный","20/05/2013 18:15:49","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1,0,"other",500,NA,"ADM"
"868",NA,"Senior Software Engineer","PHP","","7","3.5",1900,0,"Харьков","до 10 человек","мужской",27,"Высшее","средний","20/05/2013 18:15:59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31",7,3.5,"Харьков",1900,NA,"DEV"
"869",NA,"QA engineer","","Manual QA","3.5","0.75",1300,800,"Одесса","до 200 человек","женский",23,"Высшее","выше среднего","20/05/2013 18:16:15","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",3.5,0.75,"other",1300,NA,"QA"
"870",NA,"Software Engineer","C#/.NET","","5","5",2500,300,"Днепр.","до 200 человек","мужской",25,"Высшее","средний","20/05/2013 18:16:40","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",5,5,"Днепр.",2500,NA,"DEV"
"871",NA,"Junior Software Engineer","Objective-C","","меньше 3 месяцев","меньше 3 месяцев",1800,0,"Киев","до 10 человек","мужской",21,"Незаконченное высшее","элементарный","20/05/2013 18:18:42","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31",0,0,"Киев",1800,NA,"DEV"
"872",NA,"Software Engineer","Java","","1.5","1.5",700,260,"Киев","до 10 человек","мужской",20,"Незаконченное высшее","средний","20/05/2013 18:20:16","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31",1.5,1.5,"Киев",700,NA,"DEV"
"873",NA,"Technical Lead","SQL","","10 и более лет","3",2700,600,"Днепр.","свыше 1000 человек","мужской",33,"Высшее","выше среднего","20/05/2013 18:21:30","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",10,3,"Днепр.",2700,NA,"SDEV"
"874",NA,"Junior Software Engineer","C#/.NET","","10 и более лет","1",730,-500,"Киев","до 200 человек","мужской",40,"Два высших","выше среднего","20/05/2013 18:21:35","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",10,1,"Киев",730,NA,"DEV"
"875",NA,"Software Engineer","Java","","3","1.25",2100,350,"Львов","до 1000 человек","мужской",23,"Высшее","выше среднего","20/05/2013 18:21:49","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31",3,1.25,"Львов",2100,NA,"DEV"
"876",NA,"Senior Software Engineer","Java","","4.5","1.75",1950,400,"Харьков","свыше 1000 человек","мужской",24,"Высшее","продвинутый","20/05/2013 18:22:45","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.11",4.5,1.75,"Харьков",1950,NA,"DEV"
"877",NA,"Technical Lead","Java","","10 и более лет","1",3300,300,"Львов","до 1000 человек","мужской",37,"Высшее","продвинутый","20/05/2013 18:23:02","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:22.0) Gecko/20130513 Firefox/22.0",10,1,"Львов",3300,NA,"SDEV"
"878",NA,"Team lead","","","3","3",1500,500,"Севастополь","до 50 человек","мужской",25,"Высшее","средний","20/05/2013 18:23:06","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",3,3,"other",1500,NA,"PM"
"879",NA,"QA engineer","","Manual QA","1","1",850,350,"Харьков","до 200 человек","женский",25,"Высшее","выше среднего","20/05/2013 18:24:08","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1,1,"Харьков",850,NA,"QA"
"880",NA,"QA engineer","","General QA","2.5","2.5",1100,400,"Львов","до 1000 человек","мужской",24,"Высшее","выше среднего","20/05/2013 18:24:46","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",2.5,2.5,"Львов",1100,NA,"QA"
"881",NA,"Junior Software Engineer","PHP","","1","меньше 3 месяцев",750,200,"Киев","до 50 человек","мужской",22,"Высшее","ниже среднего","20/05/2013 18:26:43","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.11 Safari/537.36",1,0,"Киев",750,NA,"DEV"
"882",NA,"Senior Software Engineer","C++","","8","1",2000,0,"Львов","до 200 человек","мужской",36,"Кандидат","выше среднего","20/05/2013 18:27:12","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",8,1,"Львов",2000,NA,"DEV"
"883",NA,"Senior QA engineer","","Automation QA","7","меньше 3 месяцев",2200,-300,"Одесса","до 200 человек","мужской",27,"Высшее","выше среднего","20/05/2013 18:27:41","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",7,0,"other",2200,NA,"QA"
"884",NA,"Software Engineer","Java","","1.75","1.75",1800,800,"Харьков","до 50 человек","мужской",25,"Высшее","средний","20/05/2013 18:27:48","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1.75,1.75,"Харьков",1800,NA,"DEV"
"885",NA,"Бизнес-аналитик","","","10 и более лет","5",1200,240,"Киев","до 200 человек","мужской",31,"Высшее","элементарный","20/05/2013 18:28:44","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",10,5,"Киев",1200,NA,""
"886",NA,"Senior Software Engineer","Perl","","6","6",1900,0,"Харьков","до 200 человек","мужской",30,"Незаконченное высшее","выше среднего","20/05/2013 18:29:46","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31",6,6,"Харьков",1900,NA,"DEV"
"887",NA,"Бизнес-аналитик","","","1.5","1.5",1500,700,"Киев","до 50 человек","мужской",24,"Высшее","средний","20/05/2013 18:31:23","Opera/9.80 (Windows NT 6.2; WOW64) Presto/2.12.388 Version/12.15",1.5,1.5,"Киев",1500,NA,""
"888",NA,"Senior Software Engineer","PHP","","4","0.25",2000,300,"Киев","до 10 человек","мужской",25,"Высшее","средний","20/05/2013 18:31:26","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",4,0.25,"Киев",2000,NA,"DEV"
"889",NA,"Technical Lead","PHP","","10 и более лет","5",3100,500,"Севастополь","до 50 человек","мужской",31,"Высшее","средний","20/05/2013 18:34:28","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 Safari/537.22",10,5,"other",3100,NA,"SDEV"
"890",NA,"Software Engineer","Java","","1.75","0.25",2100,900,"Киев","свыше 1000 человек","мужской",22,"Незаконченное высшее","ниже среднего","20/05/2013 18:34:50","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31",1.75,0.25,"Киев",2100,NA,"DEV"
"891",NA,"QA engineer","","Manual QA","2","1",1400,600,"Харьков","до 50 человек","мужской",30,"Высшее","выше среднего","20/05/2013 18:36:06","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",2,1,"Харьков",1400,NA,"QA"
"892",NA,"QA engineer","","Manual QA","1.5","0.5",900,0,"Днепр.","до 200 человек","мужской",23,"Высшее","ниже среднего","20/05/2013 18:36:08","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",1.5,0.5,"Днепр.",900,NA,"QA"
"893",NA,"Technical Lead","C#/.NET","","10 и более лет","2",3400,500,"Киев","до 200 человек","мужской",34,"Высшее","выше среднего","20/05/2013 18:36:28","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)",10,2,"Киев",3400,NA,"SDEV"
"894",NA,"Дизайнер","","","2","1.5",700,200,"Харьков","до 200 человек","женский",22,"Высшее","ниже среднего","20/05/2013 18:36:32","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",2,1.5,"Харьков",700,NA,""
"895",NA,"Senior Software Engineer","JavaScript","","9","1",2100,0,"Львов","свыше 1000 человек","мужской",35,"Высшее","выше среднего","20/05/2013 18:39:14","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31",9,1,"Львов",2100,NA,"DEV"
"896",NA,"Junior Software Engineer","C++","","0.25","0.25",1200,0,"Киев","до 1000 человек","мужской",22,"Незаконченное высшее","средний","20/05/2013 18:39:29","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",0.25,0.25,"Киев",1200,NA,"DEV"
"897",NA,"Системный администратор","","","2","0.25",250,25,"Севастополь","до 10 человек","мужской",25,"Незаконченное высшее","элементарный","20/05/2013 18:42:44","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",2,0.25,"other",250,NA,"ADM"
"898",NA,"Senior Software Engineer","PHP","","7","1.5",3000,500,"Киев","до 50 человек","мужской",25,"Высшее","ниже среднего","20/05/2013 18:45:29","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31",7,1.5,"Киев",3000,NA,"DEV"
"899",NA,"Team lead","","","3","6.5",3500,100,"Киев","до 200 человек","мужской",35,"Высшее","средний","20/05/2013 18:48:05","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",3,6.5,"Киев",3500,NA,"PM"
"900",NA,"QA Tech Lead","","Manual QA","7","5",2600,300,"Киев","свыше 1000 человек","мужской",29,"Высшее","выше среднего","20/05/2013 18:48:12","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1",7,5,"Киев",2600,NA,"QA"
"901",NA,"QA engineer","","Manual QA","1.25","1.25",625,100,"Днепр.","до 1000 человек","мужской",25,"Высшее","выше среднего","20/05/2013 18:50:17","Mozilla/5.0 (Windows NT 5.1; rv:20.0) Gecko/20100101 Firefox/20.0",1.25,1.25,"Днепр.",625,NA,"QA"
"902",NA,"Верстальщик","","","2","1",960,0,"Киев","свыше 1000 человек","мужской",26,"Высшее","выше среднего","20/05/2013 18:51:42","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",2,1,"Киев",960,NA,""
"903",NA,"Software Engineer","C++","","1.5","меньше 3 месяцев",1800,1200,"Одесса","свыше 1000 человек","мужской",23,"Высшее","средний","20/05/2013 18:51:51","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0",1.5,0,"other",1800,NA,"DEV"
"904",NA,"Software Engineer","PHP","","2.5","1.5",400,50,"Харьков","до 10 человек","мужской",23,"Незаконченное высшее","средний","20/05/2013 18:52:23","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:20.0) Gecko/20100101 Firefox/20.0",2.5,1.5,"Харьков",400,NA,"DEV"
"905",NA,"Junior QA engineer","","Manual QA","0.5","0.5",500,0,"Харьков","до 1000 человек","мужской",31,"Высшее","ниже среднего","20/05/2013 18:52:30","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 YaBrowser/1.7.1364.12390 Safari/537.22",0.5,0.5,"Харьков",500,NA,"QA"
"906",NA,"Системный администратор","","","6.5","меньше 3 месяцев",1600,0,"Львов","свыше 1000 человек","мужской",23,"Среднее","ниже среднего","20/05/2013 18:52:31","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",6.5,0,"Львов",1600,NA,"ADM"
"907",NA,"Senior Software Engineer","Flex/Flash/AIR","","6","меньше 3 месяцев",3200,0,"Киев","до 200 человек","мужской",27,"Высшее","продвинутый","20/05/2013 18:53:12","Mozilla/5.0 (Windows NT 5.1; rv:20.0) Gecko/20100101 Firefox/20.0",6,0,"Киев",3200,NA,"DEV"
"908",NA,"Senior Software Engineer","Ruby/Rails","","2.5","2.5",1100,200,"Житомир","до 200 человек","мужской",25,"Высшее","средний","20/05/2013 18:57:31","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",2.5,2.5,"other",1100,NA,"DEV"
