Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
QA engineer,,Manual QA,2.5,2,555,-180,Запорожье,до 50 человек,Продуктовая,m,32,Два высших,False,элементарный,"Desktop Applications,Веб-разработка",23/12/2014 19:35:23,Mozilla/5.0 (Windows NT 5.1; rv:34.0) Gecko/20100101 Firefox/34.0
Senior Software Engineer,C#/.NET,,9,3,3000,200,Харьков,до 1000 человек,Аутстаффинговая,m,27,Высшее,False,средний,"Desktop Applications,Веб-разработка",23/12/2014 19:38:32,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,Java,,3.5,3.5,1700,300,Львов,до 200 человек,Аутстаффинговая,m,25,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",23/12/2014 19:38:44,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Junior QA engineer,,Manual QA,меньше 3 месяцев,0.25,220,0,Днепропетровск,до 50 человек,Стартап,f,22,Высшее,False,ниже среднего,Веб-разработка,23/12/2014 19:39:24,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,C#/.NET,,3,1,2500,300,Харьков,до 1000 человек,Аутстаффинговая,m,21,Незаконченное высшее,True,ниже среднего,"Веб-разработка,Gamedev",23/12/2014 19:39:33,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.38 Safari/537.36 OPR/27.0.1689.33 (Edition beta)"
Project manager,,,2,3.5,2800,0,Харьков,до 1000 человек,Аутсорсинговая,m,28,Незаконченное высшее,False,выше среднего,"iOS,Веб-разработка",23/12/2014 19:40:27,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36"
Software Engineer,Java,,1,1,1000,0,Донецк,до 1000 человек,Аутсорсинговая,m,30,Высшее,False,средний,Android,23/12/2014 19:41:01,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Team lead,,,10 и более лет,1,5000,5000,Киев,до 50 человек,Продуктовая,m,33,Два высших,False,средний,Gamedev,23/12/2014 19:41:46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25"
Junior Software Engineer,Java,,меньше 3 месяцев,меньше 3 месяцев,600,0,Днепропетровск,до 10 человек,Аутсорсинговая,m,32,Высшее,False,элементарный,Desktop Applications,23/12/2014 19:42:07,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0
Software Engineer,JavaScript,,8,1.25,1000,790,Одесса,до 10 человек,Продуктовая,m,30,Высшее,False,ниже среднего,Веб-разработка,23/12/2014 19:44:13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 YaBrowser/14.10.2062.12573 Safari/537.36"
Senior Project Manager / Program Manager,,,10 и более лет,10 и более лет,4200,0,Львов,до 1000 человек,Аутсорсинговая,f,37,Два высших,False,продвинутый,"Desktop Applications,Другое",23/12/2014 19:44:47,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0
Junior Software Engineer,C++,,1.5,1.5,1200,700,Киев,свыше 1000 человек,Аутсорсинговая,m,23,Высшее,False,средний,Embedded,23/12/2014 19:46:54,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 YaBrowser/14.8.1985.12018 Safari/537.36"
Senior Software Engineer,PHP,,9.5,7.5,2800,0,Днепропетровск,до 50 человек,Аутсорсинговая,m,29,Высшее,False,средний,Веб-разработка,23/12/2014 19:46:57,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/31.0.1650.63 Chrome/31.0.1650.63 Safari/537.36"
Software Engineer,PHP,,2.5,1.5,1900,150,Днепропетровск,до 1000 человек,Продуктовая,m,21,Техникум / Колледж,False,ниже среднего,Веб-разработка,23/12/2014 19:47:58,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36"
Software Engineer,Java,,8,меньше 3 месяцев,3000,0,Киев,до 50 человек,Продуктовая,m,34,Высшее,False,средний,"Android,Веб-разработка",23/12/2014 19:48:52,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36 OPR/26.0.1656.60"
Software Engineer,JavaScript,,меньше 3 месяцев,меньше 3 месяцев,1500,1100,Киев,до 1000 человек,Продуктовая,m,24,Техникум / Колледж,False,средний,"Веб-разработка,eCommerce",23/12/2014 19:49:47,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,JavaScript,,3,1.5,2000,500,Киев,до 200 человек,Аутсорсинговая,m,25,Высшее,False,выше среднего,"Веб-разработка,Другое",23/12/2014 19:50:42,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36"
Technical Lead,Other,,10 и более лет,меньше 3 месяцев,8700,2700,Другой,до 10 человек,Продуктовая,m,34,Техникум / Колледж,False,продвинутый,Другое,23/12/2014 19:51:16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
HR,,,3.5,3.5,1500,300,Харьков,до 200 человек,Аутсорсинговая,f,25,Высшее,False,выше среднего,,23/12/2014 19:51:52,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,PHP,,2.5,2.5,900,0,Днепропетровск,до 50 человек,Продуктовая,m,25,Высшее,False,средний,Веб-разработка,23/12/2014 19:54:44,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:27.0) Gecko/20100101 Firefox/27.0
System Architect,PHP,,4,3,350,50,Ровно,до 10 человек,Другая,m,28,Техникум / Колледж,False,продвинутый,"Веб-разработка,eCommerce",23/12/2014 19:56:46,Opera/9.80 (X11; Linux x86_64) Presto/2.12.388 Version/12.16
QA engineer,,General QA,1.25,1.25,700,200,Харьков,до 50 человек,Продуктовая,m,26,Высшее,False,средний,Веб-разработка,23/12/2014 20:02:18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,Java,,4,4,2375,285,Харьков,до 1000 человек,Аутсорсинговая,m,24,Высшее,False,выше среднего,Веб-разработка,23/12/2014 20:03:06,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
HR,,,8,8,5000,4800,Киев,свыше 1000 человек,Аутстаффинговая,f,36,Высшее,False,ниже среднего,Другое,23/12/2014 20:03:34,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Бизнес-аналитик,,,меньше 3 месяцев,7,2700,0,Киев,до 10 человек,Продуктовая,f,42,Два высших,False,элементарный,Desktop Applications,23/12/2014 20:07:13,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Senior Software Engineer,PHP,,5,0.25,2755,600,Харьков,до 200 человек,Аутсорсинговая,m,25,Высшее,False,средний,"Веб-разработка,Корпоративные системы",23/12/2014 20:17:49,Mozilla/5.0 (Windows NT 6.1; rv:34.0) Gecko/20100101 Firefox/34.0
Верстальщик,,,1,меньше 3 месяцев,400,0,Киев,до 10 человек,Другая,m,38,Два высших,False,ниже среднего,"Веб-разработка,eCommerce",23/12/2014 20:17:56,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Sales manager,,,1,1,700,200,Харьков,до 200 человек,Аутстаффинговая,f,26,Два высших,False,продвинутый,"iOS,Веб-разработка",23/12/2014 20:18:00,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,JavaScript,,3,0.75,2500,500,Одесса,до 50 человек,Аутсорсинговая,m,24,Высшее,False,выше среднего,Веб-разработка,23/12/2014 20:22:13,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,C#/.NET,,3,меньше 3 месяцев,2000,200,Киев,до 1000 человек,Аутсорсинговая,m,41,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",23/12/2014 20:24:44,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Technical Lead,PHP,,10 и более лет,5,4000,500,Львов,до 200 человек,Аутстаффинговая,m,32,Кандидат,False,выше среднего,Корпоративные системы,23/12/2014 20:33:35,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,C#/.NET,,1,1,500,0,Киев,до 10 человек,Аутсорсинговая,m,23,Высшее,False,элементарный,Телекоммуникации,23/12/2014 20:34:44,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,PHP,,3,3,950,90,Ивано-Франковск,до 10 человек,Стартап,m,25,Высшее,False,средний,Веб-разработка,23/12/2014 20:34:46,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Junior Software Engineer,Java,,меньше 3 месяцев,0.5,400,0,Днепропетровск,до 200 человек,Аутсорсинговая,m,20,Незаконченное высшее,True,выше среднего,Финансы и банки,23/12/2014 20:39:05,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36 OPR/25.0.1614.68"
Junior Software Engineer,C#/.NET,,0.5,0.5,1200,1200,Харьков,до 200 человек,Аутсорсинговая,m,27,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",23/12/2014 20:41:30,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,JavaScript,,2,0.25,2200,400,Киев,до 50 человек,Продуктовая,m,22,Незаконченное высшее,True,средний,"Веб-разработка,Gamedev",23/12/2014 20:42:30,"Mozilla/5.0 (iPod touch; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
Software Engineer,Java,,2.5,меньше 3 месяцев,1800,600,Харьков,до 10 человек,Аутсорсинговая,m,32,Высшее,False,средний,Android,23/12/2014 20:45:10,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,Java,,1.75,0.5,2500,1200,Киев,свыше 1000 человек,Аутсорсинговая,f,28,Высшее,False,выше среднего,eCommerce,23/12/2014 20:48:20,"Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 [FBAN/FBIOS;FBAV/20.1.0.15.10;FBBV/5758778;FBDV/iPad3,4;FBMD/iPad;FBSN/iPhone OS;FBSV/8.1.2;FBSS/2; FBCR/;FBID/tablet;FBLC/ru_RU;FBOP/1]"
Project manager,,,1.5,0.5,450,300,Одесса,до 50 человек,Аутсорсинговая,m,22,Незаконченное высшее,True,выше среднего,Веб-разработка,23/12/2014 20:48:36,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
DevOps,,,10 и более лет,3,4100,800,Львов,до 50 человек,Продуктовая,m,33,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",23/12/2014 20:51:46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.45 Safari/537.36"
Senior Software Engineer,C++,,7.5,1.25,3500,0,Киев,до 1000 человек,Продуктовая,m,28,Высшее,False,средний,"Desktop Applications,Веб-разработка",23/12/2014 20:56:12,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,Java,,10 и более лет,3,2900,100,Киев,до 1000 человек,Аутсорсинговая,m,39,Высшее,False,средний,"Веб-разработка,eCommerce",23/12/2014 20:59:10,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
QA engineer,,Automation QA,2,1.5,2400,800,Киев,до 200 человек,Аутсорсинговая,m,27,Два высших,False,выше среднего,"Корпоративные системы,Другое",23/12/2014 21:02:48,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Project manager,,,10 и более лет,8,4000,0,Днепропетровск,до 50 человек,Аутсорсинговая,m,36,Высшее,False,средний,"Веб-разработка,Корпоративные системы",23/12/2014 21:04:03,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,PHP,,7.5,меньше 3 месяцев,2000,600,Киев,до 200 человек,Продуктовая,m,31,Высшее,False,средний,"Веб-разработка,eCommerce",23/12/2014 21:10:59,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0
Junior Software Engineer,PHP,,0.5,0.5,270,220,Киев,до 10 человек,Стартап,m,20,Незаконченное высшее,False,средний,Веб-разработка,23/12/2014 21:14:35,"Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) CriOS/39.0.2171.50 Mobile/12B440 Safari/600.1.4"
QA engineer,,Manual QA,1.25,1.25,670,325,Черкассы,до 200 человек,Аутсорсинговая,m,25,Высшее,False,средний,Финансы и банки,23/12/2014 21:17:28,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,Java,,меньше 3 месяцев,меньше 3 месяцев,1200,200,Днепропетровск,свыше 1000 человек,Аутсорсинговая,m,24,Высшее,False,выше среднего,Веб-разработка,23/12/2014 21:18:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
QA engineer,,General QA,3,3,1200,400,Днепропетровск,до 50 человек,Аутсорсинговая,f,25,Два высших,False,средний,"Веб-разработка,eCommerce",23/12/2014 21:21:30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Support,,,6,1.5,1350,250,Киев,до 1000 человек,Аутсорсинговая,m,29,Высшее,False,выше среднего,Телекоммуникации,23/12/2014 21:22:21,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Senior QA engineer,,General QA,3,3,1500,300,Киев,до 200 человек,Продуктовая,m,25,Высшее,False,выше среднего,"Embedded,Финансы и банки",23/12/2014 21:24:38,Mozilla/5.0 (Windows NT 6.1; rv:34.0) Gecko/20100101 Firefox/34.0
Junior Software Engineer,PHP,,меньше 3 месяцев,меньше 3 месяцев,400,0,Киев,до 10 человек,Продуктовая,m,27,Высшее,False,средний,"Веб-разработка,eCommerce",23/12/2014 21:27:49,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0
Senior Software Engineer,PHP,,6,1,3250,0,Киев,до 50 человек,Продуктовая,m,30,Среднее,False,ниже среднего,Веб-разработка,23/12/2014 21:32:08,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Project manager,,,6,3.5,4300,800,Киев,свыше 1000 человек,Аутстаффинговая,m,31,Высшее,False,выше среднего,Финансы и банки,23/12/2014 21:32:57,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Junior Software Engineer,JavaScript,,меньше 3 месяцев,0.75,600,0,Харьков,до 1000 человек,Аутсорсинговая,f,31,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",23/12/2014 21:34:21,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0
Senior Software Engineer,1С,,10 и более лет,1.5,935,0,Тернополь,до 50 человек,Продуктовая,m,33,Высшее,False,средний,"Desktop Applications,Корпоративные системы",23/12/2014 21:34:37,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Junior Software Engineer,PHP,,1.5,1,300,75,Киев,до 10 человек,Продуктовая,m,22,Незаконченное высшее,True,средний,"Веб-разработка,Корпоративные системы",23/12/2014 21:35:06,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Junior QA engineer,,Manual QA,меньше 3 месяцев,меньше 3 месяцев,300,0,Харьков,до 200 человек,Продуктовая,m,30,Высшее,False,выше среднего,Gamedev,23/12/2014 21:35:22,Mozilla/5.0 (Windows NT 5.1; rv:34.0) Gecko/20100101 Firefox/34.0
Senior Software Engineer,PHP,,3,1,1600,0,Львов,свыше 1000 человек,Аутсорсинговая,m,24,Высшее,False,средний,Веб-разработка,23/12/2014 21:36:44,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,Objective-C,,3,3,1500,0,Харьков,до 50 человек,Аутсорсинговая,m,25,Высшее,False,средний,"Android,iOS",23/12/2014 21:37:07,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Senior Software Engineer,Scala,,10 и более лет,3,5000,500,Киев,до 200 человек,Продуктовая,m,32,Высшее,False,выше среднего,Другое,23/12/2014 21:37:57,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,PHP,,4,0.75,1265,1700,Львов,до 1000 человек,Аутсорсинговая,m,22,Незаконченное высшее,False,средний,Веб-разработка,23/12/2014 21:38:14,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0
Senior Software Engineer,Java,,4,0.25,3300,1600,Львов,свыше 1000 человек,Аутсорсинговая,m,25,Высшее,False,выше среднего,"Веб-разработка,Другое",23/12/2014 21:40:35,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,C#/.NET,,3,3,2000,500,Днепропетровск,до 1000 человек,Продуктовая,m,32,Высшее,False,средний,"Веб-разработка,Корпоративные системы",23/12/2014 21:42:05,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Системный администратор,,,меньше 3 месяцев,5,200,250,Ивано-Франковск,до 10 человек,Другая,m,26,Высшее,False,элементарный,"Системное программирование,Телекоммуникации",23/12/2014 21:44:56,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
QA engineer,,General QA,3.5,1.25,1550,300,Днепропетровск,до 200 человек,Продуктовая,m,44,Высшее,False,выше среднего,Веб-разработка,23/12/2014 21:46:11,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko
Software Engineer,Java,,меньше 3 месяцев,1,2840,140,Киев,до 1000 человек,Продуктовая,m,25,Высшее,False,ниже среднего,"Веб-разработка,Корпоративные системы",23/12/2014 21:49:52,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0
Junior QA engineer,,Manual QA,3.5,меньше 3 месяцев,400,50,Киев,до 10 человек,Другая,f,26,Высшее,False,ниже среднего,Другое,23/12/2014 21:50:10,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Junior Software Engineer,Java,,0.5,0.5,800,0,Харьков,до 50 человек,Аутсорсинговая,m,23,Высшее,False,средний,Корпоративные системы,23/12/2014 21:50:12,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2256.0 Safari/537.36"
Junior Software Engineer,C#/.NET,,2,меньше 3 месяцев,1200,200,Киев,до 200 человек,Аутсорсинговая,m,22,Незаконченное высшее,True,средний,"Веб-разработка,Корпоративные системы",23/12/2014 21:50:48,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Senior Software Engineer,PHP,,4,0.5,3000,1700,Киев,до 50 человек,Аутсорсинговая,m,25,Высшее,False,продвинутый,"Веб-разработка,eCommerce",23/12/2014 21:54:40,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Junior QA engineer,,Manual QA,1,1,550,0,Львов,свыше 1000 человек,Аутсорсинговая,f,28,Высшее,False,выше среднего,,23/12/2014 21:55:27,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:34.0) Gecko/20100101 Firefox/34.0
Junior Software Engineer,C#/.NET,,0.25,0.25,400,0,Харьков,до 200 человек,Аутсорсинговая,m,18,Незаконченное высшее,True,ниже среднего,"Desktop Applications,Корпоративные системы",23/12/2014 21:56:25,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
HR,,,меньше 3 месяцев,меньше 3 месяцев,95,0,Киев,до 10 человек,Другая,f,23,Высшее,False,выше среднего,Другое,23/12/2014 21:58:15,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36 OPR/26.0.1656.60"
Senior Software Engineer,C#/.NET,,7.5,3,3200,0,Киев,свыше 1000 человек,Аутсорсинговая,m,29,Два высших,False,продвинутый,"Веб-разработка,Мультимедиа",23/12/2014 22:00:02,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Senior Software Engineer,Java,,5.5,1.5,3200,500,Киев,свыше 1000 человек,Аутсорсинговая,m,28,Высшее,False,выше среднего,Финансы и банки,23/12/2014 22:03:38,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,PHP,,4,2.5,1330,200,Харьков,до 50 человек,Аутстаффинговая,m,25,Высшее,False,средний,Веб-разработка,23/12/2014 22:04:39,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Senior QA engineer,,Automation QA,8.5,1.5,2000,0,Киев,до 200 человек,Аутсорсинговая,m,30,Незаконченное высшее,False,ниже среднего,Веб-разработка,23/12/2014 22:06:27,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:34.0) Gecko/20100101 Firefox/34.0
Software Engineer,C#/.NET,,4.5,0.5,2400,900,Харьков,до 200 человек,Аутсорсинговая,m,28,Высшее,False,средний,Веб-разработка,23/12/2014 22:07:34,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0
Junior QA engineer,,Automation QA,меньше 3 месяцев,меньше 3 месяцев,600,0,Киев,свыше 1000 человек,Аутсорсинговая,m,26,Высшее,False,средний,"Веб-разработка,eCommerce",23/12/2014 22:07:38,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.45 Safari/537.36"
Team lead,,,2,1,500,0,Киев,до 50 человек,Аутсорсинговая,m,26,Высшее,False,средний,eCommerce,23/12/2014 22:08:05,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:34.0) Gecko/20100101 Firefox/34.0
Senior QA engineer,,General QA,9,6,2090,100,Киев,свыше 1000 человек,Аутсорсинговая,m,30,Высшее,False,средний,Финансы и банки,23/12/2014 22:08:08,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
QA engineer,,Automation QA,1.5,1.5,1500,700,Киев,свыше 1000 человек,Аутсорсинговая,m,23,Высшее,False,средний,Финансы и банки,23/12/2014 22:08:24,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Senior Software Engineer,C#/.NET,,10 и более лет,0.25,2600,0,Харьков,до 50 человек,Продуктовая,m,35,Техникум / Колледж,False,ниже среднего,Веб-разработка,23/12/2014 22:11:07,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Junior Software Engineer,Java,,0.25,0.25,310,0,Днепропетровск,до 200 человек,Продуктовая,m,23,Высшее,False,ниже среднего,"Веб-разработка,Финансы и банки",23/12/2014 22:12:31,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,Java,,3.5,0.25,1200,0,Запорожье,до 50 человек,Аутсорсинговая,m,27,Высшее,False,ниже среднего,Android,23/12/2014 22:12:43,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
