,Возраст,Пол,Должность,Образование,Язык программирования,Индустрия,Предметная область,Доп. специализация,Общий опыт работы,Опыт работы на текущем месте,Средняя зарплата в месяц,Валюта,Годовые премии и бонусы,Валюта,Размер компании,Город,Уровень английского,Дата заполнения,User-Agent
,32,m,Project manager,Высшее,,Нету,,,9,5,3200,d,200,d,до 1000 человек,Львов,выше среднего,13/12/2011 18:22:43,Opera/9.80 (Windows NT 6.1; U; en) Presto/2.10.229 Version/11.60
,25,m,Software Engineer,Высшее,PHP,Нету,,,2.5,1.5,600,d,0,d,до 100 человек,Харьков,ниже среднего,13/12/2011 18:22:45,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,24,m,Senior Software Engineer,Высшее,C,Нету,,,4,1,1800,d,0,d,до 1000 человек,Львов,средний,13/12/2011 18:23:51,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,25,m,Senior Software Engineer,Высшее,C#/.NET,Нету,,,3,1.25,2000,d,0,d,до 50 человек,Ужгород,ниже среднего,13/12/2011 18:24:14,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,27,m,Team lead,Высшее,,Нету,,,3,1,1800,d,800,d,до 200 человек,Львов,выше среднего,13/12/2011 18:24:40,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,29,f,Senior QA engineer,Высшее,,Нету,,General QA,3.5,0.25,1000,d,0,d,до 100 человек,Симферополь,средний,13/12/2011 18:25:18,Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0
,25,m,Senior QA engineer,Среднее,,Нету,,General QA,6.5,0.5,2100,d,600,d,до 1000 человек,Киев,выше среднего,13/12/2011 18:25:35,Opera/9.80 (Windows NT 6.1; U; en) Presto/2.10.229 Version/11.60
,33,m,Software Engineer,Незаконченное высшее,Java,Нету,,,6,3,2000,d,0,d,до 100 человек,Днепропетровск,продвинутый,13/12/2011 18:25:50,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.2 Safari/535.11"
,22,f,QA engineer,Высшее,,Нету,,Manual QA,1.5,0.25,1400,d,0,d,до 50 человек,Львов,средний,13/12/2011 18:26:16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,34,f,Senior QA engineer,Высшее,,Нету,,Automation QA,5,5,900,d,0,d,до 200 человек,Винница,выше среднего,13/12/2011 18:26:19,Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.10.229 Version/11.60
,33,m,QA engineer,Высшее,,Нету,,General QA,10 и более лет,1.25,1500,d,100,d,до 100 человек,Киев,выше среднего,13/12/2011 18:26:34,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,28,m,Software Engineer,Высшее,Flex/Flash/AIR,Нету,,,3.5,0.25,2600,d,0,d,до 200 человек,Киев,средний,13/12/2011 18:26:36,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,27,m,Software Engineer,Высшее,C#/.NET,Нету,,,5.5,1.25,2000,d,0,d,до 50 человек,Днепропетровск,средний,13/12/2011 18:27:03,Mozilla/5.0 (Windows NT 6.1; rv:8.0) Gecko/20100101 Firefox/8.0
,24,f,QA engineer,Высшее,,Нету,,General QA,3.5,0.25,1500,d,600,d,до 100 человек,Днепропетровск,ниже среднего,13/12/2011 18:28:42,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,28,m,Senior Software Engineer,Высшее,C#/.NET,Нету,,,5,2,1500,d,0,d,до 50 человек,Житомир,средний,13/12/2011 18:30:23,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,28,m,Technical Lead,Высшее,C#/.NET,Нету,,,8,4.5,3000,d,0,d,до 100 человек,Харьков,средний,13/12/2011 18:30:51,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,27,m,Software Engineer,Два высших,C#/.NET,Нету,,,4,1,1400,d,1000,d,до 200 человек,Львов,выше среднего,13/12/2011 18:31:39,Mozilla/5.0 (Windows; U; Windows NT 6.1; uk; rv:1.9.2.24) Gecko/20111103 Firefox/3.6.24
,28,m,Senior Software Engineer,Высшее,Java,Нету,,,7.5,2.5,2500,d,2500,d,до 50 человек,Черкассы,выше среднего,13/12/2011 18:33:32,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,21,m,Junior Software Engineer,Высшее,Java,Нету,,,1.5,0.5,1000,d,0,d,до 100 человек,Одесса,выше среднего,13/12/2011 18:33:35,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:8.0.1) Gecko/20100101 Firefox/8.0.1
,22,m,Junior Software Engineer,Высшее,PHP,Нету,,,2,1,3000,h,0,d,до 10 человек,Львов,ниже среднего,13/12/2011 18:33:51,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,26,m,Senior Software Engineer,Высшее,C#/.NET,Нету,,,6,3,2900,d,2400,d,до 200 человек,Киев,выше среднего,13/12/2011 18:35:46,"Mozilla/5.0 (Windows NT 5.2; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,24,m,Software Engineer,Высшее,PHP,Нету,,,5,0.25,2500,d,0,d,до 100 человек,Киев,выше среднего,13/12/2011 18:36:12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,30,m,Team lead,Высшее,,Нету,,,6,6,2700,d,2700,d,до 100 человек,Днепропетровск,выше среднего,13/12/2011 18:37:52,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,22,m,Software Engineer,Незаконченное высшее,JavaScript,Нету,,,1.25,1.25,950,d,0,d,до 50 человек,Киев,ниже среднего,13/12/2011 18:38:05,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,21,m,Junior Software Engineer,Незаконченное высшее,PHP,Нету,,,1.5,меньше 3 месяцев,600,d,0,d,до 50 человек,Львов,средний,13/12/2011 18:39:47,Mozilla/5.0 (Windows NT 6.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1
,29,m,Team lead,Высшее,,Нету,,,10 и более лет,4,4500,d,0,d,до 200 человек,Киев,продвинутый,13/12/2011 18:40:09,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,22,m,Senior Software Engineer,Незаконченное высшее,PHP,Нету,,,4,1,2500,d,0,d,до 100 человек,Киев,выше среднего,13/12/2011 18:40:19,Mozilla/5.0 (X11; Linux i686; rv:8.0) Gecko/20100101 Firefox/8.0
,25,m,Technical Lead,Высшее,Java,Нету,,,5,2.5,3600,d,0,d,до 200 человек,Киев,выше среднего,13/12/2011 18:41:02,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,28,m,Technical Lead,Высшее,C++,Нету,,,7,5,2800,d,0,d,до 200 человек,Львов,выше среднего,13/12/2011 18:41:25,Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.24) Gecko/20111103 Firefox/3.6.24
,31,m,Team lead,Высшее,,Нету,,,4,1.5,1950,d,0,d,до 50 человек,Харьков,средний,13/12/2011 18:42:13,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,24,m,Software Engineer,Незаконченное высшее,Objective-C,Нету,,,1.5,10 и более лет,950,d,0,d,до 10 человек,Севастополь,ниже среднего,13/12/2011 18:43:01,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.2.24) Gecko/20111103 Firefox/3.6.24
,28,m,Senior Software Engineer,Высшее,Flex/Flash/AIR,Нету,,,5,1.75,2000,d,0,d,до 200 человек,Киев,средний,13/12/2011 18:43:03,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,26,m,Senior Software Engineer,Высшее,JavaScript,Нету,,,5,0.5,2000,d,0,d,до 200 человек,Харьков,выше среднего,13/12/2011 18:43:14,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,31,m,System Architect,Высшее,Java,Нету,,,10 и более лет,6,2200,d,0,d,до 100 человек,Харьков,выше среднего,13/12/2011 18:45:04,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,20,m,Software Engineer,Незаконченное высшее,Java,Нету,,,1.5,1.5,1200,d,0,d,до 100 человек,Харьков,выше среднего,13/12/2011 18:46:07,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,25,m,Project manager,Незаконченное высшее,,Нету,,,1.5,1,1700,d,0,d,до 50 человек,Днепропетровск,выше среднего,13/12/2011 18:46:11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,29,m,Senior Software Engineer,Высшее,PHP,Нету,,,8,1.75,2500,d,0,d,до 50 человек,Киев,выше среднего,13/12/2011 18:48:34,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/534.51.22 (KHTML, like Gecko) Version/5.1.1 Safari/534.51.22"
,33,m,Senior Software Engineer,Высшее,SQL,Нету,,,6.5,0.75,3000,d,0,d,до 1000 человек,Киев,средний,13/12/2011 18:48:46,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.13) Gecko/20100115 Firefox/3.6;W-XP (.NET CLR 3.5.30729)
,28,m,Project manager,Высшее,,Нету,,,10 и более лет,3,3500,d,0,d,до 50 человек,Киев,средний,13/12/2011 18:49:13,Opera/9.80 (Android 2.3.5; Linux; Opera Mobi/ADR-1111101157; U; ru) Presto/2.9.201 Version/11.50
,25,m,QA Tech Lead,Высшее,,Нету,,General QA,3,0.25,2600,d,0,d,до 1000 человек,Киев,продвинутый,13/12/2011 18:50:02,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,25,m,Software Engineer,Высшее,JavaScript,Нету,,,3,3,300,d,200,d,до 10 человек,Львов,ниже среднего,13/12/2011 18:50:26,Opera/9.80 (Windows NT 5.1; U; uk) Presto/2.10.229 Version/11.60
,24,m,Software Engineer,Высшее,Java,Нету,,,1,1,800,d,600,d,до 50 человек,Киев,средний,13/12/2011 18:50:35,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:7.0.1) Gecko/20100101 Firefox/7.0.1
,23,m,Дизайнер,Высшее,,Нету,,,3,0.5,700,d,1000,d,до 10 человек,Киев,элементарный,13/12/2011 18:50:52,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,28,m,Senior Software Engineer,Высшее,C#/.NET,Нету,,,8.5,меньше 3 месяцев,2800,d,0,d,до 1000 человек,Днепропетровск,выше среднего,13/12/2011 18:52:44,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,31,m,Senior Software Engineer,Высшее,C#/.NET,Нету,,,10 и более лет,0.5,2300,d,0,d,до 50 человек,Киев,средний,13/12/2011 18:54:41,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,25,f,Бизнес-аналитик,Высшее,,Нету,,,2.5,1,2200,d,1600,d,до 1000 человек,Киев,выше среднего,13/12/2011 18:56:48,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.13) Gecko/20100115 Firefox/3.6;W-XP (.NET CLR 3.5.30729)
,27,m,Senior Software Engineer,Высшее,C#/.NET,Нету,,,7,0.75,5000,d,0,d,до 10 человек,Винница,выше среднего,13/12/2011 18:56:49,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,33,m,Senior Software Engineer,Высшее,Java,Нету,,,4,1,1800,d,40,d,до 200 человек,Киев,выше среднего,13/12/2011 18:58:44,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.10 (KHTML, like Gecko) Ubuntu/10.04 Chromium/17.0.948.0 Chrome/17.0.948.0 Safari/535.10"
,30,m,Senior Software Engineer,Высшее,C++,Нету,,,8,0.5,2700,d,0,d,до 100 человек,Львов,средний,13/12/2011 19:03:37,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,31,m,Director of Engineering / Program Director,Высшее,,Нету,,,4,3,4500,h,0,d,до 10 человек,Львов,выше среднего,13/12/2011 19:04:18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,27,m,System Architect,Высшее,C,Нету,,,4,0.25,3600,d,0,d,до 10 человек,Киев,продвинутый,13/12/2011 19:04:21,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,24,m,Senior Software Engineer,Высшее,JavaScript,Нету,,,4,0.25,4000,d,0,d,до 10 человек,Харьков,средний,13/12/2011 19:06:21,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,29,m,Senior Software Engineer,Высшее,C++,Нету,,,8,1.25,3000,d,0,d,до 10 человек,Киев,средний,13/12/2011 19:09:29,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,24,m,Software Engineer,Высшее,PHP,Нету,,,2,1.5,1000,d,100,d,до 50 человек,Харьков,ниже среднего,13/12/2011 19:10:23,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,23,m,Junior Software Engineer,Высшее,Java,Нету,,,1.25,меньше 3 месяцев,1300,d,0,d,до 10 человек,Киев,выше среднего,13/12/2011 19:10:25,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,27,m,Senior Software Engineer,Высшее,C#/.NET,Нету,,,7,2,2400,d,1200,d,до 100 человек,Харьков,выше среднего,13/12/2011 19:10:39,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,29,m,Senior Software Engineer,Высшее,C#/.NET,Нету,,,5,2.5,2100,d,0,d,до 50 человек,Симферополь,ниже среднего,13/12/2011 19:11:36,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,24,m,Technical Lead,Высшее,Java,Нету,,,2.5,2.5,1450,d,0,d,до 1000 человек,Львов,выше среднего,13/12/2011 19:13:54,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,30,m,Системный администратор,Высшее,,Нету,,,8,1.75,4800,h,6000,h,до 10 человек,Черновцы,средний,13/12/2011 19:14:25,Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.10.229 Version/11.60
,25,m,Junior Software Engineer,Незаконченное высшее,PHP,Нету,,,1.5,1,5000,h,5,h,до 100 человек,Днепропетровск,ниже среднего,13/12/2011 19:14:26,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.91 Safari/534.30"
,29,m,Team lead,Высшее,,Нету,,,меньше 3 месяцев,меньше 3 месяцев,6500,d,0,d,до 100 человек,Киев,выше среднего,13/12/2011 19:15:27,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,25,m,Senior Software Engineer,Высшее,C++,Нету,,,4,меньше 3 месяцев,2000,d,0,d,до 200 человек,Харьков,элементарный,13/12/2011 19:15:44,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,28,m,Software Engineer,Высшее,C,Нету,,,3.5,3.5,10500,h,0,d,до 50 человек,Харьков,средний,13/12/2011 19:16:56,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0.1) Gecko/20100101 Firefox/8.0.1
,27,m,Дизайнер,Высшее,,Нету,,,10 и более лет,3,3000,d,600,d,до 50 человек,Киев,выше среднего,13/12/2011 19:17:22,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,23,m,Software Engineer,Высшее,PHP,Нету,,,2,2,1200,d,500,d,до 100 человек,Львов,ниже среднего,13/12/2011 19:19:14,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30"
,30,m,System Architect,Высшее,C#/.NET,Нету,,,10 и более лет,3,5600,d,0,d,до 100 человек,Львов,продвинутый,13/12/2011 19:19:22,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,25,m,System Architect,Высшее,Java,Нету,,,4,1,2000,d,1500,d,до 100 человек,Донецк,ниже среднего,13/12/2011 19:19:30,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,27,m,Team lead,Высшее,,Нету,,,5,5,2800,d,0,d,до 200 человек,Киев,ниже среднего,13/12/2011 19:20:46,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.51.22 (KHTML, like Gecko) Version/5.1.1 Safari/534.51.22"
,26,m,Software Engineer,Высшее,Ruby/Rails,Нету,,,3,0.25,2000,d,4800,d,до 100 человек,Киев,выше среднего,13/12/2011 19:21:23,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2"
,22,m,Software Engineer,Незаконченное высшее,Java,Нету,,,2.5,0.25,12000,h,0,d,до 1000 человек,Киев,ниже среднего,13/12/2011 19:21:25,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,25,m,QA engineer,Высшее,,Нету,,General QA,1,1,1250,d,0,d,до 200 человек,Одесса,выше среднего,13/12/2011 19:22:41,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0.1) Gecko/20100101 Firefox/8.0.1
,26,m,Senior Software Engineer,Высшее,Objective-C,Нету,,,4.5,2,2500,d,0,d,до 50 человек,Харьков,средний,13/12/2011 19:23:17,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:8.0.1) Gecko/20100101 Firefox/8.0.1
,23,m,Software Engineer,Высшее,C#/.NET,Нету,,,1.5,0.75,1100,d,0,d,до 200 человек,Львов,средний,13/12/2011 19:27:38,Opera/9.80 (Windows NT 6.1; U; en) Presto/2.10.229 Version/11.60
,31,m,Software Engineer,Высшее,Python,Нету,,,6.5,1,2200,d,0,d,до 50 человек,Киев,средний,13/12/2011 19:28:04,Opera/9.80 (X11; Linux i686; U; ru) Presto/2.10.229 Version/11.60
,28,m,Project manager,Высшее,,Нету,,,5,меньше 3 месяцев,2800,d,0,d,до 1000 человек,Киев,продвинутый,13/12/2011 19:28:37,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,20,m,Junior Software Engineer,Незаконченное высшее,C#/.NET,Нету,,,0.5,0.5,300,d,0,d,до 100 человек,Харьков,средний,13/12/2011 19:28:38,Mozilla/5.0 (Windows NT 6.1; rv:8.0) Gecko/20100101 Firefox/8.0
,26,m,Senior Software Engineer,Высшее,Python,Нету,,,2,2,1000,d,0,d,до 50 человек,Запорожье,средний,13/12/2011 19:32:45,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,34,m,Senior Software Engineer,Высшее,C,Нету,,,8.5,0.5,3500,d,0,d,до 100 человек,Киев,продвинутый,13/12/2011 19:33:45,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:8.0.1) Gecko/20100101 Firefox/8.0.1
,24,m,Junior Software Engineer,Высшее,C,Нету,,,0.5,0.5,500,d,0,d,до 200 человек,Харьков,выше среднего,13/12/2011 19:34:04,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)
,33,m,Technical Lead,Высшее,Java,Нету,,,10 и более лет,3,24000,h,0,d,до 1000 человек,Киев,выше среднего,13/12/2011 19:34:35,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,27,m,System Architect,Высшее,C#/.NET,Нету,,,10 и более лет,3,2200,d,2200,d,до 50 человек,Винница,выше среднего,13/12/2011 19:35:35,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,28,m,Software Engineer,Высшее,Java,Нету,,,5,1.5,2000,d,2000,d,до 50 человек,Киев,ниже среднего,13/12/2011 19:42:03,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,24,m,Junior Software Engineer,Высшее,C++,Нету,,,2,0.25,950,d,0,d,до 50 человек,Киев,ниже среднего,13/12/2011 19:42:25,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.205 Safari/534.16"
,24,m,Senior Software Engineer,Высшее,Java,Нету,,,5,5,2800,d,1000,d,до 50 человек,Днепропетровск,средний,13/12/2011 19:42:57,Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.10.229 Version/11.60
,29,m,Software Engineer,Высшее,Java,Нету,,,5,1,1500,d,0,d,до 50 человек,Винница,ниже среднего,13/12/2011 19:44:21,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0.1) Gecko/20100101 Firefox/8.0.1
,18,m,Junior Software Engineer,Незаконченное высшее,C,Нету,,,1,0.75,4000,h,100,d,до 10 человек,Николаев,ниже среднего,13/12/2011 19:44:33,Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.10.229 Version/11.60
,24,m,Software Engineer,Среднее,PHP,Нету,,,0.5,0.5,800,d,0,d,до 10 человек,Запорожье,средний,13/12/2011 19:44:55,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,37,m,Software Engineer,Высшее,C++,Нету,,,2,0.5,2000,d,0,d,до 50 человек,Киев,ниже среднего,13/12/2011 19:45:36,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,20,m,Junior Software Engineer,Среднее,Java,Нету,,,1,1,500,d,0,d,до 10 человек,Луганск,средний,13/12/2011 19:47:27,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,21,m,Junior Software Engineer,Незаконченное высшее,Java,Нету,,,0.25,меньше 3 месяцев,600,d,0,d,до 200 человек,Киев,средний,13/12/2011 19:47:49,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,22,m,Системный администратор,Высшее,,Нету,,,0.5,0.5,100,d,0,d,до 10 человек,Запорожье,элементарный,13/12/2011 19:49:25,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,27,m,Senior Software Engineer,Высшее,Scala,Нету,,,5,меньше 3 месяцев,2900,d,0,d,до 50 человек,Киев,ниже среднего,13/12/2011 19:50:04,Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.10.229 Version/11.60
,33,m,Senior QA engineer,Высшее,,Нету,,Automation QA,3.5,3.5,1500,d,1800,d,до 1000 человек,Харьков,продвинутый,13/12/2011 19:50:22,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,32,m,Director of Engineering / Program Director,Высшее,,Нету,,,10 и более лет,4,5000,d,0,d,до 10 человек,Киев,выше среднего,13/12/2011 19:51:52,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,19,m,Junior Software Engineer,Незаконченное высшее,PHP,Нету,,,1,0.5,350,d,0,d,до 10 человек,Харьков,ниже среднего,13/12/2011 19:52:03,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,26,m,Junior Software Engineer,Высшее,PHP,Нету,,,0.5,0.5,300,d,30,d,до 50 человек,Тернополь,ниже среднего,13/12/2011 19:54:07,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,24,m,Software Engineer,Высшее,Java,Нету,,,5,2.5,1300,d,0,d,до 50 человек,Черкассы,выше среднего,13/12/2011 19:54:26,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.2.13) Gecko/20101206 Ubuntu/10.04 (lucid) Firefox/3.6.13
,24,m,Senior Software Engineer,Высшее,C#/.NET,Нету,,,4,1,3400,d,0,d,до 100 человек,Киев,средний,13/12/2011 19:56:38,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,22,f,Junior Software Engineer,Высшее,Java,Нету,,,0.25,0.25,600,d,600,d,до 200 человек,Днепропетровск,средний,13/12/2011 19:56:47,Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0
,22,m,Junior Software Engineer,Незаконченное высшее,Java,Нету,,,0.5,0.5,200,d,0,d,до 200 человек,Харьков,средний,13/12/2011 19:57:18,Opera/9.80 (Windows NT 6.1; U; Edition Ukraine Local; ru) Presto/2.10.229 Version/11.60
