Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,"Зарплата в месяц",Изменение зарплаты,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
Senior QA engineer,,Manual QA,3,3,1100,100,Винница,до 1000 человек,Стартап,m,28,Высшее,False,ниже среднего,"Веб-разработка,Gamedev",18/05/2015 12:59:56,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0
Data Scientist / Data Analyst,,,1.5,1.5,220,0,Днепропетровск,свыше 1000 человек,Другая,f,25,Высшее,False,средний,"Финансы и банки,Другое",18/05/2015 13:00:15,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0
QA engineer,,Manual QA,3,1,1500,250,Харьков,до 50 человек,Продуктовая,m,25,Два высших,False,средний,"Desktop Applications,Телекоммуникации",18/05/2015 13:00:27,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Верстальщик,,,0.5,0.5,300,-150,Сумы,до 10 человек,Другая,m,22,Незаконченное высшее,False,выше среднего,Веб-разработка,18/05/2015 13:00:30,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Software Engineer,Ruby/Rails,,3,4,1900,-800,Одесса,до 10 человек,Другая,m,27,Незаконченное высшее,True,средний,Веб-разработка,18/05/2015 13:00:55,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3"
Senior QA engineer,,Manual QA,3,3,1050,75,Запорожье,до 1000 человек,Аутсорсинговая,f,25,Высшее,False,продвинутый,"Desktop Applications,Корпоративные системы",18/05/2015 13:01:26,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Software Engineer,Java,,1,0.5,1200,400,Киев,до 1000 человек,Аутсорсинговая,m,24,Высшее,False,выше среднего,"Веб-разработка,Мультимедиа",18/05/2015 13:01:30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
Software Engineer,PHP,,3,меньше 3 месяцев,1258,558,Киев,свыше 1000 человек,Аутсорсинговая,m,22,Высшее,False,средний,"Веб-разработка,eCommerce",18/05/2015 13:01:33,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
Senior Software Engineer,PHP,,2,2,400,100,Одесса,до 50 человек,Аутсорсинговая,m,25,Высшее,False,средний,"Веб-разработка,eCommerce",18/05/2015 13:01:35,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
Software Engineer,PHP,,4,1.5,1550,350,Харьков,до 200 человек,Аутсорсинговая,m,25,Высшее,False,средний,Веб-разработка,18/05/2015 13:01:50,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.99 Safari/537.36"
Software Engineer,Java,,4,4,700,0,Киев,до 10 человек,Продуктовая,m,32,Незаконченное высшее,False,ниже среднего,Другое,18/05/2015 13:02:04,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Junior Software Engineer,Java,,1,1,1000,400,Киев,до 200 человек,Аутсорсинговая,m,23,Высшее,False,средний,Финансы и банки,18/05/2015 13:02:04,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Senior QA engineer,,Manual QA,4,0.25,2400,200,Киев,свыше 1000 человек,Аутсорсинговая,f,30,Высшее,False,выше среднего,Финансы и банки,18/05/2015 13:02:22,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Senior Software Engineer,PHP,,8,1,2000,-500,Киев,до 10 человек,Стартап,m,26,Незаконченное высшее,False,средний,Веб-разработка,18/05/2015 13:02:52,"Mozilla/5.0 (Linux; Android 4.4.2; GT-I9192 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.111 Mobile Safari/537.36"
Software Engineer,Ruby/Rails,,10 и более лет,0.25,1500,900,Днепропетровск,до 50 человек,Продуктовая,m,30,Высшее,False,элементарный,"Веб-разработка,Телекоммуникации",18/05/2015 13:03:06,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0
Software Engineer,Python,,4,меньше 3 месяцев,2500,1000,Киев,до 50 человек,Продуктовая,m,27,Высшее,False,выше среднего,"Веб-разработка,Gamedev",18/05/2015 13:03:13,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/41.0.2272.76 Chrome/41.0.2272.76 Safari/537.36"
Software Engineer,JavaScript,,3,0.25,2700,1850,Киев,свыше 1000 человек,Аутсорсинговая,m,25,Высшее,False,средний,"Веб-разработка,eCommerce",18/05/2015 13:03:14,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Junior Software Engineer,Java,,1.5,1.5,950,425,Харьков,до 1000 человек,Аутстаффинговая,m,29,Высшее,False,ниже среднего,"Корпоративные системы,Другое",18/05/2015 13:03:25,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
Бизнес-аналитик,,,8,7,1500,-900,Киев,до 1000 человек,Продуктовая,m,28,Высшее,False,продвинутый,"Телекоммуникации,Корпоративные системы",18/05/2015 13:03:25,"Mozilla/5.0 (Linux; Android 5.1; Nexus 5 Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/42.0.2311.138 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/33.0.0.45.19;]"
Team lead,,,10 и более лет,4,2850,0,Винница,свыше 1000 человек,Аутсорсинговая,m,32,Высшее,False,продвинутый,"Desktop Applications,Веб-разработка",18/05/2015 13:03:37,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Software Engineer,JavaScript,,2,0.5,900,500,Винница,до 50 человек,Аутсорсинговая,m,22,Высшее,False,ниже среднего,Веб-разработка,18/05/2015 13:03:50,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Senior Software Engineer,C#/.NET,,10 и более лет,2,3000,0,Киев,до 1000 человек,Аутсорсинговая,m,32,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",18/05/2015 13:03:54,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Software Engineer,Scala,,3,1,1900,0,Киев,до 1000 человек,Аутсорсинговая,m,25,Высшее,False,выше среднего,"Корпоративные системы,Другое",18/05/2015 13:03:54,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
Data Scientist / Data Analyst,,,1.5,меньше 3 месяцев,925,225,Киев,до 200 человек,Продуктовая,m,26,Высшее,False,средний,Gamedev,18/05/2015 13:03:56,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Team lead,,,9,5,2800,0,Киев,свыше 1000 человек,Аутсорсинговая,m,30,Высшее,False,выше среднего,Embedded,18/05/2015 13:04:08,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
HR,,,2,1,1000,300,Киев,до 50 человек,Другая,m,26,Высшее,False,продвинутый,Веб-разработка,18/05/2015 13:04:24,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2"
Senior Software Engineer,PHP,,6,4,1500,200,Ивано-Франковск,до 200 человек,Аутсорсинговая,m,26,Высшее,False,ниже среднего,"Веб-разработка,eCommerce",18/05/2015 13:04:24,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
QA engineer,,Manual QA,2,0.5,1600,0,Днепропетровск,до 200 человек,Аутсорсинговая,f,25,Высшее,False,средний,Desktop Applications,18/05/2015 13:04:36,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Senior Software Engineer,Java,,3,1.5,3500,300,Киев,свыше 1000 человек,Аутсорсинговая,m,31,Высшее,False,продвинутый,"Финансы и банки,Корпоративные системы",18/05/2015 13:04:40,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Software Engineer,Java,,6,3,3500,500,Ужгород,до 10 человек,Стартап,m,27,Высшее,False,средний,"Desktop Applications,Корпоративные системы",18/05/2015 13:04:45,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:37.0) Gecko/20100101 Firefox/37.0
Senior Software Engineer,PHP,,10 и более лет,6,2500,0,Харьков,до 10 человек,Продуктовая,m,30,Высшее,False,средний,"Веб-разработка,Корпоративные системы",18/05/2015 13:05:09,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
DevOps,,,5,1.5,3000,500,Другой,до 10 человек,Продуктовая,m,26,Среднее,False,средний,"Веб-разработка,Системное программирование",18/05/2015 13:05:16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3"
Software Engineer,Java,,1.5,0.5,1000,600,Винница,до 50 человек,Аутсорсинговая,m,22,Незаконченное высшее,False,выше среднего,Android,18/05/2015 13:05:22,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:37.0) Gecko/20100101 Firefox/37.0
Верстальщик,,,1.5,1.5,500,-180,Киев,до 50 человек,Аутсорсинговая,f,26,Высшее,False,ниже среднего,Веб-разработка,18/05/2015 13:05:26,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F70 Safari/600.1.4"
Junior Software Engineer,Python,,2,1.5,450,100,Запорожье,до 200 человек,Аутсорсинговая,m,20,Высшее,False,средний,Веб-разработка,18/05/2015 13:05:31,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0
QA engineer,,Manual QA,2,меньше 3 месяцев,1700,700,Киев,свыше 1000 человек,Аутсорсинговая,f,27,Высшее,False,выше среднего,eCommerce,18/05/2015 13:05:47,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0
Senior Project Manager / Program Manager,,,9,9,1636,-614,Ровно,до 50 человек,Продуктовая,m,32,Высшее,False,средний,"Финансы и банки,Корпоративные системы",18/05/2015 13:05:50,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Senior Software Engineer,C#/.NET,,5,5,1900,-1000,Киев,до 50 человек,Другая,m,28,Высшее,False,средний,"Веб-разработка,Корпоративные системы",18/05/2015 13:05:59,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0
QA engineer,,Automation QA,2,меньше 3 месяцев,800,0,Киев,до 1000 человек,Аутсорсинговая,m,23,Незаконченное высшее,True,выше среднего,Веб-разработка,18/05/2015 13:06:24,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36"
Team lead,,,9,9,3800,0,Киев,до 200 человек,Аутсорсинговая,m,32,Высшее,False,выше среднего,Системное программирование,18/05/2015 13:07:05,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.45 Safari/537.36 OPR/30.0.1835.26 (Edition beta)"
QA engineer,,Manual QA,4,1,800,0,Киев,до 200 человек,Продуктовая,f,26,Высшее,False,ниже среднего,"iOS,Веб-разработка",18/05/2015 13:07:41,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Software Engineer,PHP,,3,1.5,2150,350,Киев,до 1000 человек,Аутстаффинговая,m,25,Высшее,False,выше среднего,eCommerce,18/05/2015 13:08:14,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
System Architect,C#/.NET,,10 и более лет,0.5,4500,1000,Харьков,до 1000 человек,Аутсорсинговая,m,32,Высшее,False,выше среднего,"Desktop Applications,Веб-разработка",18/05/2015 13:08:21,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
Software Engineer,PHP,,5,2,2600,100,Харьков,до 200 человек,Продуктовая,m,27,Высшее,False,средний,"Веб-разработка,eCommerce",18/05/2015 13:08:38,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
QA engineer,,Automation QA,7,7,2200,200,Львов,до 1000 человек,Аутсорсинговая,m,31,Высшее,False,выше среднего,Веб-разработка,18/05/2015 13:08:40,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36"
Software Engineer,Java,,4,0.5,1200,400,Запорожье,до 50 человек,Аутсорсинговая,m,27,Высшее,False,средний,Android,18/05/2015 13:08:41,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.118 Safari/537.36"
Junior QA engineer,,Manual QA,0.25,0.25,700,200,Другой,до 50 человек,Аутсорсинговая,m,19,Высшее,True,выше среднего,"Android,Веб-разработка",18/05/2015 13:08:44,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
QA engineer,,Automation QA,1.5,1.5,800,600,Харьков,до 50 человек,Продуктовая,m,24,Высшее,False,средний,"Веб-разработка,Финансы и банки",18/05/2015 13:08:48,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
HR,,,5,меньше 3 месяцев,1100,300,Харьков,до 200 человек,Аутсорсинговая,f,35,Высшее,False,ниже среднего,Другое,18/05/2015 13:08:52,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36 OPR/29.0.1795.47"
Бизнес-аналитик,,,3,1.5,2365,0,Киев,до 1000 человек,Продуктовая,m,29,Высшее,False,выше среднего,"Android,Другое",18/05/2015 13:09:06,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36 OPR/29.0.1795.47"
Software Engineer,C#/.NET,,4,4,2000,0,Харьков,до 1000 человек,Аутсорсинговая,m,25,Высшее,False,средний,"Desktop Applications,Веб-разработка",18/05/2015 13:09:09,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.105 Safari/537.36 Vivaldi/1.0.162.4"
Junior QA engineer,,General QA,1,1,200,0,Запорожье,до 200 человек,Аутсорсинговая,m,25,Высшее,False,средний,,18/05/2015 13:09:27,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36"
Junior Software Engineer,Java,,3,2,1500,800,Одесса,до 1000 человек,Аутсорсинговая,m,23,Высшее,False,элементарный,Embedded,18/05/2015 13:09:40,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
Software Engineer,PHP,,3,3,1600,300,Львов,до 50 человек,Другая,m,24,Высшее,False,средний,Веб-разработка,18/05/2015 13:09:45,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/41.0.2272.76 Chrome/41.0.2272.76 Safari/537.36"
Software Engineer,PHP,,4,4,1700,150,Харьков,до 50 человек,Аутсорсинговая,m,26,Высшее,False,средний,Веб-разработка,18/05/2015 13:09:50,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36"
DevOps,,,6,1,3000,0,Киев,до 10 человек,Стартап,m,26,Среднее,False,средний,Веб-разработка,18/05/2015 13:11:05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
Junior QA engineer,,Manual QA,1.5,1.5,1200,400,Киев,до 200 человек,Аутсорсинговая,f,26,Два высших,False,выше среднего,eCommerce,18/05/2015 13:11:12,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Software Engineer,Java,,4,0.5,2500,1200,Киев,до 50 человек,Аутсорсинговая,m,27,Высшее,False,выше среднего,Android,18/05/2015 13:11:14,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Product Manager,,,10 и более лет,1,5000,0,Киев,до 10 человек,Продуктовая,m,32,Два высших,False,продвинутый,,18/05/2015 13:11:18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
Верстальщик,,,2,0.5,1000,600,Киев,до 200 человек,Продуктовая,f,21,Незаконченное высшее,True,ниже среднего,Веб-разработка,18/05/2015 13:11:19,"Mozilla/5.0 (Linux; Android 5.1; Nexus 5 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.111 Mobile Safari/537.36"
System Architect,PHP,,10 и более лет,0.5,3500,-500,Другой,до 10 человек,Аутсорсинговая,m,32,Среднее,False,выше среднего,"Веб-разработка,Корпоративные системы",18/05/2015 13:11:21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36"
Software Engineer,C#/.NET,,2,2,1200,200,Харьков,до 50 человек,Продуктовая,m,26,Высшее,False,выше среднего,Desktop Applications,18/05/2015 13:11:25,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Junior Software Engineer,JavaScript,,0.5,0.5,880,176,Днепропетровск,до 200 человек,Аутсорсинговая,f,20,Незаконченное высшее,True,средний,Веб-разработка,18/05/2015 13:11:33,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
Software Engineer,C#/.NET,,3,1,2000,0,Киев,свыше 1000 человек,Аутсорсинговая,m,30,Высшее,False,выше среднего,Веб-разработка,18/05/2015 13:11:52,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Junior QA engineer,,General QA,0.5,0.5,800,0,Харьков,до 1000 человек,Продуктовая,m,27,Незаконченное высшее,False,ниже среднего,"Телекоммуникации,Корпоративные системы",18/05/2015 13:11:59,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/41.0.2272.76 Chrome/41.0.2272.76 Safari/537.36"
Software Engineer,Java,,1.5,0.25,1500,1000,Киев,до 50 человек,Продуктовая,m,30,Незаконченное высшее,False,ниже среднего,"Desktop Applications,Веб-разработка",18/05/2015 13:12:03,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Sales manager,,,4,0.25,800,0,Львов,до 200 человек,Аутсорсинговая,m,29,Высшее,False,выше среднего,"Desktop Applications,Корпоративные системы",18/05/2015 13:12:14,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Дизайнер,,,6,1.5,3000,1000,Киев,свыше 1000 человек,Аутсорсинговая,f,25,Высшее,False,выше среднего,"Android,Веб-разработка",18/05/2015 13:12:19,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Software Engineer,JavaScript,,3,0.5,1720,300,Винница,свыше 1000 человек,Аутсорсинговая,f,26,Высшее,False,средний,Веб-разработка,18/05/2015 13:12:25,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
Бизнес-аналитик,,,1.5,0.5,500,200,Киев,до 50 человек,Продуктовая,m,22,Высшее,False,средний,Телекоммуникации,18/05/2015 13:12:30,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
HR,,,5,4,1300,0,Одесса,до 200 человек,Другая,f,27,Высшее,False,средний,,18/05/2015 13:12:32,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
Director of Engineering / Program Director,,,9,4,2000,0,Киев,до 50 человек,Аутсорсинговая,m,24,Высшее,False,выше среднего,"Android,iOS",18/05/2015 13:12:34,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Senior Software Engineer,C#/.NET,,9,1,3410,200,Киев,свыше 1000 человек,Аутстаффинговая,m,29,Высшее,False,продвинутый,"Веб-разработка,Корпоративные системы",18/05/2015 13:12:45,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.118 Safari/537.36"
Technical Lead,C#/.NET,,5,2,3100,150,Киев,до 200 человек,Аутстаффинговая,m,28,Высшее,False,выше среднего,Desktop Applications,18/05/2015 13:12:55,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36 OPR/29.0.1795.47"
Software Engineer,JavaScript,,4,0.25,2000,200,Киев,свыше 1000 человек,Аутсорсинговая,m,24,Высшее,False,продвинутый,Корпоративные системы,18/05/2015 13:13:01,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2387.0 Safari/537.36"
Software Engineer,C#/.NET,,4,1.5,2100,200,Львов,свыше 1000 человек,Аутсорсинговая,m,24,Высшее,False,средний,"Веб-разработка,Корпоративные системы",18/05/2015 13:13:20,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36"
Software Engineer,PHP,,5,1.5,500,25,Киев,до 10 человек,Аутсорсинговая,m,28,Высшее,False,средний,"Веб-разработка,Корпоративные системы",18/05/2015 13:13:37,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
Software Engineer,C++,,3,1,1500,600,Львов,до 200 человек,Аутсорсинговая,m,25,Высшее,False,ниже среднего,"Embedded,Системное программирование",18/05/2015 13:13:54,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Team lead,,,6,5,3300,300,Киев,до 50 человек,Продуктовая,m,26,Высшее,False,выше среднего,Финансы и банки,18/05/2015 13:14:24,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Senior Software Engineer,Java,,10 и более лет,10 и более лет,3300,300,Киев,до 200 человек,Аутсорсинговая,m,30,Высшее,False,средний,"Android,iOS",18/05/2015 13:15:15,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3"
Software Engineer,C++,,3,2,2016,300,Киев,свыше 1000 человек,Аутстаффинговая,m,27,Высшее,False,выше среднего,"Финансы и банки,Корпоративные системы",18/05/2015 13:15:21,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36"
Дизайнер,,,2,2,500,150,Николаев,свыше 1000 человек,Аутсорсинговая,m,23,Высшее,True,средний,Веб-разработка,18/05/2015 13:15:35,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36"
Senior QA engineer,,General QA,7,0.5,3000,400,Киев,до 1000 человек,Аутсорсинговая,m,33,Высшее,False,выше среднего,"Корпоративные системы,Другое",18/05/2015 13:15:35,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36"
Junior Software Engineer,Ruby/Rails,,2,0.25,1100,500,Львов,до 50 человек,Продуктовая,m,27,Высшее,False,средний,Веб-разработка,18/05/2015 13:16:05,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Junior Software Engineer,Java,,0.5,0.5,576,0,Харьков,до 1000 человек,Аутсорсинговая,m,21,Незаконченное высшее,True,средний,"Веб-разработка,Корпоративные системы",18/05/2015 13:16:18,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Software Engineer,SQL,,3,1.5,1400,250,Киев,до 10 человек,Стартап,m,32,Высшее,False,средний,Веб-разработка,18/05/2015 13:16:19,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
