"Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"915","Project manager","","","3.5","1.5",1200,100,"Харьков","до 10 человек","Аутсорсинговая","мужской",25,"Высшее","False","выше среднего","Веб-разработка,eCommerce","19/05/2014 16:04:48","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",3.5,1.5,"Харьков",1200,NA,"PM"
"916","Системный администратор","","","3","2",2000,500,"Киев","до 50 человек","Продуктовая","мужской",26,"Высшее","False","ниже среднего","Веб-разработка","19/05/2014 16:05:59","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.71 Safari/537.36",3,2,"Киев",2000,NA,"ADM"
"917","Software Engineer","Java","","3","1.75",2160,760,"Киев","свыше 1000 человек","Другая","мужской",25,"Незаконченное высшее","False","средний","Корпоративные системы","19/05/2014 16:06:41","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)",3,1.75,"Киев",2160,NA,"DEV"
"918","Senior Software Engineer","Objective-C","","4","2",2800,550,"Одесса","до 50 человек","Продуктовая","женский",27,"Высшее","False","средний","iOS","19/05/2014 16:07:00","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9) AppleWebKit/537.71 (KHTML, like Gecko) Version/7.0 Safari/537.71",4,2,"Одесса",2800,NA,"DEV"
"919","Системный администратор","SQL","","9","3",1100,-100,"Киев","свыше 1000 человек","Другая","мужской",31,"Высшее","False","средний","Телекоммуникации","19/05/2014 16:07:58","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",9,3,"Киев",1100,NA,"ADM"
"920","Software Engineer","Java","","2","0.75",1800,500,"Львов","до 200 человек","Аутстаффинговая","мужской",25,"Высшее","False","выше среднего","Android,Desktop Applications","19/05/2014 16:08:02","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",2,0.75,"Львов",1800,NA,"DEV"
"921","Senior QA engineer","","Manual QA","6","6",2000,0,"Харьков","свыше 1000 человек","Аутсорсинговая","женский",28,"Высшее","False","выше среднего","Веб-разработка,Корпоративные системы","19/05/2014 16:08:04","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",6,6,"Харьков",2000,NA,"QA"
"922","Senior Software Engineer","Java","","3","0.75",2000,1200,"Днепр.","свыше 1000 человек","Аутсорсинговая","мужской",22,"Высшее","False","выше среднего","Веб-разработка,Финансы и банки","19/05/2014 16:08:23","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",3,0.75,"Днепр.",2000,NA,"DEV"
"923","Junior QA engineer","","Manual QA","меньше 3 месяцев","меньше 3 месяцев",300,0,"Львов","до 50 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Веб-разработка","19/05/2014 16:08:36","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",0,0,"Львов",300,NA,"QA"
"924","Junior Software Engineer","C#/.NET","","1.75","1.75",700,200,"Винница","до 10 человек","Аутсорсинговая","мужской",23,"Высшее","False","средний","Веб-разработка,eCommerce","19/05/2014 16:10:51","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1.75,1.75,"other",700,NA,"DEV"
"925","QA engineer","","General QA","2.5","2.5",1615,200,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",26,"Высшее","False","выше среднего","Embedded,Мультимедиа","19/05/2014 16:11:08","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",2.5,2.5,"Киев",1615,NA,"QA"
"926","Senior Software Engineer","Java","","4","2",3450,1500,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",25,"Два высших","False","продвинутый","Android,Веб-разработка","19/05/2014 16:11:57","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",4,2,"Львов",3450,NA,"DEV"
"927","Project manager","","","0.75","0.75",2000,500,"Днепр.","свыше 1000 человек","Аутсорсинговая","мужской",27,"Высшее","False","выше среднего","Веб-разработка,Финансы и банки","19/05/2014 16:12:13","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",0.75,0.75,"Днепр.",2000,NA,"PM"
"928","Senior Software Engineer","Java","","3","0.75",2500,1000,"Днепр.","свыше 1000 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Веб-разработка,Финансы и банки","19/05/2014 16:12:18","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",3,0.75,"Днепр.",2500,NA,"DEV"
"929","HR","","","6.5","1.75",1472,200,"Харьков","свыше 1000 человек","Аутстаффинговая","мужской",28,"Высшее","False","средний","Другое","19/05/2014 16:12:53","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",6.5,1.75,"Харьков",1472,NA,""
"930","Junior Software Engineer","C#/.NET","","1","1",450,450,"Львов","до 200 человек","Аутсорсинговая","мужской",21,"Незаконченное высшее","True","средний","Desktop Applications,Веб-разработка","19/05/2014 16:13:28","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1,1,"Львов",450,NA,"DEV"
"931","Software Engineer","Java","","меньше 3 месяцев","меньше 3 месяцев",3000,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Веб-разработка,Корпоративные системы","19/05/2014 16:13:39","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",0,0,"Киев",3000,NA,"DEV"
"932","Software Engineer","C#/.NET","","6","6",1300,0,"Харьков","до 50 человек","Аутсорсинговая","мужской",28,"Высшее","False","ниже среднего","Веб-разработка","19/05/2014 16:13:50","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.17",6,6,"Харьков",1300,NA,"DEV"
"933","Junior Software Engineer","Java","","2","1",1500,300,"Киев","до 200 человек","Продуктовая","мужской",29,"Кандидат","False","средний","Веб-разработка","19/05/2014 16:13:54","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",2,1,"Киев",1500,NA,"DEV"
"934","QA engineer","","General QA","2","0.25",1850,1200,"Киев","до 50 человек","Аутсорсинговая","мужской",24,"Высшее","False","выше среднего","Android,iOS","19/05/2014 16:13:56","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",2,0.25,"Киев",1850,NA,"QA"
"935","Software Engineer","Java","","3","1.5",2050,500,"Киев","до 1000 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Веб-разработка,Корпоративные системы","19/05/2014 16:14:02","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",3,1.5,"Киев",2050,NA,"DEV"
"936","Software Engineer","C++","","3","3",1650,650,"Киев","до 200 человек","Продуктовая","мужской",33,"Два высших","False","ниже среднего","Телекоммуникации,Другое","19/05/2014 16:14:30","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:29.0) Gecko/20100101 Firefox/29.0",3,3,"Киев",1650,NA,"DEV"
"937","Senior Software Engineer","Java","","7","7",3300,200,"Днепр.","до 50 человек","Продуктовая","мужской",26,"Высшее","False","ниже среднего","Веб-разработка,Другое","19/05/2014 16:14:47","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.17",7,7,"Днепр.",3300,NA,"DEV"
"938","Project manager","","","4","1.25",2620,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",28,"Высшее","False","продвинутый","Телекоммуникации,Финансы и банки","19/05/2014 16:14:58","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.102 YaBrowser/14.2.1700.12599 Safari/537.36",4,1.25,"Киев",2620,NA,"PM"
"939","QA engineer","","General QA","2.5","0.5",1900,500,"Киев","до 50 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Android,iOS","19/05/2014 16:15:33","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",2.5,0.5,"Киев",1900,NA,"QA"
"940","Senior Software Engineer","JavaScript","","10 и более лет","3",3150,200,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",33,"Два высших","False","средний","Android,Веб-разработка","19/05/2014 16:16:53","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/34.0.1847.116 Chrome/34.0.1847.116 Safari/537.36",10,3,"Киев",3150,NA,"DEV"
"941","Software Engineer","PHP","","4","4",1200,200,"Хмельницкий","до 50 человек","Аутсорсинговая","мужской",28,"Два высших","False","средний","Веб-разработка","19/05/2014 16:17:15","Opera/9.80 (X11; Linux x86_64) Presto/2.12.388 Version/12.16",4,4,"other",1200,NA,"DEV"
"942","Senior QA engineer","","Manual QA","5.5","0.25",2400,550,"Киев","до 50 человек","Стартап","мужской",26,"Высшее","False","выше среднего","eCommerce,Корпоративные системы","19/05/2014 16:18:09","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.17",5.5,0.25,"Киев",2400,NA,"QA"
"943","QA Tech Lead","","Manual QA","9","4",2150,55,"Киев","до 50 человек","Аутстаффинговая","женский",32,"Два высших","False","выше среднего","Desktop Applications,Другое","19/05/2014 16:18:48","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",9,4,"Киев",2150,NA,"QA"
"944","Junior Software Engineer","PHP","","1","1",600,300,"Харьков","свыше 1000 человек","Аутсорсинговая","мужской",20,"Незаконченное высшее","True","средний","Веб-разработка,eCommerce","19/05/2014 16:19:01","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1,1,"Харьков",600,NA,"DEV"
"945","Senior Software Engineer","Flex/Flash/AIR","","4","1",3000,0,"Киев","до 1000 человек","Аутсорсинговая","мужской",27,"Два высших","False","выше среднего","Gamedev","19/05/2014 16:19:54","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",4,1,"Киев",3000,NA,"DEV"
"946","Junior Software Engineer","Java","","0.5","0.5",760,0,"Харьков","свыше 1000 человек","Аутсорсинговая","мужской",20,"Незаконченное высшее","True","выше среднего","Корпоративные системы,Другое","19/05/2014 16:20:02","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",0.5,0.5,"Харьков",760,NA,"DEV"
"947","Junior Software Engineer","C++","","1.25","1.25",1000,500,"Киев","до 50 человек","Продуктовая","мужской",19,"Среднее","False","средний","Gamedev","19/05/2014 16:20:19","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",1.25,1.25,"Киев",1000,NA,"DEV"
"949","Software Engineer","PHP","","8","3",1750,0,"Харьков","до 200 человек","Аутсорсинговая","мужской",38,"Высшее","False","средний","Веб-разработка,eCommerce","19/05/2014 16:21:57","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36",8,3,"Харьков",1750,NA,"DEV"
"950","Junior Software Engineer","Objective-C","","0.75","0.75",900,400,"Тернополь","до 200 человек","Аутсорсинговая","мужской",21,"Высшее","False","продвинутый","iOS","19/05/2014 16:23:15","Mozilla/5.0 (iPod; CPU iPhone OS 7_1_1 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) CriOS/34.0.1847.18 Mobile/11D201 Safari/9537.53",0.75,0.75,"other",900,NA,"DEV"
"951","Верстальщик","","","5","1",1100,0,"Харьков","до 200 человек","Аутсорсинговая","мужской",28,"Высшее","False","ниже среднего","Веб-разработка","19/05/2014 16:23:49","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",5,1,"Харьков",1100,NA,""
"952","Senior Software Engineer","JavaScript","","6","3",2100,200,"Харьков","до 200 человек","Аутсорсинговая","мужской",30,"Высшее","False","средний","Веб-разработка","19/05/2014 16:23:50","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36",6,3,"Харьков",2100,NA,"DEV"
"953","Software Engineer","JavaScript","","3","0.75",2180,1670,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",22,"Незаконченное высшее","True","средний","Веб-разработка,Финансы и банки","19/05/2014 16:24:10","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",3,0.75,"Киев",2180,NA,"DEV"
"954","Senior Software Engineer","PHP","","3","0.25",2300,800,"Киев","до 50 человек","Продуктовая","мужской",22,"Высшее","False","выше среднего","Веб-разработка,Телекоммуникации","19/05/2014 16:24:23","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:27.0) Gecko/20100101 Firefox/27.0",3,0.25,"Киев",2300,NA,"DEV"
"955","QA Tech Lead","","General QA","4.5","2.5",1900,300,"Харьков","до 200 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Веб-разработка","19/05/2014 16:24:36","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",4.5,2.5,"Харьков",1900,NA,"QA"
"956","Software Engineer","C#/.NET","","1.5","меньше 3 месяцев",1800,900,"Киев","до 1000 человек","Продуктовая","мужской",23,"Высшее","False","средний","Desktop Applications","19/05/2014 16:25:05","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1.5,0,"Киев",1800,NA,"DEV"
"957","QA engineer","","Manual QA","3","1.5",1100,400,"Харьков","до 200 человек","Аутстаффинговая","мужской",24,"Высшее","False","средний","Веб-разработка","19/05/2014 16:25:30","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",3,1.5,"Харьков",1100,NA,"QA"
"958","Software Engineer","Other","","10 и более лет","2",1800,-400,"Киев","до 50 человек","Другая","мужской",34,"Высшее","False","ниже среднего","Финансы и банки,Корпоративные системы","19/05/2014 16:25:41","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",10,2,"Киев",1800,NA,"DEV"
"959","QA engineer","","Manual QA","2.5","2.5",1200,200,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",27,"Два высших","False","средний","Android,iOS","19/05/2014 16:26:09","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",2.5,2.5,"Львов",1200,NA,"QA"
"960","Senior Software Engineer","C#/.NET","","3","1.5",2500,300,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",24,"Среднее","False","ниже среднего","Веб-разработка,Корпоративные системы","19/05/2014 16:26:09","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",3,1.5,"Киев",2500,NA,"DEV"
"961","Senior Software Engineer","PHP","","8","4",2380,0,"Харьков","до 200 человек","Аутсорсинговая","мужской",29,"Высшее","False","средний","Веб-разработка","19/05/2014 16:27:41","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",8,4,"Харьков",2380,NA,"DEV"
"962","Project manager","","","1.5","0.25",700,0,"Харьков","до 200 человек","Аутсорсинговая","мужской",24,"Высшее","False","продвинутый","eCommerce,Корпоративные системы","19/05/2014 16:28:44","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1.5,0.25,"Харьков",700,NA,"PM"
"963","Software Engineer","Scala","","1.5","1.25",2000,500,"Черновцы","до 10 человек","Стартап","мужской",25,"Высшее","False","средний","Веб-разработка,Другое","19/05/2014 16:28:47","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1.5,1.25,"other",2000,NA,"DEV"
"964","Software Engineer","JavaScript","","2","1",1500,0,"Харьков","до 200 человек","Другая","мужской",26,"Высшее","False","ниже среднего","Веб-разработка","19/05/2014 16:29:13","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.1997.6 Safari/537.36",2,1,"Харьков",1500,NA,"DEV"
"965","Project manager","","","2.5","1.5",1300,200,"Харьков","до 200 человек","Аутсорсинговая","женский",25,"Незаконченное высшее","False","продвинутый","Веб-разработка","19/05/2014 16:29:16","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",2.5,1.5,"Харьков",1300,NA,"PM"
"966","QA Tech Lead","","General QA","8.5","1.5",3150,150,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",28,"Высшее","False","выше среднего","Веб-разработка","19/05/2014 16:30:00","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",8.5,1.5,"Киев",3150,NA,"QA"
"967","Junior QA engineer","","Manual QA","1","1",500,200,"Харьков","до 10 человек","Аутсорсинговая","мужской",23,"Высшее","False","средний","Веб-разработка","19/05/2014 16:30:36","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1,1,"Харьков",500,NA,"QA"
"968","Senior Software Engineer","Java","","6","1",3700,700,"Киев","до 50 человек","Аутстаффинговая","мужской",25,"Высшее","False","выше среднего","Веб-разработка","19/05/2014 16:30:45","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",6,1,"Киев",3700,NA,"DEV"
"969","Software Engineer","Python","","3","1.5",2000,600,"Севастополь","до 50 человек","Стартап","мужской",23,"Высшее","False","выше среднего","Системное программирование,Другое","19/05/2014 16:30:58","Mozilla/5.0 (X11; Linux x86_64; rv:22.0) Gecko/20100101 Firefox/22.0",3,1.5,"other",2000,NA,"DEV"
"970","Technical Lead","PHP","","2.5","2",1650,750,"Харьков","до 200 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Веб-разработка","19/05/2014 16:31:24","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",2.5,2,"Харьков",1650,NA,"SDEV"
"971","Software Engineer","C++","","2.5","0.25",500,-400,"Киев","до 10 человек","Стартап","мужской",24,"Высшее","False","ниже среднего","Embedded,Системное программирование","19/05/2014 16:31:28","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",2.5,0.25,"Киев",500,NA,"DEV"
"972","QA engineer","","Manual QA","3","2",1700,100,"Киев","до 200 человек","Аутстаффинговая","мужской",26,"Высшее","False","выше среднего","Телекоммуникации","19/05/2014 16:31:37","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",3,2,"Киев",1700,NA,"QA"
"973","Системный администратор","","","6","5",1420,100,"Харьков","до 200 человек","Аутсорсинговая","мужской",29,"Высшее","False","ниже среднего","Веб-разработка","19/05/2014 16:32:17","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",6,5,"Харьков",1420,NA,"ADM"
"974","Senior Software Engineer","JavaScript","","6","1.5",3235,235,"Львов","до 1000 человек","Аутсорсинговая","мужской",29,"Высшее","False","продвинутый","Веб-разработка","19/05/2014 16:32:35","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.86 Safari/537.36 OPR/22.0.1471.16 (Edition Next)",6,1.5,"Львов",3235,NA,"DEV"
"975","Software Engineer","Other","","5.5","3.5",834,166,"Днепр.","до 10 человек","Другая","мужской",27,"Высшее","False","элементарный","Корпоративные системы,Другое","19/05/2014 16:33:12","Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0",5.5,3.5,"Днепр.",834,NA,"DEV"
"976","Team lead","","","3.5","2",2400,800,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","выше среднего","Веб-разработка,Корпоративные системы","19/05/2014 16:33:17","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",3.5,2,"Львов",2400,NA,"PM"
"977","Software Engineer","C#/.NET","","4.5","меньше 3 месяцев",2000,400,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",23,"Высшее","False","выше среднего","Desktop Applications","19/05/2014 16:33:49","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",4.5,0,"Киев",2000,NA,"DEV"
"978","Бизнес-аналитик","","","10 и более лет","7",2500,100,"Харьков","до 50 человек","Продуктовая","мужской",38,"Кандидат","False","выше среднего","Финансы и банки,Корпоративные системы","19/05/2014 16:36:07","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",10,7,"Харьков",2500,NA,""
"979","Junior Software Engineer","Objective-C","","1","0.5",1100,0,"Донецк","до 50 человек","Аутсорсинговая","мужской",22,"Высшее","False","средний","iOS","19/05/2014 16:36:23","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.67",1,0.5,"other",1100,NA,"DEV"
"980","Senior Software Engineer","Java","","10 и более лет","6",4300,0,"Киев","до 10 человек","Продуктовая","мужской",35,"Высшее","False","выше среднего","Другое","19/05/2014 16:37:11","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0",10,6,"Киев",4300,NA,"DEV"
"981","Junior Software Engineer","C#/.NET","","0.75","0.75",900,0,"Киев","до 10 человек","Продуктовая","мужской",22,"Высшее","False","ниже среднего","Desktop Applications,Корпоративные системы","19/05/2014 16:37:23","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",0.75,0.75,"Киев",900,NA,"DEV"
"982","QA engineer","","Automation QA","1.25","1.25",960,160,"Киев","свыше 1000 человек","Продуктовая","женский",23,"Два высших","False","средний","Android","19/05/2014 16:37:32","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36 OPR/15.0.1147.153",1.25,1.25,"Киев",960,NA,"QA"
"983","Software Engineer","Flex/Flash/AIR","","3.5","2.5",1140,340,"Винница","до 200 человек","Продуктовая","мужской",24,"Высшее","False","ниже среднего","Веб-разработка,Gamedev","19/05/2014 16:37:56","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",3.5,2.5,"other",1140,NA,"DEV"
"984","Software Engineer","Java","","1.5","0.5",1300,300,"Киев","до 200 человек","Аутстаффинговая","женский",31,"Незаконченное высшее","False","выше среднего","Android","19/05/2014 16:38:24","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",1.5,0.5,"Киев",1300,NA,"DEV"
"985","Junior Software Engineer","C#/.NET","","0.75","0.75",750,90,"Львов","до 10 человек","Продуктовая","мужской",21,"Незаконченное высшее","True","средний","Desktop Applications,Другое","19/05/2014 16:39:06","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",0.75,0.75,"Львов",750,NA,"DEV"
"986","Software Engineer","Java","","меньше 3 месяцев","1.5",1000,750,"Харьков","до 1000 человек","Продуктовая","мужской",29,"Высшее","False","средний","Gamedev,Финансы и банки","19/05/2014 16:39:26","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",0,1.5,"Харьков",1000,NA,"DEV"
"987","Junior Software Engineer","C#/.NET","","1","1",750,750,"Харьков","до 200 человек","Аутсорсинговая","мужской",28,"Высшее","False","элементарный","Веб-разработка","19/05/2014 16:39:28","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1,1,"Харьков",750,NA,"DEV"
"988","Senior QA engineer","","Manual QA","4","1",2350,0,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",28,"Высшее","False","средний","Android,iOS","19/05/2014 16:39:39","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",4,1,"Киев",2350,NA,"QA"
"989","Software Engineer","C++","","3","3",2850,1000,"Киев","до 200 человек","Аутсорсинговая","мужской",21,"Незаконченное высшее","True","средний","Android,Системное программирование","19/05/2014 16:39:45","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36",3,3,"Киев",2850,NA,"DEV"
"990","QA engineer","","Automation QA","меньше 3 месяцев","3",2000,200,"Киев","до 200 человек","Продуктовая","мужской",29,"Высшее","False","средний","Desktop Applications,Веб-разработка","19/05/2014 16:39:45","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",0,3,"Киев",2000,NA,"QA"
