"","X","Возраст","Пол","Должность","Образование","Язык.программирования","Индустрия","Предметная.область","Доп..специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Средняя.зарплата.в.месяц","Валюта","Годовые.премии.и.бонусы","Валюта.1","Размер.компании","Город","Уровень.английского","Дата.заполнения","User.Agent","exp","loc","salary","cls"
"383",NA,25,"m","Senior QA engineer","Высшее","","Нету",NA,"General QA","4.5","меньше 3 месяцев",1400,"d",400,"d","до 100 человек","Днепр.","выше среднего","24/05/2012 12:32:27","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",4.5,"Днепр.",1400,"QA"
"384",NA,22,"m","Junior Software Engineer","Высшее","Java","Нету",NA,"","меньше 3 месяцев","меньше 3 месяцев",400,"d",0,"d","до 200 человек","Днепр.","средний","24/05/2012 12:32:43","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",0,"Днепр.",400,"DEV"
"385",NA,25,"m","Software Engineer","Высшее","APL","Нету",NA,"","4","1",1500,"d",0,"d","до 10 человек","Киев","элементарный","24/05/2012 12:33:10","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.162 Safari/535.19",4,"Киев",1500,"DEV"
"386",NA,23,"m","Junior Software Engineer","Высшее","Java","Нету",NA,"","1.25","0.75",550,"d",1000,"d","до 10 человек","Симферополь","элементарный","24/05/2012 12:34:02","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.79 Safari/535.11",1.25,"other",550,"DEV"
"387",NA,26,"m","QA engineer","Высшее","","Нету",NA,"Automation QA","6","0.75",5100,"d",5000,"d","до 1000 человек","Львов","продвинутый","24/05/2012 12:34:21","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.168 Safari/535.19",6,"Львов",5100,"QA"
"388",NA,20,"m","Software Engineer","Незаконченное высшее","Java","Нету",NA,"","1.75","1",1300,"d",1000,"d","до 100 человек","Киев","выше среднего","24/05/2012 12:34:39","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",1.75,"Киев",1300,"DEV"
"389",NA,29,"m","Software Engineer","Высшее","PHP","Нету",NA,"","3","меньше 3 месяцев",2100,"d",0,"d","до 50 человек","Киев","средний","24/05/2012 12:35:34","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",3,"Киев",2100,"DEV"
"390",NA,24,"m","Senior Software Engineer","Высшее","Objective-C","Нету",NA,"","4.5","2",3000,"d",3000,"d","до 100 человек","Киев","средний","24/05/2012 12:35:58","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:11.0) Gecko/20100101 Firefox/11.0",4.5,"Киев",3000,"DEV"
"391",NA,24,"m","QA engineer","Высшее","","Нету",NA,"General QA","2.5","0.75",1200,"d",300,"d","до 10 человек","Харьков","выше среднего","24/05/2012 12:36:27","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",2.5,"Харьков",1200,"QA"
"392",NA,23,"m","Software Engineer","Незаконченное высшее","Python","Нету",NA,"","1.75","1.75",11000,"h",0,"d","до 10 человек","Киев","ниже среднего","24/05/2012 12:37:20","Opera/9.80 (X11; Linux i686; U; ru) Presto/2.10.229 Version/11.64",1.75,"Киев",1375,"DEV"
"393",NA,25,"m","Верстальщик","Высшее","","Нету",NA,"","5","2",2600,"d",0,"d","до 10 человек","Киев","средний","24/05/2012 12:37:45","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0",5,"Киев",2600,""
"394",NA,23,"m","Software Engineer","Высшее","Java","Нету",NA,"","2.5","0.75",1500,"d",0,"d","до 1000 человек","Киев","средний","24/05/2012 12:38:25","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",2.5,"Киев",1500,"DEV"
"395",NA,27,"m","Бизнес-аналитик","Высшее","","Нету",NA,"","4.5","1",2800,"d",0,"d","до 1000 человек","Киев","выше среднего","24/05/2012 12:39:06","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0)",4.5,"Киев",2800,""
"396",NA,21,"m","QA engineer","Высшее","","Нету",NA,"General QA","1.5","1.5",1300,"d",0,"d","до 100 человек","Львов","средний","24/05/2012 12:39:19","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2",1.5,"Львов",1300,"QA"
"397",NA,23,"m","Technical Lead","Высшее","C#/.NET","Нету",NA,"","3","0.5",2600,"d",0,"d","до 50 человек","Харьков","выше среднего","24/05/2012 12:40:07","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",3,"Харьков",2600,"SDEV"
"398",NA,22,"f","QA engineer","Высшее","","Нету",NA,"Manual QA","2","2",900,"d",0,"d","до 50 человек","Днепр.","средний","24/05/2012 12:40:12","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.28) Gecko/20120306 Firefox/3.6.28 sputnik 2.4.0.49",2,"Днепр.",900,"QA"
"399",NA,27,"m","Senior Project Manager / Program Manager","Высшее","","Нету",NA,"","6","1",3500,"d",0,"d","до 100 человек","Днепр.","выше среднего","24/05/2012 12:40:39","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",6,"Днепр.",3500,"SPM"
"400",NA,22,"m","Software Engineer","Незаконченное высшее","Objective-C","Нету",NA,"","1.5","0.25",1500,"d",0,"d","до 50 человек","Киев","выше среднего","24/05/2012 12:40:39","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",1.5,"Киев",1500,"DEV"
"401",NA,20,"m","Software Engineer","Незаконченное высшее","C#/.NET","Нету",NA,"","1.5","1.5",1300,"d",0,"d","до 200 человек","Харьков","средний","24/05/2012 12:41:04","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",1.5,"Харьков",1300,"DEV"
"402",NA,29,"m","Senior QA engineer","Высшее","","Нету",NA,"Automation QA","1","меньше 3 месяцев",2500,"d",0,"d","до 100 человек","Киев","средний","24/05/2012 12:41:32","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",1,"Киев",2500,"QA"
"403",NA,24,"m","Системный администратор","Высшее","","Нету",NA,"","4","3",2000,"d",2000,"h","до 50 человек","Луганск","выше среднего","24/05/2012 12:42:18","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:12.0) Gecko/20100101 Firefox/12.0",4,"other",2000,"ADM"
"404",NA,26,"m","Software Engineer","Высшее","PHP","Нету",NA,"","4","1.5",10000,"h",0,"d","до 10 человек","Киев","ниже среднего","24/05/2012 12:42:53","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",4,"Киев",1250,"DEV"
"405",NA,27,"m","Software Engineer","Незаконченное высшее","Flex/Flash/AIR","Нету",NA,"","2","1.5",800,"d",0,"d","до 100 человек","Николаев","ниже среднего","24/05/2012 12:43:03","Mozilla/5.0 (Windows NT 5.2) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",2,"other",800,"DEV"
"406",NA,36,"m","Бизнес-аналитик","Высшее","","Нету",NA,"","8","0.25",21000,"h",0,"d","до 1000 человек","Киев","средний","24/05/2012 12:43:22","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0",8,"Киев",2625,""
"407",NA,27,"m","Software Engineer","Высшее","SQL","Нету",NA,"","4","меньше 3 месяцев",1500,"d",0,"d","до 1000 человек","Киев","средний","24/05/2012 12:44:55","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0",4,"Киев",1500,"DEV"
"408",NA,25,"m","Software Engineer","Высшее","Java","Нету",NA,"","3","2",1200,"d",1200,"d","до 100 человек","Львов","ниже среднего","24/05/2012 12:45:37","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",3,"Львов",1200,"DEV"
"409",NA,23,"m","Junior Software Engineer","Среднее","JavaScript","Нету",NA,"","1.5","0.75",1000,"d",0,"d","до 50 человек","Киев","продвинутый","24/05/2012 12:45:40","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",1.5,"Киев",1000,"DEV"
"410",NA,27,"m","Senior QA engineer","Высшее","","Нету",NA,"Manual QA","5","2",1800,"d",0,"d","до 100 человек","Львов","выше среднего","24/05/2012 12:45:41","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.11 Safari/536.11",5,"Львов",1800,"QA"
"411",NA,24,"m","QA engineer","Незаконченное высшее","","Нету",NA,"General QA","2.5","2.5",1000,"d",1200,"d","до 200 человек","Львов","выше среднего","24/05/2012 12:45:44","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",2.5,"Львов",1000,"QA"
"412",NA,25,"m","Software Engineer","Высшее","Java","Нету",NA,"","3","2",10000,"h",0,"d","до 10 человек","Луганск","средний","24/05/2012 12:46:05","Opera/9.80 (X11; Linux x86_64; U; ru) Presto/2.10.229 Version/11.64",3,"other",1250,"DEV"
"413",NA,30,"m","Technical Lead","Высшее","PHP","Нету",NA,"","10 и более лет","3",2100,"d",0,"d","до 50 человек","Киев","средний","24/05/2012 12:47:31","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",10,"Киев",2100,"SDEV"
"414",NA,26,"m","Senior Software Engineer","Высшее","C#/.NET","Нету",NA,"","6","2.5",3000,"d",0,"d","до 50 человек","Харьков","средний","24/05/2012 12:48:07","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",6,"Харьков",3000,"DEV"
"415",NA,36,"m","Project manager","Высшее","","Нету",NA,"","5","4",3300,"d",0,"d","до 50 человек","Одесса","продвинутый","24/05/2012 12:48:24","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1145.0 Safari/537.1",5,"other",3300,"PM"
"416",NA,27,"m","Senior Software Engineer","Высшее","C++","Нету",NA,"","7","0.75",2850,"d",0,"d","до 1000 человек","Днепр.","выше среднего","24/05/2012 12:48:25","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",7,"Днепр.",2850,"DEV"
"417",NA,26,"m","Software Engineer","Высшее","Java","Нету",NA,"","4","4",1100,"d",600,"d","до 50 человек","Днепр.","средний","24/05/2012 12:48:57","Mozilla/5.0 (X11; Linux x86_64; rv:11.0) Gecko/20100101 Firefox/11.0",4,"Днепр.",1100,"DEV"
"418",NA,22,"m","Software Engineer","Незаконченное высшее","PHP","Нету",NA,"","3.5","2.5",1400,"d",0,"d","до 10 человек","Харьков","средний","24/05/2012 12:49:35","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",3.5,"Харьков",1400,"DEV"
"419",NA,30,"m","Senior Software Engineer","Высшее","Flex/Flash/AIR","Нету",NA,"","6","меньше 3 месяцев",2500,"d",0,"d","до 1000 человек","Киев","средний","24/05/2012 12:52:30","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",6,"Киев",2500,"DEV"
"420",NA,22,"m","Junior Software Engineer","Высшее","Java","Нету",NA,"","1","0.5",800,"d",0,"d","до 1000 человек","Киев","средний","24/05/2012 12:53:01","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",1,"Киев",800,"DEV"
"421",NA,33,"f","Software Engineer","Высшее","Java","Нету",NA,"","10 и более лет","2.5",2400,"d",0,"d","до 100 человек","Харьков","продвинутый","24/05/2012 12:54:09","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",10,"Харьков",2400,"DEV"
"422",NA,27,"m","Project manager","Незаконченное высшее","","Нету",NA,"","4","4",1000,"d",0,"d","до 10 человек","Киев","ниже среднего","24/05/2012 12:54:39","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",4,"Киев",1000,"PM"
"423",NA,25,"m","Software Engineer","Высшее","Java","Нету",NA,"","1.5","0.25",2000,"d",0,"d","до 1000 человек","Киев","выше среднего","24/05/2012 12:54:53","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",1.5,"Киев",2000,"DEV"
"424",NA,34,"m","Project manager","Высшее","","Нету",NA,"","6","1.25",3200,"d",6400,"d","до 10 человек","Киев","продвинутый","24/05/2012 12:55:20","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",6,"Киев",3200,"PM"
"425",NA,24,"f","QA engineer","Высшее","","Нету",NA,"General QA","2","меньше 3 месяцев",1500,"d",0,"d","до 50 человек","Киев","выше среднего","24/05/2012 12:55:23","Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/20100101 Firefox/12.0",2,"Киев",1500,"QA"
"426",NA,33,"m","Software Engineer","Высшее","Delphi","Нету",NA,"","6","5",3500,"h",0,"d","до 10 человек","Луганск","элементарный","24/05/2012 12:55:24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.10 (KHTML, like Gecko) Chrome/20.0.1123.1 Safari/536.10",6,"other",437.5,"DEV"
"427",NA,22,"m","Junior Software Engineer","Незаконченное высшее","Java","Нету",NA,"","1","1",500,"d",0,"d","до 100 человек","Харьков","средний","24/05/2012 12:55:48","Opera/9.80 (Windows NT 6.1; WOW64; U; ru) Presto/2.10.229 Version/11.64",1,"Харьков",500,"DEV"
"428",NA,34,"m","Team lead","Высшее","","Нету",NA,"","10 и более лет","8",2400,"d",6000,"d","до 100 человек","Киев","средний","24/05/2012 12:55:54","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:12.0) Gecko/20100101 Firefox/12.0",10,"Киев",2400,"PM"
"429",NA,21,"m","Software Engineer","Среднее","C#/.NET","Нету",NA,"","2","меньше 3 месяцев",1800,"d",0,"d","до 1000 человек","Киев","ниже среднего","24/05/2012 12:56:13","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",2,"Киев",1800,"DEV"
"430",NA,33,"m","Senior QA engineer","Высшее","","Нету",NA,"General QA","5.5","0.5",26000,"h",0,"d","до 50 человек","Киев","средний","24/05/2012 12:56:27","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0",5.5,"Киев",3250,"QA"
"431",NA,18,"m","Junior Software Engineer","Незаконченное высшее","Java","Нету",NA,"","0.5","0.5",750,"d",0,"d","до 1000 человек","Харьков","средний","24/05/2012 12:56:48","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.168 Safari/535.19",0.5,"Харьков",750,"DEV"
"432",NA,24,"f","QA Tech Lead","Высшее","","Нету",NA,"General QA","4","1.5",2200,"d",0,"d","до 1000 человек","Киев","выше среднего","24/05/2012 12:57:04","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.152 Safari/535.19",4,"Киев",2200,"QA"
"433",NA,30,"m","Senior Software Engineer","Высшее","Java","Нету",NA,"","8","7.5",1850,"d",300,"d","до 1000 человек","Ивано-Франковск","выше среднего","24/05/2012 12:57:46","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",8,"other",1850,"DEV"
"434",NA,23,"m","Software Engineer","Высшее","PHP","Нету",NA,"","4","2",1100,"d",0,"d","до 10 человек","Киев","выше среднего","24/05/2012 12:57:48","Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",4,"Киев",1100,"DEV"
"435",NA,47,"m","Senior Software Engineer","Высшее","C++","Нету",NA,"","10 и более лет","7",2200,"d",0,"d","до 100 человек","Днепр.","ниже среднего","24/05/2012 12:58:05","Opera/9.80 (Windows NT 6.0; U; ru) Presto/2.10.229 Version/11.64",10,"Днепр.",2200,"DEV"
"436",NA,23,"m","Верстальщик","Высшее","","Нету",NA,"","4","0.75",1500,"d",0,"d","до 100 человек","Винница","выше среднего","24/05/2012 12:59:29","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",4,"other",1500,""
"437",NA,25,"m","Software Engineer","Высшее","Objective-C","Нету",NA,"","1","1",1500,"d",0,"d","до 10 человек","Днепр.","выше среднего","24/05/2012 12:59:32","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",1,"Днепр.",1500,"DEV"
"438",NA,26,"m","Software Engineer","Высшее","Objective-C","Нету",NA,"","5.5","0.75",2800,"d",0,"d","до 10 человек","Киев","средний","24/05/2012 12:59:57","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2",5.5,"Киев",2800,"DEV"
"439",NA,23,"m","Junior QA engineer","Высшее","","Нету",NA,"Automation QA","меньше 3 месяцев","меньше 3 месяцев",300,"d",0,"d","до 10 человек","Ивано-Франковск","ниже среднего","24/05/2012 13:01:19","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",0,"other",300,"QA"
"440",NA,31,"m","Senior Software Engineer","Высшее","C#/.NET","Нету",NA,"","4","4",2500,"d",3000,"d","до 100 человек","Киев","продвинутый","24/05/2012 13:01:41","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",4,"Киев",2500,"DEV"
"441",NA,27,"m","Software Engineer","Два высших","C#/.NET","Нету",NA,"","5","1.5",1840,"d",1000,"d","до 200 человек","Львов","продвинутый","24/05/2012 13:02:32","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0",5,"Львов",1840,"DEV"
"442",NA,27,"m","Software Engineer","Высшее","PHP","Нету",NA,"","6","2.5",1750,"d",0,"d","до 50 человек","Днепр.","ниже среднего","24/05/2012 13:02:51","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",6,"Днепр.",1750,"DEV"
"443",NA,27,"m","System Architect","Высшее","C#/.NET","Нету",NA,"","7","3",2700,"d",1000,"d","до 50 человек","Харьков","выше среднего","24/05/2012 13:03:22","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.168 Safari/535.19",7,"Харьков",2700,"SDEV"
"444",NA,19,"m","Junior Software Engineer","Незаконченное высшее","Objective-C","Нету",NA,"","1","1",250,"d",0,"d","до 10 человек","Винница","средний","24/05/2012 13:03:23","Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.19 (KHTML, like Gecko) Ubuntu/12.04 Chromium/18.0.1025.151 Chrome/18.0.1025.151 Safari/535.19",1,"other",250,"DEV"
"445",NA,29,"m","Senior Project Manager / Program Manager","Высшее","","Нету",NA,"","3","7",3500,"d",0,"d","до 100 человек","Киев","средний","24/05/2012 13:03:43","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1139.0 Safari/537.1",3,"Киев",3500,"SPM"
"446",NA,27,"f","Senior Software Engineer","Высшее","Flex/Flash/AIR","Нету",NA,"","6","2",3000,"d",0,"d","до 100 человек","Киев","выше среднего","24/05/2012 13:03:45","Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/20100101 Firefox/12.0",6,"Киев",3000,"DEV"
"447",NA,28,"m","Senior QA engineer","Высшее","","Нету",NA,"General QA","6","1",2100,"d",0,"d","до 1000 человек","Киев","выше среднего","24/05/2012 13:03:50","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.168 Safari/535.19",6,"Киев",2100,"QA"
"448",NA,23,"m","Верстальщик","Высшее","","Нету",NA,"","2","1.25",900,"d",100,"d","до 10 человек","Киев","средний","24/05/2012 13:03:51","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",2,"Киев",900,""
"449",NA,24,"m","Senior Software Engineer","Высшее","Python","Нету",NA,"","5","2",1400,"d",0,"d","до 10 человек","Днепр.","продвинутый","24/05/2012 13:04:40","Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",5,"Днепр.",1400,"DEV"
"450",NA,22,"m","Senior Software Engineer","Высшее","Flex/Flash/AIR","Нету",NA,"","2.5","0.25",3300,"d",3300,"d","до 50 человек","Киев","средний","24/05/2012 13:04:45","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",2.5,"Киев",3300,"DEV"
"451",NA,35,"m","Senior Software Engineer","Высшее","Java","Нету",NA,"","7","7",1800,"d",300,"d","до 50 человек","Донецк","средний","24/05/2012 13:05:20","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",7,"other",1800,"DEV"
"452",NA,29,"m","Team lead","Незаконченное высшее","","Нету",NA,"","8","4",2400,"d",500,"d","до 1000 человек","Киев","выше среднего","24/05/2012 13:05:47","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",8,"Киев",2400,"PM"
"453",NA,25,"m","Senior Software Engineer","Высшее","C#/.NET","Нету",NA,"","5","1.5",2100,"d",0,"d","до 100 человек","Львов","выше среднего","24/05/2012 13:05:56","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",5,"Львов",2100,"DEV"
"454",NA,24,"m","Бизнес-аналитик","Высшее","","Нету",NA,"","1.5","1",1200,"d",900,"d","до 200 человек","Львов","продвинутый","24/05/2012 13:06:08","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",1.5,"Львов",1200,""
"455",NA,32,"m","Senior Software Engineer","Высшее","Java","Нету",NA,"","10 и более лет","3",4000,"d",3000,"d","до 50 человек","Киев","средний","24/05/2012 13:06:43","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",10,"Киев",4000,"DEV"
"456",NA,29,"m","Software Engineer","Высшее","Java","Нету",NA,"","5.5","4",2700,"d",0,"d","до 10 человек","Киев","средний","24/05/2012 13:07:03","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",5.5,"Киев",2700,"DEV"
"457",NA,28,"m","System Architect","Высшее","Python","Нету",NA,"","8","4",5000,"d",0,"d","до 50 человек","Киев","продвинутый","24/05/2012 13:07:04","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",8,"Киев",5000,"SDEV"
"458",NA,25,"m","Системный администратор","Высшее","","Нету",NA,"","3","1.75",2500,"h",0,"d","до 10 человек","Полтава","средний","24/05/2012 13:07:05","Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/20100101 Firefox/12.0",3,"other",312.5,"ADM"
"459",NA,29,"m","Senior Software Engineer","Высшее","C#/.NET","Нету",NA,"","7","0.25",2500,"d",0,"d","до 10 человек","Донецк","средний","24/05/2012 13:07:46","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.168 Safari/535.19",7,"other",2500,"DEV"
"460",NA,21,"m","Junior Software Engineer","Незаконченное высшее","PHP","Нету",NA,"","1","0.75",5000,"h",0,"d","до 50 человек","Запорожье","элементарный","24/05/2012 13:07:54","Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.120 Safari/535.2",1,"other",625,"DEV"
"461",NA,32,"m","Software Engineer","Высшее","C#/.NET","Нету",NA,"","10 и более лет","0.25",2000,"d",0,"d","до 200 человек","Днепр.","средний","24/05/2012 13:08:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.162 Safari/535.19",10,"Днепр.",2000,"DEV"
"462",NA,39,"f","DBA / Администратор баз данных","Высшее","","Нету",NA,"","10 и более лет","10 и более лет",3000,"h",2000,"h","до 10 человек","Донецк","элементарный","24/05/2012 13:09:21","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.218 Safari/535.1",10,"other",375,"ADM"
"463",NA,26,"m","Senior Software Engineer","Высшее","Objective-C","Нету",NA,"","6","0.5",3500,"d",0,"d","до 1000 человек","Киев","выше среднего","24/05/2012 13:09:29","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/535.18.5 (KHTML, like Gecko)",6,"Киев",3500,"DEV"
"464",NA,31,"m","QA Tech Lead","Высшее","","Нету",NA,"General QA","10 и более лет","5",2500,"d",0,"d","до 1000 человек","Днепр.","выше среднего","24/05/2012 13:10:32","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",10,"Днепр.",2500,"QA"
