"X","Возраст","Пол","Должность","Образование","Язык.программирования","Индустрия","Предметная.область","Доп..специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Средняя.зарплата.в.месяц","Валюта","Годовые.премии.и.бонусы","Валюта.1","Размер.компании","Город","Уровень.английского","Дата.заполнения","User.Agent","exp","loc","salary","cls"
"391",NA,25,"m","Software Engineer","Высшее","Java","Аутсорсинг","Веб-разработка","","4","1",1000,"d",0,"d","до 1000 человек","Днепр.","элементарный","10/05/2011 15:34:45","Mozilla/5.0 (Windows NT 6.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",4,"Днепр.",1000,"DEV"
"392",NA,27,"m","Software Engineer","Высшее","C#/.NET","Аутсорсинг","Веб-разработка","","7","1.5",1900,"d",0,"d","до 50 человек","Донецк","средний","10/05/2011 15:34:48","Mozilla/5.0 (Windows NT 6.0; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",7,"other",1900,"DEV"
"393",NA,25,"m","Senior Software Engineer","Высшее","PHP","Разработка ПО","Корпоративные системы","","7","3",16000,"h",1500,"d","до 10 человек","Киев","ниже среднего","10/05/2011 15:35:07","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24",7,"Киев",2000,"DEV"
"394",NA,25,"m","Системный администратор","Высшее","","Разработка ПО","Телекоммуникации","","3","3",900,"d",0,"d","до 50 человек","Львов","средний","10/05/2011 15:35:55","Mozilla/5.0 (Windows NT 6.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",3,"Львов",900,"ADM"
"395",NA,29,"m","Director of Engineering / Program Director","Высшее","","Аутсорсинг","Веб-разработка","","7","3",1700,"d",0,"d","до 200 человек","Харьков","ниже среднего","10/05/2011 15:36:16","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",7,"Харьков",1700,"SPM"
"396",NA,30,"m","Senior Software Engineer","Высшее","Java","Разработка ПО","Финансы и банки","","5","меньше 3 месяцев",2500,"d",0,"d","до 50 человек","Киев","выше среднего","10/05/2011 15:36:41","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",5,"Киев",2500,"DEV"
"397",NA,24,"m","Project manager","Высшее","","ИТ-подразделение","Веб-разработка","","1.5","1.5",1400,"d",0,"d","до 10 человек","Львов","выше среднего","10/05/2011 15:36:42","Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24",1.5,"Львов",1400,"PM"
"398",NA,28,"m","Senior Software Engineer","Высшее","Python","Аутсорсинг","Телекоммуникации","","5","1.25",2600,"d",1000,"d","до 200 человек","Харьков","выше среднего","10/05/2011 15:36:55","Mozilla/5.0 (X11; Linux x86_64; rv:2.0) Gecko/20100101 Firefox/4.0",5,"Харьков",2600,"DEV"
"399",NA,26,"m","Team lead","Высшее","","Аутсорсинг","Финансы и банки","","6","0.5",2800,"d",0,"d","до 1000 человек","Киев","продвинутый","10/05/2011 15:36:57","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.0.3705; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.1; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E)",6,"Киев",2800,"PM"
"400",NA,31,"m","Technical Lead","Высшее","C++","Разработка ПО","Встраиваемые системы / Embedded","","7","меньше 3 месяцев",2500,"d",2500,"d","до 100 человек","Киев","выше среднего","10/05/2011 15:37:23","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16",7,"Киев",2500,"SDEV"
"401",NA,25,"m","Team lead","Незаконченное высшее","","Аутсорсинг","Корпоративные системы","","7","3",1250,"d",4000,"d","до 200 человек","Винница","ниже среднего","10/05/2011 15:37:30","Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.2.17) Gecko/20110508 Gentoo Firefox/3.6.17",7,"other",1250,"PM"
"402",NA,31,"m","Technical Lead","Высшее","PHP","Аутсорсинг","Веб-разработка","","6","6",1500,"d",0,"d","до 50 человек","Харьков","выше среднего","10/05/2011 15:37:34","Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.2.17) Gecko/20110420 Firefox/3.6.17",6,"Харьков",1500,"SDEV"
"403",NA,28,"m","Software Engineer","Высшее","PHP","Аутсорсинг","Веб-разработка","","5","1.5",1500,"d",0,"d","до 50 человек","Одесса","средний","10/05/2011 15:38:03","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.57 Safari/534.24",5,"other",1500,"DEV"
"404",NA,24,"m","Software Engineer","Высшее","PHP","Разработка ПО","Веб-разработка","","1.75","1",4000,"h",0,"d","до 10 человек","Винница","элементарный","10/05/2011 15:38:20","Mozilla/5.0 (X11; Linux x86_64; rv:2.0) Gecko/20100101 Firefox/4.0",1.75,"other",500,"DEV"
"405",NA,26,"m","Senior Software Engineer","Высшее","Java","Заказная разработка","Веб-разработка","","4","0.5",2000,"d",0,"d","до 10 человек","Львов","средний","10/05/2011 15:38:41","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",4,"Львов",2000,"DEV"
"406",NA,26,"m","Senior Software Engineer","Высшее","Objective-C","Аутсорсинг","iOS","","1.5","1.5",2400,"d",1200,"d","до 10 человек","Днепр.","ниже среднего","10/05/2011 15:39:13","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.57 Safari/534.24",1.5,"Днепр.",2400,"DEV"
"407",NA,36,"m","Technical Lead","Высшее","C++","Аутсорсинг","Встраиваемые системы / Embedded","","5","0.5",2500,"d",0,"d","до 1000 человек","Львов","выше среднего","10/05/2011 15:39:19","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",5,"Львов",2500,"SDEV"
"408",NA,30,"m","Director of Engineering / Program Director","Высшее","","Аутсорсинг","Веб-разработка","","7","2",2000,"d",0,"d","до 10 человек","Житомир","продвинутый","10/05/2011 15:39:25","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1",7,"other",2000,"SPM"
"409",NA,23,"m","Software Engineer","Высшее","Java","Аутсорсинг","Веб-разработка","","1.25","0.75",5600,"h",0,"d","до 10 человек","Киев","средний","10/05/2011 15:39:39","Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",1.25,"Киев",700,"DEV"
"410",NA,24,"m","Senior Software Engineer","Среднее","C#/.NET","Аутсорсинг","Корпоративные системы","","6.5","меньше 3 месяцев",1400,"d",0,"d","до 100 человек","Харьков","элементарный","10/05/2011 15:39:57","Opera/9.80 (Windows NT 5.1; U; en) Presto/2.8.131 Version/11.10",6.5,"Харьков",1400,"DEV"
"411",NA,25,"m","QA engineer","Высшее","","Аутсорсинг","Веб-разработка","Manual QA","1.5","1",700,"d",0,"d","до 50 человек","Харьков","ниже среднего","10/05/2011 15:40:11","Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.2.17) Gecko/20110420 Firefox/3.6.17 ( .NET CLR 3.5.30729)",1.5,"Харьков",700,"QA"
"412",NA,23,"m","Software Engineer","Высшее","Java","Разработка ПО","Разработка игр / Gamedev","","2.5","1",2200,"d",600,"d","до 50 человек","Киев","средний","10/05/2011 15:40:19","Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/6.0.414.0 Safari/534.1",2.5,"Киев",2200,"DEV"
"413",NA,30,"m","Software Engineer","Высшее","PHP","Заказная разработка","Веб-разработка","","3.5","5",600,"d",0,"d","до 10 человек","Киев","средний","10/05/2011 15:40:20","Mozilla/5.0 (Windows NT 5.1; rv:2.0) Gecko/20100101 Firefox/4.0",3.5,"Киев",600,"DEV"
"414",NA,25,"m","Software Engineer","Высшее","C#/.NET","Аутсорсинг","Веб-разработка","","2.5","0.5",2000,"d",0,"d","до 1000 человек","Киев","выше среднего","10/05/2011 15:40:25","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",2.5,"Киев",2000,"DEV"
"415",NA,NA,"m","Project manager","Высшее","","Аутсорсинг","Корпоративные системы","","8","8",2100,"d",2200,"d","до 200 человек","Винница","выше среднего","10/05/2011 15:40:32","Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.205 Safari/534.16",8,"other",2100,"PM"
"416",NA,22,"m","Junior Software Engineer","Высшее","C#/.NET","Аутсорсинг","Веб-разработка","","0.25","0.25",400,"d",0,"d","до 100 человек","Харьков","ниже среднего","10/05/2011 15:40:40","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.30 Safari/534.30",0.25,"Харьков",400,"DEV"
"417",NA,31,"f","QA engineer","Высшее","","Аутсорсинг","Веб-разработка","Manual QA","5","2.5",1800,"d",0,"d","до 100 человек","Киев","средний","10/05/2011 15:40:40","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",5,"Киев",1800,"QA"
"418",NA,35,"m","Senior Project Manager / Program Manager","Высшее","","Аутсорсинг","Финансы и банки","","7","0.25",4500,"d",15500,"d","до 1000 человек","Киев","выше среднего","10/05/2011 15:40:43","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24",7,"Киев",4500,"SPM"
"419",NA,27,"m","Senior Software Engineer","Высшее","SQL","Аутсорсинг","Финансы и банки","","6.5","1.5",2300,"d",0,"d","до 1000 человек","Киев","выше среднего","10/05/2011 15:41:09","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24",6.5,"Киев",2300,"DEV"
"420",NA,34,"m","Project manager","Высшее","","ИТ-подразделение","Корпоративные системы","","10 и более лет","10 и более лет",17000,"h",0,"h","до 50 человек","Киев","ниже среднего","10/05/2011 15:41:11","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.30 Safari/534.30",10,"Киев",2125,"PM"
"421",NA,30,"m","Team lead","Высшее","","Разработка ПО","Корпоративные системы","","8","1.5",3500,"d",0,"d","до 50 человек","Киев","средний","10/05/2011 15:41:15","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24",8,"Киев",3500,"PM"
"422",NA,NA,"m","Senior Software Engineer","Высшее","C#/.NET","ИТ-подразделение","Финансы и банки","","10 и более лет","0.75",4000,"d",0,"d","до 10 человек","Харьков","выше среднего","10/05/2011 15:41:28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",10,"Харьков",4000,"DEV"
"423",NA,28,"m","Senior Software Engineer","Незаконченное высшее","Java","Разработка ПО","Веб-разработка","","5","3",3000,"d",500,"d","до 50 человек","Киев","выше среднего","10/05/2011 15:41:31","Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/5.0.342.9 Safari/533.2",5,"Киев",3000,"DEV"
"424",NA,33,"m","Senior Project Manager / Program Manager","Незаконченное высшее","","ИТ-подразделение","Веб-разработка","","3","4",1600,"d",800,"d","до 10 человек","Львов","средний","10/05/2011 15:41:39","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",3,"Львов",1600,"SPM"
"425",NA,27,"m","Системный администратор","Высшее","","Госпредприятие","Телекоммуникации","","меньше 3 месяцев","5",2800,"h",5000,"h","до 100 человек","Севастополь","средний","10/05/2011 15:41:55","Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",0,"other",350,"ADM"
"426",NA,28,"m","Technical Lead","Высшее","Java","Аутсорсинг","Веб-разработка","","7","1.75",1000,"d",0,"d","до 10 человек","Черкассы","выше среднего","10/05/2011 15:42:29","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24",7,"other",1000,"SDEV"
"428",NA,21,"m","Верстальщик","Незаконченное высшее","","ИТ-подразделение","Веб-разработка","","1.5","меньше 3 месяцев",5000,"h",0,"d","до 10 человек","Киев","средний","10/05/2011 15:42:59","Mozilla/5.0 (Windows NT 6.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",1.5,"Киев",625,""
"429",NA,21,"m","Software Engineer","Высшее","Perl","Аутсорсинг","Веб-разработка","","3","0.5",1100,"d",200,"d","до 10 человек","Днепр.","продвинутый","10/05/2011 15:43:00","Opera/9.80 (Windows NT 6.1; U; uk) Presto/2.8.131 Version/11.10",3,"Днепр.",1100,"DEV"
"430",NA,22,"m","Software Engineer","Высшее","PHP","Аутсорсинг","Веб-разработка","","3","0.25",1500,"d",0,"d","до 1000 человек","Киев","выше среднего","10/05/2011 15:43:21","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.57 Safari/534.24",3,"Киев",1500,"DEV"
"431",NA,27,"m","Software Engineer","Высшее","C#/.NET","Аутсорсинг","Корпоративные системы","","6","4.5",1300,"d",0,"d","до 100 человек","Харьков","выше среднего","10/05/2011 15:43:22","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",6,"Харьков",1300,"DEV"
"432",NA,24,"m","Software Engineer","Высшее","Python","ИТ-подразделение","Финансы и банки","","3","1.25",500,"d",0,"d","до 50 человек","Киев","средний","10/05/2011 15:43:28","Mozilla/5.0 (X11; Linux x86_64; rv:2.0) Gecko/20100101 Firefox/4.0",3,"Киев",500,"DEV"
"433",NA,22,"m","Software Engineer","Высшее","Java","Аутсорсинг","Веб-разработка","","2","0.5",1000,"d",0,"d","до 10 человек","Киев","выше среднего","10/05/2011 15:43:34","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",2,"Киев",1000,"DEV"
"434",NA,22,"m","Technical Lead","Незаконченное высшее","PHP","Заказная разработка","Веб-разработка","","4","2",450,"d",0,"d","до 10 человек","Харьков","средний","10/05/2011 15:44:44","Opera/9.80 (Windows NT 6.1; U; en) Presto/2.8.131 Version/11.10",4,"Харьков",450,"SDEV"
"435",NA,24,"m","Software Engineer","Высшее","Delphi","Заказная разработка","Телекоммуникации","","3","3",2000,"d",2000,"d","до 50 человек","Киев","элементарный","10/05/2011 15:44:49","Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.2.17) Gecko/20110420 Firefox/3.6.17",3,"Киев",2000,"DEV"
"436",NA,23,"m","Software Engineer","Высшее","JavaScript","Разработка ПО","Корпоративные системы","","2","1",2100,"d",0,"h","до 10 человек","Луганск","средний","10/05/2011 15:44:57","Mozilla/5.0 (Windows NT 6.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",2,"other",2100,"DEV"
"437",NA,23,"m","Junior Software Engineer","Высшее","Java","Разработка ПО","Финансы и банки","","0.75","0.75",450,"d",400,"d","до 50 человек","Днепр.","средний","10/05/2011 15:45:51","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",0.75,"Днепр.",450,"DEV"
"438",NA,27,"m","Senior Software Engineer","Высшее","Java","Аутсорсинг","Финансы и банки","","8","0.5",2500,"d",0,"d","до 200 человек","Одесса","средний","10/05/2011 15:47:43","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.17) Gecko/20110420 Firefox/3.6.17",8,"other",2500,"DEV"
"439",NA,21,"m","Software Engineer","Высшее","C++","Заказная разработка","Телекоммуникации","","2","2",1000,"d",0,"d","до 50 человек","Киев","ниже среднего","10/05/2011 15:47:46","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.57 Safari/534.24",2,"Киев",1000,"DEV"
"440",NA,24,"m","QA Tech Lead","Высшее","","Разработка ПО","Финансы и банки","General QA","0.75","0.75",650,"d",0,"d","до 50 человек","Днепр.","средний","10/05/2011 15:47:57","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",0.75,"Днепр.",650,"QA"
"442",NA,25,"m","Senior Software Engineer","Высшее","Java","Аутсорсинг","Финансы и банки","","5","1.5",2500,"d",2000,"d","до 1000 человек","Киев","выше среднего","10/05/2011 15:48:46","Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",5,"Киев",2500,"DEV"
"443",NA,29,"m","Senior Software Engineer","Высшее","C++","Аутсорсинг","Корпоративные системы","","4.5","1.25",2000,"d",0,"d","до 50 человек","Львов","выше среднего","10/05/2011 15:49:24","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",4.5,"Львов",2000,"DEV"
"444",NA,24,"m","Software Engineer","Высшее","C#/.NET","Аутсорсинг","Корпоративные системы","","3.5","0.25",2000,"d",0,"d","до 1000 человек","Киев","средний","10/05/2011 15:49:31","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",3.5,"Киев",2000,"DEV"
"445",NA,22,"m","QA engineer","Высшее","","Разработка ПО","Финансы и банки","General QA","0.75","0.25",600,"d",200,"d","до 50 человек","Днепр.","выше среднего","10/05/2011 15:50:00","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",0.75,"Днепр.",600,"QA"
"446",NA,26,"m","Software Engineer","Высшее","C#/.NET","Аутсорсинг","Веб-разработка","","6","4",1500,"d",0,"d","до 100 человек","Львов","выше среднего","10/05/2011 15:50:31","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MALC)",6,"Львов",1500,"DEV"
"447",NA,32,"m","Верстальщик","Высшее","","Аутсорсинг","Встраиваемые системы / Embedded","","9.5","меньше 3 месяцев",1200,"d",0,"d","до 50 человек","Киев","ниже среднего","10/05/2011 15:50:42","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",9.5,"Киев",1200,""
"448",NA,27,"m","DBA / Администратор баз данных","Высшее","","Аутсорсинг","Телекоммуникации","","6","3.5",3250,"d",0,"d","до 100 человек","Днепр.","выше среднего","10/05/2011 15:50:46","Mozilla/5.0 (Windows NT 6.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",6,"Днепр.",3250,"ADM"
"449",NA,23,"m","Software Engineer","Высшее","C#/.NET","Аутсорсинг","Веб-разработка","","3.5","2",1400,"d",0,"d","до 10 человек","Львов","средний","10/05/2011 15:51:37","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",3.5,"Львов",1400,"DEV"
"450",NA,29,"m","Senior Software Engineer","Высшее","Java","Аутсорсинг","Финансы и банки","","6.5","1.25",3300,"d",0,"d","до 1000 человек","Киев","выше среднего","10/05/2011 15:52:18","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24",6.5,"Киев",3300,"DEV"
"451",NA,32,"m","Project manager","Высшее","","Разработка ПО","Android","","2","2",1200,"d",500,"d","до 10 человек","Киев","выше среднего","10/05/2011 15:52:18","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24",2,"Киев",1200,"PM"
"452",NA,23,"m","QA engineer","Высшее","","Разработка ПО","Финансы и банки","General QA","1","1",500,"d",0,"d","до 50 человек","Днепр.","ниже среднего","10/05/2011 15:52:21","Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.8.131 Version/11.10",1,"Днепр.",500,"QA"
"453",NA,21,"m","Junior Software Engineer","Незаконченное высшее","Java","Аутсорсинг","Корпоративные системы","","меньше 3 месяцев","меньше 3 месяцев",350,"d",0,"d","до 1000 человек","Николаев","ниже среднего","10/05/2011 15:52:29","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Ubuntu/11.04 Chromium/11.0.696.57 Chrome/11.0.696.57 Safari/534.24",0,"other",350,"DEV"
"454",NA,23,"m","Junior Software Engineer","Высшее","C++","Разработка ПО","Финансы и банки","","0.5","0.5",300,"d",300,"d","до 50 человек","Львов","ниже среднего","10/05/2011 15:52:31","Mozilla/5.0 (Windows; U; Windows NT 5.1; uk; rv:1.9.2.17) Gecko/20110420 Firefox/3.6.17",0.5,"Львов",300,"DEV"
"455",NA,26,"m","Senior Software Engineer","Незаконченное высшее","C++","Аутсорсинг","Встраиваемые системы / Embedded","","5","3.5",1600,"d",1200,"d","до 1000 человек","Киев","ниже среднего","10/05/2011 15:52:47","Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",5,"Киев",1600,"DEV"
"456",NA,23,"m","Junior Software Engineer","Высшее","C#/.NET","ИТ-подразделение","Финансы и банки","","0.5","0.5",6000,"h",0,"d","до 10 человек","Киев","элементарный","10/05/2011 15:52:54","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",0.5,"Киев",750,"DEV"
"457",NA,25,"m","Software Engineer","Высшее","Flex/Flash/AIR","Аутсорсинг","Разработка игр / Gamedev","","2","меньше 3 месяцев",900,"d",0,"d","до 50 человек","Одесса","ниже среднего","10/05/2011 15:53:26","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",2,"other",900,"DEV"
"458",NA,26,"m","Software Engineer","Высшее","C#/.NET","Аутсорсинг","Корпоративные системы","","5","2",2000,"d",0,"d","до 200 человек","Киев","средний","10/05/2011 15:53:44","Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/3.0.195.38 Safari/532.0",5,"Киев",2000,"DEV"
"459",NA,23,"f","Junior Software Engineer","Высшее","Java","Аутсорсинг","Веб-разработка","","1.5","0.75",1000,"d",0,"d","до 50 человек","Киев","продвинутый","10/05/2011 15:53:44","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",1.5,"Киев",1000,"DEV"
"460",NA,24,"m","Senior Software Engineer","Высшее","PHP","Аутсорсинг","Веб-разработка","","5","0.25",1600,"d",0,"d","до 50 человек","Киев","средний","10/05/2011 15:53:51","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24",5,"Киев",1600,"DEV"
"461",NA,27,"m","Team lead","Среднее","","Разработка ПО","Веб-разработка","","2.5","1",2300,"d",0,"d","до 50 человек","Киев","выше среднего","10/05/2011 15:54:08","Opera/9.80 (Windows NT 5.1; U; en) Presto/2.8.131 Version/11.10",2.5,"Киев",2300,"PM"
"462",NA,29,"m","Senior Software Engineer","Высшее","C","Аутсорсинг","Встраиваемые системы / Embedded","","7.5","1",3000,"d",0,"d","до 50 человек","Киев","продвинутый","10/05/2011 15:54:54","Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/534.13 (KHTML, like Gecko) Chrome/9.0.597.19 Safari/534.13",7.5,"Киев",3000,"DEV"
"463",NA,31,"m","Team lead","Высшее","","ИТ-подразделение","Финансы и банки","","7","10 и более лет",1600,"d",2000,"d","до 200 человек","Киев","выше среднего","10/05/2011 15:55:43","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",7,"Киев",1600,"PM"
"464",NA,25,"m","Software Engineer","Высшее","Java","Аутсорсинг","Телекоммуникации","","4","меньше 3 месяцев",2300,"d",0,"d","до 1000 человек","Киев","средний","10/05/2011 15:56:21","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",4,"Киев",2300,"DEV"
"465",NA,27,"m","Software Engineer","Высшее","C#/.NET","Разработка ПО","Телекоммуникации","","3.5","2",500,"d",0,"d","до 50 человек","Житомир","ниже среднего","10/05/2011 15:56:28","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.27 (KHTML, like Gecko) Chrome/12.0.715.0 Safari/534.27",3.5,"other",500,"DEV"
"466",NA,24,"m","Junior Software Engineer","Высшее","Objective-C","Аутсорсинг","iOS","","1.25","1",800,"d",0,"d","до 10 человек","Киев","ниже среднего","10/05/2011 15:57:55","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1",1.25,"Киев",800,"DEV"
"467",NA,25,"m","Software Engineer","Высшее","PHP","Аутсорсинг","Веб-разработка","","4","1.5",1200,"d",0,"d","до 10 человек","Харьков","средний","10/05/2011 15:57:56","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24",4,"Харьков",1200,"DEV"
"468",NA,28,"m","QA engineer","Высшее","","Аутсорсинг","Корпоративные системы","General QA","2","1.25",900,"d",0,"d","до 200 человек","Одесса","средний","10/05/2011 15:58:08","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24",2,"other",900,"QA"
"469",NA,19,"m","Junior QA engineer","Среднее","","Аутсорсинг","Веб-разработка","General QA","0.25","0.25",300,"d",0,"d","до 100 человек","Харьков","продвинутый","10/05/2011 15:58:14","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",0.25,"Харьков",300,"QA"
"470",NA,25,"f","Дизайнер","Высшее","","Заказная разработка","Финансы и банки","","3.5","3",750,"d",200,"d","до 50 человек","Днепр.","элементарный","10/05/2011 15:58:22","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",3.5,"Днепр.",750,""
"471",NA,24,"m","Software Engineer","Высшее","Java","Аутсорсинг","Финансы и банки","","3.5","1",2100,"d",1200,"d","до 1000 человек","Киев","выше среднего","10/05/2011 15:59:19","Mozilla/5.0 (X11; U; Linux i686; en-GB; rv:1.9.1.8) Gecko/20100214 Ubuntu/9.10 (karmic) Firefox/3.5.8",3.5,"Киев",2100,"DEV"
