,Возраст,Пол,Должность,Образование,Язык программирования,Индустрия,Предметная область,Доп. специализация,Общий опыт работы,Опыт работы на текущем месте,Средняя зарплата в месяц,Валюта,Годовые премии и бонусы,Валюта,Размер компании,Город,Уровень английского,Дата заполнения,User-Agent
,26,m,Technical Lead,Высшее,C++,Разработка ПО,Финансы и банки,,4.5,2.5,2700,d,0,d,до 100 человек,Киев,средний,10/05/2011 13:41:39,Opera/9.80 (Windows NT 5.0; U; en) Presto/2.8.131 Version/11.10
,25,m,Senior Software Engineer,Высшее,PHP,Аутсорсинг,Веб-разработка,,4.5,4,1100,d,200,d,до 100 человек,Харьков,средний,10/05/2011 13:42:41,Opera/9.80 (Windows NT 6.1; U; en) Presto/2.8.131 Version/11.10
,28,f,QA Tech Lead,Высшее,,Разработка ПО,Корпоративные системы,General QA,меньше 3 месяцев,7,3000,d,400,d,до 100 человек,Киев,продвинутый,10/05/2011 13:44:17,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,25,m,Team lead,Высшее,,Разработка ПО,Корпоративные системы,,5,3,16200,h,2500,h,до 1000 человек,Киев,выше среднего,10/05/2011 13:44:30,Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,26,m,Software Engineer,Высшее,Objective-C,Аутсорсинг,iOS,,1.5,0.25,1700,d,0,d,до 50 человек,Одесса,выше среднего,10/05/2011 13:50:26,Opera/9.80 (Macintosh; Intel Mac OS X 10.6.7; U; en) Presto/2.8.131 Version/11.10
,27,m,Project manager,Высшее,,Разработка ПО,Веб-разработка,,8,0.25,3350,d,0,d,до 100 человек,Черновцы,продвинутый,10/05/2011 13:50:37,Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,23,m,Software Engineer,Высшее,Objective-C,Аутсорсинг,iOS,,2,2,1200,d,0,d,до 10 человек,Винница,средний,10/05/2011 13:51:21,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16"
,23,m,Junior Software Engineer,Высшее,Python,Разработка ПО,Веб-разработка,,2,1.5,6800,h,8800,h,до 10 человек,Севастополь,продвинутый,10/05/2011 13:51:21,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.16 Safari/534.30"
,31,m,Technical Lead,Высшее,C#/.NET,Разработка ПО,Корпоративные системы,,5,2.5,1650,d,0,d,до 50 человек,Винница,выше среднего,10/05/2011 13:52:19,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24"
,22,m,Software Engineer,Незаконченное высшее,Objective-C,Аутсорсинг,iOS,,меньше 3 месяцев,меньше 3 месяцев,900,d,0,d,до 10 человек,Киев,выше среднего,10/05/2011 13:53:09,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,23,m,Software Engineer,Высшее,Python,Аутсорсинг,Корпоративные системы,,6,0.5,1600,d,0,d,до 1000 человек,Львов,средний,10/05/2011 13:53:38,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,30,m,Senior Software Engineer,Незаконченное высшее,PHP,ИТ-подразделение,Веб-разработка,,9,1,2100,d,0,d,до 50 человек,Киев,ниже среднего,10/05/2011 13:55:27,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.57 Safari/534.24"
,22,m,Junior Software Engineer,Незаконченное высшее,C#/.NET,Заказная разработка,Финансы и банки,,1.5,0.5,1200,d,0,d,до 50 человек,Киев,средний,10/05/2011 13:55:51,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,23,m,Software Engineer,Высшее,Objective-C,Аутсорсинг,iOS,,2.5,3.5,800,d,100,d,до 50 человек,Харьков,средний,10/05/2011 13:56:11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.57 Safari/534.24"
,29,m,Senior Software Engineer,Высшее,C++,Аутсорсинг,Финансы и банки,,10 и более лет,4,2500,d,0,d,до 200 человек,Киев,средний,10/05/2011 13:58:30,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,26,m,Team lead,Высшее,,Аутсорсинг,Финансы и банки,,4,0.5,3800,d,0,d,до 1000 человек,Киев,продвинутый,10/05/2011 13:58:31,Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,25,m,Senior Software Engineer,Высшее,C#/.NET,Аутсорсинг,Корпоративные системы,,5,4,1500,d,0,d,до 200 человек,Харьков,выше среднего,10/05/2011 14:00:48,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.30 Safari/534.30"
,29,m,Software Engineer,Высшее,SQL,Заказная разработка,Корпоративные системы,,6,6,800,d,0,d,до 10 человек,Севастополь,выше среднего,10/05/2011 14:01:39,Mozilla/5.0 (Windows NT 6.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,27,m,Senior Software Engineer,Высшее,Ruby/Rails,Аутсорсинг,Веб-разработка,,6,1.5,2500,d,500,d,до 100 человек,Харьков,ниже среднего,10/05/2011 14:02:47,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.205 Safari/534.16"
,30,m,Software Engineer,Высшее,C++,Аутсорсинг,Корпоративные системы,,10 и более лет,1,1000,d,0,d,до 50 человек,Днепропетровск,выше среднего,10/05/2011 14:03:06,Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.8.131 Version/11.10
,23,m,Senior Software Engineer,Высшее,Java,Аутсорсинг,Android,,4,0.5,2500,d,0,d,до 100 человек,Киев,выше среднего,10/05/2011 14:06:45,Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,24,m,Software Engineer,Высшее,C#/.NET,Разработка ПО,Корпоративные системы,,2,0.75,1800,d,0,d,до 50 человек,Киев,выше среднего,10/05/2011 14:07:05,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16"
,25,m,Software Engineer,Высшее,Java,Аутсорсинг,Корпоративные системы,,1.5,1.5,1200,d,0,d,до 1000 человек,Львов,выше среднего,10/05/2011 14:08:54,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.57 Safari/534.24"
,33,m,Senior QA engineer,Незаконченное высшее,,Аутсорсинг,Корпоративные системы,Manual QA,3,0.25,1600,d,0,d,до 1000 человек,Киев,выше среднего,10/05/2011 14:09:47,Opera/9.80 (Windows NT 6.1; U; en) Presto/2.8.131 Version/11.10
,24,m,Senior Software Engineer,Незаконченное высшее,C#/.NET,Аутсорсинг,Корпоративные системы,,5,3,1400,d,0,d,до 10 человек,Киев,средний,10/05/2011 14:10:33,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24"
,23,m,Software Engineer,Высшее,C#/.NET,Аутсорсинг,Веб-разработка,,3.5,0.5,1500,d,0,d,до 50 человек,Львов,ниже среднего,10/05/2011 14:10:38,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.30 Safari/534.30"
,25,m,Senior Software Engineer,Высшее,Java,Аутсорсинг,Веб-разработка,,3.5,3.5,9000,h,0,d,до 50 человек,Черновцы,выше среднего,10/05/2011 14:10:52,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,30,m,Software Engineer,Высшее,Perl,Аутсорсинг,Веб-разработка,,5,1,800,d,0,d,до 10 человек,Запорожье,выше среднего,10/05/2011 14:13:40,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Ubuntu/10.04 Chromium/11.0.696.65 Chrome/11.0.696.65 Safari/534.24"
,25,m,Senior Software Engineer,Высшее,C#/.NET,Аутсорсинг,Веб-разработка,,5.5,2,2500,d,250,d,до 10 человек,Львов,средний,10/05/2011 14:15:10,"Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.472.63 Safari/534.3"
,34,m,Senior Software Engineer,Высшее,C,Аутсорсинг,Корпоративные системы,,8,8,1000,d,0,d,до 10 человек,Запорожье,средний,10/05/2011 14:16:18,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
,27,m,Senior Project Manager / Program Manager,Высшее,,ИТ-подразделение,Корпоративные системы,,7.5,3.5,3000,d,14500,d,до 100 человек,Киев,выше среднего,10/05/2011 14:17:20,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24"
,26,m,Software Engineer,Высшее,Python,Аутсорсинг,Веб-разработка,,4,1.25,2500,d,0,d,до 10 человек,Днепропетровск,средний,10/05/2011 14:17:29,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.30 Safari/534.30"
,26,m,Senior QA engineer,Высшее,,Аутсорсинг,Финансы и банки,Automation QA,4,0.25,2200,d,0,d,до 50 человек,Киев,продвинутый,10/05/2011 14:19:04,Mozilla/5.0 (Windows NT 6.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,23,m,Software Engineer,Незаконченное высшее,Delphi,ИТ-подразделение,Финансы и банки,,1,1,2000,h,0,d,до 10 человек,Тернополь,ниже среднего,10/05/2011 14:20:25,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24"
,28,m,Project manager,Высшее,,Аутсорсинг,Корпоративные системы,,10 и более лет,0.75,3000,d,0,d,до 200 человек,Винница,средний,10/05/2011 14:20:25,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,2,m,Software Engineer,Высшее,PHP,Заказная разработка,Веб-разработка,,5,2.5,1500,d,0,d,до 10 человек,Киев,средний,10/05/2011 14:20:42,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; en-US) AppleWebKit/534.7 (KHTML, like Gecko) Flock/3.5.3.4641 Chrome/7.0.517.450 Safari/534.7"
,29,m,Senior Software Engineer,Высшее,Java,Аутсорсинг,Финансы и банки,,4,1.5,2500,d,0,d,до 1000 человек,Киев,средний,10/05/2011 14:22:15,Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.8.131 Version/11.10
,23,m,Системный администратор,Высшее,,Разработка ПО,Веб-разработка,,1,1,800,d,0,d,до 50 человек,Киев,ниже среднего,10/05/2011 14:23:05,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; ru-ru) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
,30,m,Senior Software Engineer,Незаконченное высшее,PHP,Аутсорсинг,Веб-разработка,,меньше 3 месяцев,10 и более лет,2150,d,0,d,до 50 человек,Киев,выше среднего,10/05/2011 14:24:24,Mozilla/5.0 (X11; Linux i686; rv:2.0) Gecko/20100101 Firefox/4.0
,24,m,Software Engineer,Высшее,Flex/Flash/AIR,Аутсорсинг,Корпоративные системы,,3,2,2500,d,0,d,до 200 человек,Киев,выше среднего,10/05/2011 14:24:58,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,21,f,QA engineer,Среднее,,Аутсорсинг,Веб-разработка,General QA,0.75,меньше 3 месяцев,7500,h,0,d,до 50 человек,Киев,ниже среднего,10/05/2011 14:25:18,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.205 Safari/534.16"
,25,m,Верстальщик,Незаконченное высшее,,Разработка ПО,Веб-разработка,,3.5,1.25,1200,d,0,d,до 100 человек,Киев,средний,10/05/2011 14:26:13,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.21 Safari/534.30"
,22,m,Software Engineer,Незаконченное высшее,PHP,Заказная разработка,Веб-разработка,,3,1.5,5000,h,0,d,до 10 человек,Киев,средний,10/05/2011 14:28:08,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,29,m,Software Engineer,Высшее,Perl,ИТ-подразделение,Телекоммуникации,,4,меньше 3 месяцев,4000,h,0,d,до 10 человек,Севастополь,элементарный,10/05/2011 14:30:29,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Ubuntu/10.04 Chromium/11.0.696.65 Chrome/11.0.696.65 Safari/534.24"
,28,m,Системный администратор,Высшее,,ИТ-подразделение,Телекоммуникации,,2.5,0.5,5000,h,0,d,до 10 человек,Донецк,средний,10/05/2011 14:31:09,Opera/9.80 (X11; Linux i686; U; ru) Presto/2.8.131 Version/11.10
,23,m,Software Engineer,Незаконченное высшее,C#/.NET,Аутсорсинг,Корпоративные системы,,3.5,3.5,1400,d,200,d,до 200 человек,Ивано-Франковск,средний,10/05/2011 14:35:19,Opera/9.80 (Windows NT 6.1; U; en) Presto/2.8.131 Version/11.10
,21,f,DBA / Администратор баз данных,Незаконченное высшее,,ИТ-подразделение,Корпоративные системы,,2.5,2.5,700,d,700,d,до 200 человек,Житомир,выше среднего,10/05/2011 14:36:51,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24"
,23,m,Software Engineer,Высшее,Java,Разработка ПО,Веб-разработка,,4.5,3,2400,d,0,d,до 50 человек,Киев,средний,10/05/2011 14:37:37,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.21 Safari/534.30"
,25,m,Senior Software Engineer,Высшее,Java,Аутсорсинг,Веб-разработка,,6,5,1900,d,0,d,до 200 человек,Львов,выше среднего,10/05/2011 14:38:22,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24"
,26,m,Software Engineer,Высшее,Objective-C,Аутсорсинг,iOS,,0.75,0.75,1200,d,0,d,до 50 человек,Львов,средний,10/05/2011 14:38:56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,30,m,Technical Lead,Высшее,C#/.NET,Аутсорсинг,Корпоративные системы,,8,2.5,3000,d,0,d,до 1000 человек,Львов,продвинутый,10/05/2011 14:41:17,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24"
,31,m,Team lead,Высшее,,Заказная разработка,Телекоммуникации,,9,1,2000,d,0,d,до 10 человек,Киев,выше среднего,10/05/2011 14:41:28,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16"
,29,m,Software Engineer,Высшее,Python,Аутсорсинг,Веб-разработка,,7,4.5,1000,d,0,d,до 10 человек,Киев,выше среднего,10/05/2011 14:42:04,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.57 Safari/534.24"
,26,m,Software Engineer,Незаконченное высшее,JavaScript,Аутсорсинг,Веб-разработка,,6,0.5,3000,d,0,d,до 50 человек,Киев,продвинутый,10/05/2011 14:43:26,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24"
,25,m,Project manager,Высшее,,Аутсорсинг,Телекоммуникации,,4,2,1600,d,500,d,до 100 человек,Харьков,выше среднего,10/05/2011 14:45:39,Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,31,m,Системный администратор,Высшее,,Разработка ПО,Корпоративные системы,,9.5,9,2500,d,0,d,до 50 человек,Киев,ниже среднего,10/05/2011 14:48:06,Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.2.16) Gecko/20110323 Ubuntu/10.10 (maverick) Firefox/3.6.16
,26,m,Software Engineer,Высшее,PHP,Аутсорсинг,Веб-разработка,,7.5,5,550,d,200,d,до 10 человек,Тернополь,средний,10/05/2011 14:48:09,"Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/534.10 (KHTML, like Gecko) Chrome/8.0.552.224 Safari/534.10"
,29,m,Senior Software Engineer,Высшее,C#/.NET,Аутсорсинг,Корпоративные системы,,7,3,2800,d,0,d,до 200 человек,Днепропетровск,средний,10/05/2011 14:52:28,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,28,m,Technical Lead,Высшее,Java,Разработка ПО,Финансы и банки,,5.5,5.5,2200,d,600,d,до 50 человек,Днепропетровск,выше среднего,10/05/2011 14:53:14,Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.2.12) Gecko/20101026 Firefox/3.6.12
,38,f,Senior QA engineer,Высшее,,Аутсорсинг,Встраиваемые системы / Embedded,General QA,2.5,2.5,1400,d,0,d,до 200 человек,Львов,выше среднего,10/05/2011 14:54:06,Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,30,m,Technical Lead,Высшее,C#/.NET,Разработка ПО,Корпоративные системы,,7,3.5,2500,d,0,d,до 10 человек,Львов,средний,10/05/2011 14:56:12,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,26,f,Technical Lead,Высшее,C#/.NET,Аутсорсинг,Финансы и банки,,6,3.5,3100,d,3100,d,до 50 человек,Киев,продвинутый,10/05/2011 14:56:14,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,19,m,Junior Software Engineer,Незаконченное высшее,PHP,Аутсорсинг,Веб-разработка,,1,1,2800,h,0,h,до 50 человек,Львов,средний,10/05/2011 14:57:53,Opera/9.80 (Windows NT 6.1; U; en) Presto/2.8.131 Version/11.10
,29,m,Junior Software Engineer,Два высших,Objective-C,Разработка ПО,iOS,,1,0.5,800,d,0,d,до 10 человек,Киев,выше среднего,10/05/2011 14:58:33,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,27,m,Software Engineer,Высшее,Java,Аутсорсинг,Корпоративные системы,,2.5,2.5,1400,d,0,d,до 1000 человек,Львов,средний,10/05/2011 14:58:45,Opera/9.80 (X11; Linux i686; U; uk) Presto/2.8.131 Version/11.10
,33,m,Senior Software Engineer,Высшее,C#/.NET,Заказная разработка,Корпоративные системы,,8,10 и более лет,4500,h,4000,h,до 10 человек,Запорожье,ниже среднего,10/05/2011 14:58:51,Mozilla/5.0 (Windows; U; Windows NT 6.0; ru; rv:1.9.2.10) Gecko/20100914 Firefox/3.6.10 ( .NET CLR 3.5.30729; .NET4.0E)
,24,m,Software Engineer,Высшее,SQL,ИТ-подразделение,Корпоративные системы,,2.5,0.5,6500,h,0,d,до 10 человек,Днепропетровск,ниже среднего,10/05/2011 14:59:19,Mozilla/5.0 (Windows NT 5.1; rv:2.0) Gecko/20100101 Firefox/4.0
,33,m,System Architect,Высшее,C#/.NET,Аутсорсинг,Корпоративные системы,,9,4,2400,d,200,d,до 1000 человек,Харьков,выше среднего,10/05/2011 14:59:29,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
,23,m,Senior Software Engineer,Высшее,Python,Аутсорсинг,Веб-разработка,,3,меньше 3 месяцев,2000,d,0,d,до 10 человек,Винница,средний,10/05/2011 15:01:20,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.30 Safari/534.30"
,26,m,Software Engineer,Незаконченное высшее,Python,Аутсорсинг,Веб-разработка,,4,1.25,800,d,0,d,до 10 человек,Донецк,выше среднего,10/05/2011 15:01:47,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.21 Safari/534.30"
,25,m,Junior QA engineer,Высшее,,Аутсорсинг,Веб-разработка,Manual QA,0.25,0.25,800,d,0,d,до 10 человек,Киев,средний,10/05/2011 15:02:40,Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.17) Gecko/20110420 Firefox/3.6.17
,24,m,Software Engineer,Среднее,PHP,Заказная разработка,Веб-разработка,,1,1,1000,d,0,d,до 10 человек,Харьков,элементарный,10/05/2011 15:03:25,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.57 Safari/534.24"
,27,f,Senior QA engineer,Высшее,,Аутсорсинг,Корпоративные системы,Manual QA,5,0.5,2500,d,0,d,до 1000 человек,Киев,средний,10/05/2011 15:03:55,Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,26,m,Software Engineer,Высшее,C#/.NET,Аутсорсинг,Веб-разработка,,3,3,1000,d,0,d,до 10 человек,Севастополь,средний,10/05/2011 15:05:12,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24"
,27,m,System Architect,Высшее,C#/.NET,Аутсорсинг,Корпоративные системы,,4,меньше 3 месяцев,1800,d,0,d,до 200 человек,Киев,средний,10/05/2011 15:05:24,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,20,m,Junior Software Engineer,Незаконченное высшее,Java,Аутсорсинг,Корпоративные системы,,0.75,0.75,350,d,0,d,до 50 человек,Харьков,средний,10/05/2011 15:05:25,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,0,m,QA Tech Lead,Высшее,,Аутсорсинг,Веб-разработка,Manual QA,6,3,1200,d,0,d,до 100 человек,Одесса,выше среднего,10/05/2011 15:06:37,Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,24,m,Senior Software Engineer,Незаконченное высшее,Java,Аутсорсинг,Корпоративные системы,,5,меньше 3 месяцев,2200,d,0,d,до 1000 человек,Львов,средний,10/05/2011 15:07:32,Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.17) Gecko/20110420 Firefox/3.6.17
,26,m,Software Engineer,Незаконченное высшее,PHP,Аутсорсинг,Веб-разработка,,4,3.5,1720,d,0,d,до 50 человек,Харьков,ниже среднего,10/05/2011 15:07:35,Mozilla/5.0 (X11; U; Linux x86_64; ru; rv:1.9.2.17) Gecko/20110422 Linux Firefox/3.6.17 GTB7.1
,25,m,Software Engineer,Незаконченное высшее,JavaScript,Разработка ПО,Веб-разработка,,6,0.25,4000,d,0,d,до 10 человек,Киев,продвинутый,10/05/2011 15:07:40,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,29,f,QA engineer,Высшее,,Заказная разработка,Веб-разработка,General QA,3,1,800,d,100,d,до 50 человек,Симферополь,средний,10/05/2011 15:07:59,Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.2.15) Gecko/20110303 Ubuntu/10.04 (lucid) Firefox/3.6.15
,34,m,Software Engineer,Высшее,Perl,Разработка ПО,Веб-разработка,,10 и более лет,3.5,3500,d,0,d,до 10 человек,Киев,средний,10/05/2011 15:08:13,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.10 (KHTML, like Gecko) Chrome/8.0.553.0 Safari/534.10"
,28,m,Software Engineer,Два высших,PHP,Аутсорсинг,Веб-разработка,,1.5,меньше 3 месяцев,1600,d,0,d,до 50 человек,Киев,выше среднего,10/05/2011 15:08:21,Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.17) Gecko/20110420 Firefox/3.6.17
,27,m,Junior Software Engineer,Высшее,Java,Аутсорсинг,Веб-разработка,,меньше 3 месяцев,меньше 3 месяцев,300,d,0,d,до 1000 человек,Львов,ниже среднего,10/05/2011 15:08:42,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24"
,24,m,Project manager,Незаконченное высшее,,Разработка ПО,Веб-разработка,,4,1.75,1200,d,1000,d,до 50 человек,Николаев,продвинутый,10/05/2011 15:08:44,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24"
,26,m,QA engineer,Высшее,,Аутсорсинг,Телекоммуникации,Manual QA,5,5,500,d,0,d,до 200 человек,Винница,ниже среднего,10/05/2011 15:08:56,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022)
,25,m,Software Engineer,Высшее,Java,Аутсорсинг,Корпоративные системы,,2,1.25,10000,h,1000,h,до 100 человек,Киев,ниже среднего,10/05/2011 15:09:02,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-GB; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13 ( .NET CLR 3.5.30729; .NET4.0E)
,23,m,Верстальщик,Высшее,,Аутсорсинг,Веб-разработка,,2,меньше 3 месяцев,500,d,0,d,до 10 человек,Запорожье,средний,10/05/2011 15:09:05,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,26,m,Системный администратор,Высшее,,ИТ-подразделение,Телекоммуникации,,6,5,1500,d,2000,d,до 100 человек,Киев,ниже среднего,10/05/2011 15:09:14,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,31,m,Senior Software Engineer,Два высших,C#/.NET,Разработка ПО,Корпоративные системы,,10 и более лет,4,3300,d,0,d,до 10 человек,Киев,продвинутый,10/05/2011 15:09:44,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
