"Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"1209","Software Engineer","PHP","","5","0.25",1800,300,"Киев","до 50 человек","Аутсорсинговая","мужской",29,"Два высших","False","ниже среднего","Веб-разработка,eCommerce","23/12/2014 08:39:57","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",5,0.25,"Киев",1800,NA,"DEV"
"1210","Software Engineer","Java","","2.5","меньше 3 месяцев",1800,1000,"Другой","до 50 человек","Аутсорсинговая","мужской",24,"Высшее","False","ниже среднего","Android","23/12/2014 08:40:57","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",2.5,0,"other",1800,NA,"DEV"
"1211","Senior Software Engineer","PHP","","8","3",1500,-1500,"Киев","до 50 человек","Продуктовая","мужской",29,"Высшее","False","выше среднего","Веб-разработка,Телекоммуникации","23/12/2014 08:41:33","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:33.0) Gecko/20100101 Firefox/33.0",8,3,"Киев",1500,NA,"DEV"
"1212","HR","","","4","3",1705,700,"Киев","до 200 человек","Продуктовая","женский",27,"Два высших","False","продвинутый","Другое","23/12/2014 08:44:23","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0",4,3,"Киев",1705,NA,""
"1213","Junior Software Engineer","Java","","0.75","0.75",568,568,"Киев","до 50 человек","Продуктовая","мужской",27,"Незаконченное высшее","False","выше среднего","Desktop Applications,Корпоративные системы","23/12/2014 08:46:31","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0.75,0.75,"Киев",568,NA,"DEV"
"1214","Software Engineer","C#/.NET","","9","2.5",2100,300,"Львов","до 200 человек","Аутсорсинговая","мужской",30,"Высшее","False","средний","Desktop Applications,Корпоративные системы","23/12/2014 08:49:25","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",9,2.5,"Львов",2100,NA,"DEV"
"1215","Software Engineer","JavaScript","","6","2",1900,300,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",25,"Высшее","False","выше среднего","Android,Веб-разработка","23/12/2014 08:52:55","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",6,2,"Киев",1900,NA,"DEV"
"1216","Senior Software Engineer","JavaScript","","4","0.5",2800,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Веб-разработка,Корпоративные системы","23/12/2014 08:53:37","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",4,0.5,"Киев",2800,NA,"DEV"
"1217","Senior Software Engineer","Objective-C","","1","8",3000,0,"Киев","до 200 человек","Продуктовая","мужской",28,"Незаконченное высшее","False","средний","iOS","23/12/2014 08:56:14","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",1,8,"Киев",3000,NA,"DEV"
"1218","Team lead","","","10 и более лет","5",3650,150,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",33,"Высшее","False","выше среднего","Веб-разработка,Корпоративные системы","23/12/2014 08:59:52","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",10,5,"Киев",3650,NA,"PM"
"1219","Software Engineer","Java","","2.5","1.5",2000,900,"Киев","до 1000 человек","Аутсорсинговая","мужской",26,"Высшее","False","выше среднего","Финансы и банки","23/12/2014 09:00:10","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",2.5,1.5,"Киев",2000,NA,"DEV"
"1220","Technical Lead","Ruby/Rails","","7","3",3000,500,"Львов","до 200 человек","Аутсорсинговая","мужской",26,"Незаконченное высшее","False","продвинутый","Веб-разработка,Корпоративные системы","23/12/2014 09:01:36","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",7,3,"Львов",3000,NA,"SDEV"
"1221","Senior Project Manager / Program Manager","","","5","3",3700,300,"Киев","до 50 человек","Продуктовая","мужской",32,"Высшее","False","выше среднего","Android,Веб-разработка","23/12/2014 09:02:46","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",5,3,"Киев",3700,NA,"SPM"
"1222","Software Engineer","Haskell","","9","1.5",4000,0,"Киев","до 10 человек","Продуктовая","мужской",26,"Незаконченное высшее","False","средний","Веб-разработка","23/12/2014 09:04:22","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:34.0) Gecko/20100101 Firefox/34.0",9,1.5,"Киев",4000,NA,"DEV"
"1223","Software Engineer","Java","","2.5","1.5",1800,0,"Львов","до 200 человек","Аутстаффинговая","мужской",26,"Высшее","False","выше среднего","Android,Desktop Applications","23/12/2014 09:05:05","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",2.5,1.5,"Львов",1800,NA,"DEV"
"1224","Software Engineer","1С","","0.5","0.5",250,0,"Тернополь","до 50 человек","Другая","мужской",30,"Два высших","False","ниже среднего","Другое","23/12/2014 09:07:42","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0.5,0.5,"other",250,NA,"DEV"
"1225","Junior Software Engineer","Java","","0.5","0.5",600,0,"Днепр.","до 200 человек","Другая","мужской",23,"Высшее","False","средний","Веб-разработка","23/12/2014 09:08:28","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",0.5,0.5,"Днепр.",600,NA,"DEV"
"1226","Senior Software Engineer","JavaScript","","9","3",3200,700,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",30,"Высшее","False","средний","","23/12/2014 09:09:37","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",9,3,"Львов",3200,NA,"DEV"
"1227","Technical Lead","Java","","7.5","3.5",2750,100,"Киев","свыше 1000 человек","Другая","мужской",27,"Высшее","False","средний","Android","23/12/2014 09:11:05","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:32.0) Gecko/20100101 Firefox/32.0",7.5,3.5,"Киев",2750,NA,"SDEV"
"1228","QA engineer","","General QA","3","1",1500,0,"Одесса","до 1000 человек","Аутстаффинговая","мужской",24,"Два высших","False","выше среднего","Веб-разработка,Корпоративные системы","23/12/2014 09:13:17","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",3,1,"Одесса",1500,NA,"QA"
"1229","QA engineer","","Automation QA","меньше 3 месяцев","1",1600,800,"Киев","до 50 человек","Продуктовая","мужской",28,"Незаконченное высшее","False","средний","Веб-разработка,Телекоммуникации","23/12/2014 09:13:34","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0,1,"Киев",1600,NA,"QA"
"1230","Software Engineer","Python","","1.5","1.5",1200,1800,"Харьков","до 10 человек","Стартап","мужской",29,"Высшее","False","ниже среднего","Веб-разработка","23/12/2014 09:13:50","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",1.5,1.5,"Харьков",1200,NA,"DEV"
"1231","Junior Software Engineer","C++","","1.5","1.5",1170,270,"Киев","свыше 1000 человек","Продуктовая","мужской",23,"Высшее","False","средний","Android,Телекоммуникации","23/12/2014 09:14:17","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",1.5,1.5,"Киев",1170,NA,"DEV"
"1232","Software Engineer","C#/.NET","","5.5","4.5",1300,100,"Черновцы","до 10 человек","Аутсорсинговая","мужской",31,"Высшее","False","ниже среднего","Веб-разработка","23/12/2014 09:16:05","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36 OPR/26.0.1656.60",5.5,4.5,"other",1300,NA,"DEV"
"1233","Software Engineer","Java","","2","0.5",2200,700,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",28,"Высшее","False","средний","Телекоммуникации,Корпоративные системы","23/12/2014 09:18:05","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",2,0.5,"Киев",2200,NA,"DEV"
"1234","Software Engineer","Objective-C","","2.5","меньше 3 месяцев",2000,0,"Киев","до 50 человек","Стартап","мужской",22,"Высшее","False","выше среднего","iOS","23/12/2014 09:20:22","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",2.5,0,"Киев",2000,NA,"DEV"
"1235","Senior Software Engineer","JavaScript","","10 и более лет","0.25",3500,-200,"Харьков","до 200 человек","Продуктовая","мужской",31,"Незаконченное высшее","False","продвинутый","Веб-разработка,Gamedev","23/12/2014 09:20:30","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",10,0.25,"Харьков",3500,NA,"DEV"
"1236","Software Engineer","Java","","3","1",2100,600,"Киев","до 200 человек","Продуктовая","мужской",26,"Высшее","False","средний","Веб-разработка","23/12/2014 09:23:27","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",3,1,"Киев",2100,NA,"DEV"
"1237","QA engineer","","Automation QA","1.25","меньше 3 месяцев",900,700,"Киев","до 10 человек","Продуктовая","женский",25,"Высшее","False","ниже среднего","Веб-разработка","23/12/2014 09:27:59","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",1.25,0,"Киев",900,NA,"QA"
"1238","Product Manager","","","10 и более лет","2.5",1800,0,"Львов","до 50 человек","Аутстаффинговая","мужской",30,"Высшее","False","продвинутый","Телекоммуникации,eCommerce","23/12/2014 09:31:49","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",10,2.5,"Львов",1800,NA,""
"1239","Системный администратор","","","7","2",500,-500,"Киев","до 10 человек","Другая","мужской",34,"Высшее","False","элементарный","Корпоративные системы","23/12/2014 09:32:16","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:34.0) Gecko/20100101 Firefox/34.0",7,2,"Киев",500,NA,"ADM"
"1240","Дизайнер","","","2.5","1",450,0,"Запорожье","до 50 человек","Аутсорсинговая","женский",24,"Высшее","False","средний","Android,Desktop Applications","23/12/2014 09:32:27","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",2.5,1,"other",450,NA,""
"1241","Software Engineer","Flex/Flash/AIR","","5","3",1250,0,"Киев","до 10 человек","Продуктовая","мужской",40,"Высшее","False","средний","Финансы и банки,Мультимедиа","23/12/2014 09:33:06","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0",5,3,"Киев",1250,NA,"DEV"
"1242","Junior Software Engineer","JavaScript","","1.5","1.5",1000,550,"Днепр.","свыше 1000 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Веб-разработка","23/12/2014 09:35:24","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",1.5,1.5,"Днепр.",1000,NA,"DEV"
"1243","HR","","","2.5","1",700,100,"Киев","до 1000 человек","Продуктовая","женский",23,"Незаконченное высшее","False","выше среднего","Другое","23/12/2014 09:36:35","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",2.5,1,"Киев",700,NA,""
"1244","Director of Engineering / Program Director","","","5","4",1200,1200,"Киев","до 10 человек","Аутсорсинговая","мужской",28,"Высшее","False","средний","Веб-разработка","23/12/2014 09:36:41","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",5,4,"Киев",1200,NA,"SPM"
"1245","Senior Software Engineer","C#/.NET","","10 и более лет","1.25",2600,300,"Харьков","свыше 1000 человек","Аутсорсинговая","мужской",33,"Высшее","False","средний","Desktop Applications","23/12/2014 09:38:26","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",10,1.25,"Харьков",2600,NA,"DEV"
"1246","Software Engineer","Java","","0.75","0.75",1200,200,"Львов","до 50 человек","Аутсорсинговая","мужской",26,"Высшее","False","выше среднего","Android","23/12/2014 09:40:03","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0.75,0.75,"Львов",1200,NA,"DEV"
"1247","Software Engineer","C++","","7","1.5",2600,400,"Львов","до 200 человек","Аутстаффинговая","мужской",28,"Высшее","False","продвинутый","Desktop Applications,Веб-разработка","23/12/2014 09:42:43","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0",7,1.5,"Львов",2600,NA,"DEV"
"1248","Software Engineer","PHP","","6.5","1",1350,0,"Житомир","до 200 человек","Аутсорсинговая","мужской",33,"Высшее","False","выше среднего","Веб-разработка","23/12/2014 09:46:38","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0",6.5,1,"other",1350,NA,"DEV"
"1249","Senior Software Engineer","C++","","10 и более лет","1.25",3600,0,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",32,"Высшее","False","выше среднего","Телекоммуникации","23/12/2014 09:46:57","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",10,1.25,"Киев",3600,NA,"DEV"
"1250","Team lead","","","5","1.5",3400,400,"Одесса","свыше 1000 человек","Аутстаффинговая","мужской",27,"Высшее","False","выше среднего","Desktop Applications,Корпоративные системы","23/12/2014 09:46:59","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",5,1.5,"Одесса",3400,NA,"PM"
"1251","QA engineer","","Automation QA","4","1.5",1710,300,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",27,"Высшее","False","продвинутый","Desktop Applications,Телекоммуникации","23/12/2014 09:47:03","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",4,1.5,"Киев",1710,NA,"QA"
"1252","Дизайнер","","","10 и более лет","7",5000,-400,"Днепр.","до 200 человек","Продуктовая","мужской",37,"Незаконченное высшее","False","элементарный","iOS,Веб-разработка","23/12/2014 09:47:24","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",10,7,"Днепр.",5000,NA,""
"1253","Junior QA engineer","","Manual QA","1","1",600,200,"Одесса","до 200 человек","Аутсорсинговая","мужской",26,"Высшее","False","средний","Телекоммуникации","23/12/2014 09:47:31","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",1,1,"Одесса",600,NA,"QA"
"1254","QA engineer","","Manual QA","2.5","0.5",1000,0,"Киев","до 50 человек","Продуктовая","мужской",25,"Высшее","False","ниже среднего","Android,iOS","23/12/2014 09:48:44","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.122 Safari/537.36",2.5,0.5,"Киев",1000,NA,"QA"
"1255","Senior Software Engineer","C++","","10 и более лет","7",4000,0,"Одесса","до 50 человек","Продуктовая","мужской",34,"Высшее","False","средний","Desktop Applications","23/12/2014 09:50:53","Mozilla/5.0 (Windows NT 6.3; Trident/7.0; Touch; rv:11.0) like Gecko",10,7,"Одесса",4000,NA,"DEV"
"1256","Software Engineer","Java","","1.75","1.25",2000,1000,"Киев","до 10 человек","Стартап","мужской",25,"Два высших","False","выше среднего","Веб-разработка","23/12/2014 09:51:14","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",1.75,1.25,"Киев",2000,NA,"DEV"
"1257","Software Engineer","PHP","","4","4",1100,0,"Днепр.","до 50 человек","Продуктовая","мужской",25,"Высшее","False","средний","Веб-разработка,Телекоммуникации","23/12/2014 09:53:25","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.16",4,4,"Днепр.",1100,NA,"DEV"
"1258","Junior QA engineer","","Manual QA","0.75","0.75",312,0,"Киев","до 200 человек","Другая","мужской",24,"Высшее","False","ниже среднего","Веб-разработка","23/12/2014 09:56:45","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0.75,0.75,"Киев",312,NA,"QA"
"1259","Junior Software Engineer","JavaScript","","меньше 3 месяцев","меньше 3 месяцев",1400,700,"Киев","до 1000 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","False","выше среднего","Веб-разработка","23/12/2014 09:57:21","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 [FBAN/FBIOS;FBAV/20.1.0.15.10;FBBV/5758778;FBDV/iPhone6,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/8.1.2;FBSS/2; FBCR/Carrier;FBID/phone;FBLC/en_US;FBOP/5]",0,0,"Киев",1400,NA,"DEV"
"1260","Senior Software Engineer","JavaScript","","7","0.75",2650,200,"Винница","до 1000 человек","Продуктовая","мужской",26,"Высшее","False","продвинутый","Веб-разработка,Корпоративные системы","23/12/2014 09:58:50","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",7,0.75,"other",2650,NA,"DEV"
"1261","DevOps","","","8","0.5",2500,1100,"Киев","до 50 человек","Продуктовая","мужской",29,"Высшее","False","выше среднего","Другое","23/12/2014 09:59:19","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:34.0) Gecko/20100101 Firefox/34.0",8,0.5,"Киев",2500,NA,""
"1262","Системный администратор","","","5","1.75",1350,350,"Киев","до 200 человек","Продуктовая","мужской",26,"Незаконченное высшее","False","выше среднего","Desktop Applications,Веб-разработка","23/12/2014 10:00:20","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",5,1.75,"Киев",1350,NA,"ADM"
"1263","QA engineer","","Manual QA","3.5","0.75",1400,200,"Киев","до 200 человек","Продуктовая","мужской",27,"Высшее","False","средний","Desktop Applications","23/12/2014 10:00:57","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",3.5,0.75,"Киев",1400,NA,"QA"
"1264","Senior Software Engineer","Java","","меньше 3 месяцев","9",4000,700,"Одесса","до 50 человек","Продуктовая","мужской",31,"Два высших","False","выше среднего","Корпоративные системы,Другое","23/12/2014 10:00:58","Mozilla/5.0 (X11; CrOS x86_64 6310.68.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.96 Safari/537.36",0,9,"Одесса",4000,NA,"DEV"
"1265","Senior Software Engineer","C#/.NET","","7","3",3200,400,"Одесса","до 200 человек","Аутсорсинговая","мужской",30,"Высшее","False","выше среднего","Веб-разработка,Телекоммуникации","23/12/2014 10:02:06","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",7,3,"Одесса",3200,NA,"DEV"
"1266","QA Tech Lead","","General QA","1.5","1.5",1100,500,"Черновцы","до 200 человек","Аутсорсинговая","мужской",26,"Высшее","False","продвинутый","Android,iOS","23/12/2014 10:02:11","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",1.5,1.5,"other",1100,NA,"QA"
"1267","Senior Software Engineer","Other","","меньше 3 месяцев","меньше 3 месяцев",1300,-1200,"Киев","до 200 человек","Продуктовая","мужской",36,"Высшее","False","средний","Финансы и банки,Корпоративные системы","23/12/2014 10:02:25","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0",0,0,"Киев",1300,NA,"DEV"
"1268","Junior Software Engineer","PHP","","0.5","0.5",700,1200,"Севастополь","до 10 человек","Аутсорсинговая","мужской",33,"Незаконченное высшее","False","выше среднего","Веб-разработка","23/12/2014 10:02:32","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0",0.5,0.5,"other",700,NA,"DEV"
"1269","Technical Lead","JavaScript","","8","0.5",3500,3000,"Днепр.","до 200 человек","Продуктовая","мужской",32,"Высшее","False","средний","Веб-разработка","23/12/2014 10:05:02","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",8,0.5,"Днепр.",3500,NA,"SDEV"
"1270","Junior Software Engineer","PHP","","меньше 3 месяцев","0.5",400,600,"Одесса","до 10 человек","Другая","мужской",21,"Высшее","False","средний","Веб-разработка","23/12/2014 10:05:41","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0,0.5,"Одесса",400,NA,"DEV"
"1271","Software Engineer","PHP","","меньше 3 месяцев","меньше 3 месяцев",1600,100,"Львов","до 50 человек","Аутстаффинговая","мужской",27,"Высшее","False","средний","Веб-разработка","23/12/2014 10:06:52","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0",0,0,"Львов",1600,NA,"DEV"
"1272","Project manager","","","4.5","0.25",2350,300,"Харьков","свыше 1000 человек","Аутсорсинговая","женский",25,"Высшее","False","продвинутый","Android,eCommerce","23/12/2014 10:07:28","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",4.5,0.25,"Харьков",2350,NA,"PM"
"1273","Системный администратор","","","7","1.75",3000,750,"Киев","до 50 человек","Продуктовая","мужской",29,"Высшее","False","средний","Веб-разработка,Gamedev","23/12/2014 10:08:06","Mozilla/5.0 (X11; Linux x86_64; rv:34.0) Gecko/20100101 Firefox/34.0",7,1.75,"Киев",3000,NA,"ADM"
"1274","QA Tech Lead","","General QA","8","8",2420,200,"Харьков","свыше 1000 человек","Аутсорсинговая","мужской",31,"Высшее","False","продвинутый","Веб-разработка,eCommerce","23/12/2014 10:08:58","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",8,8,"Харьков",2420,NA,"QA"
"1275","Дизайнер","","","4","1",1850,0,"Киев","до 1000 человек","Продуктовая","женский",28,"Высшее","False","выше среднего","Gamedev","23/12/2014 10:09:00","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",4,1,"Киев",1850,NA,""
"1276","Software Engineer","Objective-C","","10 и более лет","1.75",2500,0,"Одесса","до 50 человек","Продуктовая","мужской",38,"Высшее","False","выше среднего","iOS","23/12/2014 10:09:44","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",10,1.75,"Одесса",2500,NA,"DEV"
"1277","Team lead","","","7","7",3000,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",30,"Высшее","False","средний","Embedded","23/12/2014 10:11:25","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",7,7,"Киев",3000,NA,"PM"
"1278","Верстальщик","","","0.5","меньше 3 месяцев",300,0,"Киев","до 10 человек","Аутсорсинговая","мужской",21,"Незаконченное высшее","True","средний","Веб-разработка","23/12/2014 10:12:15","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0.5,0,"Киев",300,NA,""
"1279","Junior Software Engineer","Ruby/Rails","","0.5","0.5",500,0,"Львов","до 10 человек","Аутсорсинговая","мужской",25,"Незаконченное высшее","False","средний","Веб-разработка","23/12/2014 10:14:35","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5",0.5,0.5,"Львов",500,NA,"DEV"
"1280","Senior Software Engineer","Java","","4","2.5",2800,800,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Веб-разработка,Корпоративные системы","23/12/2014 10:14:35","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",4,2.5,"Киев",2800,NA,"DEV"
"1281","Software Engineer","JavaScript","","4","1",2200,2200,"Львов","до 50 человек","Аутстаффинговая","мужской",27,"Высшее","False","средний","eCommerce","23/12/2014 10:15:35","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",4,1,"Львов",2200,NA,"DEV"
"1282","Software Engineer","Java","","2.5","0.25",1425,1000,"Харьков","свыше 1000 человек","Аутсорсинговая","мужской",22,"Высшее","False","выше среднего","Веб-разработка","23/12/2014 10:15:35","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36 OPR/26.0.1656.60",2.5,0.25,"Харьков",1425,NA,"DEV"
