"","X","Возраст","Пол","Должность","Образование","Язык.программирования","Индустрия","Предметная.область","Доп..специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Средняя.зарплата.в.месяц","Валюта","Годовые.премии.и.бонусы","Валюта.1","Размер.компании","Город","Уровень.английского","Дата.заполнения","User.Agent","exp","loc","salary","cls"
"732",NA,32,"m","Project manager","Высшее","","Нету",NA,"","9","2",4000,"d",0,"d","до 1000 человек","Киев","продвинутый","13/12/2011 20:24:51","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",9,"Киев",4000,"PM"
"733",NA,26,"m","Software Engineer","Высшее","SQL","Нету",NA,"","4","0.75",1200,"d",0,"d","до 10 человек","Винница","средний","13/12/2011 20:26:05","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",4,"other",1200,"DEV"
"734",NA,20,"m","Software Engineer","Незаконченное высшее","C#/.NET","Нету",NA,"","1.75","1.75",900,"d",0,"d","до 10 человек","Луганск","средний","13/12/2011 20:28:55","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",1.75,"other",900,"DEV"
"735",NA,21,"m","Junior Software Engineer","Незаконченное высшее","C#/.NET","Нету",NA,"","1","0.25",900,"d",0,"d","до 100 человек","Киев","ниже среднего","13/12/2011 20:32:05","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",1,"Киев",900,"DEV"
"736",NA,22,"m","Junior Software Engineer","Незаконченное высшее","Java","Нету",NA,"","меньше 3 месяцев","меньше 3 месяцев",500,"d",0,"d","до 200 человек","Киев","выше среднего","13/12/2011 20:32:42","Mozilla/5.0 (X11; Linux x86_64; rv:8.0.1) Gecko/20100101 Firefox/8.0.1",0,"Киев",500,"DEV"
"737",NA,24,"m","Software Engineer","Высшее","C#/.NET","Нету",NA,"","4.5","0.75",1800,"d",0,"d","до 200 человек","Киев","продвинутый","13/12/2011 20:32:44","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",4.5,"Киев",1800,"DEV"
"738",NA,20,"m","Junior Software Engineer","Незаконченное высшее","JavaScript","Нету",NA,"","меньше 3 месяцев","меньше 3 месяцев",2000,"d",1000,"h","до 50 человек","Днепр.","ниже среднего","13/12/2011 20:32:49","Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.9.168 Version/11.50",0,"Днепр.",2000,"DEV"
"739",NA,30,"m","Software Engineer","Высшее","Perl","Нету",NA,"","8","0.75",2300,"d",0,"d","до 1000 человек","Киев","средний","13/12/2011 20:37:40","Opera/9.80 (X11; Linux i686; U; ru) Presto/2.10.229 Version/11.60",8,"Киев",2300,"DEV"
"740",NA,23,"m","Software Engineer","Высшее","Java","Нету",NA,"","4","0.5",2000,"d",0,"d","до 1000 человек","Киев","ниже среднего","13/12/2011 20:38:02","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",4,"Киев",2000,"DEV"
"741",NA,25,"m","Junior QA engineer","Высшее","","Нету",NA,"General QA","1","1",500,"d",0,"d","до 1000 человек","Львов","средний","13/12/2011 20:40:06","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",1,"Львов",500,"QA"
"742",NA,39,"f","Senior QA engineer","Высшее","","Нету",NA,"Manual QA","3","3",1400,"d",0,"d","до 200 человек","Львов","продвинутый","13/12/2011 20:40:08","Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1",3,"Львов",1400,"QA"
"743",NA,27,"f","Senior QA engineer","Высшее","","Нету",NA,"General QA","6","0.25",2400,"d",6000,"d","до 100 человек","Киев","выше среднего","13/12/2011 20:40:11","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.41 Safari/535.7",6,"Киев",2400,"QA"
"744",NA,28,"m","Software Engineer","Высшее","Java","Нету",NA,"","3","меньше 3 месяцев",1800,"d",0,"d","до 100 человек","Днепр.","средний","13/12/2011 20:40:26","Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0",3,"Днепр.",1800,"DEV"
"745",NA,27,"m","Software Engineer","Высшее","Java","Нету",NA,"","4","1.75",2100,"d",300,"d","до 100 человек","Одесса","средний","13/12/2011 20:46:08","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",4,"other",2100,"DEV"
"746",NA,18,"m","Junior Software Engineer","Незаконченное высшее","JavaScript","Нету",NA,"","меньше 3 месяцев","меньше 3 месяцев",500,"d",0,"d","до 100 человек","Донецк","выше среднего","13/12/2011 20:46:46","Mozilla/5.0 (Windows NT 6.2) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",0,"other",500,"DEV"
"747",NA,31,"m","Software Engineer","Высшее","C#/.NET","Нету",NA,"","7","2.5",2800,"d",2000,"d","до 100 человек","Киев","средний","13/12/2011 20:47:42","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",7,"Киев",2800,"DEV"
"748",NA,26,"m","Technical Lead","Высшее","C#/.NET","Нету",NA,"","4.5","1.5",2000,"d",200,"d","до 10 человек","Харьков","выше среднего","13/12/2011 20:48:30","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)",4.5,"Харьков",2000,"SDEV"
"749",NA,23,"m","Software Engineer","Высшее","C#/.NET","Нету",NA,"","3","1",1000,"d",1200,"d","до 10 человек","Винница","ниже среднего","13/12/2011 20:48:49","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",3,"other",1000,"DEV"
"750",NA,28,"m","Team lead","Высшее","","Нету",NA,"","5","5.5",3200,"d",3000,"d","до 1000 человек","Киев","продвинутый","13/12/2011 20:50:51","Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",5,"Киев",3200,"PM"
"751",NA,27,"m","Senior Software Engineer","Высшее","C++","Нету",NA,"","7.5","меньше 3 месяцев",3000,"d",0,"d","до 50 человек","Киев","выше среднего","13/12/2011 20:53:52","Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",7.5,"Киев",3000,"DEV"
"752",NA,20,"m","Junior Software Engineer","Незаконченное высшее","Java","Нету",NA,"","0.25","0.25",5000,"h",0,"d","до 1000 человек","Киев","элементарный","13/12/2011 20:56:50","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.6 Safari/535.11",0.25,"Киев",625,"DEV"
"753",NA,25,"m","Senior Software Engineer","Высшее","Java","Нету",NA,"","5","0.5",3200,"d",0,"d","до 200 человек","Одесса","средний","13/12/2011 20:59:26","Mozilla/5.0 (X11; Linux x86_64; rv:6.0) Gecko/20100101 Firefox/6.0",5,"other",3200,"DEV"
"754",NA,26,"m","Senior Software Engineer","Незаконченное высшее","PHP","Нету",NA,"","5.5","1.5",2200,"d",0,"d","до 50 человек","Донецк","ниже среднего","13/12/2011 21:02:12","Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/534.10 (KHTML, like Gecko) Chrome/8.0.552.200 Safari/534.10",5.5,"other",2200,"DEV"
"755",NA,28,"f","QA Tech Lead","Высшее","","Нету",NA,"General QA","6","6",2000,"d",1850,"d","до 200 человек","Винница","продвинутый","13/12/2011 21:02:15","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",6,"other",2000,"QA"
"756",NA,25,"m","Team lead","Высшее","","Нету",NA,"","7","5.5",1900,"d",0,"d","до 1000 человек","Львов","выше среднего","13/12/2011 21:02:42","Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/11.10 Chromium/14.0.835.202 Chrome/14.0.835.202 Safari/535.1",7,"Львов",1900,"PM"
"757",NA,26,"m","Software Engineer","Высшее","Python","Нету",NA,"","5.5","2.5",2200,"d",0,"d","до 200 человек","Одесса","средний","13/12/2011 21:03:40","Mozilla/5.0 (Ubuntu; X11; Linux i686; rv:8.0) Gecko/20100101 Firefox/8.0",5.5,"other",2200,"DEV"
"758",NA,31,"m","Системный администратор","Высшее","","Нету",NA,"","10 и более лет","2",1800,"d",1000,"d","до 10 человек","Львов","выше среднего","13/12/2011 21:05:06","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",10,"Львов",1800,"ADM"
"759",NA,30,"m","Senior Software Engineer","Высшее","Java","Нету",NA,"","5","меньше 3 месяцев",2500,"d",0,"d","до 200 человек","Харьков","средний","13/12/2011 21:05:46","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0",5,"Харьков",2500,"DEV"
"760",NA,25,"m","Системный администратор","Высшее","","Нету",NA,"","3","3",2000,"d",350,"h","до 10 человек","Симферополь","средний","13/12/2011 21:05:53","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",3,"other",2000,"ADM"
"761",NA,22,"m","Junior Software Engineer","Высшее","Java","Нету",NA,"","4","0.5",900,"d",0,"d","до 200 человек","Винница","элементарный","13/12/2011 21:06:04","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Ubuntu/11.10 Chromium/15.0.874.106 Chrome/15.0.874.106 Safari/535.2",4,"other",900,"DEV"
"762",NA,29,"m","QA engineer","Высшее","","Нету",NA,"Manual QA","6.5","меньше 3 месяцев",9000,"h",0,"d","до 200 человек","Киев","средний","13/12/2011 21:08:38","Mozilla/5.0 (Windows NT 6.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1",6.5,"Киев",1125,"QA"
"763",NA,20,"m","Junior Software Engineer","Незаконченное высшее","Python","Нету",NA,"","0.25","0.25",500,"d",0,"d","до 50 человек","Киев","выше среднего","13/12/2011 21:09:34","Mozilla/5.0 (Ubuntu; X11; Linux i686; rv:8.0) Gecko/20100101 Firefox/8.0",0.25,"Киев",500,"DEV"
"764",NA,26,"m","Senior Software Engineer","Высшее","Java","Нету",NA,"","5","3.5",3000,"d",0,"d","до 200 человек","Киев","продвинутый","13/12/2011 21:09:42","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0",5,"Киев",3000,"DEV"
"765",NA,25,"m","Software Engineer","Высшее","Ruby/Rails","Нету",NA,"","2.5","0.5",1200,"d",0,"d","до 50 человек","Донецк","ниже среднего","13/12/2011 21:10:20","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",2.5,"other",1200,"DEV"
"766",NA,39,"m","Project manager","Два высших","","Нету",NA,"","3.5","4.5",3900,"d",7200,"d","до 200 человек","Винница","продвинутый","13/12/2011 21:10:35","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",3.5,"other",3900,"PM"
"767",NA,27,"m","Senior Project Manager / Program Manager","Высшее","","Нету",NA,"","8","5",3100,"d",0,"d","до 200 человек","Одесса","выше среднего","13/12/2011 21:13:30","Mozilla/5.0 (Ubuntu; X11; Linux x86_64; rv:8.0) Gecko/20100101 Firefox/8.0",8,"other",3100,"SPM"
"769",NA,21,"f","Junior QA engineer","Высшее","","Нету",NA,"Automation QA","1.25","меньше 3 месяцев",1000,"d",0,"d","до 100 человек","Киев","выше среднего","13/12/2011 21:16:04","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0.1) Gecko/20100101 Firefox/8.0.1",1.25,"Киев",1000,"QA"
"770",NA,31,"m","Senior QA engineer","Незаконченное высшее","","Нету",NA,"Manual QA","7","0.75",2000,"d",0,"d","до 100 человек","Киев","ниже среднего","13/12/2011 21:18:55","Mozilla/5.0 (Ubuntu; X11; Linux i686; rv:8.0) Gecko/20100101 Firefox/8.0",7,"Киев",2000,"QA"
"771",NA,28,"m","Senior Software Engineer","Высшее","Java","Нету",NA,"","4","1",2000,"d",0,"d","до 100 человек","Киев","ниже среднего","13/12/2011 21:19:23","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",4,"Киев",2000,"DEV"
"772",NA,22,"m","Junior Software Engineer","Высшее","PHP","Нету",NA,"","0.75","0.75",400,"d",150,"d","до 10 человек","Херсон","выше среднего","13/12/2011 21:19:24","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",0.75,"other",400,"DEV"
"773",NA,23,"m","Software Engineer","Высшее","Python","Нету",NA,"","3","меньше 3 месяцев",1700,"d",0,"d","до 10 человек","Львов","средний","13/12/2011 21:19:47","Mozilla/5.0 (Ubuntu; X11; Linux i686; rv:8.0) Gecko/20100101 Firefox/8.0",3,"Львов",1700,"DEV"
"774",NA,27,"m","Senior Software Engineer","Высшее","C#/.NET","Нету",NA,"","5","0.5",2500,"d",0,"d","до 100 человек","Харьков","выше среднего","13/12/2011 21:20:55","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0.1) Gecko/20100101 Firefox/8.0.1",5,"Харьков",2500,"DEV"
"775",NA,29,"m","Software Engineer","Высшее","PHP","Нету",NA,"","5","0.5",1750,"d",0,"d","до 100 человек","Киев","средний","13/12/2011 21:22:25","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",5,"Киев",1750,"DEV"
"776",NA,28,"m","Technical Lead","Высшее","Java","Нету",NA,"","7","0.5",3500,"d",0,"d","до 1000 человек","Харьков","продвинутый","13/12/2011 21:27:25","Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Ubuntu/9.10 Chromium/10.0.617.0 Chrome/10.0.617.0 Safari/534.16",7,"Харьков",3500,"SDEV"
"777",NA,22,"m","Junior Software Engineer","Высшее","Java","Нету",NA,"","0.5","0.25",600,"d",0,"d","до 1000 человек","Киев","средний","13/12/2011 21:29:25","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",0.5,"Киев",600,"DEV"
"778",NA,30,"m","Senior Software Engineer","Два высших","Java","Нету",NA,"","6","1",5000,"d",5000,"d","до 10 человек","Киев","продвинутый","13/12/2011 21:29:41","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",6,"Киев",5000,"DEV"
"779",NA,22,"m","Junior Software Engineer","Высшее","C#/.NET","Нету",NA,"","0.5","0.5",800,"d",0,"d","до 50 человек","Донецк","средний","13/12/2011 21:29:59","Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.9.168 Version/11.52",0.5,"other",800,"DEV"
"780",NA,24,"f","Junior QA engineer","Высшее","","Нету",NA,"Manual QA","0.5","0.25",700,"d",0,"d","до 10 человек","Киев","выше среднего","13/12/2011 21:30:14","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",0.5,"Киев",700,"QA"
"781",NA,34,"m","Junior QA engineer","Высшее","","Нету",NA,"Manual QA","0.75","0.75",725,"d",700,"d","до 200 человек","Киев","средний","13/12/2011 21:31:49","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.19) Gecko/20110707 Firefox/3.6.19",0.75,"Киев",725,"QA"
"782",NA,24,"m","Senior Software Engineer","Высшее","Python","Нету",NA,"","4.5","0.75",1100,"d",1000,"d","до 50 человек","Сумы","средний","13/12/2011 21:35:52","Mozilla/5.0 (Ubuntu; X11; Linux x86_64; rv:8.0) Gecko/20100101 Firefox/8.0",4.5,"other",1100,"DEV"
"783",NA,21,"m","Junior Software Engineer","Незаконченное высшее","Java","Нету",NA,"","1","1",1200,"d",0,"d","до 10 человек","Киев","средний","13/12/2011 21:36:11","Mozilla/5.0 (X11; Linux x86_64; rv:8.0) Gecko/20100101 Firefox/8.0",1,"Киев",1200,"DEV"
"784",NA,24,"m","Senior Software Engineer","Высшее","C#/.NET","Нету",NA,"","5","0.5",2700,"d",0,"d","до 50 человек","Харьков","средний","13/12/2011 21:38:15","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",5,"Харьков",2700,"DEV"
"785",NA,22,"m","QA engineer","Высшее","","Нету",NA,"General QA","1.25","1.25",700,"d",0,"d","до 10 человек","Киев","ниже среднего","13/12/2011 21:39:35","Mozilla/5.0 (Windows NT 6.0; rv:8.0) Gecko/20100101 Firefox/8.0",1.25,"Киев",700,"QA"
"786",NA,25,"m","Senior QA engineer","Высшее","","Нету",NA,"General QA","5.5","0.5",3300,"d",0,"d","до 1000 человек","Киев","продвинутый","13/12/2011 21:39:45","Opera/9.80 (Macintosh; Intel Mac OS X 10.6.8; U; en) Presto/2.10.229 Version/11.60",5.5,"Киев",3300,"QA"
"787",NA,26,"m","Software Engineer","Высшее","C#/.NET","Нету",NA,"","4","1",2000,"d",0,"d","до 10 человек","Киев","выше среднего","13/12/2011 21:39:50","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",4,"Киев",2000,"DEV"
"788",NA,31,"m","Senior Software Engineer","Высшее","Java","Нету",NA,"","2","0.5",3000,"d",0,"d","до 100 человек","Киев","средний","13/12/2011 21:41:55","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/5.0)",2,"Киев",3000,"DEV"
"789",NA,24,"m","Software Engineer","Высшее","C#/.NET","Нету",NA,"","2.5","2",1000,"d",0,"d","до 50 человек","Симферополь","выше среднего","13/12/2011 21:42:11","Mozilla/5.0 (Windows NT 6.1; rv:8.0) Gecko/20100101 Firefox/8.0",2.5,"other",1000,"DEV"
"790",NA,24,"f","Дизайнер","Незаконченное высшее","","Нету",NA,"","5","1",2500,"d",0,"d","до 50 человек","Киев","выше среднего","13/12/2011 21:42:58","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0.1) Gecko/20100101 Firefox/8.0.1",5,"Киев",2500,""
"791",NA,24,"m","Senior Software Engineer","Высшее","Python","Нету",NA,"","6","3",4000,"d",0,"d","до 10 человек","Запорожье","продвинутый","13/12/2011 21:44:28","Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Ubuntu/11.04 Chromium/10.0.648.205 Chrome/10.0.648.205 Safari/534.16",6,"other",4000,"DEV"
"792",NA,23,"m","Software Engineer","Высшее","C++","Нету",NA,"","1.5","0.5",1200,"d",0,"d","до 50 человек","Винница","выше среднего","13/12/2011 21:45:29","Opera/9.80 (Windows NT 6.1; U; Edition Ukraine Local; ru) Presto/2.9.168 Version/11.52",1.5,"other",1200,"DEV"
"793",NA,25,"m","Software Engineer","Высшее","C#/.NET","Нету",NA,"","4.5","4.5",1800,"d",0,"d","до 10 человек","Харьков","средний","13/12/2011 21:45:38","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0",4.5,"Харьков",1800,"DEV"
"794",NA,28,"m","Senior Software Engineer","Высшее","Delphi","Нету",NA,"","1.5","7",3500,"h",0,"d","до 50 человек","Запорожье","элементарный","13/12/2011 21:46:47","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.133 Safari/534.16",1.5,"other",437.5,"DEV"
"795",NA,34,"m","Project manager","Высшее","","Нету",NA,"","10 и более лет","10 и более лет",2850,"d",4000,"d","до 1000 человек","Львов","выше среднего","13/12/2011 21:47:05","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",10,"Львов",2850,"PM"
"796",NA,29,"m","Senior Software Engineer","Высшее","PHP","Нету",NA,"","5","1",1900,"d",1000,"d","до 1000 человек","Днепр.","средний","13/12/2011 21:49:03","Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0",5,"Днепр.",1900,"DEV"
"797",NA,35,"m","Director of Engineering / Program Director","Высшее","","Нету",NA,"","10 и более лет","7",5000,"d",10000,"d","до 50 человек","Севастополь","продвинутый","13/12/2011 21:53:21","Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",10,"other",5000,"SPM"
"799",NA,21,"m","Software Engineer","Незаконченное высшее","PHP","Нету",NA,"","2","1",1200,"d",200,"d","до 50 человек","Тернополь","ниже среднего","13/12/2011 21:58:13","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",2,"other",1200,"DEV"
"800",NA,28,"m","Project manager","Высшее","","Нету",NA,"","6","2",3500,"d",0,"d","до 10 человек","Киев","продвинутый","13/12/2011 21:58:13","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",6,"Киев",3500,"PM"
"801",NA,22,"m","Дизайнер","Незаконченное высшее","","Нету",NA,"","3","меньше 3 месяцев",1000,"d",0,"d","до 10 человек","Киев","выше среднего","13/12/2011 21:58:34","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",3,"Киев",1000,""
"802",NA,24,"m","Project manager","Высшее","","Нету",NA,"","4.5","4.5",2000,"d",2000,"d","до 200 человек","Львов","средний","13/12/2011 21:59:31","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",4.5,"Львов",2000,"PM"
"803",NA,23,"m","Software Engineer","Незаконченное высшее","C++","Нету",NA,"","5.5","1.5",3000,"d",600,"d","до 100 человек","Киев","средний","13/12/2011 21:59:48","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",5.5,"Киев",3000,"DEV"
"804",NA,24,"m","Software Engineer","Высшее","Java","Нету",NA,"","2","0.75",1500,"d",0,"d","до 10 человек","Одесса","средний","13/12/2011 22:00:45","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",2,"other",1500,"DEV"
"805",NA,27,"m","Senior Software Engineer","Высшее","C#/.NET","Нету",NA,"","4.5","2",2500,"d",500,"d","до 50 человек","Харьков","ниже среднего","13/12/2011 22:03:54","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.6 Safari/535.11",4.5,"Харьков",2500,"DEV"
"806",NA,25,"m","Software Engineer","Высшее","C#/.NET","Нету",NA,"","3","1",1500,"d",0,"d","до 1000 человек","Львов","ниже среднего","13/12/2011 22:04:16","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.2 Safari/535.11",3,"Львов",1500,"DEV"
"807",NA,33,"m","Senior Software Engineer","Высшее","C++","Нету",NA,"","10 и более лет","3",4000,"d",0,"d","до 50 человек","Киев","средний","13/12/2011 22:04:38","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.6 Safari/535.11",10,"Киев",4000,"DEV"
"808",NA,28,"f","Project manager","Высшее","","Нету",NA,"","1","1",1900,"d",0,"d","до 100 человек","Киев","выше среднего","13/12/2011 22:05:22","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",1,"Киев",1900,"PM"
"809",NA,29,"m","Project manager","Высшее","","Нету",NA,"","3","5.5",3000,"d",0,"d","до 1000 человек","Львов","выше среднего","13/12/2011 22:05:27","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",3,"Львов",3000,"PM"
"810",NA,25,"m","Системный администратор","Высшее","","Нету",NA,"","3","3",1800,"d",0,"d","до 10 человек","Харьков","средний","13/12/2011 22:06:44","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",3,"Харьков",1800,"ADM"
"811",NA,27,"f","QA engineer","Высшее","","Нету",NA,"Automation QA","1.5","0.25",2500,"d",0,"d","до 100 человек","Киев","продвинутый","13/12/2011 22:06:58","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",1.5,"Киев",2500,"QA"
"812",NA,24,"m","Software Engineer","Высшее","C#/.NET","Нету",NA,"","1.5","1.5",900,"d",0,"d","до 1000 человек","Львов","выше среднего","13/12/2011 22:07:46","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",1.5,"Львов",900,"DEV"
"813",NA,30,"m","Junior Software Engineer","Высшее","Java","Нету",NA,"","0.5","0.5",1000,"d",0,"d","до 200 человек","Днепр.","ниже среднего","13/12/2011 22:07:55","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",0.5,"Днепр.",1000,"DEV"
"814",NA,24,"m","Senior Software Engineer","Высшее","C++","Нету",NA,"","5.5","2",2200,"d",1000,"d","до 200 человек","Киев","продвинутый","13/12/2011 22:08:05","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",5.5,"Киев",2200,"DEV"
"815",NA,21,"m","Junior Software Engineer","Незаконченное высшее","Java","Нету",NA,"","0.5","0.5",400,"d",0,"d","до 50 человек","Харьков","средний","13/12/2011 22:08:36","Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.10.229 Version/11.60",0.5,"Харьков",400,"DEV"
"816",NA,28,"m","Junior Software Engineer","Высшее","Java","Нету",NA,"","меньше 3 месяцев","меньше 3 месяцев",1000,"d",0,"d","до 10 человек","Одесса","ниже среднего","13/12/2011 22:08:53","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7",0,"other",1000,"DEV"
