"N","Город","Зарплата.в.месяц","Изменение.зарплаты.за.12.месяцев","Должность","exp","current_job_exp","Язык.программирования","Специализация","Возраст","Пол","Образование","Университет","Еще.студент","Уровень.английского","Размер.компании","Тип.компании","Предметная.область"
"1344","Днепр.",500,0,"Junior Software Engineer",2,1.5,"Java","",21,"мужской","Высшее","ДНУ им. Гончара","True","продвинутый","свыше 1000 человек","Аутсорсинговая","Веб-разработка,Финансы и банки"
"1345","Днепр.",3500,200,"Team lead",8,4,"","",28,"мужской","Высшее","ДНУ им. Гончара","False","выше среднего","до 1000 человек","Продуктовая","Веб-разработка,eCommerce"
"1346","Киев",1800,350,"Technical Lead",9,4,"PHP","",31,"мужской","Высшее","Другой вуз","False","выше среднего","до 50 человек","Продуктовая","Веб-разработка,Телекоммуникации"
"1347","Харьков",1000,0,"Software Engineer",3,3,"Objective-C","",28,"мужской","Два высших","ХНУРЭ","False","средний","до 50 человек","Продуктовая","iOS,Gamedev"
"1348","Харьков",1300,400,"Software Engineer",4,4,"C#/.NET","",24,"мужской","Высшее","ХАИ","False","продвинутый","до 1000 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"1349","Херсон",1200,200,"Software Engineer",1.5,1.5,"JavaScript","",27,"мужской","Два высших","Другой вуз","False","средний","до 50 человек","Аутсорсинговая","Веб-разработка"
"1350","Киев",520,120,"Junior Software Engineer",0.5,0.5,"JavaScript","",25,"мужской","Высшее","КНЭУ","False","ниже среднего","до 50 человек","Аутстаффинговая","Веб-разработка,Корпоративные системы"
"1351","Киев",215,0,"Junior QA engineer",0.5,0.5,"","Manual QA",22,"мужской","Незаконченное высшее","Другой вуз","True","средний","до 50 человек","Аутсорсинговая","Gamedev"
"1352","Львов",2900,400,"Software Engineer",5,1,"JavaScript","",26,"мужской","Два высших","НУК","False","средний","до 1000 человек","Аутсорсинговая","Веб-разработка"
"1353","Киев",5700,1500,"Director of Engineering / Program Director",10,1.5,"","",31,"мужской","Высшее","НТУУ «КПИ»","False","продвинутый","до 50 человек","Продуктовая","Веб-разработка,eCommerce"
"1354","Киев",700,0,"Junior Software Engineer",0.5,0.5,"JavaScript","",26,"мужской","Высшее","НТУУ «КПИ»","False","ниже среднего","до 1000 человек","Аутсорсинговая","Веб-разработка"
"1355","Харьков",3400,900,"Senior Software Engineer",3,0,"C#/.NET","",27,"мужской","Высшее","ХНУРЭ","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Desktop Applications,Другое"
"1356","Одесса",1040,300,"Software Engineer",2,0.5,"PHP","",33,"мужской","Высшее","Другой вуз","False","ниже среднего","до 200 человек","Аутсорсинговая","Веб-разработка"
"1357","Киев",2500,1400,"Software Engineer",3,1,"C#/.NET","",24,"мужской","Высшее","ХНУРЭ","False","ниже среднего","свыше 1000 человек","Аутсорсинговая","Windows Phone"
"1358","Львов",900,800,"QA engineer",2,1,"","Manual QA",25,"мужской","Высшее","ОНПУ","False","ниже среднего","до 200 человек","Продуктовая","Веб-разработка"
"1359","Киев",500,0,"Junior QA engineer",0.5,0.5,"","Manual QA",22,"мужской","Незаконченное высшее","НТУУ «КПИ»","False","средний","до 1000 человек","Аутсорсинговая",""
"1360","Одесса",3800,0,"Scrum Master",2,2,"","",33,"мужской","Два высших","ОНПУ","False","продвинутый","свыше 1000 человек","Аутстаффинговая","Финансы и банки"
"1361","Киев",6000,500,"Senior Software Engineer",9,0.25,"JavaScript","",30,"мужской","Два высших","Другой вуз","False","продвинутый","до 50 человек","Продуктовая","Веб-разработка,Телекоммуникации"
"1362","Днепр.",850,200,"QA engineer",2,2,"","Manual QA",24,"мужской","Высшее","Другой вуз","False","элементарный","до 1000 человек","Продуктовая","Финансы и банки"
"1363","Киев",700,0,"Junior Software Engineer",0,0,"Objective-C","",21,"мужской","Незаконченное высшее","КНУ им. Шевченко","True","выше среднего","до 200 человек","Аутсорсинговая","iOS"
"1364","Днепр.",900,400,"Junior Software Engineer",1,1,"JavaScript","",31,"мужской","Высшее","Другой вуз","False","элементарный","до 50 человек","Аутсорсинговая",""
"1365","Киев",5000,0,"Senior Software Engineer",10,2,"C#/.NET","",35,"мужской","Высшее","НТУУ «КПИ»","False","средний","до 10 человек","Аутсорсинговая","Веб-разработка"
"1366","Днепр.",500,200,"Junior Software Engineer",1.5,0.25,"PHP","",27,"мужской","Незаконченное высшее","ДонНТУ","False","средний","до 50 человек","Продуктовая","Веб-разработка"
"1367","Харьков",1800,500,"Senior Software Engineer",4,1.5,"PHP","",25,"мужской","Незаконченное высшее","Другой вуз","False","ниже среднего","до 200 человек","Аутсорсинговая","Веб-разработка"
"1368","Одесса",550,0,"Junior Software Engineer",1.5,0,"Java","",26,"мужской","Высшее","НТУУ «КПИ»","False","выше среднего","до 200 человек","Аутсорсинговая","eCommerce,Корпоративные системы"
"1369","Харьков",1600,600,"Software Engineer",3,3,"C#/.NET","",24,"мужской","Высшее","ХНУРЭ","False","элементарный","до 10 человек","Продуктовая","Windows Phone,Веб-разработка"
"1370","Киев",1500,700,"QA engineer",2,0.5,"","Automation QA",39,"мужской","Высшее","НТУУ «КПИ»","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Веб-разработка,Финансы и банки"
"1371","Киев",1500,700,"Junior Software Engineer",1,0,"Java","",26,"мужской","Высшее","НТУУ «КПИ»","False","средний","свыше 1000 человек","Аутсорсинговая","Телекоммуникации,Корпоративные системы"
"1372","Киев",5000,0,"Senior Software Engineer",10,2,"Java","",34,"мужской","Два высших","Другой вуз","False","средний","свыше 1000 человек","Аутсорсинговая","Android,Веб-разработка"
"1373","Харьков",2850,250,"Team lead",7,2,"","",39,"мужской","Высшее","НТУ «ХПИ»","False","выше среднего","свыше 1000 человек","Другая","Веб-разработка"
"1374","Днепр.",2200,0,"Software Engineer",3,0.5,"JavaScript","",25,"мужской","Высшее","ДНУ им. Гончара","False","средний","свыше 1000 человек","Аутсорсинговая","Desktop Applications"
"1375","Киев",1400,400,"Business analyst",4,0.25,"","",36,"мужской","Высшее","Другой вуз","False","продвинутый","свыше 1000 человек","Продуктовая","Телекоммуникации,Корпоративные системы"
"1376","Львов",750,150,"QA engineer",3,0.5,"","Manual QA",25,"женский","Высшее","Львовская Политехника","False","выше среднего","до 50 человек","Аутсорсинговая","Android,iOS"
"1377","Киев",1200,200,"DevOps",1,1,"","",30,"мужской","Незаконченное высшее","НТУУ «КПИ»","False","продвинутый","свыше 1000 человек","Аутсорсинговая","Финансы и банки"
"1378","Днепр.",4200,0,"System Architect",10,4,"SQL","",35,"мужской","Высшее","ДНУЖТ","False","продвинутый","свыше 1000 человек","Аутсорсинговая","Корпоративные системы"
"1379","Киев",2850,350,"Senior Software Engineer",5,1,"C#/.NET","",27,"мужской","Высшее","ДонНУ","False","средний","свыше 1000 человек","Аутсорсинговая","Desktop Applications"
"1380","Киев",3500,0,"Senior Software Engineer",10,3,"C#/.NET","",39,"мужской","Высшее","Другой вуз","False","средний","свыше 1000 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"1381","Львов",2800,1000,"Senior Software Engineer",4,1,"C#/.NET","",26,"мужской","Высшее","ЛНУ им. Франко","False","средний","до 1000 человек","Аутсорсинговая","Веб-разработка"
"1382","Киев",3800,0,"Senior Software Engineer",10,3,"Java","",36,"мужской","Высшее","Другой вуз","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Финансы и банки,Корпоративные системы"
"1383","Киев",1600,100,"Senior QA engineer",4,0.5,"","Manual QA",25,"мужской","Высшее","Другой вуз","False","выше среднего","до 200 человек","Аутстаффинговая","iOS,Gamedev"
"1384","Одесса",3135,300,"Software Engineer",5,5,"Java","",31,"мужской","Высшее","ОНПУ","False","выше среднего","до 1000 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"1385","Киев",400,0,"Junior QA engineer",0,0.25,"","Manual QA",31,"мужской","Высшее","ХНУРЭ","False","ниже среднего","до 200 человек","Продуктовая","iOS,Gamedev"
"1386","Ивано-Франковск",300,100,"Junior QA engineer",0.5,0.5,"","Manual QA",20,"мужской","Незаконченное высшее","Другой вуз","True","выше среднего","до 200 человек","Аутсорсинговая","Веб-разработка,Финансы и банки"
"1387","Днепр.",1400,400,"Software Engineer",2,2,"Python","",24,"мужской","Высшее","ДНУ им. Гончара","False","средний","до 50 человек","Аутстаффинговая","Веб-разработка"
"1388","Харьков",400,400,"Junior QA engineer",1,1,"","Automation QA",22,"мужской","Незаконченное высшее","ХНУРЭ","True","средний","до 50 человек","Аутсорсинговая","Веб-разработка"
"1389","Киев",2400,700,"Senior Software Engineer",4,1.5,"Java","",26,"мужской","Высшее","НТУУ «КПИ»","False","средний","до 1000 человек","Аутсорсинговая","Android"
"1390","Киев",4250,0,"Technical Lead",10,10,"Java","",36,"мужской","Высшее","ДонНТУ","False","выше среднего","до 1000 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"1391","Киев",3325,-175,"Senior Software Engineer",4,0.25,"Java","",27,"мужской","Высшее","ВНУ им. Даля","False","выше среднего","до 50 человек","Продуктовая","Финансы и банки,eCommerce"
"1392","Харьков",1800,300,"Software Engineer",3,3,"C#/.NET","",25,"мужской","Высшее","ХАИ","False","ниже среднего","до 1000 человек","Аутсорсинговая","Веб-разработка"
"1393","Киев",1600,400,"Software Engineer",3,1.5,"Python","",26,"мужской","Высшее","ВНУ им. Даля","False","ниже среднего","до 10 человек","Стартап","Веб-разработка"
"1394","Киев",3000,0,"Senior Software Engineer",7,5,"Java","",27,"мужской","Высшее","НТУУ «КПИ»","False","средний","до 200 человек","Аутсорсинговая","Веб-разработка"
"1395","Львов",2100,450,"Technical Lead",3,3,"C#/.NET","",23,"мужской","Высшее","ЛНУ им. Франко","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"1396","Киев",5000,0,"Senior Software Engineer",10,7,"PHP","",28,"мужской","Высшее","НТУУ «КПИ»","False","выше среднего","до 10 человек","Аутсорсинговая","Веб-разработка"
"1397","Киев",500,0,"Junior QA engineer",1,1,"","Manual QA",20,"мужской","Незаконченное высшее","Другой вуз","True","ниже среднего","до 200 человек","Аутсорсинговая","Desktop Applications"
"1398","Киев",1200,700,"Software Engineer",1,1,"Java","",24,"мужской","Высшее","НТУУ «КПИ»","False","средний","до 10 человек","Продуктовая","Веб-разработка"
"1399","Днепр.",285,0,"Junior Software Engineer",0.25,0.25,"Java","",23,"мужской","Высшее","ДНУ им. Гончара","False","средний","до 10 человек","Аутсорсинговая","Android,Мультимедиа"
"1400","Винница",1300,300,"Senior QA engineer",4,4,"","Automation QA",24,"мужской","Незаконченное высшее","ВНТУ","False","средний","до 1000 человек","Аутсорсинговая","Корпоративные системы"
"1401","Черновцы",255,40,"DevOps",10,7,"","",35,"мужской","Два высших","НТУ «ХПИ»","False","ниже среднего","до 1000 человек","Продуктовая","Финансы и банки,Корпоративные системы"
"1402","Другой",2900,400,"Software Engineer",5,0,"Scala","",28,"мужской","Высшее","Другой вуз","False","средний","до 10 человек","Стартап","Другое"
"1403","Киев",400,0,"Junior Software Engineer",1,1,"Java","",29,"мужской","Высшее","ГУТ","False","ниже среднего","до 50 человек","Продуктовая","Android"
"1404","Киев",1500,-500,"Designer",5,0,"","",28,"мужской","Высшее","ХАИ","False","ниже среднего","до 50 человек","Стартап","iOS,Веб-разработка"
"1405","Винница",800,300,"Junior QA engineer",1.5,0.5,"","General QA",26,"мужской","Высшее","ВНТУ","False","средний","до 50 человек","Аутсорсинговая","Android,Веб-разработка"
"1406","Харьков",1400,300,"Junior Software Engineer",1,1,"C++","",21,"мужской","Незаконченное высшее","ХНУРЭ","True","продвинутый","до 1000 человек","Продуктовая","Gamedev"
"1407","Киев",2000,1000,"Software Engineer",2,1,"JavaScript","",23,"мужской","Незаконченное высшее","НТУУ «КПИ»","False","выше среднего","до 50 человек","Аутсорсинговая","Desktop Applications,Веб-разработка"
"1408","Одесса",300,0,"Junior Software Engineer",0.5,0.5,"Other","",18,"мужской","Незаконченное высшее","Другой вуз","True","средний","до 200 человек","Аутсорсинговая","Веб-разработка"
"1409","Запорожье",3135,300,"Senior Software Engineer",10,0.5,"Ruby/Rails","",29,"мужской","Высшее","Другой вуз","False","выше среднего","до 10 человек","Продуктовая","Веб-разработка"
"1410","Киев",2100,300,"Team lead",5,4,"","",29,"мужской","Высшее","ВНУ им. Даля","False","средний","до 1000 человек","Продуктовая","Gamedev,Другое"
"1411","Киев",950,250,"Junior QA engineer",2,0.5,"","Manual QA",22,"женский","Высшее","НТУУ «КПИ»","False","средний","до 200 человек","Аутстаффинговая","Финансы и банки"
"1412","Львов",1900,900,"Software Engineer",4,0.5,"Ruby/Rails","",28,"мужской","Высшее","Львовская Политехника","False","средний","до 50 человек","Аутсорсинговая","Веб-разработка"
"1413","Одесса",3000,700,"Senior Software Engineer",5,1.5,"JavaScript","",30,"мужской","Высшее","НАУ","False","средний","до 200 человек","Продуктовая","Телекоммуникации"
"1414","Днепр.",1280,800,"Junior QA engineer",1,1,"","General QA",25,"мужской","Высшее","Другой вуз","False","ниже среднего","до 1000 человек","Продуктовая","Веб-разработка,Финансы и банки"
"1415","Киев",1000,0,"Software Engineer",1,1,"JavaScript","",21,"мужской","Среднее","","True","средний","до 50 человек","Продуктовая","Веб-разработка"
"1416","Днепр.",330,170,"Junior QA engineer",0.5,0,"","Manual QA",23,"мужской","Высшее","ДНУ им. Гончара","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Desktop Applications,Веб-разработка"
"1417","Киев",2500,1500,"Software Engineer",5,0.5,"Java","",32,"мужской","Высшее","НТУУ «КПИ»","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Финансы и банки,Корпоративные системы"
"1418","Харьков",500,0,"Junior Software Engineer",0.25,0.25,"Ruby/Rails","",28,"мужской","Высшее","Другой вуз","False","выше среднего","до 50 человек","Аутсорсинговая","Веб-разработка"
"1419","Киев",650,200,"Junior QA engineer",1,1,"","Automation QA",24,"мужской","Высшее","Другой вуз","False","средний","до 50 человек","Аутсорсинговая","eCommerce"
"1420","Хмельницкий",1200,0,"Software Engineer",3,1,"C#/.NET","",23,"мужской","Высшее","ХНУ [г. Хмельницкий]","False","ниже среднего","до 50 человек","Аутсорсинговая","Веб-разработка"
"1421","Хмельницкий",150,150,"Junior Software Engineer",0.25,0.25,"Java","",20,"мужской","Незаконченное высшее","ХНУ [г. Хмельницкий]","True","средний","до 10 человек","Продуктовая","Финансы и банки,eCommerce"
"1422","Одесса",1100,300,"Software Engineer",1.5,1.5,"Python","",26,"мужской","Среднее","","False","средний","до 50 человек","Аутсорсинговая","Веб-разработка,eCommerce"
"1423","Одесса",1500,500,"Software Engineer",3,1.5,"PHP","",23,"мужской","Высшее","ОНПУ","False","выше среднего","до 10 человек","Продуктовая","Веб-разработка"
"1424","Киев",2835,400,"QA engineer",4,1.5,"","Automation QA",30,"мужской","Два высших","НАУ","False","выше среднего","до 1000 человек","Аутсорсинговая","Телекоммуникации,Корпоративные системы"
"1425","Киев",275,75,"Game designer",0.25,0.25,"","",22,"мужской","Высшее","НТУУ «КПИ»","False","средний","до 200 человек","Продуктовая","Gamedev"
"1426","Луцк",400,320,"Junior QA engineer",1,1,"","General QA",25,"мужской","Высшее","Другой вуз","False","ниже среднего","до 200 человек","Аутсорсинговая","Веб-разработка"
"1427","Киев",1600,1000,"QA engineer",1.5,1.5,"","Automation QA",35,"мужской","Высшее","КНУ им. Шевченко","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Веб-разработка,Финансы и банки"
"1428","Киев",600,100,"Junior Software Engineer",0.5,0,"C#/.NET","",20,"мужской","Незаконченное высшее","НТУУ «КПИ»","True","средний","до 50 человек","Продуктовая","Веб-разработка,Корпоративные системы"
"1429","Киев",1250,300,"QA engineer",2,2,"","Automation QA",25,"женский","Высшее","НАУ","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Desktop Applications"
"1430","Харьков",950,100,"Junior Software Engineer",2,2,"Java","",25,"мужской","Высшее","Другой вуз","False","средний","до 1000 человек","Аутсорсинговая","Веб-разработка"
"1431","Черновцы",480,160,"Junior Software Engineer",1,0.5,"Java","",38,"мужской","Высшее","НТУУ «КПИ»","False","средний","до 50 человек","Продуктовая","Веб-разработка,Другое"
"1432","Киев",3500,200,"Senior Software Engineer",5,3,"Java","",27,"мужской","Высшее","Другой вуз","False","продвинутый","свыше 1000 человек","Аутсорсинговая","Финансы и банки"
"1433","Киев",1900,1100,"Software Engineer",3,0.5,"Java","",32,"мужской","Высшее","НТУУ «КПИ»","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"1434","Харьков",900,400,"Junior Software Engineer",1,1,"PHP","",24,"мужской","Высшее","ХНУ им. Каразина","False","ниже среднего","до 50 человек","Аутсорсинговая","Веб-разработка"
"1435","Черкассы",250,200,"Junior Software Engineer",1,1,"1С","",24,"мужской","Высшее","Другой вуз","False","элементарный","до 10 человек","Продуктовая","eCommerce"
"1436","Днепр.",1300,600,"Software Engineer",1.5,0.5,"Java","",32,"мужской","Высшее","ДНУ им. Гончара","False","средний","до 200 человек","Аутсорсинговая","Веб-разработка"
"1437","Киев",2700,0,"Technical Lead",4,1,"JavaScript","",25,"мужской","Два высших","ЖГТУ","False","ниже среднего","до 1000 человек","Аутсорсинговая","Веб-разработка,Мультимедиа"
"1438","Киев",930,800,"Marketing",1.5,0.5,"","",22,"женский","Высшее","Другой вуз","False","продвинутый","до 200 человек","Продуктовая","Embedded,Другое"
"1439","Киев",3200,200,"QA Tech Lead",6,0.5,"","General QA",26,"мужской","Высшее","Другой вуз","False","средний","до 1000 человек","Продуктовая","Другое"
"1440","Киев",700,200,"Software Engineer",5,3,"1С","",30,"женский","Два высших","НТУУ «КПИ»","False","средний","до 200 человек","Продуктовая","Корпоративные системы"
"1441","Киев",1000,500,"Software Engineer",1.5,1.5,"Java","",24,"мужской","Высшее","НАУ","False","средний","до 10 человек","Аутсорсинговая","Веб-разработка,eCommerce"
"1442","Черновцы",300,0,"Junior Software Engineer",0.25,0.25,"C#/.NET","",20,"мужской","Незаконченное высшее","Другой вуз","True","выше среднего","до 200 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"1443","Львов",700,400,"QA engineer",1.5,0.5,"","General QA",20,"мужской","Техникум / Колледж","","False","ниже среднего","свыше 1000 человек","Аутсорсинговая","Embedded,Телекоммуникации"
"1444","Киев",8500,85,"Senior Project Manager / Program Manager",10,6,"","",32,"мужской","Два высших","КНУ им. Шевченко","False","продвинутый","свыше 1000 человек","Аутсорсинговая","Финансы и банки,Корпоративные системы"
"1445","Киев",1740,200,"Software Engineer",4,1.5,"Ruby/Rails","",25,"мужской","Высшее","ДонНТУ","False","средний","свыше 1000 человек","Аутстаффинговая","Веб-разработка"
"1446","Львов",4200,200,"Senior Software Engineer",7,2,"C#/.NET","",28,"мужской","Высшее","Львовская Политехника","False","выше среднего","до 1000 человек","Аутстаффинговая","Веб-разработка"
"1447","Харьков",200,0,"Junior Software Engineer",0,0,"Java","",27,"мужской","Высшее","ХНУ им. Каразина","False","ниже среднего","до 10 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"1448","Киев",950,200,"Project manager",5,0.5,"","",30,"мужской","Два высших","КНЭУ","False","средний","до 1000 человек","Продуктовая","Корпоративные системы"
"1449","Киев",600,600,"Junior Software Engineer",0.5,0.5,"Java","",23,"мужской","Высшее","НТУУ «КПИ»","False","средний","до 10 человек","Аутсорсинговая","Веб-разработка"
"1450","Киев",3500,500,"Senior Software Engineer",5,0.25,"Objective-C","",27,"мужской","Высшее","ЗНТУ","False","средний","свыше 1000 человек","Аутсорсинговая","iOS"
"1451","Харьков",1700,200,"Senior QA engineer",4,3,"","Automation QA",27,"мужской","Высшее","ХНУРЭ","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Финансы и банки,Корпоративные системы"
"1452","Харьков",400,50,"Project manager",2,1,"","",28,"мужской","Два высших","НТУ «ХПИ»","False","ниже среднего","до 10 человек","Другая","Веб-разработка,eCommerce"
"1453","Днепр.",500,100,"Sysadmin",10,0.5,"","",29,"мужской","Высшее","ДонНТУ","False","ниже среднего","до 200 человек","Продуктовая","Веб-разработка,Корпоративные системы"
"1454","Черновцы",750,250,"Software Engineer",2,2,"C#/.NET","",23,"мужской","Высшее","Другой вуз","False","средний","до 50 человек","Аутстаффинговая","Веб-разработка,Корпоративные системы"
"1455","Киев",640,0,"Junior QA engineer",0.5,0.5,"","General QA",25,"женский","Высшее","КНЭУ","False","выше среднего","до 200 человек","Продуктовая","Веб-разработка"
"1456","Другой",3000,300,"Project manager",10,0.25,"","",34,"мужской","Высшее","ДНУ им. Гончара","False","продвинутый","до 200 человек","Аутсорсинговая","Веб-разработка"
"1457","Николаев",400,0,"Data Scientist / Data Analyst",3,1.5,"","",23,"мужской","Высшее","Другой вуз","False","ниже среднего","до 1000 человек","Аутсорсинговая","Корпоративные системы,Другое"
"1458","Запорожье",450,0,"Junior QA engineer",0.5,0.5,"","Manual QA",43,"мужской","Высшее","Другой вуз","False","продвинутый","до 10 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"1459","Харьков",400,400,"Junior Software Engineer",0.5,0.5,"Objective-C","",24,"женский","Незаконченное высшее","ХНУРЭ","True","средний","до 200 человек","Аутстаффинговая","iOS"
"1460","Львов",617,300,"Junior Software Engineer",1.5,1.5,"Python","",23,"мужской","Высшее","Львовская Политехника","False","средний","свыше 1000 человек","Аутсорсинговая","Корпоративные системы,Другое"
"1461","Харьков",3400,-200,"Senior Software Engineer",6,0,"C#/.NET","",27,"мужской","Высшее","ХНУРЭ","False","выше среднего","до 1000 человек","Продуктовая","Веб-разработка"
"1462","Львов",420,420,"Junior Software Engineer",0.5,0.5,"Python","",21,"мужской","Незаконченное высшее","Львовская Политехника","True","выше среднего","свыше 1000 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"1463","Киев",3000,500,"Senior Software Engineer",3,0,"PHP","",23,"мужской","Незаконченное высшее","НТУУ «КПИ»","False","выше среднего","до 50 человек","Аутстаффинговая","Веб-разработка"
"1464","Киев",2200,0,"Software Engineer",4,1,"JavaScript","",27,"мужской","Высшее","ГУТ","False","выше среднего","свыше 1000 человек","Аутстаффинговая","Веб-разработка"
"1465","Киев",500,300,"Junior QA engineer",1,1,"","Manual QA",30,"мужской","Высшее","НТУУ «КПИ»","False","средний","до 200 человек","Аутсорсинговая","Веб-разработка"
"1466","Харьков",1200,300,"QA engineer",3,0.5,"","Manual QA",25,"мужской","Незаконченное высшее","НТУ «ХПИ»","False","ниже среднего","до 1000 человек","Продуктовая","Gamedev"
"1467","Днепр.",2500,0,"Software Engineer",7,1,"C++","",28,"мужской","Высшее","ОНАС","False","ниже среднего","до 10 человек","Продуктовая","Системное программирование"
"1468","Киев",2800,200,"Senior Software Engineer",9,4,"C","",29,"мужской","Высшее","Другой вуз","False","средний","свыше 1000 человек","Аутсорсинговая","Embedded"
"1469","Житомир",350,150,"Junior Software Engineer",1,1,"PHP","",23,"мужской","Высшее","Другой вуз","False","ниже среднего","до 50 человек","Аутсорсинговая","Веб-разработка"
"1470","Киев",2500,0,"Software Engineer",3,1,"C#/.NET","",26,"мужской","Высшее","НТУУ «КПИ»","False","выше среднего","до 1000 человек","Аутсорсинговая","Веб-разработка,Финансы и банки"
"1471","Херсон",1300,700,"Software Engineer",2,2,"Java","",21,"мужской","Высшее","Другой вуз","True","средний","до 1000 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"1472","Львов",560,0,"Support",7,3,"","",39,"мужской","Незаконченное высшее","Другой вуз","False","ниже среднего","до 200 человек","Аутсорсинговая","Телекоммуникации"
"1473","Харьков",1650,300,"QA engineer",3,3,"","Manual QA",24,"женский","Высшее","НТУ «ХПИ»","False","средний","до 1000 человек","Аутсорсинговая","Веб-разработка"
"1474","Киев",1800,-700,"Senior QA engineer",5,0.25,"","Manual QA",26,"женский","Высшее","Другой вуз","False","продвинутый","до 200 человек","Продуктовая","Веб-разработка,Финансы и банки"
"1475","Харьков",240,100,"Software Engineer",1.5,1.5,"PHP","",33,"мужской","Высшее","НТУ «ХПИ»","False","элементарный","до 50 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"1476","Киев",1700,0,"Software Engineer",2,1,"Ruby/Rails","",32,"мужской","Высшее","НАУ","False","средний","до 10 человек","Продуктовая","Веб-разработка"
"1477","Киев",5500,500,"Technical Lead",10,0.5,"Java","",34,"мужской","Высшее","Другой вуз","False","выше среднего","до 1000 человек","Аутсорсинговая","Веб-разработка,Другое"
"1478","Киев",3000,300,"Software Engineer",7,0,"JavaScript","",29,"мужской","Высшее","НТУУ «КПИ»","False","выше среднего","до 200 человек","Аутсорсинговая","Веб-разработка"
"1479","Киев",4000,500,"Team lead",8,3,"","",27,"мужской","Высшее","КНЭУ","False","продвинутый","до 50 человек","Продуктовая","Веб-разработка,eCommerce"
"1480","Харьков",1800,500,"Software Engineer",3,0.5,"PHP","",27,"мужской","Высшее","ХНУРЭ","False","средний","свыше 1000 человек","Аутсорсинговая","eCommerce"
"1481","Киев",1600,400,"Software Engineer",2,0.25,"PHP","",26,"мужской","Высшее","ЗНТУ","False","ниже среднего","до 50 человек","Продуктовая","Веб-разработка"
"1482","Львов",3040,380,"Senior Software Engineer",5,0.5,"Java","",25,"мужской","Высшее","Львовская Политехника","False","выше среднего","до 1000 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"1483","Киев",2700,2000,"Software Engineer",8,0.25,"PHP","",28,"мужской","Высшее","Другой вуз","False","средний","до 1000 человек","Продуктовая","Веб-разработка"
"1484","Львов",1430,200,"Senior QA engineer",6,1.5,"","General QA",30,"мужской","Высшее","Львовская Политехника","False","выше среднего","до 1000 человек","Аутстаффинговая","Embedded,Другое"
"1485","Киев",770,500,"Software Engineer",1,1,"PHP","",22,"мужской","Высшее","ДонНТУ","False","средний","до 50 человек","Аутсорсинговая","Веб-разработка"
"1486","Черновцы",320,220,"Junior Software Engineer",2,0.5,"PHP","",20,"мужской","Высшее","Другой вуз","True","ниже среднего","до 50 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"1487","Киев",1710,910,"Software Engineer",1.5,0,"Ruby/Rails","",24,"мужской","Высшее","НТУУ «КПИ»","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"1488","Львов",3000,250,"Senior Software Engineer",4,1,"JavaScript","",25,"мужской","Среднее","","False","средний","до 10 человек","Стартап","Веб-разработка"
"1489","Киев",900,200,"Researcher",2,2,"","",23,"женский","Высшее","НаУКМА","False","продвинутый","свыше 1000 человек","Аутстаффинговая","Другое"
"1490","Киев",1500,200,"Software Engineer",3,0.25,"JavaScript","",27,"мужской","Высшее","ДНУ им. Гончара","False","ниже среднего","до 50 человек","Аутстаффинговая","Веб-разработка"
"1491","Хмельницкий",450,-50,"Sysadmin",10,9,"","",32,"мужской","Высшее","ХНУ [г. Хмельницкий]","False","средний","до 200 человек","Другая","Телекоммуникации"
"1492","Ровно",320,-280,"Junior Software Engineer",2,0.5,"Objective-C","",32,"мужской","Высшее","Львовская Политехника","False","средний","до 50 человек","Аутсорсинговая","iOS"
"1493","Киев",800,0,"Junior Software Engineer",1.5,0.5,"C#/.NET","",22,"мужской","Высшее","НТУУ «КПИ»","False","средний","до 1000 человек","Аутсорсинговая","Desktop Applications"
"1494","Киев",2200,300,"Software Engineer",3,1.5,"C#/.NET","",43,"мужской","Высшее","НТУ «ХПИ»","False","средний","до 200 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
